id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,duel_type_id,duel_type_name,pass_aerial_won,counterpress,ball_recovery_recovery_failure,carry_end_location,pass_cross,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,dribble_outcome_id,dribble_outcome_name,out,clearance_head,pass_switch,duel_outcome_id,duel_outcome_name,foul_won_defensive,shot_statsbomb_xg,shot_end_location,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,clearance_aerial_won,interception_outcome_id,interception_outcome_name,clearance_right_foot,pass_technique_id,pass_technique_name,pass_outswinging,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_committed_card_id,foul_committed_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,goalkeeper_technique_id,goalkeeper_technique_name,pass_cut_back,foul_committed_type_id,foul_committed_type_name,pass_inswinging,shot_aerial_won,pass_no_touch,pass_through_ball,pass_miscommunication,foul_committed_advantage,foul_won_advantage,miscontrol_aerial_won,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
73f23670-5c40-43b9-8db6-783b923d152f,849,1,00:25:26.575,25,26,57,0.0,2,Ball Recovery,213,Sevilla,1,Regular Play,213,Sevilla,,,,,"[6.1, 31.8]",6823.0,Sergio Rico González,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526.575,2.6380000000001473,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.21127379243955513
656bd671-f93f-4e07-b4dc-d1ae9693ea3c,850,1,00:25:26.575,25,26,57,11.854116,43,Carry,213,Sevilla,1,Regular Play,213,Sevilla,,,"['07033cff-37d8-4ff0-923a-8426f41ee777', '73f23670-5c40-43b9-8db6-783b923d152f']",,"[6.1, 31.8]",6823.0,Sergio Rico González,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,"[10.5, 38.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526.575,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0022691507279547496
07033cff-37d8-4ff0-923a-8426f41ee777,851,1,00:25:38.429,25,38,57,3.476222,30,Pass,213,Sevilla,1,Regular Play,213,Sevilla,,,"['b3692ff2-7377-409e-8e59-f8e628d9e085', 'e0c384b1-fa8b-4ee0-ad56-620c456b129d']",,"[10.5, 38.1]",6823.0,Sergio Rico González,1.0,Goalkeeper,3497.0,Vicente Iborra De La Fuente,49.39514,0.22042564,3.0,High Pass,"[58.7, 48.9]",68.0,Drop Kick,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538.429,11.854000000000042,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.10599994174937388
e0c384b1-fa8b-4ee0-ad56-620c456b129d,852,1,00:25:41.905,25,41,57,,42,Ball Receipt*,213,Sevilla,1,Regular Play,213,Sevilla,,,['07033cff-37d8-4ff0-923a-8426f41ee777'],,"[60.1, 47.8]",3497.0,Vicente Iborra De La Fuente,19.0,Center Attacking Midfield,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541.905,3.4759999999998854,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2665865689112673
b3692ff2-7377-409e-8e59-f8e628d9e085,853,1,00:25:41.905,25,41,57,1.602685,30,Pass,213,Sevilla,1,Regular Play,210,Real Sociedad,,,"['07033cff-37d8-4ff0-923a-8426f41ee777', '19b54ba9-2d54-4a21-8129-a08e070d3952', 'd14bf3e0-9285-4ced-b824-2ea23e3124e8']",,"[61.4, 31.2]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,6677.0,Imanol Agirretxe Arruti,25.849566,0.1867738,3.0,High Pass,"[86.8, 36.0]",37.0,Head,66.0,Recovery,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541.905,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.13248541038899586
19b54ba9-2d54-4a21-8129-a08e070d3952,854,1,00:25:43.508,25,43,57,,42,Ball Receipt*,213,Sevilla,1,Regular Play,210,Real Sociedad,,,['b3692ff2-7377-409e-8e59-f8e628d9e085'],,"[90.0, 36.2]",6677.0,Imanol Agirretxe Arruti,23.0,Center Forward,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543.508,1.6030000000000655,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9748265332605639
d14bf3e0-9285-4ced-b824-2ea23e3124e8,855,1,00:25:43.508,25,43,57,2.129595,30,Pass,213,Sevilla,1,Regular Play,213,Sevilla,,,"['6947dc4a-65cf-4c8f-9f1b-02e66ad33a31', 'b3692ff2-7377-409e-8e59-f8e628d9e085']",,"[33.3, 44.1]",3253.0,Adil Rami,3.0,Right Center Back,23816.0,José Antonio Reyes Calderón,27.031279,-0.5017087,3.0,High Pass,"[57.0, 31.1]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543.508,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.1522745656817186
6947dc4a-65cf-4c8f-9f1b-02e66ad33a31,856,1,00:25:45.637,25,45,57,,42,Ball Receipt*,213,Sevilla,1,Regular Play,213,Sevilla,,,['d14bf3e0-9285-4ced-b824-2ea23e3124e8'],,"[57.0, 31.1]",23816.0,José Antonio Reyes Calderón,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545.637,2.1289999999999054,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8293009638742914
f8c9268d-6b01-4ca7-9b43-07cb875b39d0,857,1,00:25:45.637,25,45,57,2.131902,43,Carry,213,Sevilla,1,Regular Play,213,Sevilla,,,"['5af72357-5b13-4e4f-b0aa-2fdd06914e1c', '6947dc4a-65cf-4c8f-9f1b-02e66ad33a31', 'b4d31699-0369-450c-86be-71afff40941c']",,"[57.0, 31.1]",23816.0,José Antonio Reyes Calderón,21.0,Left Wing,,,,,,,,,,,,,,,,True,,,,,,,,,"[56.1, 18.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545.637,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.47671078453191296
5af72357-5b13-4e4f-b0aa-2fdd06914e1c,858,1,00:25:46.086,25,46,57,1.235127,17,Pressure,213,Sevilla,1,Regular Play,210,Real Sociedad,,,['f8c9268d-6b01-4ca7-9b43-07cb875b39d0'],,"[64.5, 52.7]",6690.0,Xabier Prieto Argarate,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1546.086,0.4490000000000691,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.40095729133783153
b4d31699-0369-450c-86be-71afff40941c,859,1,00:25:47.769,25,47,57,1.437755,30,Pass,213,Sevilla,1,Regular Play,213,Sevilla,,,['a7df5c30-29e6-4b01-af64-40091f5c58a5'],,"[56.1, 18.9]",23816.0,José Antonio Reyes Calderón,21.0,Left Wing,27483.0,Benoît Trémoulinas,16.36154,-2.1028302,1.0,Ground Pass,"[47.8, 4.8]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1547.769,1.6829999999999927,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.05401779145884922
a7df5c30-29e6-4b01-af64-40091f5c58a5,860,1,00:25:49.207,25,49,57,,42,Ball Receipt*,213,Sevilla,1,Regular Play,213,Sevilla,,,['b4d31699-0369-450c-86be-71afff40941c'],,"[47.8, 4.8]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549.207,1.4380000000001019,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03580634092189838
7c9a9f43-c9b8-444c-ab80-8808525a36b0,861,1,00:25:49.207,25,49,57,1.057445,43,Carry,213,Sevilla,1,Regular Play,213,Sevilla,,,"['57f558e6-361a-42c5-8cdf-0a84558407f4', 'a7df5c30-29e6-4b01-af64-40091f5c58a5']",,"[47.8, 4.8]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,"[46.1, 3.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549.207,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6310668362935326
57f558e6-361a-42c5-8cdf-0a84558407f4,862,1,00:25:50.265,25,50,57,1.304458,30,Pass,213,Sevilla,1,Regular Play,213,Sevilla,,,['c0104bb0-6988-49b7-8470-d78e65a35ce5'],,"[46.1, 3.3]",27483.0,Benoît Trémoulinas,6.0,Left Back,5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,15.60801,1.6028366,1.0,Ground Pass,"[45.6, 18.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550.265,1.0579999999999927,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.20920237010399
c0104bb0-6988-49b7-8470-d78e65a35ce5,863,1,00:25:51.569,25,51,57,,42,Ball Receipt*,213,Sevilla,1,Regular Play,213,Sevilla,,,['57f558e6-361a-42c5-8cdf-0a84558407f4'],,"[45.6, 18.9]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551.569,1.30399999999986,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3177846759134201
a9613d5a-b70e-4d42-b6b4-078e585f9fcf,864,1,00:25:51.569,25,51,57,1.210233,30,Pass,213,Sevilla,1,Regular Play,213,Sevilla,,,['f12730e3-da35-4aa1-a667-dd2eeea4e580'],,"[45.6, 18.9]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,9.0,Right Defensive Midfield,10476.0,Timothée Kolodziejczak,11.676472,-2.5512147,1.0,Ground Pass,"[35.9, 12.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551.569,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8672498315504517
f12730e3-da35-4aa1-a667-dd2eeea4e580,865,1,00:25:52.779,25,52,57,,42,Ball Receipt*,213,Sevilla,1,Regular Play,213,Sevilla,,,['a9613d5a-b70e-4d42-b6b4-078e585f9fcf'],,"[35.9, 12.4]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552.779,1.2100000000000364,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5440089266953018
45165e29-020a-42a4-8c46-2336e713e2d2,866,1,00:25:52.779,25,52,57,1.487558,43,Carry,213,Sevilla,1,Regular Play,213,Sevilla,,,"['619c4b0a-d5c5-458e-a063-cf1cb776aee0', 'f12730e3-da35-4aa1-a667-dd2eeea4e580']",,"[35.9, 12.4]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,"[35.9, 12.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552.779,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9504778198504743
619c4b0a-d5c5-458e-a063-cf1cb776aee0,867,1,00:25:54.267,25,54,57,2.373887,30,Pass,213,Sevilla,1,Regular Play,213,Sevilla,,,"['6ebbd875-3fd9-4ef1-b116-a471a1b64d67', 'b39fd6bc-d825-48af-9506-f792644bbc98']",,"[35.9, 12.4]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,7788.0,Ciro Immobile,47.300953,0.0063424096,3.0,High Pass,"[83.2, 12.7]",38.0,Left Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554.267,1.4880000000000564,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.25006321616494687
6ebbd875-3fd9-4ef1-b116-a471a1b64d67,868,1,00:25:56.641,25,56,57,,42,Ball Receipt*,213,Sevilla,1,Regular Play,213,Sevilla,,,['619c4b0a-d5c5-458e-a063-cf1cb776aee0'],,"[85.3, 11.4]",7788.0,Ciro Immobile,23.0,Center Forward,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556.641,2.3740000000000236,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4630354633725401
b39fd6bc-d825-48af-9506-f792644bbc98,869,1,00:25:56.641,25,56,58,0.912616,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['3f1ed096-9fbd-4f43-a04c-b5f8a2bb7ce9', '619c4b0a-d5c5-458e-a063-cf1cb776aee0']",,"[36.9, 67.4]",16622.0,Mikel González de Martín Martínez,3.0,Right Center Back,6679.0,Aritz Elustondo Irribaria,7.66942,1.1830262,2.0,Low Pass,"[39.8, 74.5]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556.641,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8162383813926538
3f1ed096-9fbd-4f43-a04c-b5f8a2bb7ce9,870,1,00:25:57.553,25,57,58,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['b39fd6bc-d825-48af-9506-f792644bbc98'],,"[39.8, 74.5]",6679.0,Aritz Elustondo Irribaria,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557.553,0.9120000000000346,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.18187855427217736
a939f633-8c34-4199-be33-8f9b48eb92ae,871,1,00:25:57.553,25,57,58,1.144558,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['1c340140-fbdd-4ec0-8149-2df98a026556', '3f1ed096-9fbd-4f43-a04c-b5f8a2bb7ce9', 'fdcd8acb-0c6f-407e-adb4-9a6eda722a68']",,"[39.8, 74.5]",6679.0,Aritz Elustondo Irribaria,2.0,Right Back,,,,,,,,,,,,,,,,True,,,,,,,,,"[38.2, 72.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557.553,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.449392963193029
1c340140-fbdd-4ec0-8149-2df98a026556,872,1,00:25:58.286,25,58,58,0.576311,17,Pressure,210,Real Sociedad,1,Regular Play,213,Sevilla,,,"['a939f633-8c34-4199-be33-8f9b48eb92ae', 'fdcd8acb-0c6f-407e-adb4-9a6eda722a68']",,"[78.4, 6.6]",23816.0,José Antonio Reyes Calderón,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558.286,0.7329999999999472,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2511954800024686
fdcd8acb-0c6f-407e-adb4-9a6eda722a68,873,1,00:25:58.698,25,58,58,0.690314,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['1c340140-fbdd-4ec0-8149-2df98a026556', '361e6303-9bce-4cb8-aab0-af3cb6b1544c']",,"[38.2, 72.6]",6679.0,Aritz Elustondo Irribaria,2.0,Right Back,6671.0,Asier Illarramendi Andonegi,7.3239336,-0.9600704,1.0,Ground Pass,"[42.4, 66.6]",40.0,Right Foot,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558.698,0.41200000000003456,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.23749979094593843
361e6303-9bce-4cb8-aab0-af3cb6b1544c,874,1,00:25:59.388,25,59,58,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['fdcd8acb-0c6f-407e-adb4-9a6eda722a68'],,"[42.4, 66.6]",6671.0,Asier Illarramendi Andonegi,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1559.388,0.6899999999998272,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9461864589080196
4d5e0bee-38ef-4ac7-82a5-93a0561a7190,875,1,00:25:59.388,25,59,58,5.502176,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['361e6303-9bce-4cb8-aab0-af3cb6b1544c', '56d31452-d21b-4fbc-bf9b-420e2c34120d']",,"[42.4, 66.6]",6671.0,Asier Illarramendi Andonegi,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,"[53.0, 43.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1559.388,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8155711982619752
56d31452-d21b-4fbc-bf9b-420e2c34120d,876,1,00:26:04.890,26,4,58,1.767408,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['ce7b8ef9-0a1a-44fa-ba70-419470739c9c'],,"[53.0, 43.9]",6671.0,Asier Illarramendi Andonegi,9.0,Right Defensive Midfield,3023.0,Yuri Berchiche Izeta,28.338137,-1.2992828,1.0,Ground Pass,"[60.6, 16.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564.89,5.50200000000018,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8995543783497267
ce7b8ef9-0a1a-44fa-ba70-419470739c9c,877,1,00:26:06.658,26,6,58,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['56d31452-d21b-4fbc-bf9b-420e2c34120d'],,"[60.6, 16.6]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566.658,1.7679999999998017,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.18523773926734044
7c0f8b13-e27b-443f-9d79-682ad1573a9d,878,1,00:26:06.658,26,6,58,2.889376,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['ce7b8ef9-0a1a-44fa-ba70-419470739c9c', 'e32ca665-a851-42e9-bcc3-e108333e6dd7']",,"[60.6, 16.6]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,"[67.4, 13.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566.658,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.02817943583711635
e32ca665-a851-42e9-bcc3-e108333e6dd7,879,1,00:26:09.547,26,9,58,1.065669,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['2c06d654-62ad-4223-9171-3a65c8bb32f4'],,"[67.4, 13.2]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,6673.0,Sergio Canales Madrazo,10.555094,0.7250688,1.0,Ground Pass,"[75.3, 20.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569.547,2.8890000000001237,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.07996136391185171
2c06d654-62ad-4223-9171-3a65c8bb32f4,880,1,00:26:10.613,26,10,58,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['e32ca665-a851-42e9-bcc3-e108333e6dd7'],,"[75.3, 20.2]",6673.0,Sergio Canales Madrazo,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.613,1.066000000000031,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2513316141391999
6dea06aa-20f6-4ca0-a0e9-88b1ab74e976,881,1,00:26:10.613,26,10,58,0.730978,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['2c06d654-62ad-4223-9171-3a65c8bb32f4', '9dd8c81a-da04-4fe9-ae1b-a78926eca8e3']",,"[75.3, 20.2]",6673.0,Sergio Canales Madrazo,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,"[75.3, 20.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.613,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2534629820566866
9dd8c81a-da04-4fe9-ae1b-a78926eca8e3,882,1,00:26:11.344,26,11,58,1.025339,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['f7424f55-dc87-432c-930d-8a4cb53a56a3'],,"[75.3, 20.5]",6673.0,Sergio Canales Madrazo,21.0,Left Wing,6671.0,Asier Illarramendi Andonegi,15.789237,-2.8920057,1.0,Ground Pass,"[60.0, 16.6]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571.344,0.7309999999999945,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9069907566302972
f7424f55-dc87-432c-930d-8a4cb53a56a3,883,1,00:26:12.369,26,12,58,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['9dd8c81a-da04-4fe9-ae1b-a78926eca8e3'],,"[60.0, 16.6]",6671.0,Asier Illarramendi Andonegi,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572.369,1.0249999999998636,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9941643585939828
20426122-7d4f-4be0-a74c-9aacf10df07f,884,1,00:26:12.369,26,12,58,0.993143,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['f44aa349-fa6a-4500-9184-0ea498c7cef1', 'f7424f55-dc87-432c-930d-8a4cb53a56a3']",,"[60.0, 16.6]",6671.0,Asier Illarramendi Andonegi,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,"[60.0, 16.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572.369,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2811462614020581
