id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,duel_type_id,duel_type_name,pass_aerial_won,counterpress,ball_recovery_recovery_failure,carry_end_location,pass_cross,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,dribble_outcome_id,dribble_outcome_name,out,clearance_head,pass_switch,duel_outcome_id,duel_outcome_name,foul_won_defensive,shot_statsbomb_xg,shot_end_location,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,clearance_aerial_won,interception_outcome_id,interception_outcome_name,clearance_right_foot,pass_technique_id,pass_technique_name,pass_outswinging,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_committed_card_id,foul_committed_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,goalkeeper_technique_id,goalkeeper_technique_name,pass_cut_back,foul_committed_type_id,foul_committed_type_name,pass_inswinging,shot_aerial_won,pass_no_touch,pass_through_ball,pass_miscommunication,foul_committed_advantage,foul_won_advantage,miscontrol_aerial_won,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
9cac8ba1-185e-4e20-845c-5782461e207b,11,1,00:00:09.689,0,9,3,1.584646,30,Pass,213,Sevilla,1,Regular Play,213,Sevilla,,,"['cb5d385e-4080-49c3-9dc7-8d60fff5f74a', 'd227c294-76b1-4e6d-af0b-10877b0479a9']",,"[50.3, 8.5]",7788.0,Ciro Immobile,23.0,Center Forward,3497.0,Vicente Iborra De La Fuente,11.384639,0.7916093,3.0,High Pass,"[58.3, 16.6]",,,66.0,Recovery,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.689,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7722742970356596
cb5d385e-4080-49c3-9dc7-8d60fff5f74a,12,1,00:00:11.274,0,11,3,,42,Ball Receipt*,213,Sevilla,1,Regular Play,213,Sevilla,,,['9cac8ba1-185e-4e20-845c-5782461e207b'],,"[58.3, 16.6]",3497.0,Vicente Iborra De La Fuente,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.274,1.584999999999999,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.182512921865716
0db878aa-906f-425f-bdb0-9e55f2a84261,13,1,00:00:11.327,0,11,3,2.165554,30,Pass,213,Sevilla,1,Regular Play,213,Sevilla,,,['e2eb605f-ea41-455d-b11c-9b5e7b6e10c3'],,"[58.3, 16.0]",3497.0,Vicente Iborra De La Fuente,19.0,Center Attacking Midfield,23816.0,José Antonio Reyes Calderón,9.940322,-1.9849349,3.0,High Pass,"[54.3, 6.9]",37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.327,0.053000000000000824,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.15921887143087543
3922ff26-7d14-4d39-bfdb-8dedba14138b,14,1,00:00:13.086,0,13,3,0.474186,17,Pressure,213,Sevilla,1,Regular Play,210,Real Sociedad,,,"['bd00abb0-9697-401f-b0a3-3cf3ee74a4b1', 'e2eb605f-ea41-455d-b11c-9b5e7b6e10c3']",,"[63.5, 70.1]",6671.0,Asier Illarramendi Andonegi,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.086,1.7590000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9279732802840275
e2eb605f-ea41-455d-b11c-9b5e7b6e10c3,15,1,00:00:13.492,0,13,3,,42,Ball Receipt*,213,Sevilla,1,Regular Play,213,Sevilla,,,"['0db878aa-906f-425f-bdb0-9e55f2a84261', '3922ff26-7d14-4d39-bfdb-8dedba14138b']",,"[54.3, 6.9]",23816.0,José Antonio Reyes Calderón,21.0,Left Wing,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.492,0.4060000000000006,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.24564099869371303
bd00abb0-9697-401f-b0a3-3cf3ee74a4b1,16,1,00:00:13.492,0,13,3,1.153129,30,Pass,213,Sevilla,1,Regular Play,213,Sevilla,,,"['3922ff26-7d14-4d39-bfdb-8dedba14138b', 'a93f984e-6a03-40f3-98ba-35937212d200', 'f5506afe-62ed-49b3-a2c9-e495697344cc']",,"[56.6, 5.9]",23816.0,José Antonio Reyes Calderón,21.0,Left Wing,7788.0,Ciro Immobile,14.508618,0.67797023,2.0,Low Pass,"[67.9, 15.0]",38.0,Left Foot,,,9.0,Incomplete,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.492,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.20049370763889662
a93f984e-6a03-40f3-98ba-35937212d200,17,1,00:00:14.645,0,14,3,,42,Ball Receipt*,213,Sevilla,1,Regular Play,213,Sevilla,,,['bd00abb0-9697-401f-b0a3-3cf3ee74a4b1'],,"[64.2, 18.9]",7788.0,Ciro Immobile,23.0,Center Forward,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.645,1.1529999999999987,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0842319126435902
f5506afe-62ed-49b3-a2c9-e495697344cc,18,1,00:00:14.645,0,14,3,2.1792,30,Pass,213,Sevilla,1,Regular Play,210,Real Sociedad,,,"['374d06a8-0f96-4eba-835f-944ef59ea4d0', 'bd00abb0-9697-401f-b0a3-3cf3ee74a4b1']",,"[52.2, 65.1]",16622.0,Mikel González de Martín Martínez,3.0,Right Center Back,,,32.40386,-0.23674531,3.0,High Pass,"[83.7, 57.5]",40.0,Right Foot,64.0,Interception,9.0,Incomplete,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.645,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.41938035369344173
374d06a8-0f96-4eba-835f-944ef59ea4d0,19,1,00:00:16.825,0,16,3,1.85201,30,Pass,213,Sevilla,1,Regular Play,213,Sevilla,,,"['12d01d5a-00b1-413b-a326-2ec6c4fc0122', '16829f4f-5113-463f-b26c-419a43e74c47', 'f5506afe-62ed-49b3-a2c9-e495697344cc']",,"[36.4, 22.6]",7948.0,Marco Andreolli,5.0,Left Center Back,3637.0,Grzegorz Krychowiak,18.711494,-1.3880748,2.0,Low Pass,"[39.8, 4.2]",37.0,Head,66.0,Recovery,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.825,2.1799999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5353632746638742
12d01d5a-00b1-413b-a326-2ec6c4fc0122,20,1,00:00:18.677,0,18,3,,42,Ball Receipt*,213,Sevilla,1,Regular Play,213,Sevilla,,,['374d06a8-0f96-4eba-835f-944ef59ea4d0'],,"[39.6, 10.0]",3637.0,Grzegorz Krychowiak,11.0,Left Defensive Midfield,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.677,1.8520000000000003,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5896767740849469
16829f4f-5113-463f-b26c-419a43e74c47,21,1,00:00:18.677,0,18,3,0.0,2,Ball Recovery,213,Sevilla,1,Regular Play,210,Real Sociedad,,,['374d06a8-0f96-4eba-835f-944ef59ea4d0'],,"[80.3, 75.9]",8522.0,Armindo Tué Na Bangna,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.677,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.15917265010387383
ef126c55-8f60-4880-8180-29dbffdd515e,22,1,00:00:18.917,0,18,3,0.347004,17,Pressure,213,Sevilla,1,Regular Play,213,Sevilla,,,,,"[41.2, 5.6]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.917,0.240000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.6450852754751195
ab988873-4748-48d6-ae1c-073cfcc53be6,23,1,00:00:19.271,0,19,3,0.0,2,Ball Recovery,213,Sevilla,1,Regular Play,213,Sevilla,,,,,"[39.6, 7.5]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.271,0.3539999999999992,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.48206303192929967
f1f57741-3eab-4d09-877a-df8d203977ca,24,1,00:00:19.271,0,19,3,1.110772,43,Carry,213,Sevilla,1,Regular Play,213,Sevilla,,,"['1f304cc7-dca3-4b60-a3bc-2f1c95b37981', '8e7017bd-7b77-45f9-b3e9-9b22de2a3357', 'ab988873-4748-48d6-ae1c-073cfcc53be6']",,"[39.6, 7.5]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,,,,,True,,,,,,,,,"[34.4, 13.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.271,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.20687899735003368
1f304cc7-dca3-4b60-a3bc-2f1c95b37981,25,1,00:00:19.342,0,19,3,0.352395,17,Pressure,213,Sevilla,1,Regular Play,210,Real Sociedad,,,['f1f57741-3eab-4d09-877a-df8d203977ca'],,"[84.4, 70.3]",8522.0,Armindo Tué Na Bangna,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.342,0.07099999999999795,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5659029498719188
8e7017bd-7b77-45f9-b3e9-9b22de2a3357,26,1,00:00:20.382,0,20,3,1.405919,30,Pass,213,Sevilla,1,Regular Play,213,Sevilla,,,['c8d02ba3-89a3-4d8a-a94f-414e1919cbe7'],,"[34.4, 13.0]",27483.0,Benoît Trémoulinas,6.0,Left Back,7948.0,Marco Andreolli,16.080112,2.501823,1.0,Ground Pass,"[21.5, 22.6]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.382,1.0400000000000027,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9163669810544636
c8d02ba3-89a3-4d8a-a94f-414e1919cbe7,27,1,00:00:21.788,0,21,3,,42,Ball Receipt*,213,Sevilla,1,Regular Play,213,Sevilla,,,['8e7017bd-7b77-45f9-b3e9-9b22de2a3357'],,"[21.5, 22.6]",7948.0,Marco Andreolli,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.788,1.4059999999999988,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3660755816137312
6a4d6395-6fb8-4868-8a1d-aba0293b67a1,28,1,00:00:21.788,0,21,3,1.184007,30,Pass,213,Sevilla,1,Regular Play,213,Sevilla,,,"['51770959-3838-45f7-b541-5ba3ce349409', 'aeaffc6e-519e-4110-b2e3-233dfd768b15']",,"[21.5, 22.4]",7948.0,Marco Andreolli,5.0,Left Center Back,7788.0,Ciro Immobile,25.718864,-0.3783403,2.0,Low Pass,"[45.4, 12.9]",38.0,Left Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.788,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.34029934626789926
aeaffc6e-519e-4110-b2e3-233dfd768b15,29,1,00:00:22.972,0,22,3,,42,Ball Receipt*,213,Sevilla,1,Regular Play,213,Sevilla,,,['6a4d6395-6fb8-4868-8a1d-aba0293b67a1'],,"[49.9, 5.3]",7788.0,Ciro Immobile,23.0,Center Forward,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.972,1.184000000000001,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.30530140745846857
51770959-3838-45f7-b541-5ba3ce349409,30,1,00:00:22.972,0,22,3,1.293237,30,Pass,213,Sevilla,1,Regular Play,210,Real Sociedad,,,"['043eecfc-8b0d-421f-82c2-78f3565ecb8a', '6a4d6395-6fb8-4868-8a1d-aba0293b67a1']",,"[74.7, 67.2]",6671.0,Asier Illarramendi Andonegi,9.0,Right Defensive Midfield,6690.0,Xabier Prieto Argarate,12.404032,-0.28605145,1.0,Ground Pass,"[86.6, 63.7]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.972,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5289646524258419
