id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,counterpress,duel_outcome_id,duel_outcome_name,pass_deflected,block_deflection,dribble_outcome_id,dribble_outcome_name,pass_cross,out,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_switch,interception_outcome_id,interception_outcome_name,clearance_right_foot,foul_won_defensive,pass_outswinging,pass_technique_id,pass_technique_name,shot_statsbomb_xg,shot_end_location,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,50_50_outcome_id,50_50_outcome_name,foul_committed_advantage,foul_won_advantage,pass_assisted_shot_id,pass_shot_assist,pass_inswinging,shot_key_pass_id,shot_aerial_won,shot_first_time,goalkeeper_technique_id,goalkeeper_technique_name,clearance_left_foot,pass_through_ball,foul_committed_card_id,foul_committed_card_name,pass_miscommunication,foul_committed_offensive,bad_behaviour_card_id,bad_behaviour_card_name,pass_no_touch,pass_goal_assist,ball_recovery_recovery_failure,foul_committed_type_id,foul_committed_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_nutmeg,miscontrol_aerial_won,block_offensive,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,pitch_control_score
1d78d8ad-36c8-49b2-9834-0e232763c3a0,318,1,00:07:18.759,7,18,15,1.572188,17,Pressure,213,Sevilla,4,From Throw In,213,Sevilla,,,"['00322f1f-4838-437b-97af-93c826329407', '09dbaa4f-f5da-43c5-840d-881058070a77']",,"[78.5, 14.2]",7154.0,Sebastián Carlos Cristóforo Pepe,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.759,2.604000000000042,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.4155659450329757
09dbaa4f-f5da-43c5-840d-881058070a77,319,1,00:07:20.186,7,20,15,1.05954,30,Pass,213,Sevilla,4,From Throw In,223,Málaga,,,"['1d78d8ad-36c8-49b2-9834-0e232763c3a0', 'ec758822-4983-4938-8e6f-aaa9cb6d3620']",,"[51.3, 71.1]",6580.0,José Luis García del Pozo,11.0,Left Defensive Midfield,,,19.84364,-0.551655,1.0,Ground Pass,"[68.2, 60.7]",40.0,Right Foot,,,,9.0,Incomplete,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.186,1.426999999999964,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9295632178196229
ec758822-4983-4938-8e6f-aaa9cb6d3620,320,1,00:07:21.246,7,21,15,0.859441,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,"['09dbaa4f-f5da-43c5-840d-881058070a77', 'f015ae3b-bf89-483f-a37b-1aa097b24bc9']",,"[51.9, 19.4]",3637.0,Grzegorz Krychowiak,9.0,Right Defensive Midfield,3253.0,Adil Rami,7.093659,2.4360244,1.0,Ground Pass,"[46.5, 24.0]",40.0,Right Foot,64.0,Interception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.246,1.0600000000000023,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.5884436380927466
198ba806-a048-467b-934d-0ff8a501a607,321,1,00:07:21.986,7,21,15,0.887699,17,Pressure,213,Sevilla,4,From Throw In,223,Málaga,,,"['8ac8a27e-647d-47a4-8a6e-4aea21c6527b', 'f015ae3b-bf89-483f-a37b-1aa097b24bc9']",,"[72.0, 60.1]",8419.0,Duje Čop,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.986,0.7400000000000091,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8020393250837553
f015ae3b-bf89-483f-a37b-1aa097b24bc9,322,1,00:07:22.105,7,22,15,,42,Ball Receipt*,213,Sevilla,4,From Throw In,213,Sevilla,,,"['198ba806-a048-467b-934d-0ff8a501a607', 'ec758822-4983-4938-8e6f-aaa9cb6d3620']",,"[46.5, 24.0]",3253.0,Adil Rami,5.0,Left Center Back,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.105,0.1190000000000282,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6759529076739321
8ac8a27e-647d-47a4-8a6e-4aea21c6527b,323,1,00:07:22.105,7,22,15,3.521871,43,Carry,213,Sevilla,4,From Throw In,213,Sevilla,,,"['06274fac-bc6d-493c-a9ea-0542ae50c078', '198ba806-a048-467b-934d-0ff8a501a607', 'b851e744-644a-48e1-83c4-a38851ce20ef', 'f015ae3b-bf89-483f-a37b-1aa097b24bc9']",,"[46.5, 24.0]",3253.0,Adil Rami,5.0,Left Center Back,,,,,,,,,,,,"[43.8, 9.0]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.105,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9428892075007395
b851e744-644a-48e1-83c4-a38851ce20ef,324,1,00:07:25.399,7,25,15,0.324826,17,Pressure,213,Sevilla,4,From Throw In,223,Málaga,,,"['06274fac-bc6d-493c-a9ea-0542ae50c078', '8ac8a27e-647d-47a4-8a6e-4aea21c6527b']",,"[70.6, 71.4]",3302.0,Nordin Amrabat,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.399,3.2939999999999827,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2858206881137274
06274fac-bc6d-493c-a9ea-0542ae50c078,325,1,00:07:25.627,7,25,15,1.344868,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,"['6f75964c-e26f-4382-bcf8-487d5acbf387', 'b851e744-644a-48e1-83c4-a38851ce20ef']",,"[43.8, 9.0]",3253.0,Adil Rami,5.0,Left Center Back,7154.0,Sebastián Carlos Cristóforo Pepe,11.886968,-0.74969906,2.0,Low Pass,"[52.5, 0.9]",40.0,Right Foot,,,,75.0,Out,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.627,0.22800000000000864,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.3840356219562997
6f75964c-e26f-4382-bcf8-487d5acbf387,326,1,00:07:26.972,7,26,15,,42,Ball Receipt*,213,Sevilla,4,From Throw In,213,Sevilla,,,['06274fac-bc6d-493c-a9ea-0542ae50c078'],,"[52.5, 3.1]",7154.0,Sebastián Carlos Cristóforo Pepe,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.972,1.3449999999999704,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08578406889160584
7faee361-457c-4b49-b861-496ed1e1c4b2,327,1,00:07:54.908,7,54,16,2.199517,30,Pass,223,Málaga,4,From Throw In,223,Málaga,,,['0a799d15-422e-415f-b682-74efcce2095d'],,"[71.7, 80.0]",6569.0,Roberto José Rosales Altuve,2.0,Right Back,3302.0,Nordin Amrabat,31.88934,-0.5183682,3.0,High Pass,"[99.4, 64.2]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.908,27.936000000000035,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.07704168061503225
41d1bc04-95fd-497a-be5f-23d1de5a4574,328,1,00:07:56.958,7,56,16,0.975118,17,Pressure,223,Málaga,4,From Throw In,213,Sevilla,,,"['0a799d15-422e-415f-b682-74efcce2095d', 'b0ae3223-0b0d-486e-9826-52663df9dd6e']",,"[19.3, 16.6]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.958,2.0500000000000114,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5205743407650909
0a799d15-422e-415f-b682-74efcce2095d,329,1,00:07:57.107,7,57,16,,42,Ball Receipt*,223,Málaga,4,From Throw In,223,Málaga,,,"['41d1bc04-95fd-497a-be5f-23d1de5a4574', '7faee361-457c-4b49-b861-496ed1e1c4b2']",,"[99.4, 64.2]",3302.0,Nordin Amrabat,12.0,Right Midfield,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.107,0.1490000000000009,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.16075001817548806
b0ae3223-0b0d-486e-9826-52663df9dd6e,330,1,00:07:57.107,7,57,16,1.168341,43,Carry,223,Málaga,4,From Throw In,223,Málaga,,,"['0a799d15-422e-415f-b682-74efcce2095d', '29fc359c-deb1-45fa-9a79-0253a827cb19', '41d1bc04-95fd-497a-be5f-23d1de5a4574', '56fe4ede-348b-40b4-aea4-4ea0f9ef2d27']",,"[99.4, 64.2]",3302.0,Nordin Amrabat,12.0,Right Midfield,,,,,,,,,,,,"[98.8, 63.5]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.107,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.26119718854510987
56fe4ede-348b-40b4-aea4-4ea0f9ef2d27,331,1,00:07:58.181,7,58,16,0.584438,17,Pressure,223,Málaga,4,From Throw In,213,Sevilla,,,"['29fc359c-deb1-45fa-9a79-0253a827cb19', 'b0ae3223-0b0d-486e-9826-52663df9dd6e']",,"[22.6, 13.1]",7154.0,Sebastián Carlos Cristóforo Pepe,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.181,1.0739999999999554,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.04231880219587014
29fc359c-deb1-45fa-9a79-0253a827cb19,332,1,00:07:58.275,7,58,16,1.463324,30,Pass,223,Málaga,4,From Throw In,223,Málaga,,,"['5297c514-8e88-4036-ad7c-b25249ec4ec7', '56fe4ede-348b-40b4-aea4-4ea0f9ef2d27']",,"[98.8, 63.5]",3302.0,Nordin Amrabat,12.0,Right Midfield,8234.0,Ignacio Camacho Barnola,9.042677,-2.5689263,3.0,High Pass,"[91.2, 58.6]",40.0,Right Foot,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.275,0.09399999999999409,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9773473575735269
639b206d-8ee7-4fe1-9b6f-037e8724fe81,333,1,00:07:59.612,7,59,16,0.587493,17,Pressure,223,Málaga,4,From Throw In,213,Sevilla,,,"['5297c514-8e88-4036-ad7c-b25249ec4ec7', '9316ea9f-066a-42c5-bba6-ce3f8c24f245']",,"[22.1, 27.0]",3637.0,Grzegorz Krychowiak,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.612,1.337000000000046,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.18087135220084327
5297c514-8e88-4036-ad7c-b25249ec4ec7,334,1,00:07:59.739,7,59,16,,42,Ball Receipt*,223,Málaga,4,From Throw In,223,Málaga,,,"['29fc359c-deb1-45fa-9a79-0253a827cb19', '639b206d-8ee7-4fe1-9b6f-037e8724fe81']",,"[91.2, 58.6]",8234.0,Ignacio Camacho Barnola,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.739,0.1269999999999527,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8425932552794342
9316ea9f-066a-42c5-bba6-ce3f8c24f245,335,1,00:07:59.739,7,59,16,0.50535,30,Pass,223,Málaga,4,From Throw In,223,Málaga,,,"['639b206d-8ee7-4fe1-9b6f-037e8724fe81', 'cd73fb99-5c92-498e-abb2-d597564c1040']",,"[94.2, 54.8]",8234.0,Ignacio Camacho Barnola,9.0,Right Defensive Midfield,8419.0,Duje Čop,5.9236813,-1.19029,2.0,Low Pass,"[96.4, 49.3]",37.0,Head,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.739,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.5419483042624132
cd73fb99-5c92-498e-abb2-d597564c1040,336,1,00:08:00.244,8,0,16,,42,Ball Receipt*,223,Málaga,4,From Throw In,223,Málaga,,,['9316ea9f-066a-42c5-bba6-ce3f8c24f245'],,"[96.4, 49.3]",8419.0,Duje Čop,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.244,0.5050000000000523,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6826275825236754
c1cf91a1-6fa8-4d2a-bb68-5c7a151df725,337,1,00:08:00.244,8,0,16,2.18443,30,Pass,223,Málaga,4,From Throw In,223,Málaga,,,['74835832-86c6-4697-b758-450698af3d89'],,"[97.5, 49.0]",8419.0,Duje Čop,24.0,Left Center Forward,6569.0,Roberto José Rosales Altuve,22.181524,1.6565583,3.0,High Pass,"[95.6, 71.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.244,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.5369933842706819
74835832-86c6-4697-b758-450698af3d89,338,1,00:08:02.428,8,2,16,,42,Ball Receipt*,223,Málaga,4,From Throw In,223,Málaga,,,['c1cf91a1-6fa8-4d2a-bb68-5c7a151df725'],,"[95.6, 71.1]",6569.0,Roberto José Rosales Altuve,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.428,2.183999999999969,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7493395984036479
9b007bb4-9248-4074-95f2-dc102cf9af9f,339,1,00:08:02.428,8,2,16,1.17429,43,Carry,223,Málaga,4,From Throw In,223,Málaga,,,"['74835832-86c6-4697-b758-450698af3d89', '94222c05-b084-4b0b-b210-3d6d12cc8e95', 'ebec549f-1c53-4910-b4f7-b74d148b7f20']",,"[95.6, 71.1]",6569.0,Roberto José Rosales Altuve,2.0,Right Back,,,,,,,,,,,,"[101.0, 73.2]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.428,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6299745525131407
ebec549f-1c53-4910-b4f7-b74d148b7f20,340,1,00:08:03.293,8,3,16,0.737706,17,Pressure,223,Málaga,4,From Throw In,213,Sevilla,,,"['94222c05-b084-4b0b-b210-3d6d12cc8e95', '9b007bb4-9248-4074-95f2-dc102cf9af9f']",,"[19.6, 15.1]",7154.0,Sebastián Carlos Cristóforo Pepe,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.293,0.8650000000000091,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.64153432028855
94222c05-b084-4b0b-b210-3d6d12cc8e95,341,1,00:08:03.603,8,3,16,0.674206,30,Pass,223,Málaga,4,From Throw In,223,Málaga,,,"['0ecd1561-4044-4739-90a3-9ddec1595cc1', '320e93c0-0ccf-4ad3-a1f0-659c7d9d55d9', 'ebec549f-1c53-4910-b4f7-b74d148b7f20']",,"[101.0, 73.2]",6569.0,Roberto José Rosales Altuve,2.0,Right Back,3302.0,Nordin Amrabat,8.091971,-0.6979028,1.0,Ground Pass,"[107.2, 68.0]",40.0,Right Foot,,,,9.0,Incomplete,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.603,0.3100000000000023,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9026203646113137
320e93c0-0ccf-4ad3-a1f0-659c7d9d55d9,342,1,00:08:04.277,8,4,16,,42,Ball Receipt*,223,Málaga,4,From Throw In,223,Málaga,,,['94222c05-b084-4b0b-b210-3d6d12cc8e95'],,"[108.9, 67.3]",3302.0,Nordin Amrabat,12.0,Right Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.277,0.6739999999999782,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.047915046612343914
0ecd1561-4044-4739-90a3-9ddec1595cc1,343,1,00:08:04.277,8,4,16,0.0,10,Interception,223,Málaga,4,From Throw In,213,Sevilla,,,['94222c05-b084-4b0b-b210-3d6d12cc8e95'],,"[12.9, 12.1]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.277,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.21880418117101375
d5b80a0d-fe82-4215-80b5-b8c18237fdb9,344,1,00:08:04.646,8,4,17,0.0,2,Ball Recovery,213,Sevilla,1,Regular Play,213,Sevilla,,,,,"[17.2, 9.9]",7154.0,Sebastián Carlos Cristóforo Pepe,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.646,0.3690000000000282,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5541851535600859
8425dbe4-d0b5-405d-b231-10efd78f7999,345,1,00:08:04.646,8,4,17,1.65851,43,Carry,213,Sevilla,1,Regular Play,213,Sevilla,,,"['0e951373-f557-42cb-8267-f7ed8eeb5f04', '292c9298-0c77-494a-9fae-673787c8e08f', 'd5b80a0d-fe82-4215-80b5-b8c18237fdb9']",,"[17.2, 9.9]",7154.0,Sebastián Carlos Cristóforo Pepe,11.0,Left Defensive Midfield,,,,,,,,,,,,"[21.6, 8.0]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.646,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.16812299788558305
292c9298-0c77-494a-9fae-673787c8e08f,346,1,00:08:05.075,8,5,17,0.581013,17,Pressure,213,Sevilla,1,Regular Play,223,Málaga,,,['8425dbe4-d0b5-405d-b231-10efd78f7999'],,"[105.7, 68.6]",3302.0,Nordin Amrabat,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.075,0.4289999999999736,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3449992505824673
b052af95-d953-48c9-93dd-258f86307db0,347,1,00:08:06.304,8,6,17,0.0,22,Foul Committed,213,Sevilla,1,Regular Play,223,Málaga,,,['0e951373-f557-42cb-8267-f7ed8eeb5f04'],,"[98.5, 72.1]",3302.0,Nordin Amrabat,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.304,1.228999999999985,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9554631814541091
0e951373-f557-42cb-8267-f7ed8eeb5f04,348,1,00:08:06.304,8,6,17,0.0,21,Foul Won,213,Sevilla,1,Regular Play,213,Sevilla,,,['b052af95-d953-48c9-93dd-258f86307db0'],,"[21.6, 8.0]",7154.0,Sebastián Carlos Cristóforo Pepe,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.304,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4144883947818748
c1142507-ea9e-42c6-8eac-6115c71a9432,349,1,00:08:26.576,8,26,18,2.145366,30,Pass,213,Sevilla,3,From Free Kick,213,Sevilla,,,['a6209c75-01fc-4363-9420-dedcd91644df'],,"[21.6, 8.0]",3253.0,Adil Rami,5.0,Left Center Back,5504.0,Éver Maximiliano David Banega,31.893887,1.3204945,1.0,Ground Pass,"[29.5, 38.9]",40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.576,20.272000000000048,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.19613875052064922
a6209c75-01fc-4363-9420-dedcd91644df,350,1,00:08:28.721,8,28,18,,42,Ball Receipt*,213,Sevilla,3,From Free Kick,213,Sevilla,,,['c1142507-ea9e-42c6-8eac-6115c71a9432'],,"[29.5, 38.9]",5504.0,Éver Maximiliano David Banega,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.721,2.144999999999982,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5482315293799801
eb5c435e-8e15-49ec-9a2e-009eca81aa97,351,1,00:08:28.721,8,28,18,0.886708,43,Carry,213,Sevilla,3,From Free Kick,213,Sevilla,,,"['45e26a52-c532-4426-996d-6151410b1e31', 'a6209c75-01fc-4363-9420-dedcd91644df']",,"[29.5, 38.9]",5504.0,Éver Maximiliano David Banega,19.0,Center Attacking Midfield,,,,,,,,,,,,"[28.9, 39.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.721,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44052062432371364
45e26a52-c532-4426-996d-6151410b1e31,352,1,00:08:29.608,8,29,18,2.712801,30,Pass,213,Sevilla,3,From Free Kick,213,Sevilla,,,['43580e27-0bf0-40a2-8a02-b4e186662362'],,"[28.9, 39.2]",5504.0,Éver Maximiliano David Banega,19.0,Center Attacking Midfield,6672.0,Jorge Andújar Moreno,43.92949,1.0827137,3.0,High Pass,"[49.5, 78.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.608,0.8870000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.18352589019098153
