id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,counterpress,duel_outcome_id,duel_outcome_name,pass_deflected,block_deflection,dribble_outcome_id,dribble_outcome_name,pass_cross,out,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_switch,interception_outcome_id,interception_outcome_name,clearance_right_foot,foul_won_defensive,pass_outswinging,pass_technique_id,pass_technique_name,shot_statsbomb_xg,shot_end_location,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,50_50_outcome_id,50_50_outcome_name,foul_committed_advantage,foul_won_advantage,pass_assisted_shot_id,pass_shot_assist,pass_inswinging,shot_key_pass_id,shot_aerial_won,shot_first_time,goalkeeper_technique_id,goalkeeper_technique_name,clearance_left_foot,pass_through_ball,foul_committed_card_id,foul_committed_card_name,pass_miscommunication,foul_committed_offensive,bad_behaviour_card_id,bad_behaviour_card_name,pass_no_touch,pass_goal_assist,ball_recovery_recovery_failure,foul_committed_type_id,foul_committed_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_nutmeg,miscontrol_aerial_won,block_offensive,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,pitch_control_score
7aa1f1cf-cdce-4ec1-ad39-6e5473570458,11,1,00:00:06.833,0,6,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['d095f3c9-27fd-4d20-a9ac-fe5b94948bea'],,"[82.2, 64.2]",3302.0,Nordin Amrabat,12.0,Right Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.833,2.6790000000000003,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.39067695106028455
a975ee69-cc67-4750-aa1f-048309303825,12,1,00:00:06.833,0,6,2,1.712428,30,Pass,223,Málaga,9,From Kick Off,213,Sevilla,,,"['b91bb8a6-8b8b-4710-b4dc-c5c9dcf73555', 'd095f3c9-27fd-4d20-a9ac-fe5b94948bea']",,"[40.0, 22.6]",6356.0,Michael Krohn-Dehli,21.0,Left Wing,,,18.293715,0.3632492,3.0,High Pass,"[57.1, 29.1]",37.0,Head,66.0,Recovery,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.833,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.7473730891836503
b91bb8a6-8b8b-4710-b4dc-c5c9dcf73555,13,1,00:00:08.546,0,8,2,1.502626,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,"['a975ee69-cc67-4750-aa1f-048309303825', 'fb4c7306-1ff2-4bd1-94c2-b364229e9c47']",,"[63.0, 51.0]",6580.0,José Luis García del Pozo,11.0,Left Defensive Midfield,3302.0,Nordin Amrabat,14.946571,0.4277349,2.0,Low Pass,"[76.6, 57.2]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.546,1.7129999999999992,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.4985019540468032
fb4c7306-1ff2-4bd1-94c2-b364229e9c47,14,1,00:00:10.048,0,10,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['b91bb8a6-8b8b-4710-b4dc-c5c9dcf73555'],,"[76.6, 57.2]",3302.0,Nordin Amrabat,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.048,1.5020000000000007,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3096028368432433
e87c065e-75da-4332-8606-7e8ffa8456ec,15,1,00:00:10.048,0,10,2,0.033263,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['37a766d8-7449-45fc-be21-40fe90d4c06e', 'fb4c7306-1ff2-4bd1-94c2-b364229e9c47']",,"[76.6, 57.2]",3302.0,Nordin Amrabat,12.0,Right Midfield,,,,,,,,,,,,"[76.9, 57.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.048,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5950633233354256
37a766d8-7449-45fc-be21-40fe90d4c06e,16,1,00:00:10.082,0,10,2,1.094963,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['23605eb8-1ff4-43d4-ad7f-8a4eea339dd0'],,"[76.9, 57.5]",3302.0,Nordin Amrabat,12.0,Right Midfield,6707.0,Charles Días Barbosa de Oliveira,9.867117,-0.30893075,3.0,High Pass,"[86.3, 54.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.082,0.034000000000000696,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.7169927906461411
23605eb8-1ff4-43d4-ad7f-8a4eea339dd0,17,1,00:00:11.177,0,11,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['37a766d8-7449-45fc-be21-40fe90d4c06e'],,"[86.3, 54.5]",6707.0,Charles Días Barbosa de Oliveira,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.177,1.0949999999999989,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3645116831668408
1c0a26a6-4b62-4aa8-ab72-67fe2fb5972d,18,1,00:00:11.236,0,11,2,0.0,4,Duel,223,Málaga,9,From Kick Off,213,Sevilla,,,['c725075b-5923-4f25-98ad-206f85fb49c0'],,"[34.8, 25.3]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.236,0.05900000000000105,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.15942891149356897
c725075b-5923-4f25-98ad-206f85fb49c0,19,1,00:00:11.236,0,11,2,1.377659,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,"['1c0a26a6-4b62-4aa8-ab72-67fe2fb5972d', 'ecce6e45-2f53-45c9-b204-1bed5a957fe9']",,"[85.3, 54.8]",6707.0,Charles Días Barbosa de Oliveira,22.0,Right Center Forward,3302.0,Nordin Amrabat,9.936297,1.0666304,3.0,High Pass,"[90.1, 63.5]",,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.236,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9881319220759825
ecce6e45-2f53-45c9-b204-1bed5a957fe9,20,1,00:00:12.613,0,12,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['c725075b-5923-4f25-98ad-206f85fb49c0'],,"[90.1, 63.5]",3302.0,Nordin Amrabat,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.613,1.376999999999999,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5195783359437326
0742ec36-c4b0-4ca4-b9b4-53565ee2f758,21,1,00:00:12.613,0,12,2,1.829662,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['0938eb30-4c0c-4eba-96b9-913c1fde8a0f', '3a71ccb9-1d92-49bc-b50d-0342bf68836a', 'ecce6e45-2f53-45c9-b204-1bed5a957fe9']",,"[90.1, 63.5]",3302.0,Nordin Amrabat,12.0,Right Midfield,,,,,,,,,,,,"[92.3, 65.9]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.613,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.28094385802086697
0938eb30-4c0c-4eba-96b9-913c1fde8a0f,22,1,00:00:12.873,0,12,2,0.71984,17,Pressure,223,Málaga,9,From Kick Off,213,Sevilla,,,['0742ec36-c4b0-4ca4-b9b4-53565ee2f758'],,"[35.9, 19.7]",6356.0,Michael Krohn-Dehli,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.873,0.2599999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5624488959846277
292145fd-45eb-4d29-b788-b037d79f2f74,23,1,00:00:14.172,0,14,2,0.592864,17,Pressure,223,Málaga,9,From Kick Off,213,Sevilla,,,['3a71ccb9-1d92-49bc-b50d-0342bf68836a'],,"[28.0, 19.1]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.172,1.2990000000000013,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9496651214965199
3a71ccb9-1d92-49bc-b50d-0342bf68836a,24,1,00:00:14.443,0,14,2,0.799015,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,"['292145fd-45eb-4d29-b788-b037d79f2f74', '9d26628d-4c33-4411-97df-f1c6ada42e44']",,"[92.3, 65.9]",3302.0,Nordin Amrabat,12.0,Right Midfield,8234.0,Ignacio Camacho Barnola,7.5604234,-2.48751,1.0,Ground Pass,"[86.3, 61.3]",40.0,Right Foot,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.443,0.270999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.10206579689821649
9d26628d-4c33-4411-97df-f1c6ada42e44,25,1,00:00:15.242,0,15,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['3a71ccb9-1d92-49bc-b50d-0342bf68836a'],,"[86.3, 61.3]",8234.0,Ignacio Camacho Barnola,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.242,0.7990000000000013,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.48353579882980535
62eb1286-da4d-4ab5-a7ea-18cbf99fc7c6,26,1,00:00:15.242,0,15,2,2.475871,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,"['11b9fb95-2ca0-423d-b3fe-48f4dbeae13b', '762f5d5f-f4e4-4b61-822e-0271c9bbbd7b']",,"[86.9, 61.5]",8234.0,Ignacio Camacho Barnola,9.0,Right Defensive Midfield,6707.0,Charles Días Barbosa de Oliveira,32.736065,-0.4622815,1.0,Ground Pass,"[116.2, 46.9]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.242,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.59054779132609
762f5d5f-f4e4-4b61-822e-0271c9bbbd7b,27,1,00:00:17.718,0,17,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['62eb1286-da4d-4ab5-a7ea-18cbf99fc7c6'],,"[97.0, 56.3]",6707.0,Charles Días Barbosa de Oliveira,22.0,Right Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.718,2.475999999999999,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2153157682093627
11b9fb95-2ca0-423d-b3fe-48f4dbeae13b,28,1,00:00:17.718,0,17,3,0.0,2,Ball Recovery,213,Sevilla,1,Regular Play,213,Sevilla,,,['62eb1286-da4d-4ab5-a7ea-18cbf99fc7c6'],,"[3.9, 33.2]",6823.0,Sergio Rico González,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.718,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6971918577399977
