id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,counterpress,interception_outcome_id,interception_outcome_name,duel_type_id,duel_type_name,out,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_aerial_won,off_camera,ball_recovery_recovery_failure,dribble_outcome_id,dribble_outcome_name,pass_cross,pass_aerial_won,clearance_right_foot,duel_outcome_id,duel_outcome_name,clearance_left_foot,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,shot_first_time,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,foul_won_defensive,pass_outswinging,pass_technique_id,pass_technique_name,shot_aerial_won,pass_inswinging,miscontrol_aerial_won,foul_committed_advantage,foul_won_advantage,pass_cut_back,pass_through_ball,foul_committed_card_id,foul_committed_card_name,shot_deflected,block_deflection,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_goal_assist,shot_one_on_one,shot_open_goal,bad_behaviour_card_id,bad_behaviour_card_name,shot_saved_to_post,goalkeeper_shot_saved_to_post,block_offensive,shot_redirect,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
0862b99a-5a96-420e-afbc-fac5ec0b799b,434,1,00:11:24.251,11,24,30,0.0,3,Dispossessed,214,Espanyol,3,From Free Kick,1049,Granada,,,['185dcd4a-736e-47f8-bc64-e9016b3de75f'],"[47.0, 65.8]",24783.0,Javier Márquez Moreno,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.251,0.7740000000000009,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.30132331769186926
185dcd4a-736e-47f8-bc64-e9016b3de75f,435,1,00:11:24.251,11,24,30,0.0,4,Duel,214,Espanyol,3,From Free Kick,214,Espanyol,,,['0862b99a-5a96-420e-afbc-fac5ec0b799b'],"[73.1, 14.3]",27241.0,Víctor Guillermo Álvarez Delgado,21.0,Left Wing,,,,,,,,,,,,,,,,,,True,True,,,11.0,Tackle,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.251,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9751747337802336
cd9788be-7270-472d-b736-1ae7a3a00bf1,436,1,00:11:25.259,11,25,30,0.391731,17,Pressure,214,Espanyol,3,From Free Kick,1049,Granada,,,,"[46.0, 62.9]",6599.0,Rubén Salvador Pérez Del Mármol,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.259,1.0080000000000382,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6577151540305338
a16f3b35-2a90-4f1d-a4df-5fc766a24b16,437,1,00:11:25.675,11,25,30,0.0,6,Block,214,Espanyol,3,From Free Kick,1049,Granada,,,,"[46.4, 62.7]",6599.0,Rubén Salvador Pérez Del Mármol,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.675,0.41599999999994,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4023985722483805
3d5fd1a4-f3db-4534-ae07-8240188aee75,438,1,00:11:27.241,11,27,30,0.0,2,Ball Recovery,214,Espanyol,3,From Free Kick,1049,Granada,,,,"[45.4, 59.4]",24783.0,Javier Márquez Moreno,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.241,1.566000000000031,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8265491333976739
32404fe2-820d-42c2-bac7-c07e7cc18621,439,1,00:11:27.241,11,27,30,1.08395,43,Carry,214,Espanyol,3,From Free Kick,1049,Granada,,,"['37c87183-3ee3-404a-bbc5-960aad75c69b', '3d5fd1a4-f3db-4534-ae07-8240188aee75', 'd51781cf-e396-4929-8fac-c996925e79fa']","[45.4, 59.4]",24783.0,Javier Márquez Moreno,19.0,Center Attacking Midfield,,,,,,,,,,,,"[44.8, 61.7]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.241,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7901899848520181
37c87183-3ee3-404a-bbc5-960aad75c69b,440,1,00:11:27.486,11,27,30,0.928703,17,Pressure,214,Espanyol,3,From Free Kick,214,Espanyol,,,"['32404fe2-820d-42c2-bac7-c07e7cc18621', '4a32c499-283f-46ac-9a38-66dd141ec997', 'd51781cf-e396-4929-8fac-c996925e79fa']","[73.7, 20.7]",27241.0,Víctor Guillermo Álvarez Delgado,21.0,Left Wing,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.486,0.24500000000000455,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.34660627447528314
9f302c5d-f13b-4e67-a5c5-2e433b7fecd7,441,1,00:11:28.325,11,28,30,0.0,39,Dribbled Past,214,Espanyol,3,From Free Kick,214,Espanyol,,,"['4a32c499-283f-46ac-9a38-66dd141ec997', 'd51781cf-e396-4929-8fac-c996925e79fa']","[75.3, 18.4]",27241.0,Víctor Guillermo Álvarez Delgado,21.0,Left Wing,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.325,0.8390000000000555,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3267432253998649
d51781cf-e396-4929-8fac-c996925e79fa,442,1,00:11:28.325,11,28,30,0.0,14,Dribble,214,Espanyol,3,From Free Kick,1049,Granada,,,"['37c87183-3ee3-404a-bbc5-960aad75c69b', '9f302c5d-f13b-4e67-a5c5-2e433b7fecd7']","[44.8, 61.7]",24783.0,Javier Márquez Moreno,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.325,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5094271545272063
4a32c499-283f-46ac-9a38-66dd141ec997,443,1,00:11:28.325,11,28,30,1.364359,43,Carry,214,Espanyol,3,From Free Kick,1049,Granada,,,"['21f00a9b-6732-417b-83db-e4b2ce1ec2d6', '37c87183-3ee3-404a-bbc5-960aad75c69b', '9f302c5d-f13b-4e67-a5c5-2e433b7fecd7', 'd51781cf-e396-4929-8fac-c996925e79fa']","[44.8, 61.7]",24783.0,Javier Márquez Moreno,19.0,Center Attacking Midfield,,,,,,,,,,,,"[44.8, 59.2]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.325,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6273762737337538
21f00a9b-6732-417b-83db-e4b2ce1ec2d6,444,1,00:11:29.690,11,29,30,5.829989,30,Pass,214,Espanyol,3,From Free Kick,1049,Granada,,,['0cdb8d7e-2358-473c-b908-b05dc5bb7c90'],"[44.8, 59.2]",24783.0,Javier Márquez Moreno,19.0,Center Attacking Midfield,,,82.69776,-0.49934673,3.0,High Pass,"[117.4, 19.6]",38.0,Left Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.69,1.365000000000009,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.13440953470620054
0cdb8d7e-2358-473c-b908-b05dc5bb7c90,445,1,00:11:35.520,11,35,30,0.0,2,Ball Recovery,214,Espanyol,3,From Free Kick,214,Espanyol,,,['21f00a9b-6732-417b-83db-e4b2ce1ec2d6'],"[2.7, 60.5]",6792.0,Pau López Sabata,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.52,5.829999999999927,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.43201469332067177
00ab4f1b-d333-4adb-9c4d-e62c7be273c7,446,1,00:11:46.500,11,46,30,1.56,30,Pass,214,Espanyol,3,From Free Kick,214,Espanyol,,,['dea0e84d-4e36-4e07-b463-d1474366cb18'],"[7.2, 42.2]",6792.0,Pau López Sabata,1.0,Goalkeeper,16456.0,Enzo Pablo Roco Roco,45.983692,-0.8161577,1.0,Ground Pass,"[38.7, 8.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.5,10.980000000000018,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.31739188125019846
eb28d655-ff89-4256-a403-96d4ca590078,447,1,00:11:47.534,11,47,30,0.760341,17,Pressure,214,Espanyol,3,From Free Kick,1049,Granada,,,"['7fe84108-4efb-4bb6-9eef-f526927d9f82', 'a3bfa990-b0b3-40de-b2b6-1b867bf21674', 'dea0e84d-4e36-4e07-b463-d1474366cb18']","[81.4, 71.9]",27109.0,Youssef El-Arabi,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.534,1.0339999999999918,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.34309196463322855
dea0e84d-4e36-4e07-b463-d1474366cb18,448,1,00:11:48.060,11,48,30,,42,Ball Receipt*,214,Espanyol,3,From Free Kick,214,Espanyol,,,"['00ab4f1b-d333-4adb-9c4d-e62c7be273c7', 'eb28d655-ff89-4256-a403-96d4ca590078']","[38.7, 8.7]",16456.0,Enzo Pablo Roco Roco,5.0,Left Center Back,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.06,0.5259999999999536,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.19131717887404276
7fe84108-4efb-4bb6-9eef-f526927d9f82,449,1,00:11:48.060,11,48,30,0.093481,43,Carry,214,Espanyol,3,From Free Kick,214,Espanyol,,,"['a3bfa990-b0b3-40de-b2b6-1b867bf21674', 'dea0e84d-4e36-4e07-b463-d1474366cb18', 'eb28d655-ff89-4256-a403-96d4ca590078']","[38.7, 8.7]",16456.0,Enzo Pablo Roco Roco,5.0,Left Center Back,,,,,,,,,,,,"[38.9, 7.6]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.06,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9594412677914356
a3bfa990-b0b3-40de-b2b6-1b867bf21674,450,1,00:11:48.153,11,48,30,1.353532,30,Pass,214,Espanyol,3,From Free Kick,214,Espanyol,,,"['eb28d655-ff89-4256-a403-96d4ca590078', 'f7045529-fc14-4a7e-a6c1-fc71039969e4']","[38.9, 7.6]",16456.0,Enzo Pablo Roco Roco,5.0,Left Center Back,6612.0,Rubén Duarte Sánchez,8.962701,-2.5226402,1.0,Ground Pass,"[31.6, 2.4]",40.0,Right Foot,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.153,0.09300000000007458,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.3743839002194055
f7045529-fc14-4a7e-a6c1-fc71039969e4,451,1,00:11:49.507,11,49,30,,42,Ball Receipt*,214,Espanyol,3,From Free Kick,214,Espanyol,,,['a3bfa990-b0b3-40de-b2b6-1b867bf21674'],"[31.6, 2.4]",6612.0,Rubén Duarte Sánchez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.507,1.3539999999999281,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5257459873159315
09457808-f89f-4f27-b21b-033a3e09a178,452,1,00:11:49.507,11,49,30,1.599999,43,Carry,214,Espanyol,3,From Free Kick,214,Espanyol,,,"['02c730ff-ee13-4768-b98a-85b21131edad', 'f7045529-fc14-4a7e-a6c1-fc71039969e4']","[31.6, 2.4]",6612.0,Rubén Duarte Sánchez,6.0,Left Back,,,,,,,,,,,,"[32.6, 5.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.507,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3648881399802286
02c730ff-ee13-4768-b98a-85b21131edad,453,1,00:11:51.107,11,51,30,2.2949,30,Pass,214,Espanyol,3,From Free Kick,214,Espanyol,,,['d199a733-0405-42e8-91d4-cd0243e7b807'],"[32.6, 5.1]",6612.0,Rubén Duarte Sánchez,6.0,Left Back,6762.0,Álvaro González Soberón,23.04886,1.7894653,1.0,Ground Pass,"[27.6, 27.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.107,1.6000000000000227,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.2577410289125197
d199a733-0405-42e8-91d4-cd0243e7b807,454,1,00:11:53.402,11,53,30,,42,Ball Receipt*,214,Espanyol,3,From Free Kick,214,Espanyol,,,['02c730ff-ee13-4768-b98a-85b21131edad'],"[27.6, 27.6]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.402,2.2950000000000728,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7092316226989644
62775b96-b67e-436f-be48-b2bab67d1393,455,1,00:11:53.402,11,53,30,2.303369,43,Carry,214,Espanyol,3,From Free Kick,214,Espanyol,,,"['269d9d22-bb25-4d4c-99a9-1f128986f9d6', 'd199a733-0405-42e8-91d4-cd0243e7b807']","[27.6, 27.6]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,,,,,,,,,,"[42.0, 42.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.402,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6971186437843612
269d9d22-bb25-4d4c-99a9-1f128986f9d6,456,1,00:11:55.705,11,55,30,0.851251,30,Pass,214,Espanyol,3,From Free Kick,214,Espanyol,,,['a5b8febd-c8d6-415c-a1d0-185ebb7ff466'],"[42.0, 42.2]",6762.0,Álvaro González Soberón,3.0,Right Center Back,6838.0,Hernán Arsenio Pérez González,12.90155,0.9117926,1.0,Ground Pass,"[49.9, 52.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.705,2.3029999999999973,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.059460961567528
a5b8febd-c8d6-415c-a1d0-185ebb7ff466,457,1,00:11:56.556,11,56,30,,42,Ball Receipt*,214,Espanyol,3,From Free Kick,214,Espanyol,,,['269d9d22-bb25-4d4c-99a9-1f128986f9d6'],"[49.9, 52.4]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.556,0.8509999999999991,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.033975396637456745
38136d80-2c07-4450-b4aa-45f31333cbee,458,1,00:11:56.556,11,56,30,0.576938,43,Carry,214,Espanyol,3,From Free Kick,214,Espanyol,,,"['36cfdd74-2506-4868-9a59-ea4d756b3772', 'a5b8febd-c8d6-415c-a1d0-185ebb7ff466', 'fe4950ab-d439-44eb-b147-c06170f4dcc1']","[49.9, 52.4]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,"[50.4, 52.4]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.556,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9745672783746104
36cfdd74-2506-4868-9a59-ea4d756b3772,459,1,00:11:56.626,11,56,30,0.605199,17,Pressure,214,Espanyol,3,From Free Kick,1049,Granada,,,"['2082ba02-b15a-4149-97ca-ea38ebd18474', '38136d80-2c07-4450-b4aa-45f31333cbee', 'fe4950ab-d439-44eb-b147-c06170f4dcc1']","[73.5, 28.3]",24783.0,Javier Márquez Moreno,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.626,0.06999999999993634,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.49385000304526727
2305f614-0514-4f46-b54e-5d2175006f33,460,1,00:11:57.133,11,57,30,0.0,39,Dribbled Past,214,Espanyol,3,From Free Kick,1049,Granada,,,"['2082ba02-b15a-4149-97ca-ea38ebd18474', 'fe4950ab-d439-44eb-b147-c06170f4dcc1']","[69.7, 27.7]",24783.0,Javier Márquez Moreno,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.133,0.5070000000000618,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5490515313430898
fe4950ab-d439-44eb-b147-c06170f4dcc1,461,1,00:11:57.133,11,57,30,0.0,14,Dribble,214,Espanyol,3,From Free Kick,214,Espanyol,,,"['2305f614-0514-4f46-b54e-5d2175006f33', '36cfdd74-2506-4868-9a59-ea4d756b3772']","[50.4, 52.4]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.133,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1357961011770279
2082ba02-b15a-4149-97ca-ea38ebd18474,462,1,00:11:57.133,11,57,30,1.826474,43,Carry,214,Espanyol,3,From Free Kick,214,Espanyol,,,"['2305f614-0514-4f46-b54e-5d2175006f33', '36cfdd74-2506-4868-9a59-ea4d756b3772', '7eba8710-7615-46dc-a9f3-b09c2774c815', 'fe4950ab-d439-44eb-b147-c06170f4dcc1']","[50.4, 52.4]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,"[57.6, 53.6]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.133,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14919207892253628
7eba8710-7615-46dc-a9f3-b09c2774c815,463,1,00:11:58.960,11,58,30,3.843725,30,Pass,214,Espanyol,3,From Free Kick,214,Espanyol,,,['96a70da3-1b3b-4d68-aec2-a7715aa184ba'],"[57.6, 53.6]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,56.705643,-0.014108411,3.0,High Pass,"[114.3, 52.8]",40.0,Right Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.96,1.8269999999999982,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.49861891573978967
96a70da3-1b3b-4d68-aec2-a7715aa184ba,464,1,00:12:02.804,12,2,31,0.0,2,Ball Recovery,1049,Granada,1,Regular Play,1049,Granada,,,['7eba8710-7615-46dc-a9f3-b09c2774c815'],"[5.8, 27.3]",8697.0,Andrés Eduardo Fernández Moreno,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.804,3.8439999999999372,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.875772581011832
0e7c2363-a70f-403d-a384-dbc406443e0d,465,1,00:12:02.804,12,2,31,1.786404,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['06e8837d-f167-4948-8555-10af1af6b898', '96a70da3-1b3b-4d68-aec2-a7715aa184ba']","[5.8, 27.3]",8697.0,Andrés Eduardo Fernández Moreno,1.0,Goalkeeper,,,,,,,,,,,,"[6.6, 29.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.804,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6862895580076758
06e8837d-f167-4948-8555-10af1af6b898,466,1,00:12:04.590,12,4,31,1.909197,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['964ba66c-f4d6-4563-9a85-000435240a85'],"[6.6, 29.6]",8697.0,Andrés Eduardo Fernández Moreno,1.0,Goalkeeper,4498.0,Jean-Sylvain Claude Babin,24.159883,1.246428,1.0,Ground Pass,"[14.3, 52.5]",69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.59,1.7860000000000582,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6881299143761024
964ba66c-f4d6-4563-9a85-000435240a85,467,1,00:12:06.499,12,6,31,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['06e8837d-f167-4948-8555-10af1af6b898'],"[14.3, 52.5]",4498.0,Jean-Sylvain Claude Babin,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.499,1.9089999999999918,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9531486638096457
b5c527b3-b2d9-4f88-afa9-eea8de354163,468,1,00:12:08.430,12,8,31,1.653584,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['a5804ee8-70f1-4743-8972-2944740f85f4'],"[22.3, 58.7]",4498.0,Jean-Sylvain Claude Babin,3.0,Right Center Back,3160.0,Rene Krhin,13.124405,-0.86630225,1.0,Ground Pass,"[30.8, 48.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.43,1.9309999999999263,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6297372859747485
