id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,counterpress,interception_outcome_id,interception_outcome_name,duel_type_id,duel_type_name,out,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_aerial_won,off_camera,ball_recovery_recovery_failure,dribble_outcome_id,dribble_outcome_name,pass_cross,pass_aerial_won,clearance_right_foot,duel_outcome_id,duel_outcome_name,clearance_left_foot,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,shot_first_time,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,foul_won_defensive,pass_outswinging,pass_technique_id,pass_technique_name,shot_aerial_won,pass_inswinging,miscontrol_aerial_won,foul_committed_advantage,foul_won_advantage,pass_cut_back,pass_through_ball,foul_committed_card_id,foul_committed_card_name,shot_deflected,block_deflection,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_goal_assist,shot_one_on_one,shot_open_goal,bad_behaviour_card_id,bad_behaviour_card_name,shot_saved_to_post,goalkeeper_shot_saved_to_post,block_offensive,shot_redirect,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
ea33d1d4-eeee-4cb0-94aa-e3fbf9f26e28,11,1,00:00:58.678,0,58,3,2.277801,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,"['5b6e24e5-7ee7-44c0-9eac-8fc889d8b4d6', 'c63413fe-a9b5-4d58-9e8d-1a381888bb15']","[31.4, 0.1]",7158.0,Cristiano Biraghi,6.0,Left Back,6918.0,Isaac Ajayi Success,25.904825,0.8290862,2.0,Low Pass,"[48.9, 19.2]",,,67.0,Throw-in,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.678,40.56399999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.4775405661741614
5b6e24e5-7ee7-44c0-9eac-8fc889d8b4d6,12,1,00:01:00.956,1,0,3,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,['ea33d1d4-eeee-4cb0-94aa-e3fbf9f26e28'],"[49.5, 18.5]",6918.0,Isaac Ajayi Success,21.0,Left Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.956,2.278000000000006,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8473748187300266
c63413fe-a9b5-4d58-9e8d-1a381888bb15,13,1,00:01:00.956,1,0,3,0.835532,30,Pass,1049,Granada,4,From Throw In,214,Espanyol,,,"['36cae991-a7bd-452e-8032-45b272168913', 'ea33d1d4-eeee-4cb0-94aa-e3fbf9f26e28']","[71.2, 60.9]",23974.0,Roberto Antonio Correa Silva,2.0,Right Back,,,8.121576,-0.9075933,2.0,Low Pass,"[76.2, 54.5]",37.0,Head,66.0,Recovery,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.956,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.3030808428816323
36cae991-a7bd-452e-8032-45b272168913,14,1,00:01:01.791,1,1,3,1.093056,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,"['a704225b-e947-41ba-81b2-8f6f8a080ba2', 'c63413fe-a9b5-4d58-9e8d-1a381888bb15']","[43.9, 25.6]",6599.0,Rubén Salvador Pérez Del Mármol,9.0,Right Defensive Midfield,6918.0,Isaac Ajayi Success,8.523497,-1.0283648,1.0,Ground Pass,"[48.3, 18.3]",40.0,Right Foot,64.0,Interception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.791,0.8349999999999937,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.20832743884289284
e691f6d8-4e0e-4951-99db-c02a5ff1133e,15,1,00:01:02.454,1,2,3,0.30414,17,Pressure,1049,Granada,4,From Throw In,214,Espanyol,,,,"[71.8, 62.0]",23974.0,Roberto Antonio Correa Silva,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.454,0.6630000000000038,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.39282244893197726
a704225b-e947-41ba-81b2-8f6f8a080ba2,16,1,00:01:02.885,1,2,3,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,['36cae991-a7bd-452e-8032-45b272168913'],"[48.3, 18.3]",6918.0,Isaac Ajayi Success,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.885,0.4309999999999974,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4616597899507071
653702b7-84ac-48f8-811b-2de56fcf2b50,17,1,00:01:02.885,1,2,3,1.172378,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,"['cc500384-9dc2-4308-aac1-84dd568418a7', 'd58a7b89-cb42-499b-9d05-9ae6b24fc4c7']","[47.3, 16.2]",6918.0,Isaac Ajayi Success,21.0,Left Wing,6599.0,Rubén Salvador Pérez Del Mármol,8.080841,-1.782754,1.0,Ground Pass,"[45.6, 8.3]",40.0,Right Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.885,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5046934999117949
d58a7b89-cb42-499b-9d05-9ae6b24fc4c7,18,1,00:01:04.057,1,4,3,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,['653702b7-84ac-48f8-811b-2de56fcf2b50'],"[47.3, 12.5]",6599.0,Rubén Salvador Pérez Del Mármol,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.057,1.1720000000000041,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5596122261498275
cc500384-9dc2-4308-aac1-84dd568418a7,19,1,00:01:04.057,1,4,4,0.0,2,Ball Recovery,214,Espanyol,1,Regular Play,214,Espanyol,,,['653702b7-84ac-48f8-811b-2de56fcf2b50'],"[74.5, 71.8]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.057,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2350800449413073
6b908d21-430c-4cd6-9862-82693830a24f,20,1,00:01:04.057,1,4,4,1.89475,43,Carry,214,Espanyol,1,Regular Play,214,Espanyol,,,"['b88437bc-1231-48ce-8590-1e9199892744', 'be0cfe89-0357-4bf5-97f9-4d96e5406b58', 'cc500384-9dc2-4308-aac1-84dd568418a7']","[74.5, 71.8]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,,,,,,,,,,"[73.3, 67.0]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.057,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8955733098647815
b88437bc-1231-48ce-8590-1e9199892744,21,1,00:01:05.420,1,5,4,0.571976,17,Pressure,214,Espanyol,1,Regular Play,1049,Granada,,,"['6b908d21-430c-4cd6-9862-82693830a24f', 'be0cfe89-0357-4bf5-97f9-4d96e5406b58']","[45.6, 12.3]",6918.0,Isaac Ajayi Success,21.0,Left Wing,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.42,1.3629999999999995,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.831444835907383
be0cfe89-0357-4bf5-97f9-4d96e5406b58,22,1,00:01:05.952,1,5,4,0.700773,30,Pass,214,Espanyol,1,Regular Play,214,Espanyol,,,"['831d0e49-6d99-457b-a6de-b82ea3b4c674', 'b88437bc-1231-48ce-8590-1e9199892744']","[73.3, 67.0]",6838.0,Hernán Arsenio Pérez González,17.0,Right Wing,,,11.812705,-1.3401904,1.0,Ground Pass,"[76.0, 55.5]",40.0,Right Foot,,,,,9.0,Incomplete,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.952,0.5319999999999965,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7268666094350018
831d0e49-6d99-457b-a6de-b82ea3b4c674,23,1,00:01:06.652,1,6,4,0.0,10,Interception,214,Espanyol,1,Regular Play,1049,Granada,,,['be0cfe89-0357-4bf5-97f9-4d96e5406b58'],"[44.1, 24.6]",3160.0,Rene Krhin,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,True,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.652,0.7000000000000028,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0250987114241501
494664c6-b11e-4cfb-81eb-549edf404982,24,1,00:01:14.832,1,14,5,2.8,30,Pass,214,Espanyol,4,From Throw In,214,Espanyol,,,['b28829b1-7cdb-42b1-958e-1f40222cd9fc'],"[50.3, 80.0]",23974.0,Roberto Antonio Correa Silva,2.0,Right Back,6762.0,Álvaro González Soberón,32.67354,-2.9381948,2.0,Low Pass,"[18.3, 73.4]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.832,8.179999999999993,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.3203662150301807
b28829b1-7cdb-42b1-958e-1f40222cd9fc,25,1,00:01:17.632,1,17,5,,42,Ball Receipt*,214,Espanyol,4,From Throw In,214,Espanyol,,,['494664c6-b11e-4cfb-81eb-549edf404982'],"[18.3, 73.4]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.632,2.8000000000000114,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.48963715456918433
191bca5a-4ec8-454f-9400-f84fdcb105ae,26,1,00:01:17.632,1,17,5,1.599997,43,Carry,214,Espanyol,4,From Throw In,214,Espanyol,,,"['04e6a0ae-28dd-432c-aaae-d67c0a746302', 'b28829b1-7cdb-42b1-958e-1f40222cd9fc']","[18.3, 73.4]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,,,,,,,,,,"[19.3, 72.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.632,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.39326337569182757
04e6a0ae-28dd-432c-aaae-d67c0a746302,27,1,00:01:19.232,1,19,5,2.255465,30,Pass,214,Espanyol,4,From Throw In,214,Espanyol,,,['bf9c48c5-28f9-4eca-ab15-dd500a431d6f'],"[19.3, 72.2]",6762.0,Álvaro González Soberón,3.0,Right Center Back,16456.0,Enzo Pablo Roco Roco,35.440796,-1.5228106,1.0,Ground Pass,"[21.0, 36.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.232,1.5999999999999943,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8651239129685803
bf9c48c5-28f9-4eca-ab15-dd500a431d6f,28,1,00:01:21.488,1,21,5,,42,Ball Receipt*,214,Espanyol,4,From Throw In,214,Espanyol,,,['04e6a0ae-28dd-432c-aaae-d67c0a746302'],"[21.0, 36.8]",16456.0,Enzo Pablo Roco Roco,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.488,2.2560000000000002,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5458073174236684
