id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,clearance_head,clearance_body_part_id,clearance_body_part_name,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_aerial_won,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,out,clearance_other,50_50_outcome_id,50_50_outcome_name,ball_recovery_recovery_failure,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,interception_outcome_id,interception_outcome_name,clearance_left_foot,clearance_right_foot,pass_switch,pass_inswinging,pass_technique_id,pass_technique_name,clearance_aerial_won,foul_won_defensive,miscontrol_aerial_won,off_camera,pass_no_touch,pass_miscommunication,shot_first_time,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_aerial_won,pass_goal_assist,foul_committed_advantage,foul_won_advantage,pass_outswinging,dribble_overrun,pass_deflected,foul_committed_card_id,foul_committed_card_name,shot_one_on_one,ball_recovery_offensive,pass_cut_back,dribble_nutmeg,dribble_no_touch,foul_committed_penalty,foul_won_penalty,foul_committed_type_id,foul_committed_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_through_ball,injury_stoppage_in_chain,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Referee Ball-Drop,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
634e5275-0da3-4e08-b3f7-776e90f4f3cd,11,1,00:00:03.777,0,3,2,1.389423,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['6f0feed2-2395-477b-a7c0-4631a12ee12b'],"[45.9, 36.3]",18398.0,Omar Mascarell González,9.0,Right Defensive Midfield,6573.0,Bernardo José Espinosa Zúñiga,14.003571,-2.005698,1.0,Ground Pass,"[40.0, 23.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.777,0.8860000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.4144276913841397
6f0feed2-2395-477b-a7c0-4631a12ee12b,12,1,00:00:05.167,0,5,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['634e5275-0da3-4e08-b3f7-776e90f4f3cd'],"[40.0, 23.6]",6573.0,Bernardo José Espinosa Zúñiga,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.167,1.3899999999999997,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4393491701679204
b857a07c-d770-4d6e-a000-b8e5202a96b3,13,1,00:00:05.167,0,5,2,1.137409,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['6f0feed2-2395-477b-a7c0-4631a12ee12b', 'ee10a11e-e439-4b48-913e-e5834501d102']","[40.0, 23.6]",6573.0,Bernardo José Espinosa Zúñiga,5.0,Left Center Back,,,,,,,,,,,,"[40.0, 19.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.167,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.599127042790999
ee10a11e-e439-4b48-913e-e5834501d102,14,1,00:00:06.304,0,6,2,3.341718,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['88a75140-5281-4403-a969-38d5ca34b591'],"[40.0, 19.6]",6573.0,Bernardo José Espinosa Zúñiga,5.0,Left Center Back,,,53.962673,-0.048200116,3.0,High Pass,"[93.9, 17.0]",38.0,Left Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.304,1.1370000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.08133722398502297
88a75140-5281-4403-a969-38d5ca34b591,15,1,00:00:09.646,0,9,2,0.0,9,Clearance,1041,Sporting Gijón,9,From Kick Off,216,Getafe,,,['ee10a11e-e439-4b48-913e-e5834501d102'],"[26.2, 63.1]",27403.0,Santiago Vergini,3.0,Right Center Back,,,,,,,,,,,,,,,True,True,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.646,3.3420000000000005,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.34491869438936706
02ab024f-45ed-48f4-9a5c-12a0c1f51611,16,1,00:00:11.290,0,11,2,0.0,2,Ball Recovery,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,,"[89.9, 8.3]",6581.0,Jonathan Rodríguez Menéndez,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.29,1.6439999999999984,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0029951327505512992
b50c7517-3b8d-46fd-9195-add06c6fdc1c,17,1,00:00:11.290,0,11,2,3.118835,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['02ab024f-45ed-48f4-9a5c-12a0c1f51611', '9431b873-c7c8-4039-8502-fd81f7f3e01c', 'dbad9551-9eae-406a-be23-3b1718a6d2ce']","[89.9, 8.3]",6581.0,Jonathan Rodríguez Menéndez,16.0,Left Midfield,,,,,,,,,,,,"[102.1, 4.9]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.29,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7417556618587382
dbad9551-9eae-406a-be23-3b1718a6d2ce,18,1,00:00:11.940,0,11,2,0.821911,17,Pressure,1041,Sporting Gijón,9,From Kick Off,216,Getafe,,,['b50c7517-3b8d-46fd-9195-add06c6fdc1c'],"[33.3, 69.6]",6907.0,Pedro León Sánchez Gil,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.94,0.6500000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6798421050843191
276518c7-02df-4671-b757-041419ec4d58,19,1,00:00:13.630,0,13,2,0.615735,17,Pressure,1041,Sporting Gijón,9,From Kick Off,216,Getafe,,,,"[22.6, 73.6]",6627.0,Damián Nicolás Suárez Suárez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.63,1.6900000000000013,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8741520373028306
9431b873-c7c8-4039-8502-fd81f7f3e01c,20,1,00:00:14.409,0,14,2,0.0,14,Dribble,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['b3b67ab1-f970-4fd4-87e2-444b5ea2de54'],"[102.1, 4.9]",6581.0,Jonathan Rodríguez Menéndez,16.0,Left Midfield,,,,,,,,,,,,,,,True,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.409,0.7789999999999999,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9244716301614336
b3b67ab1-f970-4fd4-87e2-444b5ea2de54,21,1,00:00:14.409,0,14,2,0.0,4,Duel,1041,Sporting Gijón,9,From Kick Off,216,Getafe,,,['9431b873-c7c8-4039-8502-fd81f7f3e01c'],"[18.0, 75.2]",6627.0,Damián Nicolás Suárez Suárez,2.0,Right Back,,,,,,,,,,,,,,,True,,,,,,11.0,Tackle,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.409,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8472422853360384
82556c94-e1cd-4661-87f4-dea4beca725c,22,1,00:00:37.942,0,37,3,2.07267,30,Pass,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['df1e2ba6-c947-43eb-b03a-128b0ef93a39'],"[102.7, 0.1]",24263.0,Ismael López Blanco,6.0,Left Back,6573.0,Bernardo José Espinosa Zúñiga,33.955414,1.4259838,3.0,High Pass,"[107.6, 33.7]",,,67.0,Throw-in,,,,,,,,,,,,,,True,defeb247-eed4-47fd-a14e-85a4b1383270,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.942,23.533,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.8132136828758508
df1e2ba6-c947-43eb-b03a-128b0ef93a39,23,1,00:00:40.015,0,40,3,,42,Ball Receipt*,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['82556c94-e1cd-4661-87f4-dea4beca725c'],"[107.6, 33.7]",6573.0,Bernardo José Espinosa Zúñiga,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.015,2.0730000000000004,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7766117280358477
b6646aba-f58a-4808-a785-e3adc931b349,24,1,00:00:40.015,0,40,3,0.0,4,Duel,1041,Sporting Gijón,4,From Throw In,216,Getafe,,,['defeb247-eed4-47fd-a14e-85a4b1383270'],"[13.3, 45.9]",6745.0,Mehdi Lacen,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,True,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.015,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8393208774992794
