id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,out,under_pressure,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_switch,foul_committed_advantage,foul_won_advantage,pass_cross,pass_assisted_shot_id,pass_goal_assist,duel_type_id,duel_type_name,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,dribble_outcome_id,dribble_outcome_name,interception_outcome_id,interception_outcome_name,counterpress,pass_no_touch,pass_aerial_won,dribble_nutmeg,foul_won_defensive,clearance_head,ball_recovery_recovery_failure,clearance_left_foot,pass_cut_back,duel_outcome_id,duel_outcome_name,block_deflection,pass_deflected,clearance_aerial_won,pass_technique_id,pass_technique_name,pass_inswinging,shot_first_time,goalkeeper_end_location,miscontrol_aerial_won,dribble_overrun,foul_committed_card_id,foul_committed_card_name,bad_behaviour_card_id,bad_behaviour_card_name,pass_shot_assist,goalkeeper_body_part_id,goalkeeper_body_part_name,50_50_outcome_id,50_50_outcome_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_penalty,foul_won_penalty,block_offensive,foul_committed_type_id,foul_committed_type_name,shot_one_on_one,pass_outswinging,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Own Goal Against,event_type_Own Goal For,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Referee Ball-Drop,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
f11ccd1f-9132-41ff-af87-3b3c3a5a7e9e,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,213,Sevilla,1,Regular Play,213,Sevilla,4231.0,"[{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21210, 'name': 'Mariano Ferreira Filho'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 7154, 'name': 'Sebastián Carlos Cristóforo Pepe'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 23816, 'name': 'José Antonio Reyes Calderón'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.5852723442963077
a8cc6aab-e62a-4b95-bbe4-6d6155b88b51,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,213,Sevilla,1,Regular Play,210,Real Sociedad,433.0,"[{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8724, 'name': 'Carlos Martínez Díez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6633, 'name': 'Markel Bergara Larrañaga'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 28}, {'player': {'id': 6669, 'name': 'David Zurutuza Veillet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.8755091963388356
431f78b1-8c29-4215-aa24-809d84f6ec45,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,213,Sevilla,1,Regular Play,210,Real Sociedad,,,['ca2c5fcb-3fe7-46b0-b166-b5559f9a9c2b'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2299836375575144
ca2c5fcb-3fe7-46b0-b166-b5559f9a9c2b,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,213,Sevilla,1,Regular Play,213,Sevilla,,,['431f78b1-8c29-4215-aa24-809d84f6ec45'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.42876914564806157
87a11422-e743-4828-a687-d007584dbae2,5,1,00:00:00.424,0,0,2,0.49781,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['caa61984-8adc-4d0f-94ec-70a3fa81e1d0'],True,"[60.0, 40.0]",5560.0,Carlos Alberto Vela Garrido,23.0,Center Forward,6690.0,Xabier Prieto Argarate,3.5057096,1.5137155,1.0,Ground Pass,"[60.2, 43.5]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.424,0.424,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.3348352457949102
caa61984-8adc-4d0f-94ec-70a3fa81e1d0,6,1,00:00:00.921,0,0,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['87a11422-e743-4828-a687-d007584dbae2'],,"[60.2, 43.5]",6690.0,Xabier Prieto Argarate,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.921,0.49700000000000005,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6707424601484754
946bd488-de1e-4297-8baa-4305df28108e,7,1,00:00:00.921,0,0,2,0.93475,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['7b9041e4-b990-46cd-b07c-905bed0a31e7'],True,"[60.2, 40.2]",6690.0,Xabier Prieto Argarate,13.0,Right Center Midfield,6633.0,Markel Bergara Larrañaga,10.120276,2.9325697,1.0,Ground Pass,"[50.3, 42.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.921,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7174475259231006
7b9041e4-b990-46cd-b07c-905bed0a31e7,8,1,00:00:01.856,0,1,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['946bd488-de1e-4297-8baa-4305df28108e'],,"[50.3, 42.3]",6633.0,Markel Bergara Larrañaga,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.856,0.935,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4754508120482417
bfd184ee-f4ba-4882-b807-85f8814873c3,9,1,00:00:02.920,0,2,2,1.965494,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['a3b4b6c0-68fd-447b-b4aa-f57d82a1bf9f'],,"[47.3, 35.4]",6633.0,Markel Bergara Larrañaga,10.0,Center Defensive Midfield,3023.0,Yuri Berchiche Izeta,23.569683,-1.9717884,1.0,Ground Pass,"[38.1, 13.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,1.0639999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.6761388382011055
a3b4b6c0-68fd-447b-b4aa-f57d82a1bf9f,10,1,00:00:04.886,0,4,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['bfd184ee-f4ba-4882-b807-85f8814873c3'],,"[38.1, 13.7]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.886,1.9660000000000002,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9623494023490166
23df9d43-1c96-49ab-8f4b-064e9d68deda,11,1,00:00:04.886,0,4,2,0.963882,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['28bbb399-0f40-41b8-a811-885079fd441e', 'a3b4b6c0-68fd-447b-b4aa-f57d82a1bf9f']",,"[38.1, 13.7]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,,,,,,,,,,,,"[39.1, 15.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.886,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5884544623089921
28bbb399-0f40-41b8-a811-885079fd441e,12,1,00:00:05.849,0,5,2,2.605204,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['08cc2df0-b525-4ced-bb22-3046f8fbbc73', '19dd0db2-ba13-4b16-87f8-29f5e839a278']",,"[39.1, 15.0]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,6669.0,David Zurutuza Veillet,39.887466,-0.3828341,3.0,High Pass,"[76.1, 0.1]",38.0,Left Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.849,0.9630000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.766336442811406
08cc2df0-b525-4ced-bb22-3046f8fbbc73,13,1,00:00:08.455,0,8,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['28bbb399-0f40-41b8-a811-885079fd441e'],,"[73.8, 0.6]",6669.0,David Zurutuza Veillet,21.0,Left Wing,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.455,2.606,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5917927049131139
19dd0db2-ba13-4b16-87f8-29f5e839a278,14,1,00:00:08.455,0,8,2,0.0,9,Clearance,210,Real Sociedad,9,From Kick Off,213,Sevilla,,,['28bbb399-0f40-41b8-a811-885079fd441e'],,"[44.0, 80.0]",21210.0,Mariano Ferreira Filho,2.0,Right Back,,,,,,,,,,,,,,,,,True,True,40.0,Right Foot,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.455,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0014161588144629977
d5fa2fbd-0ca0-41a1-a1d6-ac3c76e1d349,15,1,00:00:23.481,0,23,3,2.264889,30,Pass,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['b57d38fd-38d7-486a-8ca5-5ed1784ec849'],,"[81.0, 0.1]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,6665.0,Íñigo Martínez Berridi,24.273853,3.0218365,2.0,Low Pass,"[56.9, 3.0]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.481,15.026000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.1914362442185965
b57d38fd-38d7-486a-8ca5-5ed1784ec849,16,1,00:00:25.746,0,25,3,,42,Ball Receipt*,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['d5fa2fbd-0ca0-41a1-a1d6-ac3c76e1d349'],,"[56.9, 3.0]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.746,2.264999999999997,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44465132046482114
57d53683-4fff-472f-a591-80a51692c874,17,1,00:00:25.746,0,25,3,2.583413,43,Carry,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,"['834449ba-599c-4e5b-a6dd-8a186b1515ab', 'b57d38fd-38d7-486a-8ca5-5ed1784ec849']",,"[56.9, 3.0]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,,,,,,,,,,,,"[49.3, 11.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.746,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.17776726317089941
834449ba-599c-4e5b-a6dd-8a186b1515ab,18,1,00:00:28.329,0,28,3,1.65109,30,Pass,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['6e9a21c7-db64-46ce-9fc0-269fab967d05'],,"[49.3, 11.4]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,16539.0,Diego Antonio Reyes Rosales,19.548914,2.2982883,1.0,Ground Pass,"[36.3, 26.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.329,2.583000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5468192722992615
6e9a21c7-db64-46ce-9fc0-269fab967d05,19,1,00:00:29.980,0,29,3,,42,Ball Receipt*,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['834449ba-599c-4e5b-a6dd-8a186b1515ab'],,"[36.3, 26.0]",16539.0,Diego Antonio Reyes Rosales,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.98,1.6509999999999998,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8404119668626786
4b073366-40ab-4b12-9979-67158594f3bc,20,1,00:00:29.980,0,29,3,1.823045,43,Carry,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,"['4db8f3c8-cfc7-4177-9423-45f837514f98', '6e9a21c7-db64-46ce-9fc0-269fab967d05']",,"[36.3, 26.0]",16539.0,Diego Antonio Reyes Rosales,3.0,Right Center Back,,,,,,,,,,,,"[36.6, 31.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.98,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9339194800085121
4db8f3c8-cfc7-4177-9423-45f837514f98,21,1,00:00:31.803,0,31,3,1.65462,30,Pass,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['415c2c42-85da-44a0-a659-0d34ddb375c6'],,"[36.6, 31.6]",16539.0,Diego Antonio Reyes Rosales,3.0,Right Center Back,8724.0,Carlos Martínez Díez,42.444904,1.4432268,1.0,Ground Pass,"[42.0, 73.7]",40.0,Right Foot,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.803,1.8230000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7230224971202068
415c2c42-85da-44a0-a659-0d34ddb375c6,22,1,00:00:33.458,0,33,3,,42,Ball Receipt*,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['4db8f3c8-cfc7-4177-9423-45f837514f98'],,"[42.0, 73.7]",8724.0,Carlos Martínez Díez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.458,1.6549999999999976,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4786701645314301
1acfd3e2-3432-48f7-a1fd-f87c7a173137,23,1,00:00:33.458,0,33,3,1.98115,43,Carry,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,"['415c2c42-85da-44a0-a659-0d34ddb375c6', 'e9037b12-a24b-4192-9b5a-08ac19bb73e9']",,"[42.0, 73.7]",8724.0,Carlos Martínez Díez,2.0,Right Back,,,,,,,,,,,,"[45.2, 68.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.458,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7507205752753237
e9037b12-a24b-4192-9b5a-08ac19bb73e9,24,1,00:00:35.439,0,35,3,3.528249,30,Pass,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['35267599-2f5d-44eb-bc27-e9004eaebdb1'],,"[45.2, 68.0]",8724.0,Carlos Martínez Díez,2.0,Right Back,16539.0,Diego Antonio Reyes Rosales,32.50846,-2.815951,1.0,Ground Pass,"[14.4, 57.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.439,1.9810000000000016,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.19050067978763385
35267599-2f5d-44eb-bc27-e9004eaebdb1,25,1,00:00:38.967,0,38,3,,42,Ball Receipt*,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['e9037b12-a24b-4192-9b5a-08ac19bb73e9'],,"[14.4, 57.6]",16539.0,Diego Antonio Reyes Rosales,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.967,3.5279999999999987,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.47013845442291435
4c0c7107-689e-4444-bc40-926181e88a51,26,1,00:00:38.967,0,38,3,2.073407,30,Pass,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['1a39d84b-b07d-4a3a-a6ab-b63e09481669'],,"[14.4, 57.6]",16539.0,Diego Antonio Reyes Rosales,3.0,Right Center Back,6694.0,Gerónimo Rulli,13.839798,-2.7329059,1.0,Ground Pass,"[1.7, 52.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.967,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.1817228685399196
1a39d84b-b07d-4a3a-a6ab-b63e09481669,27,1,00:00:41.041,0,41,3,,42,Ball Receipt*,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['4c0c7107-689e-4444-bc40-926181e88a51'],,"[1.7, 52.1]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.041,2.073999999999998,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7169176486000646
4491cae3-c66c-437e-9b08-1bed61a1a126,28,1,00:00:41.041,0,41,3,1.333134,43,Carry,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,"['1a39d84b-b07d-4a3a-a6ab-b63e09481669', '511e792d-41fc-481c-9793-05c29c71d3d1', 'ee8fb624-ff73-443f-bbda-c0ccd1682f5a']",,"[1.7, 52.1]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,,,,,,,,,,,,"[2.6, 51.9]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.041,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9309683190685413
ee8fb624-ff73-443f-bbda-c0ccd1682f5a,29,1,00:00:41.970,0,41,3,0.519998,17,Pressure,210,Real Sociedad,4,From Throw In,213,Sevilla,,,"['4491cae3-c66c-437e-9b08-1bed61a1a126', '511e792d-41fc-481c-9793-05c29c71d3d1']",,"[111.4, 25.5]",5504.0,Éver Maximiliano David Banega,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.97,0.929000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8056640627158945
511e792d-41fc-481c-9793-05c29c71d3d1,30,1,00:00:42.374,0,42,3,4.494052,30,Pass,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,"['e139d842-02b9-4ac2-bd1b-cbe597a2f047', 'ee8fb624-ff73-443f-bbda-c0ccd1682f5a']",,"[2.6, 51.9]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,5560.0,Carlos Alberto Vela Garrido,55.22545,0.24322197,3.0,High Pass,"[56.2, 65.2]",40.0,Right Foot,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.374,0.40400000000000347,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.270109480612715
