id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,counterpress,duel_type_id,duel_type_name,pass_aerial_won,out,pass_switch,foul_committed_card_id,foul_committed_card_name,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_cross,pass_cut_back,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_inswinging,pass_technique_id,pass_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,shot_statsbomb_xg,shot_end_location,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,duel_outcome_id,duel_outcome_name,foul_committed_advantage,foul_won_advantage,dribble_no_touch,clearance_other,clearance_left_foot,foul_won_defensive,dribble_overrun,ball_recovery_offensive,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,clearance_head,clearance_aerial_won,ball_recovery_recovery_failure,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_committed_type_id,foul_committed_type_name,shot_one_on_one,pass_through_ball,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_offensive,pass_outswinging,pass_deflected,pass_goal_assist,50_50_outcome_id,50_50_outcome_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
acdcb72f-cc3a-4bc9-8bd9-cbf908a9df0c,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,442.0,"[{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 6376, 'name': 'Stefan Savić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 26780, 'name': 'Guilherme Magdalena Siqueira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 12021, 'name': 'Óliver Torres Muñoz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 6382, 'name': 'Fernando José Torres Sanz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.40183781126801055
261e2c3e-1a54-4621-9d74-fd02fdbbcf27,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,212,Atlético Madrid,1,Regular Play,216,Getafe,4231.0,"[{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 26020, 'name': 'Ángel Lafita Castillo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 23416, 'name': 'Stefan Šćepović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.21728259975863795
dac74e89-4b49-4a17-a10e-7635026f8410,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,212,Atlético Madrid,1,Regular Play,216,Getafe,,,['3f4cb940-139d-4f0b-a0c1-d0350feba81d'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.2898675528170307
3f4cb940-139d-4f0b-a0c1-d0350feba81d,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['dac74e89-4b49-4a17-a10e-7635026f8410'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.32425239665816785
7249c4ca-1af3-4855-808b-20d04384c099,5,1,00:00:00.301,0,0,2,0.906342,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['bbc5bd84-3ce7-45fe-b3cc-919b162be181'],True,"[61.0, 40.1]",6382.0,Fernando José Torres Sanz,22.0,Right Center Forward,6384.0,Gabriel Fernández Arenas,4.3737855,1.7547398,1.0,Ground Pass,"[60.2, 44.4]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.301,0.301,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5769806310440606
bbc5bd84-3ce7-45fe-b3cc-919b162be181,6,1,00:00:01.208,0,1,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['7249c4ca-1af3-4855-808b-20d04384c099'],,"[60.2, 44.4]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.208,0.907,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.11427275372355239
f8e70c1f-cdce-4553-8a34-dfd6689f6a40,7,1,00:00:01.416,0,1,2,1.575205,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['c8855076-eefc-4b41-b662-bfd050762494'],,"[58.5, 44.7]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,6381.0,Saúl Ñíguez Esclapez,16.164467,-2.7277653,1.0,Ground Pass,"[43.7, 38.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.416,0.20799999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0566334307061801
c8855076-eefc-4b41-b662-bfd050762494,8,1,00:00:02.991,0,2,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['f8e70c1f-cdce-4553-8a34-dfd6689f6a40'],,"[43.7, 38.2]",6381.0,Saúl Ñíguez Esclapez,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.991,1.5750000000000002,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5204155275248573
3728c1d6-643a-4ba1-a036-9dac076087b2,9,1,00:00:02.991,0,2,2,0.64,43,Carry,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['c8855076-eefc-4b41-b662-bfd050762494', 'd1ad8bc2-40cc-41b1-b2b6-0a48f5089c4b']",,"[43.7, 38.2]",6381.0,Saúl Ñíguez Esclapez,11.0,Left Defensive Midfield,,,,,,,,,,,,"[43.7, 34.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.991,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.912669630671201
d1ad8bc2-40cc-41b1-b2b6-0a48f5089c4b,10,1,00:00:03.631,0,3,2,1.861387,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['b0de7eb6-fa25-4f7d-b89e-290b5e5cbe2f'],,"[43.7, 34.1]",6381.0,Saúl Ñíguez Esclapez,11.0,Left Defensive Midfield,26780.0,Guilherme Magdalena Siqueira,23.007824,-1.5447153,1.0,Ground Pass,"[44.3, 11.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.631,0.6399999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.02517911989257493
b0de7eb6-fa25-4f7d-b89e-290b5e5cbe2f,11,1,00:00:05.492,0,5,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['d1ad8bc2-40cc-41b1-b2b6-0a48f5089c4b'],,"[44.3, 11.1]",26780.0,Guilherme Magdalena Siqueira,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.492,1.8610000000000002,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.27289051727474356
d82d213a-1f00-433e-8cff-82f8e4e2ff62,12,1,00:00:05.492,0,5,2,1.254724,43,Carry,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['51f02fff-bb61-41c7-b6ea-c27719737781', 'b0de7eb6-fa25-4f7d-b89e-290b5e5cbe2f']",,"[44.3, 11.1]",26780.0,Guilherme Magdalena Siqueira,6.0,Left Back,,,,,,,,,,,,"[50.9, 7.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.492,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14363676056191044
51f02fff-bb61-41c7-b6ea-c27719737781,13,1,00:00:06.747,0,6,2,1.784974,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['333e7342-1ee7-4881-b1b2-fef4a649477e'],,"[50.9, 7.7]",26780.0,Guilherme Magdalena Siqueira,6.0,Left Back,5487.0,Antoine Griezmann,37.30858,0.021444434,3.0,High Pass,"[88.2, 8.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.747,1.255,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5148610022550736
333e7342-1ee7-4881-b1b2-fef4a649477e,14,1,00:00:08.532,0,8,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['51f02fff-bb61-41c7-b6ea-c27719737781'],,"[88.2, 8.5]",5487.0,Antoine Griezmann,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.532,1.7850000000000001,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.05955142136598224
e18604e6-b2fb-4407-8cd7-3c9b9c345a63,15,1,00:00:08.532,0,8,2,0.035971,43,Carry,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['089468e1-dad7-41bc-8107-23058046c6eb', '333e7342-1ee7-4881-b1b2-fef4a649477e']",,"[88.2, 8.5]",5487.0,Antoine Griezmann,24.0,Left Center Forward,,,,,,,,,,,,"[87.9, 8.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.532,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6751896166528587
089468e1-dad7-41bc-8107-23058046c6eb,16,1,00:00:08.568,0,8,2,1.946275,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['5986bc96-e0b3-4072-ba01-89af72d22a36'],,"[87.9, 8.5]",5487.0,Antoine Griezmann,24.0,Left Center Forward,6382.0,Fernando José Torres Sanz,22.294842,1.0288384,3.0,High Pass,"[99.4, 27.6]",38.0,Left Foot,,,,76.0,Pass Offside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.568,0.03599999999999959,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6302591914435728
5986bc96-e0b3-4072-ba01-89af72d22a36,17,1,00:00:10.514,0,10,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['089468e1-dad7-41bc-8107-23058046c6eb'],,"[99.4, 27.6]",6382.0,Fernando José Torres Sanz,22.0,Right Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.514,1.9459999999999997,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.33238546042079176
3f1faf79-5f99-4f7e-b9cd-cb9c1355252b,18,1,00:00:32.719,0,32,3,3.54256,30,Pass,216,Getafe,3,From Free Kick,216,Getafe,,,"['c8be523b-0771-4c2c-881c-3261f12a1c20', 'f1bcbe44-1b94-4575-897b-4c644ea4f9e9']",,"[23.1, 53.5]",6625.0,Vicente Guaita Panadero,1.0,Goalkeeper,6907.0,Pedro León Sánchez Gil,66.088425,0.16415365,3.0,High Pass,"[88.3, 64.3]",40.0,Right Foot,62.0,Free Kick,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.719,22.205000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.18193229739772399
c8be523b-0771-4c2c-881c-3261f12a1c20,19,1,00:00:36.261,0,36,3,,42,Ball Receipt*,216,Getafe,3,From Free Kick,216,Getafe,,,['3f1faf79-5f99-4f7e-b9cd-cb9c1355252b'],,"[86.4, 62.3]",6907.0,Pedro León Sánchez Gil,17.0,Right Wing,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.261,3.5420000000000016,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22085577871936213
f1bcbe44-1b94-4575-897b-4c644ea4f9e9,20,1,00:00:36.261,0,36,4,1.604613,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['1fd70d2e-c12d-4af5-9d01-7d2da05c3a4b', '3f1faf79-5f99-4f7e-b9cd-cb9c1355252b']",,"[31.8, 15.8]",6381.0,Saúl Ñíguez Esclapez,11.0,Left Defensive Midfield,5487.0,Antoine Griezmann,10.977249,0.11870534,3.0,High Pass,"[42.7, 17.1]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.261,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.320849401800992
1fd70d2e-c12d-4af5-9d01-7d2da05c3a4b,21,1,00:00:37.866,0,37,4,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['f1bcbe44-1b94-4575-897b-4c644ea4f9e9'],,"[42.7, 17.1]",5487.0,Antoine Griezmann,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.866,1.6049999999999969,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.059576632234252136
f0534a07-1edf-48fa-8989-382dc6ac0ac0,22,1,00:00:38.026,0,38,4,0.0,4,Duel,212,Atlético Madrid,1,Regular Play,216,Getafe,,,['d0eb7798-cbc6-4e40-981d-a35eb6dcd0c6'],,"[78.4, 61.1]",25881.0,Juan Antonio Rodríguez Villamuela,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,True,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.026,0.1600000000000037,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4708272155625115
d0eb7798-cbc6-4e40-981d-a35eb6dcd0c6,23,1,00:00:38.026,0,38,4,1.79216,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['d6789417-0bf0-4bc6-ae4e-10e02c696dbe', 'f0534a07-1edf-48fa-8989-382dc6ac0ac0']",,"[41.7, 19.0]",5487.0,Antoine Griezmann,24.0,Left Center Forward,6384.0,Gabriel Fernández Arenas,17.269917,1.8284148,2.0,Low Pass,"[37.3, 35.7]",,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.026,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6755257465671333
d6789417-0bf0-4bc6-ae4e-10e02c696dbe,24,1,00:00:39.818,0,39,4,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['d0eb7798-cbc6-4e40-981d-a35eb6dcd0c6'],,"[37.3, 35.7]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.818,1.7919999999999945,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9940599187906548
bccdac52-df8e-49f5-825c-0428a7308d07,25,1,00:00:39.818,0,39,4,0.531605,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['d6789417-0bf0-4bc6-ae4e-10e02c696dbe', 'd872e3f2-76e7-49db-b55a-2363eb677153']",,"[37.3, 35.7]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,,,,,,,,,,,,"[38.6, 40.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.818,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.16254252172078998
d872e3f2-76e7-49db-b55a-2363eb677153,26,1,00:00:40.350,0,40,4,3.270702,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['8855a13a-0889-4e6f-b6d2-6803b6cd7e69'],,"[38.6, 40.2]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,6375.0,Juan Francisco Torres Belén,29.737854,1.5203341,1.0,Ground Pass,"[40.1, 69.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.35,0.5320000000000036,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6713105235069206
8855a13a-0889-4e6f-b6d2-6803b6cd7e69,27,1,00:00:43.620,0,43,4,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['d872e3f2-76e7-49db-b55a-2363eb677153'],,"[40.1, 69.9]",6375.0,Juan Francisco Torres Belén,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.62,3.269999999999996,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.007018799014924193
7cd5236e-1e3a-449d-b9cf-7898af1c0745,28,1,00:00:43.620,0,43,4,0.834245,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['4006cde6-86dc-4574-99fc-2109cb9d5091', '8855a13a-0889-4e6f-b6d2-6803b6cd7e69']",,"[40.1, 69.9]",6375.0,Juan Francisco Torres Belén,2.0,Right Back,,,,,,,,,,,,"[40.1, 73.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.62,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.04252267513220587
4006cde6-86dc-4574-99fc-2109cb9d5091,29,1,00:00:44.455,0,44,4,1.635646,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['0952a2d9-0e2a-4b9e-9ce0-6ce396196512'],,"[40.1, 73.3]",6375.0,Juan Francisco Torres Belén,2.0,Right Back,6376.0,Stefan Savić,15.597436,-2.428794,1.0,Ground Pass,"[28.3, 63.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.455,0.8350000000000009,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9324012271616867
0952a2d9-0e2a-4b9e-9ce0-6ce396196512,30,1,00:00:46.090,0,46,4,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['4006cde6-86dc-4574-99fc-2109cb9d5091'],,"[28.3, 63.1]",6376.0,Stefan Savić,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.09,1.6350000000000051,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3801643989875131
99621fbe-f59f-4899-8275-cbbafa767df3,31,1,00:00:46.090,0,46,4,1.555148,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['0952a2d9-0e2a-4b9e-9ce0-6ce396196512', 'c272d3bb-b69c-4933-ad79-4bd22c51cd84']",,"[28.3, 63.1]",6376.0,Stefan Savić,3.0,Right Center Back,,,,,,,,,,,,"[33.5, 61.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.09,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2995354109557786
