id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,ball_recovery_recovery_failure,interception_outcome_id,interception_outcome_name,duel_outcome_id,duel_outcome_name,foul_committed_advantage,foul_won_advantage,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,pass_switch,dribble_outcome_id,dribble_outcome_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,off_camera,out,clearance_left_foot,pass_technique_id,pass_technique_name,pass_through_ball,pass_deflected,block_deflection,foul_won_defensive,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,clearance_aerial_won,pass_outswinging,50_50_outcome_id,50_50_outcome_name,pass_no_touch,miscontrol_aerial_won,pass_miscommunication,shot_first_time,pass_inswinging,shot_open_goal,injury_stoppage_in_chain,clearance_right_foot,pass_goal_assist,shot_aerial_won,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_card_id,foul_committed_card_name,dribble_overrun,ball_recovery_offensive,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Referee Ball-Drop,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
b76b30c7-ec6a-4f9d-8f31-20598cb9d8e4,11,1,00:00:05.170,0,5,2,2.307192,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['1606c8a3-f680-43f2-b0e7-4f2692cb1318'],"[35.6, 38.7]",4353.0,Aymeric Laporte,5.0,Left Center Back,6394.0,Aritz Aduriz Zubeldia,57.912434,0.66422355,3.0,High Pass,"[81.2, 74.4]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.17,1.4969999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.35719511392480263
1606c8a3-f680-43f2-b0e7-4f2692cb1318,12,1,00:00:07.477,0,7,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['b76b30c7-ec6a-4f9d-8f31-20598cb9d8e4'],"[81.2, 74.4]",6394.0,Aritz Aduriz Zubeldia,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.477,2.3070000000000004,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.49207994209239714
f63b8fbc-70d3-40bd-a5eb-e059c90f33b0,13,1,00:00:07.477,0,7,2,0.0,4,Duel,215,Athletic Club,9,From Kick Off,212,Atlético Madrid,,,['9ffb02e3-8468-469e-941c-97fc07659eaa'],"[38.9, 5.7]",5199.0,Jorge Resurrección Merodio,11.0,Left Defensive Midfield,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.477,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3989298051873995
9ffb02e3-8468-469e-941c-97fc07659eaa,14,1,00:00:07.477,0,7,2,1.51453,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['7f450cd4-e00f-43b6-902f-de7a75778a4f', '9d61f660-400b-44ad-ba5c-29b139562ba6', 'f63b8fbc-70d3-40bd-a5eb-e059c90f33b0']","[81.2, 74.4]",6394.0,Aritz Aduriz Zubeldia,23.0,Center Forward,6391.0,Raúl García Escudero,15.415577,-1.1710153,3.0,High Pass,"[87.2, 60.2]",,,,,,True,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.477,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8380006025205013
7f450cd4-e00f-43b6-902f-de7a75778a4f,15,1,00:00:08.992,0,8,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['9ffb02e3-8468-469e-941c-97fc07659eaa'],"[85.0, 56.9]",6391.0,Raúl García Escudero,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.992,1.5150000000000006,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9414688812498858
9d61f660-400b-44ad-ba5c-29b139562ba6,16,1,00:00:08.992,0,8,2,0.0,2,Ball Recovery,215,Athletic Club,9,From Kick Off,212,Atlético Madrid,,,['9ffb02e3-8468-469e-941c-97fc07659eaa'],"[32.9, 19.9]",5249.0,Diego Roberto Godín Leal,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.992,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7250866772162708
3fcff977-1101-4855-b45e-cd79b78e0ca1,17,1,00:00:08.992,0,8,2,0.856137,43,Carry,215,Athletic Club,9,From Kick Off,212,Atlético Madrid,,,"['247bfc1c-d5e2-4b5e-af56-634262622191', '3a64609e-e3f2-41ee-8b19-b27bc2d4ba43', '9d61f660-400b-44ad-ba5c-29b139562ba6']","[32.9, 19.9]",5249.0,Diego Roberto Godín Leal,5.0,Left Center Back,,,,,,,,,,,,"[35.2, 18.7]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.992,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.46456986849706794
3a64609e-e3f2-41ee-8b19-b27bc2d4ba43,18,1,00:00:09.381,0,9,2,0.504699,17,Pressure,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['247bfc1c-d5e2-4b5e-af56-634262622191', '3fcff977-1101-4855-b45e-cd79b78e0ca1']","[84.5, 59.4]",6391.0,Raúl García Escudero,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.381,0.38899999999999935,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0010995831288400648
247bfc1c-d5e2-4b5e-af56-634262622191,19,1,00:00:09.848,0,9,2,6.950719,30,Pass,215,Athletic Club,9,From Kick Off,212,Atlético Madrid,,,"['3a64609e-e3f2-41ee-8b19-b27bc2d4ba43', 'f1c6057d-d113-4554-92e4-fc90777f4260']","[35.2, 18.7]",5249.0,Diego Roberto Godín Leal,5.0,Left Center Back,,,70.71421,-0.15189672,3.0,High Pass,"[105.1, 8.0]",,,38.0,Left Foot,,True,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.848,0.4670000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8695196969595824
f1c6057d-d113-4554-92e4-fc90777f4260,20,1,00:00:16.799,0,16,2,0.0,2,Ball Recovery,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['247bfc1c-d5e2-4b5e-af56-634262622191'],"[15.0, 72.1]",6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.799,6.950999999999999,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.41137470015991096
630f1de1-e9d7-4612-9f3e-756ddf832e8e,21,1,00:00:16.799,0,16,2,2.157395,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['3df7c592-96a2-4fd6-b85d-208107842e3e', 'f1c6057d-d113-4554-92e4-fc90777f4260']","[15.0, 72.1]",6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,,,,,,,,,,,,"[20.8, 76.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.799,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10179805437711198
3df7c592-96a2-4fd6-b85d-208107842e3e,22,1,00:00:18.956,0,18,2,4.464759,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['18c3de2b-0e4e-416f-a267-292b15e7a110', '8be2539d-da14-4456-95cc-578e6f341431']","[20.8, 76.9]",6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,6391.0,Raúl García Escudero,77.32949,-0.41389138,3.0,High Pass,"[91.6, 45.8]",,,40.0,Right Foot,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.956,2.157,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7568154327494899
8be2539d-da14-4456-95cc-578e6f341431,23,1,00:00:23.421,0,23,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['3df7c592-96a2-4fd6-b85d-208107842e3e'],"[80.6, 57.9]",6391.0,Raúl García Escudero,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.421,4.465,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9048716194167588
18c3de2b-0e4e-416f-a267-292b15e7a110,24,1,00:00:23.421,0,23,2,0.0,2,Ball Recovery,215,Athletic Club,9,From Kick Off,212,Atlético Madrid,,,['3df7c592-96a2-4fd6-b85d-208107842e3e'],"[28.5, 34.3]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.421,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8849566653210472
12541fde-41c3-4462-a298-e16604138e7a,25,1,00:00:23.421,0,23,2,2.005613,43,Carry,215,Athletic Club,9,From Kick Off,212,Atlético Madrid,,,"['18c3de2b-0e4e-416f-a267-292b15e7a110', '437cc8a1-4208-42c7-9d18-ca48ad9d7626']","[28.5, 34.3]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,,,,,,,,,,,,"[30.8, 33.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.421,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3641386258054302
437cc8a1-4208-42c7-9d18-ca48ad9d7626,26,1,00:00:25.426,0,25,2,0.848698,30,Pass,215,Athletic Club,9,From Kick Off,212,Atlético Madrid,,,['a21d277e-dc86-4d02-a83c-74204d3c47f0'],"[30.8, 33.9]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,6381.0,Saúl Ñíguez Esclapez,17.279469,0.5960281,1.0,Ground Pass,"[45.1, 43.6]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.426,2.004999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8980732123352944
a21d277e-dc86-4d02-a83c-74204d3c47f0,27,1,00:00:26.275,0,26,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,212,Atlético Madrid,,,['437cc8a1-4208-42c7-9d18-ca48ad9d7626'],"[45.1, 43.6]",6381.0,Saúl Ñíguez Esclapez,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.275,0.8490000000000002,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3171454146080118
b7af384a-d3f1-4af3-b047-6c9af46ffb4e,28,1,00:00:26.275,0,26,2,0.239999,43,Carry,215,Athletic Club,9,From Kick Off,212,Atlético Madrid,,,"['a1207dee-b5d0-4a2e-9898-6efe4dd04095', 'a21d277e-dc86-4d02-a83c-74204d3c47f0']","[45.1, 43.6]",6381.0,Saúl Ñíguez Esclapez,12.0,Right Midfield,,,,,,,,,,,,"[46.0, 44.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.275,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4685581815983618
