id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,counterpress,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_switch,interception_outcome_id,interception_outcome_name,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_one_on_one,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,pass_aerial_won,out,shot_first_time,dribble_outcome_id,dribble_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,pass_technique_id,pass_technique_name,pass_straight,clearance_aerial_won,clearance_head,foul_won_defensive,goalkeeper_outcome_id,goalkeeper_outcome_name,foul_committed_advantage,foul_won_advantage,pass_outswinging,clearance_right_foot,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_type_id,foul_committed_type_name,ball_recovery_recovery_failure,dribble_overrun,foul_committed_card_id,foul_committed_card_name,pass_inswinging,shot_aerial_won,block_offensive,pass_no_touch,dribble_nutmeg,pass_cut_back,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,miscontrol_aerial_won,pass_miscommunication,pass_deflected,pass_goal_assist,shot_deflected,block_deflection,bad_behaviour_card_id,bad_behaviour_card_name,pass_through_ball,block_save_block,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
d1ec7935-0d9a-4743-8773-28ca46e7b3d3,11,1,00:00:10.213,0,10,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['4049d3a9-cf05-4932-b2b7-419737075265'],,"[89.1, 75.2]",186264.0,Foued Kadir,12.0,Right Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.213,4.297999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4820156510238891
60436772-3174-44ba-ab4a-87d95181c53e,12,1,00:00:19.026,0,19,3,1.598343,30,Pass,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['fd098888-885a-410f-8758-2b9c3a645588'],,"[31.5, 0.1]",24263.0,Ismael López Blanco,6.0,Left Back,6926.0,Alen Halilović,22.714973,0.5880026,3.0,High Pass,"[50.4, 12.7]",67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.026,8.813,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9985614292399578
e2c9d458-742c-4e64-9387-1ed765878f67,13,1,00:00:20.064,0,20,3,0.737441,17,Pressure,1041,Sporting Gijón,4,From Throw In,218,Real Betis,,,"['c1fd8493-45ea-40c9-970d-8725822cffad', 'fd098888-885a-410f-8758-2b9c3a645588']",,"[69.7, 67.4]",5671.0,Alfred John Momar N''Diaye,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.064,1.0380000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9759890281338757
fd098888-885a-410f-8758-2b9c3a645588,14,1,00:00:20.625,0,20,3,,42,Ball Receipt*,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['60436772-3174-44ba-ab4a-87d95181c53e', 'e2c9d458-742c-4e64-9387-1ed765878f67']",,"[50.4, 12.7]",6926.0,Alen Halilović,22.0,Right Center Forward,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.625,0.5609999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7789698313727644
c1fd8493-45ea-40c9-970d-8725822cffad,15,1,00:00:20.625,0,20,3,2.040085,30,Pass,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['26c80bef-4150-4a24-9cd4-689ee9f8fe93', 'e2c9d458-742c-4e64-9387-1ed765878f67']",,"[50.4, 12.7]",6926.0,Alen Halilović,22.0,Right Center Forward,23994.0,Alejandro Menéndez Díez,8.861715,0.7135222,3.0,High Pass,"[57.1, 18.5]",,,38.0,Left Foot,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.625,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.7766591212073002
26c80bef-4150-4a24-9cd4-689ee9f8fe93,16,1,00:00:22.665,0,22,3,,42,Ball Receipt*,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['c1fd8493-45ea-40c9-970d-8725822cffad'],,"[57.1, 18.5]",23994.0,Alejandro Menéndez Díez,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.665,2.039999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.36082316316817
82f9eecb-0ebf-4179-b8d3-eae004f1ffd2,17,1,00:00:22.665,0,22,3,0.150337,43,Carry,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['26c80bef-4150-4a24-9cd4-689ee9f8fe93', '2e82a21a-ef6c-4699-9da6-ed95693b1a36']",,"[57.1, 18.5]",23994.0,Alejandro Menéndez Díez,16.0,Left Midfield,,,,,,,,,,,,"[56.6, 14.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.665,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7931938062068856
2e82a21a-ef6c-4699-9da6-ed95693b1a36,18,1,00:00:22.815,0,22,3,0.0,38,Miscontrol,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,,,"[56.6, 14.8]",23994.0,Alejandro Menéndez Díez,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.815,0.15000000000000213,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.34312141681010666
4e5d8f9b-392e-409e-b60c-eb4be8224ea5,19,1,00:00:23.802,0,23,3,0.525553,30,Pass,1041,Sporting Gijón,4,From Throw In,218,Real Betis,,,"['5fdb0280-f84f-49e4-a400-830d857f76e6', 'de88c860-4893-4360-a282-bb1e458c5011']",,"[63.5, 65.3]",7161.0,Germán Alejandro Pezzella,3.0,Right Center Back,27346.0,Petros Matheus dos Santos Araújo,0.0,0.0,1.0,Ground Pass,"[63.5, 65.3]",66.0,Recovery,38.0,Left Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.802,0.9869999999999983,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.39620443278927997
5fdb0280-f84f-49e4-a400-830d857f76e6,20,1,00:00:24.328,0,24,3,,42,Ball Receipt*,1041,Sporting Gijón,4,From Throw In,218,Real Betis,,,['4e5d8f9b-392e-409e-b60c-eb4be8224ea5'],,"[63.5, 65.3]",27346.0,Petros Matheus dos Santos Araújo,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.328,0.5259999999999998,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8312283412049197
de88c860-4893-4360-a282-bb1e458c5011,21,1,00:00:24.328,0,24,3,0.0,2,Ball Recovery,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['4e5d8f9b-392e-409e-b60c-eb4be8224ea5'],,"[56.6, 14.8]",6926.0,Alen Halilović,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.328,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.35629922220023036
7de01b88-fe25-4726-825e-361ab28de5dc,22,1,00:00:24.328,0,24,3,2.810359,43,Carry,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['9e7f0122-ee21-4718-a47e-56b88b2cfebc', 'de88c860-4893-4360-a282-bb1e458c5011']",,"[56.6, 14.8]",6926.0,Alen Halilović,22.0,Right Center Forward,,,,,,,,,,,,"[87.9, 24.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.328,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3552170113989458
9e7f0122-ee21-4718-a47e-56b88b2cfebc,23,1,00:00:27.138,0,27,3,1.707307,30,Pass,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['b138cf96-6a8a-4c6d-bbb6-24f1b0985232'],,"[87.9, 24.5]",6926.0,Alen Halilović,22.0,Right Center Forward,23848.0,Carlos Carmona Bonet,26.974247,1.4965835,1.0,Ground Pass,"[89.9, 51.4]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.138,2.8100000000000023,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8458534500866643
b138cf96-6a8a-4c6d-bbb6-24f1b0985232,24,1,00:00:28.845,0,28,3,,42,Ball Receipt*,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['9e7f0122-ee21-4718-a47e-56b88b2cfebc'],,"[89.9, 51.4]",23848.0,Carlos Carmona Bonet,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.845,1.7069999999999972,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.675703890027744
f7f17ffb-8e6e-4485-9154-4c1604162011,25,1,00:00:28.845,0,28,3,0.29898,43,Carry,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,"['11ae9982-e084-46ce-93cc-04d51b7a26b3', 'b138cf96-6a8a-4c6d-bbb6-24f1b0985232']",,"[89.9, 51.4]",23848.0,Carlos Carmona Bonet,12.0,Right Midfield,,,,,,,,,,,,"[89.1, 50.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.845,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9856396305026134
11ae9982-e084-46ce-93cc-04d51b7a26b3,26,1,00:00:29.144,0,29,3,0.0,38,Miscontrol,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,,,"[89.1, 50.8]",23848.0,Carlos Carmona Bonet,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.144,0.2989999999999995,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.9043057252930027
a8778d71-d7c8-4908-98fc-3130cc0c84b8,27,1,00:00:29.677,0,29,3,0.208422,17,Pressure,1041,Sporting Gijón,4,From Throw In,1041,Sporting Gijón,,,['3ea4f200-7ceb-43f7-ba9c-378693d4fcbd'],,"[89.1, 50.3]",23848.0,Carlos Carmona Bonet,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.677,0.5330000000000013,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9385275905032666
3ea4f200-7ceb-43f7-ba9c-378693d4fcbd,28,1,00:00:29.881,0,29,4,2.019359,30,Pass,218,Real Betis,1,Regular Play,218,Real Betis,,,"['669f0545-7022-4da7-955d-8c15b7346762', 'a8778d71-d7c8-4908-98fc-3130cc0c84b8']",,"[26.6, 32.5]",5671.0,Alfred John Momar N''Diaye,9.0,Right Defensive Midfield,3601.0,Charly Musonda Junior,12.747549,-0.72989964,2.0,Low Pass,"[36.1, 24.0]",66.0,Recovery,40.0,Right Foot,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.881,0.20400000000000063,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.4244653845131796
