id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,counterpress,out,off_camera,interception_outcome_id,interception_outcome_name,pass_switch,duel_type_id,duel_type_name,pass_aerial_won,miscontrol_aerial_won,duel_outcome_id,duel_outcome_name,dribble_overrun,dribble_outcome_id,dribble_outcome_name,ball_recovery_offensive,pass_no_touch,pass_cross,pass_technique_id,pass_technique_name,pass_outswinging,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_inswinging,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,ball_recovery_recovery_failure,foul_committed_type_id,foul_committed_type_name,foul_committed_advantage,50_50_outcome_id,50_50_outcome_name,clearance_right_foot,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_first_time,goalkeeper_end_location,goalkeeper_punched_out,shot_aerial_won,foul_won_defensive,block_offensive,foul_committed_card_id,foul_committed_card_name,clearance_left_foot,clearance_aerial_won,pass_deflected,block_deflection,foul_won_advantage,pass_through_ball,pass_cut_back,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_other,pass_goal_assist,shot_deflected,dribble_nutmeg,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Referee Ball-Drop,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,pitch_control_score
ac90bfa3-ee8e-40ec-91d8-53eccaf50aab,11,1,00:00:03.872,0,3,2,4.399939,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['4e17602a-e71b-44ac-9ece-74e845c807a9'],"[34.1, 35.0]",26669.0,Weligton Róbson Pena de Oliveira,5.0,Left Center Back,,,63.705025,-0.01255821,3.0,High Pass,"[97.8, 34.2]",38.0,Left Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.872,1.4059999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9009910335923217
4e17602a-e71b-44ac-9ece-74e845c807a9,12,1,00:00:08.272,0,8,3,1.929036,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['428f6308-9ab8-448c-b8a3-0b4fcafc7ca3', 'ac90bfa3-ee8e-40ec-91d8-53eccaf50aab']","[22.3, 45.9]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,5484.0,Lucas Hernández Pi,22.707928,-1.5972219,2.0,Low Pass,"[21.7, 23.2]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.272,4.4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.1515435514325233
428f6308-9ab8-448c-b8a3-0b4fcafc7ca3,13,1,00:00:10.201,0,10,3,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['4e17602a-e71b-44ac-9ece-74e845c807a9'],"[21.7, 23.2]",5484.0,Lucas Hernández Pi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.201,1.9290000000000003,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0024933165961343873
dc3e00dc-392d-4e60-bf78-9abb8edcb34f,14,1,00:00:10.201,0,10,3,0.447683,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['428f6308-9ab8-448c-b8a3-0b4fcafc7ca3', 'eca5247e-62c9-463d-929a-6f4ba84f94f4']","[21.7, 23.2]",5484.0,Lucas Hernández Pi,5.0,Left Center Back,,,,,,,,,,,,"[21.7, 23.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.201,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5721395307497009
eca5247e-62c9-463d-929a-6f4ba84f94f4,15,1,00:00:10.649,0,10,3,1.522337,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['6fc741df-8d8d-4e8f-9492-0d65aa749f30'],"[21.7, 23.0]",5484.0,Lucas Hernández Pi,5.0,Left Center Back,6320.0,Filipe Luís Kasmirski,15.182226,-1.2698761,1.0,Ground Pass,"[26.2, 8.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.649,0.4479999999999986,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7158297231505125
6fc741df-8d8d-4e8f-9492-0d65aa749f30,16,1,00:00:12.171,0,12,3,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['eca5247e-62c9-463d-929a-6f4ba84f94f4'],"[26.2, 8.5]",6320.0,Filipe Luís Kasmirski,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.171,1.5220000000000002,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5051809013081994
de600d31-9e15-4ad2-bec1-50379af91c44,17,1,00:00:12.171,0,12,3,1.820506,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['6fc741df-8d8d-4e8f-9492-0d65aa749f30', 'dd33c8e1-8471-457c-b9d8-6620da7aeb23']","[26.2, 8.5]",6320.0,Filipe Luís Kasmirski,6.0,Left Back,,,,,,,,,,,,"[39.4, 3.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.171,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.24597217651446668
dd33c8e1-8471-457c-b9d8-6620da7aeb23,18,1,00:00:13.992,0,13,3,1.19478,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['ed618ea8-d2ad-45ab-a834-a2c097748734'],"[39.4, 3.4]",6320.0,Filipe Luís Kasmirski,6.0,Left Back,6381.0,Saúl Ñíguez Esclapez,5.503635,1.607144,1.0,Ground Pass,"[39.2, 8.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.992,1.8210000000000015,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.927348484895308
ed618ea8-d2ad-45ab-a834-a2c097748734,19,1,00:00:15.186,0,15,3,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['dd33c8e1-8471-457c-b9d8-6620da7aeb23'],"[39.2, 8.9]",6381.0,Saúl Ñíguez Esclapez,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.186,1.193999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.46729278970090615
ecf25a61-9032-4ad3-a78b-5fe6ba2a9df5,20,1,00:00:15.186,0,15,3,1.389033,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['a0bee5e2-b327-44c5-a92b-edad44195e6e'],"[39.6, 8.9]",6381.0,Saúl Ñíguez Esclapez,12.0,Right Midfield,5484.0,Lucas Hernández Pi,14.375326,-2.9455614,1.0,Ground Pass,"[25.5, 6.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.186,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.07387531892005983
a0bee5e2-b327-44c5-a92b-edad44195e6e,21,1,00:00:16.576,0,16,3,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['ecf25a61-9032-4ad3-a78b-5fe6ba2a9df5'],"[25.5, 6.1]",5484.0,Lucas Hernández Pi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.576,1.3900000000000006,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9115963052753553
cd4e1900-e53b-4c17-a109-93f990a4d781,22,1,00:00:16.576,0,16,3,0.883967,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['4fbd51f3-13f5-4940-9a53-1130cd844a9c', 'a0bee5e2-b327-44c5-a92b-edad44195e6e']","[25.5, 6.1]",5484.0,Lucas Hernández Pi,5.0,Left Center Back,,,,,,,,,,,,"[25.5, 9.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.576,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7902264892177923
4fbd51f3-13f5-4940-9a53-1130cd844a9c,23,1,00:00:17.459,0,17,3,1.864844,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['95772e3b-f94b-4c4b-9174-64b2d44cb2c2'],"[25.5, 9.6]",5484.0,Lucas Hernández Pi,5.0,Left Center Back,5259.0,José María Giménez de Vargas,22.231508,1.7152379,1.0,Ground Pass,"[22.3, 31.6]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.459,0.8829999999999991,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.1817462099622147
95772e3b-f94b-4c4b-9174-64b2d44cb2c2,24,1,00:00:19.324,0,19,3,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['4fbd51f3-13f5-4940-9a53-1130cd844a9c'],"[22.3, 31.6]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.324,1.865000000000002,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8249446297740672
6196a029-5ba9-4342-83a7-928ba98d4335,25,1,00:00:19.324,0,19,3,1.821058,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['18197b68-20f3-4aed-b3eb-7a0a4145596b', '95772e3b-f94b-4c4b-9174-64b2d44cb2c2']","[22.3, 31.6]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,,,,,,,,,,,,"[27.9, 37.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.324,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4146963628784256
18197b68-20f3-4aed-b3eb-7a0a4145596b,26,1,00:00:21.145,0,21,3,2.279441,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['d32e1def-aea3-4691-a565-e10647814c99'],"[27.9, 37.6]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,6375.0,Juan Francisco Torres Belén,33.553837,1.4061376,1.0,Ground Pass,"[33.4, 70.7]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.145,1.820999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.44464346072839744
d32e1def-aea3-4691-a565-e10647814c99,27,1,00:00:23.425,0,23,3,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['18197b68-20f3-4aed-b3eb-7a0a4145596b'],"[33.4, 70.7]",6375.0,Juan Francisco Torres Belén,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.425,2.280000000000001,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.32140143356878526
b7de6c9a-8d9f-49f6-bf8c-331f8caa8aeb,28,1,00:00:23.425,0,23,3,2.242761,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['3942f52d-ff34-4485-9f7a-1fa7e4bcff60', 'd32e1def-aea3-4691-a565-e10647814c99']","[33.4, 70.7]",6375.0,Juan Francisco Torres Belén,2.0,Right Back,,,,,,,,,,,,"[40.3, 72.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.425,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6924286918149727
