id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,duel_type_id,duel_type_name,pass_assisted_shot_id,pass_shot_assist,pass_aerial_won,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_outcome_id,duel_outcome_name,ball_recovery_recovery_failure,pass_cross,pass_switch,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,interception_outcome_id,interception_outcome_name,goalkeeper_end_location,counterpress,foul_won_defensive,dribble_outcome_id,dribble_outcome_name,clearance_aerial_won,out,dribble_overrun,50_50_outcome_id,50_50_outcome_name,foul_committed_advantage,foul_won_advantage,pass_inswinging,pass_technique_id,pass_technique_name,miscontrol_aerial_won,pass_deflected,dribble_nutmeg,clearance_left_foot,shot_one_on_one,pass_outswinging,foul_committed_card_id,foul_committed_card_name,pass_goal_assist,pass_through_ball,pass_straight,bad_behaviour_card_id,bad_behaviour_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_aerial_won,pass_cut_back,block_offensive,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
c30ed543-e505-4afb-8054-c55a9da3a03d,11,1,00:00:07.725,0,7,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['ce7dc019-528f-4ca3-a193-71cafcf26c8c'],,"[92.3, 62.1]",6666.0,Sabin Merino Zuloaga,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.725,3.0519999999999996,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.49473341106693924
24d0c524-37db-42f7-9689-47fc0e3f2e6f,12,1,00:00:07.725,0,7,2,0.0,4,Duel,215,Athletic Club,9,From Kick Off,218,Real Betis,,,['826129c0-aa9d-4172-ace4-9700049263d2'],,"[26.5, 17.5]",5671.0,Alfred John Momar N''Diaye,9.0,Right Defensive Midfield,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.725,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7311188512498947
826129c0-aa9d-4172-ace4-9700049263d2,13,1,00:00:07.725,0,7,2,1.535566,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['24d0c524-37db-42f7-9689-47fc0e3f2e6f', '9c3af421-dc15-4b61-8103-09e34c016d99']",,"[93.6, 62.6]",6666.0,Sabin Merino Zuloaga,23.0,Center Forward,6390.0,Markel Susaeta Laskurain,11.859595,-0.3350831,2.0,Low Pass,"[104.8, 58.7]",,,,,,True,,,0ad6cafd-4998-4ad5-9e1e-e07b32c858d2,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.725,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5383204315047407
d4e611ac-5be5-40cb-9b6c-9e3c242fe6f1,14,1,00:00:08.836,0,8,2,0.51481,17,Pressure,215,Athletic Club,9,From Kick Off,218,Real Betis,,,"['0ad6cafd-4998-4ad5-9e1e-e07b32c858d2', '9c3af421-dc15-4b61-8103-09e34c016d99']",,"[15.9, 18.8]",6593.0,Martín Montoya Torralbo,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.836,1.1110000000000007,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7718057716692026
9c3af421-dc15-4b61-8103-09e34c016d99,15,1,00:00:09.261,0,9,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['826129c0-aa9d-4172-ace4-9700049263d2', 'd4e611ac-5be5-40cb-9b6c-9e3c242fe6f1']",,"[104.8, 58.7]",6390.0,Markel Susaeta Laskurain,17.0,Right Wing,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.261,0.42499999999999893,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09642028153777649
0ad6cafd-4998-4ad5-9e1e-e07b32c858d2,16,1,00:00:09.268,0,9,2,0.791831,16,Shot,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['579dac12-7cca-4979-bb1a-b58da977e4a0', 'd4e611ac-5be5-40cb-9b6c-9e3c242fe6f1']",,"[103.8, 58.6]",6390.0,Markel Susaeta Laskurain,17.0,Right Wing,,,,,,,,,,,,,True,,,,,,0.0066963863,"[117.0, 44.5, 1.3]",826129c0-aa9d-4172-ace4-9700049263d2,True,100.0,Saved,87.0,Open Play,91.0,Half Volley,40.0,Right Foot,"[{'location': [117.3, 43.6], 'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.2, 65.3], 'player': {'id': 3601, 'name': 'Charly Musonda Junior'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [81.5, 37.1], 'player': {'id': 6651, 'name': 'Joaquín Sánchez Rodríguez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [94.9, 65.7], 'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.9, 53.7], 'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.6, 59.7], 'player': {'id': 6593, 'name': 'Martín Montoya Torralbo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.2, 46.5], 'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.5, 38.1], 'player': {'id': 6865, 'name': 'Francisco José Molinero Calderón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.9, 57.3], 'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [82.9, 58.4], 'player': {'id': 6656, 'name': 'Mikel Rico Moreno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [87.0, 55.0], 'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.4, 63.9], 'player': {'id': 6666, 'name': 'Sabin Merino Zuloaga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.0, 39.9], 'player': {'id': 6842, 'name': 'Iker Muniain Goñi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.268,0.0070000000000014495,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0830816744168309
579dac12-7cca-4979-bb1a-b58da977e4a0,17,1,00:00:10.060,0,10,3,0.0,23,Goal Keeper,218,Real Betis,1,Regular Play,218,Real Betis,,,['0ad6cafd-4998-4ad5-9e1e-e07b32c858d2'],,"[2.8, 36.5]",6654.0,Antonio Adán Garrido,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,Success,33.0,Shot Saved,35.0,Both Hands,46.0,Standing,44.0,Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.06,0.7919999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.6752205417380179
526932f9-cc61-4a9a-bb78-6e88535b989c,18,1,00:00:25.843,0,25,4,3.696584,30,Pass,218,Real Betis,8,From Keeper,218,Real Betis,,,['d2d326c1-0557-4daf-a405-528ca336837b'],,"[17.3, 25.8]",6654.0,Antonio Adán Garrido,1.0,Goalkeeper,6832.0,Rubén Castro Martín,68.87561,-0.26892617,3.0,High Pass,"[83.7, 7.5]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.843,15.783,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5357332766113363
d2d326c1-0557-4daf-a405-528ca336837b,19,1,00:00:29.540,0,29,4,,42,Ball Receipt*,218,Real Betis,8,From Keeper,218,Real Betis,,,['526932f9-cc61-4a9a-bb78-6e88535b989c'],,"[83.7, 7.5]",6832.0,Rubén Castro Martín,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.54,3.696999999999999,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9938740167335356
9915cf7c-f2ee-4b54-bfe9-4b1d234fbe29,20,1,00:00:29.540,0,29,4,0.0,38,Miscontrol,218,Real Betis,8,From Keeper,218,Real Betis,,,,,"[83.7, 7.5]",6832.0,Rubén Castro Martín,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.54,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.3437765678245629
08edf7e7-9c72-45fb-b43b-b09c3d4dced2,21,1,00:00:31.470,0,31,4,0.147837,30,Pass,218,Real Betis,8,From Keeper,218,Real Betis,,,"['7db03f2e-95cb-4108-b8f3-d5f45875921f', '82e52fbf-5056-4380-ae0c-87a6c17cbdde']",,"[70.7, 9.5]",5671.0,Alfred John Momar N''Diaye,9.0,Right Defensive Midfield,3601.0,Charly Musonda Junior,1.4142135,-1.4288993,1.0,Ground Pass,"[70.9, 8.1]",66.0,Recovery,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.47,1.9299999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7151029191494511
82e52fbf-5056-4380-ae0c-87a6c17cbdde,22,1,00:00:31.617,0,31,4,,42,Ball Receipt*,218,Real Betis,8,From Keeper,218,Real Betis,,,['08edf7e7-9c72-45fb-b43b-b09c3d4dced2'],,"[73.9, 1.3]",3601.0,Charly Musonda Junior,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.617,0.14700000000000202,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3099086402956951
7db03f2e-95cb-4108-b8f3-d5f45875921f,23,1,00:00:31.617,0,31,4,0.0,6,Block,218,Real Betis,8,From Keeper,215,Athletic Club,,,['08edf7e7-9c72-45fb-b43b-b09c3d4dced2'],,"[49.2, 72.0]",6390.0,Markel Susaeta Laskurain,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.617,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4920997216501616
2c1cd056-99f2-46ef-84e7-053853afa913,24,1,00:00:32.703,0,32,4,0.0,6,Block,218,Real Betis,8,From Keeper,218,Real Betis,,,,,"[71.4, 9.7]",5671.0,Alfred John Momar N''Diaye,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.703,1.086000000000002,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5701065949115515
9f42f5d8-68ca-4735-95e3-c7f7c1ad914d,25,1,00:00:33.219,0,33,4,1.34846,17,Pressure,218,Real Betis,8,From Keeper,215,Athletic Club,,,"['bb0b37e8-d151-4d16-9d8d-57924ee341b5', 'd10fb8bf-6285-407a-b12e-9e95e28ddd5b']",,"[49.5, 68.7]",6666.0,Sabin Merino Zuloaga,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.219,0.5159999999999982,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6094750075364866
bb0b37e8-d151-4d16-9d8d-57924ee341b5,26,1,00:00:33.477,0,33,4,0.0,2,Ball Recovery,218,Real Betis,8,From Keeper,218,Real Betis,,,['9f42f5d8-68ca-4735-95e3-c7f7c1ad914d'],,"[68.9, 9.5]",5671.0,Alfred John Momar N''Diaye,9.0,Right Defensive Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.477,0.25799999999999557,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03394063818824167
