id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,under_pressure,foul_won_defensive,pass_switch,ball_receipt_outcome_id,ball_receipt_outcome_name,carry_end_location,pass_aerial_won,duel_type_id,duel_type_name,ball_recovery_recovery_failure,duel_outcome_id,duel_outcome_name,counterpress,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,out,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,interception_outcome_id,interception_outcome_name,clearance_aerial_won,clearance_head,dribble_outcome_id,dribble_outcome_name,pass_technique_id,pass_technique_name,pass_outswinging,clearance_right_foot,pass_through_ball,goalkeeper_outcome_id,goalkeeper_outcome_name,shot_one_on_one,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_cross,dribble_overrun,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_advantage,foul_won_advantage,pass_goal_assist,shot_first_time,shot_deflected,block_deflection,pass_deflected,foul_committed_card_id,foul_committed_card_name,clearance_other,50_50_outcome_id,50_50_outcome_name,pass_no_touch,foul_committed_type_id,foul_committed_type_name,bad_behaviour_card_id,bad_behaviour_card_name,pass_cut_back,dribble_nutmeg,pass_inswinging,foul_committed_penalty,foul_won_penalty,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Own Goal Against,event_type_Own Goal For,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
fce5e111-3b32-42d4-9d56-62b9325fbd3d,11,1,00:00:06.627,0,6,2,0.0,21,Foul Won,1049,Granada,9,From Kick Off,208,Las Palmas,,,['eec01fca-de24-404e-838a-47edf8431e83'],,"[41.4, 45.8]",7906.0,David Simón Rodríguez Santana,2.0,Right Back,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.627,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.30730286261071205
e342c065-7288-4726-9be3-eac477945d0f,12,1,00:00:28.881,0,28,3,3.023758,30,Pass,208,Las Palmas,3,From Free Kick,208,Las Palmas,,,"['5b7b7e3f-2ce9-4abd-a3cf-06b3d6554ec2', '715bfece-4b4f-4dbe-ad27-206b83b05840']",True,"[41.4, 45.8]",15805.0,Hernán Daniel Santana Trujillo,3.0,Right Center Back,10755.0,Jonathan Viera Ramos,59.576168,-0.74978375,3.0,High Pass,"[85.0, 5.2]",40.0,Right Foot,62.0,Free Kick,9.0,Incomplete,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.881,22.254,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.37803038517847765
715bfece-4b4f-4dbe-ad27-206b83b05840,13,1,00:00:31.905,0,31,3,,42,Ball Receipt*,208,Las Palmas,3,From Free Kick,208,Las Palmas,,,['e342c065-7288-4726-9be3-eac477945d0f'],,"[83.5, 6.0]",10755.0,Jonathan Viera Ramos,21.0,Left Wing,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.905,3.024000000000001,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8054388904669667
5b7b7e3f-2ce9-4abd-a3cf-06b3d6554ec2,14,1,00:00:31.905,0,31,3,1.884219,30,Pass,208,Las Palmas,3,From Free Kick,1049,Granada,,,"['7485814a-2726-4464-9762-2a5c3912c0eb', 'e342c065-7288-4726-9be3-eac477945d0f']",,"[35.1, 74.9]",4546.0,Dimitri Foulquier,2.0,Right Back,25126.0,Nicolás Federico López Alonso,15.748651,0.32978252,3.0,High Pass,"[50.0, 80.0]",37.0,Head,66.0,Recovery,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.905,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.4548034239003069
7485814a-2726-4464-9762-2a5c3912c0eb,15,1,00:00:33.789,0,33,3,,42,Ball Receipt*,208,Las Palmas,3,From Free Kick,1049,Granada,,,['5b7b7e3f-2ce9-4abd-a3cf-06b3d6554ec2'],,"[47.2, 78.3]",25126.0,Nicolás Federico López Alonso,12.0,Right Midfield,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.789,1.8840000000000003,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.40249356310680684
24b8690d-7c35-4d88-bed3-717ff1924255,16,1,00:00:37.841,0,37,4,1.90077,30,Pass,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['55aa984f-7a76-4b52-a7e1-634d84d43d01'],,"[66.2, 0.1]",6932.0,Dani Castellano Betancor,6.0,Left Back,26448.0,Javier Garrido Behovide,24.714571,2.9005394,2.0,Low Pass,"[42.2, 6.0]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.841,4.052,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.15910403683606544
55aa984f-7a76-4b52-a7e1-634d84d43d01,17,1,00:00:39.742,0,39,4,,42,Ball Receipt*,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['24b8690d-7c35-4d88-bed3-717ff1924255'],,"[42.2, 6.0]",26448.0,Javier Garrido Behovide,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.742,1.9009999999999962,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5353477844559466
af3c009a-aa4a-44e4-bfbf-6b76d0cfa0e0,18,1,00:00:39.742,0,39,4,1.759782,43,Carry,208,Las Palmas,4,From Throw In,208,Las Palmas,,,"['55aa984f-7a76-4b52-a7e1-634d84d43d01', '78ae70aa-82ed-4b77-acfb-70e85ecaafb2']",,"[42.2, 6.0]",26448.0,Javier Garrido Behovide,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,"[41.1, 6.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.742,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1950404934652723
78ae70aa-82ed-4b77-acfb-70e85ecaafb2,19,1,00:00:41.502,0,41,4,2.570014,30,Pass,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['6cc34f09-b44d-4483-8d5c-e434d43faaf6'],,"[41.1, 6.4]",26448.0,Javier Garrido Behovide,5.0,Left Center Back,26753.0,Javier Varas Herrera,43.814266,2.2640734,1.0,Ground Pass,"[13.1, 40.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.502,1.7600000000000051,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.04445058914022315
6cc34f09-b44d-4483-8d5c-e434d43faaf6,20,1,00:00:44.072,0,44,4,,42,Ball Receipt*,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['78ae70aa-82ed-4b77-acfb-70e85ecaafb2'],,"[13.1, 40.1]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.072,2.5700000000000003,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10629265137548993
5518b8be-9507-43a2-86dd-d1dfc5a37336,21,1,00:00:44.072,0,44,4,2.923629,43,Carry,208,Las Palmas,4,From Throw In,208,Las Palmas,,,"['501f9f10-d694-433f-a2ed-3aa277e18a4a', '6cc34f09-b44d-4483-8d5c-e434d43faaf6']",,"[13.1, 40.1]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,"[13.1, 48.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.072,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22028915071476474
501f9f10-d694-433f-a2ed-3aa277e18a4a,22,1,00:00:46.996,0,46,4,3.28125,30,Pass,208,Las Palmas,4,From Throw In,208,Las Palmas,,,"['575f2fef-903b-4f72-b95a-19ad43819f5b', 'fb729df9-749b-4d07-953a-18478f71f70e']",,"[13.1, 48.6]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,6721.0,Willian José da Silva,56.438995,-0.4588933,3.0,High Pass,"[63.7, 23.6]",40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.996,2.9239999999999995,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8425326534135075
575f2fef-903b-4f72-b95a-19ad43819f5b,23,1,00:00:50.277,0,50,4,,42,Ball Receipt*,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['501f9f10-d694-433f-a2ed-3aa277e18a4a'],,"[62.3, 24.3]",6721.0,Willian José da Silva,23.0,Center Forward,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.277,3.280999999999999,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9407019462071634
fb729df9-749b-4d07-953a-18478f71f70e,24,1,00:00:50.277,0,50,4,6.636034,30,Pass,208,Las Palmas,4,From Throw In,1049,Granada,,,"['501f9f10-d694-433f-a2ed-3aa277e18a4a', '9c86f7b4-156f-4140-9fee-01a0ad67ab7c']",,"[56.4, 56.5]",4498.0,Jean-Sylvain Claude Babin,3.0,Right Center Back,,,58.096645,0.2629308,3.0,High Pass,"[112.5, 71.6]",37.0,Head,66.0,Recovery,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.277,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.05109783500589116
9c86f7b4-156f-4140-9fee-01a0ad67ab7c,25,1,00:00:56.913,0,56,4,3.492543,30,Pass,208,Las Palmas,4,From Throw In,208,Las Palmas,,,"['bd982a6f-3559-43ce-a5bb-7557ffdcbd8d', 'e58080f4-e6f7-4d42-b6f6-1e92dcc6226d', 'fb729df9-749b-4d07-953a-18478f71f70e']",,"[7.6, 8.5]",26448.0,Javier Garrido Behovide,5.0,Left Center Back,10755.0,Jonathan Viera Ramos,42.717678,-0.12203212,3.0,High Pass,"[50.0, 3.3]",38.0,Left Foot,66.0,Recovery,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.913,6.635999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.08628314810082749
bd982a6f-3559-43ce-a5bb-7557ffdcbd8d,26,1,00:01:00.405,1,0,4,,42,Ball Receipt*,208,Las Palmas,4,From Throw In,208,Las Palmas,,,['9c86f7b4-156f-4140-9fee-01a0ad67ab7c'],,"[50.0, 3.7]",10755.0,Jonathan Viera Ramos,21.0,Left Wing,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.405,3.4920000000000044,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8299298277571799
e58080f4-e6f7-4d42-b6f6-1e92dcc6226d,27,1,00:01:00.405,1,0,4,2.329766,30,Pass,208,Las Palmas,4,From Throw In,1049,Granada,,,"['4904711e-772f-42de-b823-773321bcdc47', '9c86f7b4-156f-4140-9fee-01a0ad67ab7c', 'd442e9c0-e9f8-4eaf-9f45-cb07b394252d']",,"[70.1, 76.8]",4546.0,Dimitri Foulquier,2.0,Right Back,,,20.38676,-0.57575834,3.0,High Pass,"[87.2, 65.7]",,,66.0,Recovery,9.0,Incomplete,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.405,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.942513386186871
