id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,under_pressure,foul_won_defensive,pass_switch,ball_receipt_outcome_id,ball_receipt_outcome_name,carry_end_location,pass_aerial_won,duel_type_id,duel_type_name,ball_recovery_recovery_failure,duel_outcome_id,duel_outcome_name,counterpress,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,out,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,interception_outcome_id,interception_outcome_name,clearance_aerial_won,clearance_head,dribble_outcome_id,dribble_outcome_name,pass_technique_id,pass_technique_name,pass_outswinging,clearance_right_foot,pass_through_ball,goalkeeper_outcome_id,goalkeeper_outcome_name,shot_one_on_one,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_cross,dribble_overrun,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_advantage,foul_won_advantage,pass_goal_assist,shot_first_time,shot_deflected,block_deflection,pass_deflected,foul_committed_card_id,foul_committed_card_name,clearance_other,50_50_outcome_id,50_50_outcome_name,pass_no_touch,foul_committed_type_id,foul_committed_type_name,bad_behaviour_card_id,bad_behaviour_card_name,pass_cut_back,dribble_nutmeg,pass_inswinging,foul_committed_penalty,foul_won_penalty,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Own Goal Against,event_type_Own Goal For,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
5d61db7c-c079-4dc2-bd4c-46911c1c08e7,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,208,Las Palmas,1,Regular Play,208,Las Palmas,4231.0,"[{'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 26448, 'name': 'Javier Garrido Behovide'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6929, 'name': 'José Vicente Gómez Umpiérrez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6608, 'name': 'Nabil El Zhar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.6122512437979734
8bd01e46-03b0-47dd-b547-3100149aa1de,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,208,Las Palmas,1,Regular Play,1049,Granada,4141.0,"[{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4546, 'name': 'Dimitri Foulquier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 4498, 'name': 'Jean-Sylvain Claude Babin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 25126, 'name': 'Nicolás Federico López Alonso'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 25707, 'name': 'Francisco Manuel Rico Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 24783, 'name': 'Javier Márquez Moreno'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 26387, 'name': 'Edgar Antonio Méndez Ortega'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 6847, 'name': 'Adalberto Peñaranda Maestre'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.2518952014994936
f943a929-7e9c-462b-9336-dd9f33fe6f9d,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['1913808e-877b-4c88-ad7c-7af9af4312a1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8059500299110015
1913808e-877b-4c88-ad7c-7af9af4312a1,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,208,Las Palmas,1,Regular Play,1049,Granada,,,['f943a929-7e9c-462b-9336-dd9f33fe6f9d'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4709998333668116
6cdd8e32-a1c4-4428-b7dc-36a529e6e167,5,1,00:00:00.635,0,0,2,0.674187,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,['5771e783-d9ec-4910-880d-47f4cdd63a72'],True,"[61.0, 40.1]",6847.0,Adalberto Peñaranda Maestre,23.0,Center Forward,24783.0,Javier Márquez Moreno,3.7854986,1.7837347,1.0,Ground Pass,"[60.2, 43.8]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.635,0.635,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.19143081921585603
5771e783-d9ec-4910-880d-47f4cdd63a72,6,1,00:00:01.309,0,1,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['6cdd8e32-a1c4-4428-b7dc-36a529e6e167'],,"[60.2, 43.8]",24783.0,Javier Márquez Moreno,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.309,0.6739999999999999,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8543159831829541
7789ff54-6b5b-4db8-b10b-dac76958b38b,7,1,00:00:01.309,0,1,2,1.907331,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,['ec4122c6-de1c-45cf-a154-f3dd6d71655b'],True,"[60.6, 42.5]",24783.0,Javier Márquez Moreno,15.0,Left Center Midfield,6702.0,David Rodríguez Lombán,24.328789,-3.038652,1.0,Ground Pass,"[36.4, 40.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.309,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.794331710097539
ec4122c6-de1c-45cf-a154-f3dd6d71655b,8,1,00:00:03.217,0,3,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['7789ff54-6b5b-4db8-b10b-dac76958b38b'],,"[36.4, 40.0]",6702.0,David Rodríguez Lombán,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.217,1.9080000000000001,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.38044703798502477
ae74531a-71c8-4364-bc34-1e7a86787cd5,9,1,00:00:04.014,0,4,2,6.349763,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,,,"[36.1, 39.8]",6702.0,David Rodríguez Lombán,5.0,Left Center Back,,,69.67352,-0.5975565,3.0,High Pass,"[93.7, 0.6]",40.0,Right Foot,,,77.0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.014,0.7970000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.038939157685760506
eec01fca-de24-404e-838a-47edf8431e83,10,1,00:00:06.627,0,6,2,0.0,22,Foul Committed,1049,Granada,9,From Kick Off,1049,Granada,,,['fce5e111-3b32-42d4-9d56-62b9325fbd3d'],,"[78.7, 34.3]",6847.0,Adalberto Peñaranda Maestre,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.627,2.6129999999999995,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7323133782326088
