id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,under_pressure,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_aerial_won,foul_won_defensive,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,out,pass_switch,pass_outswinging,pass_technique_id,pass_technique_name,clearance_aerial_won,clearance_head,ball_recovery_recovery_failure,foul_committed_type_id,foul_committed_type_name,pass_cross,block_offensive,pass_deflected,block_deflection,pass_inswinging,clearance_left_foot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_straight,pass_cut_back,foul_committed_card_id,foul_committed_card_name,pass_goal_assist,foul_committed_advantage,foul_won_advantage,pass_through_ball,50_50_outcome_id,50_50_outcome_name,clearance_other,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_one_on_one,shot_aerial_won,miscontrol_aerial_won,dribble_nutmeg,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
acf66b33-d422-4054-a68b-e575d7bf2e34,1024,1,00:26:23.054,26,23,70,0.0,38,Miscontrol,221,Levante UD,1,Regular Play,221,Levante UD,,,['ba1af884-bb49-434e-8da6-2e53340f3452'],,"[90.1, 3.1]",25134.0,Deyverson Brum Silva Acosta,23.0,Center Forward,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583.054,0.39800000000013824,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.031856213154688784
9bcc84a0-9309-46d2-9787-2a77c59a531a,1025,1,00:26:34.507,26,34,71,1.625976,30,Pass,209,Celta Vigo,4,From Throw In,209,Celta Vigo,,,['f51712a2-9653-4898-a2b1-5fc57be8a69c'],,"[30.1, 80.0]",6802.0,Jonathan Castro Otto,2.0,Right Back,6038.0,John Guidetti,25.137224,-0.2739281,3.0,High Pass,"[54.3, 73.2]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594.507,11.452999999999975,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7777210449911391
f51712a2-9653-4898-a2b1-5fc57be8a69c,1026,1,00:26:36.133,26,36,71,,42,Ball Receipt*,209,Celta Vigo,4,From Throw In,209,Celta Vigo,,,['9bcc84a0-9309-46d2-9787-2a77c59a531a'],,"[54.3, 73.2]",6038.0,John Guidetti,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596.133,1.6259999999999764,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.47954484984153156
5146cefa-dc72-49a0-b6f5-b0bcf14b24e7,1027,1,00:26:36.133,26,36,71,0.887734,30,Pass,209,Celta Vigo,4,From Throw In,209,Celta Vigo,,,['a085a603-905c-4c7e-a3c2-7285b2d35163'],,"[54.3, 73.2]",6038.0,John Guidetti,23.0,Center Forward,,,8.973851,-0.24768136,2.0,Low Pass,"[63.0, 71.0]",37.0,Head,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596.133,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.17855535392397226
a085a603-905c-4c7e-a3c2-7285b2d35163,1028,1,00:26:37.021,26,37,71,0.0,2,Ball Recovery,209,Celta Vigo,4,From Throw In,221,Levante UD,,,['5146cefa-dc72-49a0-b6f5-b0bcf14b24e7'],,"[57.1, 9.1]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597.021,0.88799999999992,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8396634390330369
9b38c7e7-3f9e-4cc8-a0f7-1cf302a88acc,1029,1,00:26:37.648,26,37,71,1.733975,30,Pass,209,Celta Vigo,4,From Throw In,221,Levante UD,,,,True,"[61.2, 7.2]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,15.586212,-0.40910405,3.0,High Pass,"[75.5, 1.0]",38.0,Left Foot,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597.648,0.6269999999999527,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5046211372825858
d0b88253-b2f5-4eb7-849e-13f0c5a3c4c1,1030,1,00:26:45.538,26,45,72,1.126062,30,Pass,209,Celta Vigo,4,From Throw In,209,Celta Vigo,,,['bcd72420-c527-4e7d-9798-b8716753e02b'],True,"[55.4, 80.0]",6802.0,Jonathan Castro Otto,2.0,Right Back,7105.0,Fabián Ariel Orellana Valenzuela,11.869709,-0.6839512,3.0,High Pass,"[64.6, 72.5]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605.538,7.8900000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7375716418386785
e539f6a7-aace-493a-a19c-e098fa30ba52,1031,1,00:26:46.250,26,46,72,0.55713,17,Pressure,209,Celta Vigo,4,From Throw In,221,Levante UD,,,"['bb5412f1-828e-4b44-a9cb-042a9871ac5d', 'bcd72420-c527-4e7d-9798-b8716753e02b']",,"[57.1, 6.9]",6659.0,Víctor Camarasa Ferrando,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606.25,0.7119999999999891,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7197073925207584
bcd72420-c527-4e7d-9798-b8716753e02b,1032,1,00:26:46.664,26,46,72,,42,Ball Receipt*,209,Celta Vigo,4,From Throw In,209,Celta Vigo,,,"['d0b88253-b2f5-4eb7-849e-13f0c5a3c4c1', 'e539f6a7-aace-493a-a19c-e098fa30ba52']",,"[64.6, 72.5]",7105.0,Fabián Ariel Orellana Valenzuela,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606.664,0.41399999999998727,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8265473673450153
bb5412f1-828e-4b44-a9cb-042a9871ac5d,1033,1,00:26:46.664,26,46,72,3.996789,30,Pass,209,Celta Vigo,4,From Throw In,209,Celta Vigo,,,"['c7bbcf7b-510e-4fb8-9399-80d3ce77cba7', 'e539f6a7-aace-493a-a19c-e098fa30ba52']",,"[65.0, 73.2]",7105.0,Fabián Ariel Orellana Valenzuela,19.0,Center Attacking Midfield,,,38.77551,-1.0967685,2.0,Low Pass,"[82.7, 38.7]",40.0,Right Foot,,,,9.0,Incomplete,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606.664,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.103103224033669
c7bbcf7b-510e-4fb8-9399-80d3ce77cba7,1034,1,00:26:50.660,26,50,73,0.0,2,Ball Recovery,221,Levante UD,1,Regular Play,221,Levante UD,,,['bb5412f1-828e-4b44-a9cb-042a9871ac5d'],,"[37.4, 41.4]",6787.0,Pedro López Muñoz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610.66,3.9960000000000946,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8975394810773333
5f65d358-47b9-46e6-904a-0c6da30bb793,1035,1,00:26:50.660,26,50,73,0.493169,43,Carry,221,Levante UD,1,Regular Play,221,Levante UD,,,"['bec66f1a-41ee-4b28-8d86-d53869b07654', 'c7bbcf7b-510e-4fb8-9399-80d3ce77cba7']",,"[37.4, 41.4]",6787.0,Pedro López Muñoz,2.0,Right Back,,,,,,,,,,,,"[32.7, 40.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610.66,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.26910934281702603
bec66f1a-41ee-4b28-8d86-d53869b07654,1036,1,00:26:51.154,26,51,73,2.225339,30,Pass,221,Levante UD,1,Regular Play,221,Levante UD,,,['13b9d3a3-bde4-407f-8e39-a50ed3664fe8'],,"[32.7, 40.1]",6787.0,Pedro López Muñoz,2.0,Right Back,23843.0,Diego Mariño Villar,21.306337,2.9718144,1.0,Ground Pass,"[11.7, 43.7]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.154,0.4939999999999145,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.731459398336697
13b9d3a3-bde4-407f-8e39-a50ed3664fe8,1037,1,00:26:53.379,26,53,73,,42,Ball Receipt*,221,Levante UD,1,Regular Play,221,Levante UD,,,['bec66f1a-41ee-4b28-8d86-d53869b07654'],,"[11.7, 43.7]",23843.0,Diego Mariño Villar,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.379,2.224999999999909,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08492823147134265
15b2c6b1-80c0-4072-93e5-5f8cbd3280b5,1038,1,00:26:53.379,26,53,73,0.068722,43,Carry,221,Levante UD,1,Regular Play,221,Levante UD,,,"['13b9d3a3-bde4-407f-8e39-a50ed3664fe8', '1ab8eddc-1d48-4d85-9f69-4b8e7f14a6bb']",,"[11.7, 43.7]",23843.0,Diego Mariño Villar,1.0,Goalkeeper,,,,,,,,,,,,"[13.7, 43.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.379,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.49511460649345107
1ab8eddc-1d48-4d85-9f69-4b8e7f14a6bb,1039,1,00:26:53.448,26,53,73,5.588884,30,Pass,221,Levante UD,1,Regular Play,221,Levante UD,,,['3edc10b2-f4bf-47cb-9579-da6dbb3dd9b3'],,"[13.7, 43.7]",23843.0,Diego Mariño Villar,1.0,Goalkeeper,25134.0,Deyverson Brum Silva Acosta,88.21774,-0.48849037,3.0,High Pass,"[91.6, 2.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.448,0.06900000000018736,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8150999359578438
3edc10b2-f4bf-47cb-9579-da6dbb3dd9b3,1040,1,00:26:59.037,26,59,73,,42,Ball Receipt*,221,Levante UD,1,Regular Play,221,Levante UD,,,['1ab8eddc-1d48-4d85-9f69-4b8e7f14a6bb'],,"[91.6, 2.3]",25134.0,Deyverson Brum Silva Acosta,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619.037,5.588999999999942,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8306736832263144
58ddc00f-a0bc-4d22-96e3-3e3fe93883cd,1041,1,00:26:59.037,26,59,73,0.279998,43,Carry,221,Levante UD,1,Regular Play,221,Levante UD,,,"['3edc10b2-f4bf-47cb-9579-da6dbb3dd9b3', '454e838c-965a-43b4-af52-cbb35353c59e']",,"[91.6, 2.3]",25134.0,Deyverson Brum Silva Acosta,23.0,Center Forward,,,,,,,,,,,,"[91.6, 2.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619.037,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23957735249748702
454e838c-965a-43b4-af52-cbb35353c59e,1042,1,00:26:59.317,26,59,73,2.115419,30,Pass,221,Levante UD,1,Regular Play,221,Levante UD,,,['afb451b3-7b48-4ca0-b01e-d8f30097b912'],,"[91.6, 2.4]",25134.0,Deyverson Brum Silva Acosta,23.0,Center Forward,6668.0,José Luis Morales Nogales,20.05293,0.8913825,3.0,High Pass,"[104.2, 18.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619.317,0.2799999999999727,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9460456963555367
afcac925-317b-4ab1-8ec8-d8ce435f4fdb,1043,1,00:27:00.857,27,0,73,5.69453,17,Pressure,221,Levante UD,1,Regular Play,209,Celta Vigo,,,"['77ab4cb4-a8ee-49ce-a409-74ba4e4348e2', '970021fe-e0b0-47a3-8431-ab0e2f18827b', 'afb451b3-7b48-4ca0-b01e-d8f30097b912', 'ece321a3-ad1a-46cf-ad0f-b49165cacb58']",,"[16.9, 59.7]",6794.0,Gustavo Daniel Cabral Cáceres,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.857,1.5399999999999636,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.37435888515496196
dfafcae2-e578-4e37-873d-2027faa0d597,1044,1,00:27:00.919,27,0,73,0.601846,17,Pressure,221,Levante UD,1,Regular Play,209,Celta Vigo,,,"['970021fe-e0b0-47a3-8431-ab0e2f18827b', 'afb451b3-7b48-4ca0-b01e-d8f30097b912']",,"[19.2, 66.4]",6805.0,Hugo Mallo Novegil,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.919,0.06200000000012551,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6041191310498402
afb451b3-7b48-4ca0-b01e-d8f30097b912,1045,1,00:27:01.432,27,1,73,,42,Ball Receipt*,221,Levante UD,1,Regular Play,221,Levante UD,,,"['454e838c-965a-43b4-af52-cbb35353c59e', 'afcac925-317b-4ab1-8ec8-d8ce435f4fdb', 'dfafcae2-e578-4e37-873d-2027faa0d597']",,"[104.2, 18.0]",6668.0,José Luis Morales Nogales,16.0,Left Midfield,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621.432,0.51299999999992,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.13398834292918038
970021fe-e0b0-47a3-8431-ab0e2f18827b,1046,1,00:27:01.432,27,1,73,0.224706,43,Carry,221,Levante UD,1,Regular Play,221,Levante UD,,,"['273a128b-4c60-4ef2-94aa-efec57770518', 'afb451b3-7b48-4ca0-b01e-d8f30097b912', 'afcac925-317b-4ab1-8ec8-d8ce435f4fdb', 'dfafcae2-e578-4e37-873d-2027faa0d597', 'ece321a3-ad1a-46cf-ad0f-b49165cacb58']",,"[104.2, 18.0]",6668.0,José Luis Morales Nogales,16.0,Left Midfield,,,,,,,,,,,,"[102.0, 15.2]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621.432,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6054666503566574
273a128b-4c60-4ef2-94aa-efec57770518,1047,1,00:27:01.657,27,1,73,0.0,39,Dribbled Past,221,Levante UD,1,Regular Play,209,Celta Vigo,,,"['77ab4cb4-a8ee-49ce-a409-74ba4e4348e2', '970021fe-e0b0-47a3-8431-ab0e2f18827b', 'ece321a3-ad1a-46cf-ad0f-b49165cacb58']",,"[18.1, 64.9]",6805.0,Hugo Mallo Novegil,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621.657,0.22499999999990905,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1030668091148037
ece321a3-ad1a-46cf-ad0f-b49165cacb58,1048,1,00:27:01.657,27,1,73,0.0,14,Dribble,221,Levante UD,1,Regular Play,221,Levante UD,,,"['273a128b-4c60-4ef2-94aa-efec57770518', 'afcac925-317b-4ab1-8ec8-d8ce435f4fdb']",,"[102.0, 15.2]",6668.0,José Luis Morales Nogales,16.0,Left Midfield,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621.657,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9649080325391403
77ab4cb4-a8ee-49ce-a409-74ba4e4348e2,1049,1,00:27:01.657,27,1,73,6.375293,43,Carry,221,Levante UD,1,Regular Play,221,Levante UD,,,"['273a128b-4c60-4ef2-94aa-efec57770518', 'afcac925-317b-4ab1-8ec8-d8ce435f4fdb', 'ece321a3-ad1a-46cf-ad0f-b49165cacb58', 'f2cf33f6-7694-40ee-b564-ca8c9a1c015b']",,"[102.0, 15.2]",6668.0,José Luis Morales Nogales,16.0,Left Midfield,,,,,,,,,,,,"[98.4, 10.7]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621.657,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.016934473997623933
f2cf33f6-7694-40ee-b564-ca8c9a1c015b,1050,1,00:27:08.032,27,8,73,2.127646,30,Pass,221,Levante UD,1,Regular Play,221,Levante UD,,,['3a524322-8295-446c-a4d1-31b4519ade95'],,"[98.4, 10.7]",6668.0,José Luis Morales Nogales,16.0,Left Midfield,27463.0,Mauricio Andrés Cuero Castillo,42.78738,1.1468768,3.0,High Pass,"[116.0, 49.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628.032,6.375,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6580876539363987
3a524322-8295-446c-a4d1-31b4519ade95,1051,1,00:27:10.160,27,10,73,,42,Ball Receipt*,221,Levante UD,1,Regular Play,221,Levante UD,,,['f2cf33f6-7694-40ee-b564-ca8c9a1c015b'],,"[116.0, 49.7]",27463.0,Mauricio Andrés Cuero Castillo,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.16,2.1280000000001564,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1693470346897954
ac4c947b-0d82-488c-bca6-36e36eaa2635,1052,1,00:27:10.160,27,10,73,0.04,43,Carry,221,Levante UD,1,Regular Play,221,Levante UD,,,"['3a524322-8295-446c-a4d1-31b4519ade95', 'f97f31cc-c04a-4870-baa1-ada4bde111fe']",,"[116.0, 49.7]",27463.0,Mauricio Andrés Cuero Castillo,12.0,Right Midfield,,,,,,,,,,,,"[116.0, 49.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.16,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.011087190621060339
f97f31cc-c04a-4870-baa1-ada4bde111fe,1053,1,00:27:10.200,27,10,73,0.0,38,Miscontrol,221,Levante UD,1,Regular Play,221,Levante UD,,,,,"[116.0, 49.7]",27463.0,Mauricio Andrés Cuero Castillo,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.2,0.03999999999996362,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.6973948537267586
fed423ef-354b-482f-b7a6-ae85cdd938be,1054,1,00:27:37.945,27,37,74,3.539299,30,Pass,209,Celta Vigo,7,From Goal Kick,209,Celta Vigo,,,['7b3b41cf-8d47-4195-9450-32f81d14c624'],,"[6.0, 36.0]",6884.0,Sergio Álvarez Conde,1.0,Goalkeeper,6801.0,Pedro Pablo Hernández,67.45814,-0.041519154,3.0,High Pass,"[73.4, 33.2]",40.0,Right Foot,63.0,Goal Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1657.945,27.74499999999989,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.20917164940731636
7b3b41cf-8d47-4195-9450-32f81d14c624,1055,1,00:27:41.484,27,41,74,,42,Ball Receipt*,209,Celta Vigo,7,From Goal Kick,209,Celta Vigo,,,['fed423ef-354b-482f-b7a6-ae85cdd938be'],,"[73.4, 33.2]",6801.0,Pedro Pablo Hernández,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1661.484,3.5389999999999873,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5312850572284044
0f4524cb-7b32-4b71-a176-09335dc8be82,1056,1,00:27:41.484,27,41,74,0.004606,30,Pass,209,Celta Vigo,7,From Goal Kick,209,Celta Vigo,,,"['0e023697-de6b-4004-b16a-0dc69f3287b0', '2b489261-0de3-4ff8-849d-12135077d450', '893dbc47-c53b-475b-86ef-f76aa4b6f7f7']",,"[73.4, 33.2]",6801.0,Pedro Pablo Hernández,11.0,Left Defensive Midfield,6038.0,John Guidetti,0.31622776,1.2490457,3.0,High Pass,"[73.5, 33.5]",,,,,,9.0,Incomplete,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1661.484,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7017973943821626
2b489261-0de3-4ff8-849d-12135077d450,1057,1,00:27:41.484,27,41,74,0.0,4,Duel,209,Celta Vigo,7,From Goal Kick,221,Levante UD,,,['0f4524cb-7b32-4b71-a176-09335dc8be82'],,"[46.7, 46.9]",27122.0,Simão Mate,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,True,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1661.484,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.12638286685240663
