id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,under_pressure,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_aerial_won,foul_won_defensive,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,out,pass_switch,pass_outswinging,pass_technique_id,pass_technique_name,clearance_aerial_won,clearance_head,ball_recovery_recovery_failure,foul_committed_type_id,foul_committed_type_name,pass_cross,block_offensive,pass_deflected,block_deflection,pass_inswinging,clearance_left_foot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_straight,pass_cut_back,foul_committed_card_id,foul_committed_card_name,pass_goal_assist,foul_committed_advantage,foul_won_advantage,pass_through_ball,50_50_outcome_id,50_50_outcome_name,clearance_other,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_one_on_one,shot_aerial_won,miscontrol_aerial_won,dribble_nutmeg,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
73d3565b-3b01-4172-8a12-bd479f5b68ef,11,1,00:00:06.041,0,6,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['f6993ea3-9d06-40bc-8ebd-637f56baeb26'],,"[7.9, 44.1]",23843.0,Diego Mariño Villar,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.041,2.3820000000000006,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.28949215430209063
ed2c17a8-ae65-4d0b-a510-c6612f5efbc0,12,1,00:00:06.041,0,6,2,0.04,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['73d3565b-3b01-4172-8a12-bd479f5b68ef', 'abfc0fe9-5387-4a33-8ee6-9e3a08e1f4e4']",,"[7.9, 44.1]",23843.0,Diego Mariño Villar,1.0,Goalkeeper,,,,,,,,,,,,"[8.5, 43.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.041,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.02000291252545383
abfc0fe9-5387-4a33-8ee6-9e3a08e1f4e4,13,1,00:00:06.081,0,6,2,3.718818,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['56c54e32-f11e-4291-83d6-528dd5e15b8c'],,"[8.5, 43.8]",23843.0,Diego Mariño Villar,1.0,Goalkeeper,25134.0,Deyverson Brum Silva Acosta,68.734634,-0.062600315,3.0,High Pass,"[77.1, 39.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.081,0.040000000000000036,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.618144193377783
56c54e32-f11e-4291-83d6-528dd5e15b8c,14,1,00:00:09.800,0,9,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['abfc0fe9-5387-4a33-8ee6-9e3a08e1f4e4'],,"[77.1, 39.5]",25134.0,Deyverson Brum Silva Acosta,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,3.7190000000000003,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.90945399311121
901180a4-7f1a-49f2-a2d3-44e322fb766f,15,1,00:00:09.840,0,9,2,2.341221,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['212007a8-2f19-4c63-b94b-c737a85ae9d1', 'd2e030b4-2b7c-48a2-b0f2-c4ba4047e0a4']",,"[77.1, 39.5]",25134.0,Deyverson Brum Silva Acosta,23.0,Center Forward,6668.0,José Luis Morales Nogales,15.6205,-0.051237166,2.0,Low Pass,"[92.7, 38.7]",37.0,Head,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.84,0.03999999999999915,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9393218726259353
d2e030b4-2b7c-48a2-b0f2-c4ba4047e0a4,16,1,00:00:12.181,0,12,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['901180a4-7f1a-49f2-a2d3-44e322fb766f'],,"[92.0, 31.4]",6668.0,José Luis Morales Nogales,16.0,Left Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.181,2.3409999999999993,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7014842092601823
212007a8-2f19-4c63-b94b-c737a85ae9d1,17,1,00:00:12.181,0,12,3,1.410878,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['3d414adb-e22b-496e-b97f-030aab843eb1', '901180a4-7f1a-49f2-a2d3-44e322fb766f']",,"[27.4, 41.4]",6805.0,Hugo Mallo Novegil,3.0,Right Center Back,7105.0,Fabián Ariel Orellana Valenzuela,29.328825,0.26565397,2.0,Low Pass,"[55.7, 49.1]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.181,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6920647916807943
109bae5e-585b-4834-bf45-926a7366e2f5,18,1,00:00:13.435,0,13,3,1.386494,17,Pressure,209,Celta Vigo,1,Regular Play,221,Levante UD,,,"['3d414adb-e22b-496e-b97f-030aab843eb1', 'e319612b-80d4-45a4-bed6-64f8c8dd389d']",,"[62.8, 32.0]",27122.0,Simão Mate,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.435,1.2540000000000013,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9773413098786717
3d414adb-e22b-496e-b97f-030aab843eb1,19,1,00:00:13.592,0,13,3,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['109bae5e-585b-4834-bf45-926a7366e2f5', '212007a8-2f19-4c63-b94b-c737a85ae9d1']",,"[55.7, 49.1]",7105.0,Fabián Ariel Orellana Valenzuela,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.592,0.15700000000000003,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.831761638943393
e319612b-80d4-45a4-bed6-64f8c8dd389d,20,1,00:00:13.592,0,13,3,1.25393,43,Carry,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['109bae5e-585b-4834-bf45-926a7366e2f5', '3d414adb-e22b-496e-b97f-030aab843eb1', 'a411a342-9eef-40e9-9c1e-13d26d5e2ed2']",,"[55.7, 49.1]",7105.0,Fabián Ariel Orellana Valenzuela,19.0,Center Attacking Midfield,,,,,,,,,,,,"[52.7, 54.0]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.592,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9493218597369436
a411a342-9eef-40e9-9c1e-13d26d5e2ed2,21,1,00:00:14.846,0,14,3,0.0,3,Dispossessed,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['881585d2-0a09-4bf0-ab77-e1bb1f4dc94f'],,"[52.7, 54.0]",7105.0,Fabián Ariel Orellana Valenzuela,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.846,1.2539999999999996,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1722434230925044
881585d2-0a09-4bf0-ab77-e1bb1f4dc94f,22,1,00:00:14.846,0,14,3,0.0,4,Duel,209,Celta Vigo,1,Regular Play,221,Levante UD,,,['a411a342-9eef-40e9-9c1e-13d26d5e2ed2'],,"[67.4, 26.1]",6659.0,Víctor Camarasa Ferrando,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,True,True,13.0,Lost In Play,11.0,Tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.846,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.208344370256065
e952d191-70d6-46e7-b4bf-77f49b24779c,23,1,00:00:15.756,0,15,3,0.7865,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['1caa56c1-c1da-4536-bd17-98e05c292cc3', '8414b5be-2194-4c09-9e9a-1b1086f404db']",,"[41.4, 53.5]",6797.0,Daniel Wass,9.0,Right Defensive Midfield,6801.0,Pedro Pablo Hernández,12.5,-1.2110894,1.0,Ground Pass,"[45.8, 41.8]",40.0,Right Foot,66.0,Recovery,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.756,0.9100000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.03694252287283528
8414b5be-2194-4c09-9e9a-1b1086f404db,24,1,00:00:16.543,0,16,3,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['e952d191-70d6-46e7-b4bf-77f49b24779c'],,"[47.5, 40.6]",6801.0,Pedro Pablo Hernández,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.543,0.786999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7972682661193312
1caa56c1-c1da-4536-bd17-98e05c292cc3,25,1,00:00:16.543,0,16,3,0.0,9,Clearance,209,Celta Vigo,1,Regular Play,221,Levante UD,,,['e952d191-70d6-46e7-b4bf-77f49b24779c'],,"[74.3, 38.3]",25134.0,Deyverson Brum Silva Acosta,23.0,Center Forward,,,,,,,,,,,,,,,,,,True,,,,,True,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.543,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1635430476546148
cb68f46e-843e-47e6-b8ae-f532c0418d36,26,1,00:00:17.396,0,17,3,0.605655,17,Pressure,209,Celta Vigo,1,Regular Play,221,Levante UD,,,,,"[76.9, 37.9]",25134.0,Deyverson Brum Silva Acosta,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.396,0.8530000000000015,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.35374747110281535
29a9daac-408b-42af-94d5-9efe9c4e4532,27,1,00:00:18.193,0,18,3,0.866784,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['d016c8bb-3da2-49c6-9331-2b9dc230af39'],,"[39.6, 42.8]",6801.0,Pedro Pablo Hernández,11.0,Left Defensive Midfield,6797.0,Daniel Wass,4.816638,1.487655,1.0,Ground Pass,"[40.0, 47.6]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.193,0.7970000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8181715189488323
d016c8bb-3da2-49c6-9331-2b9dc230af39,28,1,00:00:19.060,0,19,3,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['29a9daac-408b-42af-94d5-9efe9c4e4532'],,"[40.0, 47.6]",6797.0,Daniel Wass,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.06,0.8669999999999973,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9607579749312934
