id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,dribble_outcome_id,dribble_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,counterpress,foul_committed_advantage,foul_won_advantage,pass_cross,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_deflected,shot_first_time,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,block_deflection,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_shot_assist,shot_saved_to_post,goalkeeper_shot_saved_to_post,goalkeeper_body_part_id,goalkeeper_body_part_name,out,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_aerial_won,foul_committed_type_id,foul_committed_type_name,clearance_head,pass_switch,pass_through_ball,pass_technique_id,pass_technique_name,shot_one_on_one,clearance_other,50_50_outcome_id,50_50_outcome_name,goalkeeper_end_location,pass_outswinging,ball_recovery_recovery_failure,shot_aerial_won,pass_inswinging,clearance_left_foot,foul_committed_card_id,foul_committed_card_name,dribble_overrun,pass_cut_back,pass_deflected,shot_open_goal,foul_won_defensive,shot_saved_off_target,goalkeeper_shot_saved_off_target,pass_straight,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_no_touch,clearance_aerial_won,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
85992576-8e33-44d1-bbe0-3e9e645b9dac,11,1,00:00:05.780,0,5,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['f7504d10-fe1e-49c9-9f88-ca183e82cf8b'],,"[39.7, 4.5]",6784.0,Antonio García Aranda,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78,2.2760000000000002,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9056164041337356
eb401b01-5449-4de0-ab04-bd9003e90a5e,12,1,00:00:05.780,0,5,2,1.445499,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['13bd7399-b007-4c97-bff6-90e43f248762', '85992576-8e33-44d1-bbe0-3e9e645b9dac', 'fbc3b1c9-204b-4c28-8e06-4eac51160b6c']",,"[39.7, 4.5]",6784.0,Antonio García Aranda,6.0,Left Back,,,,,,,,,,,,"[41.3, 4.8]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4495284078738456
13bd7399-b007-4c97-bff6-90e43f248762,13,1,00:00:06.549,0,6,2,0.571303,17,Pressure,221,Levante UD,9,From Kick Off,213,Sevilla,,,['eb401b01-5449-4de0-ab04-bd9003e90a5e'],,"[76.6, 75.3]",23816.0,José Antonio Reyes Calderón,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.549,0.7690000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5316991499729546
3fe41aee-f6e3-415f-86ac-add2196323a3,14,1,00:00:07.226,0,7,2,0.0,39,Dribbled Past,221,Levante UD,9,From Kick Off,213,Sevilla,,,"['6fe8bf08-376c-4dc9-a39e-ee384823f5e8', 'fbc3b1c9-204b-4c28-8e06-4eac51160b6c']",,"[78.8, 75.3]",23816.0,José Antonio Reyes Calderón,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.226,0.6769999999999996,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5961089056928869
fbc3b1c9-204b-4c28-8e06-4eac51160b6c,15,1,00:00:07.226,0,7,2,0.0,14,Dribble,221,Levante UD,9,From Kick Off,221,Levante UD,,,['3fe41aee-f6e3-415f-86ac-add2196323a3'],,"[41.3, 4.8]",6784.0,Antonio García Aranda,6.0,Left Back,,,,,,,,,,,,,True,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.226,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6077946216921558
6fe8bf08-376c-4dc9-a39e-ee384823f5e8,16,1,00:00:07.226,0,7,2,1.081869,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['3fe41aee-f6e3-415f-86ac-add2196323a3', '470b4beb-922e-4fbf-9993-1a747b49af18', 'fbc3b1c9-204b-4c28-8e06-4eac51160b6c']",,"[41.3, 4.8]",6784.0,Antonio García Aranda,6.0,Left Back,,,,,,,,,,,,"[41.7, 12.7]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.226,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5914562590737275
470b4beb-922e-4fbf-9993-1a747b49af18,17,1,00:00:08.308,0,8,2,2.260766,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['49891829-811b-4578-857f-e115cd9e25a4'],,"[41.7, 12.7]",6784.0,Antonio García Aranda,6.0,Left Back,6647.0,Zouhair Feddal,16.807438,2.7765546,1.0,Ground Pass,"[26.0, 18.7]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.308,1.0819999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8885441512217029
49891829-811b-4578-857f-e115cd9e25a4,18,1,00:00:10.568,0,10,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['470b4beb-922e-4fbf-9993-1a747b49af18'],,"[26.0, 18.7]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.568,2.26,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5723476928742484
7c5c6b89-c23d-4e27-ac8e-e7dd69c2331f,19,1,00:00:10.568,0,10,2,1.439995,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['1dc1d4f3-9670-4dd7-a9e4-e289c28b7d7b', '49891829-811b-4578-857f-e115cd9e25a4']",,"[26.0, 18.7]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,"[26.0, 18.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.568,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9544992872914421
1dc1d4f3-9670-4dd7-a9e4-e289c28b7d7b,20,1,00:00:12.008,0,12,2,2.694827,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['331550cb-25d8-4f1f-be78-cd9192d6b3ab'],,"[26.0, 18.7]",6647.0,Zouhair Feddal,5.0,Left Center Back,25824.0,Ángel Trujillo Canorea,32.828342,1.8771338,1.0,Ground Pass,"[16.1, 50.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.008,1.4399999999999995,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.2950159098758254
331550cb-25d8-4f1f-be78-cd9192d6b3ab,21,1,00:00:14.703,0,14,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['1dc1d4f3-9670-4dd7-a9e4-e289c28b7d7b'],,"[16.1, 50.0]",25824.0,Ángel Trujillo Canorea,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.703,2.6950000000000003,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.29566054997257973
8f395d1a-0d8b-4680-9c40-d4f956185dc1,22,1,00:00:14.703,0,14,2,1.599664,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['331550cb-25d8-4f1f-be78-cd9192d6b3ab', '41012a44-0913-48a7-8fbe-6038b2e53e87']",,"[16.1, 50.0]",25824.0,Ángel Trujillo Canorea,3.0,Right Center Back,,,,,,,,,,,,"[17.7, 45.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.703,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8645145279710945
41012a44-0913-48a7-8fbe-6038b2e53e87,23,1,00:00:16.303,0,16,2,2.345154,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['317d949a-5f8c-4d9a-b838-8097e312d94b'],,"[17.7, 45.9]",25824.0,Ángel Trujillo Canorea,3.0,Right Center Back,6647.0,Zouhair Feddal,28.202837,-1.5566128,1.0,Ground Pass,"[18.1, 17.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.303,1.6000000000000014,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.08007934854401644
317d949a-5f8c-4d9a-b838-8097e312d94b,24,1,00:00:18.648,0,18,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['41012a44-0913-48a7-8fbe-6038b2e53e87'],,"[18.1, 17.7]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.648,2.344999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.01956489448720522
00ad5e23-9c76-4fad-a559-536fd4e6f1a5,25,1,00:00:18.648,0,18,2,2.689912,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['317d949a-5f8c-4d9a-b838-8097e312d94b', 'dd882f54-50c6-45ab-8f28-aa584f234d9b']",,"[18.1, 17.7]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,"[25.2, 8.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.648,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7989115110287502
dd882f54-50c6-45ab-8f28-aa584f234d9b,26,1,00:00:21.338,0,21,2,1.698538,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['352cdec8-d4f3-4cbb-8f0a-0b9f9fa608c8', 'd392821a-a74a-41ca-b5f1-142c62394879']",,"[25.2, 8.4]",6647.0,Zouhair Feddal,5.0,Left Center Back,6668.0,José Luis Morales Nogales,37.336308,-0.13432144,3.0,High Pass,"[62.2, 3.4]",38.0,Left Foot,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.338,2.6900000000000013,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9426711185579689
d392821a-a74a-41ca-b5f1-142c62394879,27,1,00:00:23.036,0,23,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['dd882f54-50c6-45ab-8f28-aa584f234d9b'],,"[64.3, 2.9]",6668.0,José Luis Morales Nogales,16.0,Left Midfield,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.036,1.6980000000000004,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7003000953200054
352cdec8-d4f3-4cbb-8f0a-0b9f9fa608c8,28,1,00:00:23.036,0,23,2,0.0,10,Interception,221,Levante UD,9,From Kick Off,213,Sevilla,,,['dd882f54-50c6-45ab-8f28-aa584f234d9b'],,"[57.9, 76.7]",21210.0,Mariano Ferreira Filho,2.0,Right Back,,,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.036,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6531942395663273
