id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,dribble_outcome_id,dribble_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,counterpress,foul_committed_advantage,foul_won_advantage,pass_cross,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_deflected,shot_first_time,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,block_deflection,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_shot_assist,shot_saved_to_post,goalkeeper_shot_saved_to_post,goalkeeper_body_part_id,goalkeeper_body_part_name,out,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_aerial_won,foul_committed_type_id,foul_committed_type_name,clearance_head,pass_switch,pass_through_ball,pass_technique_id,pass_technique_name,shot_one_on_one,clearance_other,50_50_outcome_id,50_50_outcome_name,goalkeeper_end_location,pass_outswinging,ball_recovery_recovery_failure,shot_aerial_won,pass_inswinging,clearance_left_foot,foul_committed_card_id,foul_committed_card_name,dribble_overrun,pass_cut_back,pass_deflected,shot_open_goal,foul_won_defensive,shot_saved_off_target,goalkeeper_shot_saved_off_target,pass_straight,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_no_touch,clearance_aerial_won,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
d14bb276-033d-411c-bb22-9180a93cd166,1080,1,00:28:29.133,28,29,61,,42,Ball Receipt*,213,Sevilla,7,From Goal Kick,221,Levante UD,,,['26522277-1594-4043-bdd9-8849ec8ce387'],,"[49.8, 25.9]",24149.0,José Antonio García Rabasco,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1709.133,1.5879999999999654,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23193618444032915
f7cabf1b-5a77-48c2-97e5-3b45f3127981,1081,1,00:28:29.133,28,29,61,1.042317,30,Pass,213,Sevilla,7,From Goal Kick,221,Levante UD,,,['73cf7718-fcff-4ddf-8bca-930ec3e3d64e'],,"[49.8, 25.9]",24149.0,José Antonio García Rabasco,9.0,Right Defensive Midfield,,,17.871765,-0.5538544,3.0,High Pass,"[65.0, 16.5]",40.0,Right Foot,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1709.133,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7365806035843199
73cf7718-fcff-4ddf-8bca-930ec3e3d64e,1082,1,00:28:30.175,28,30,61,0.0,2,Ball Recovery,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['f7cabf1b-5a77-48c2-97e5-3b45f3127981'],,"[55.1, 63.6]",23816.0,José Antonio Reyes Calderón,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710.175,1.0419999999999163,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7377652413003599
063fa7c4-ee9e-4f79-a17e-08f75d3b712f,1083,1,00:28:30.175,28,30,61,1.679275,43,Carry,213,Sevilla,7,From Goal Kick,213,Sevilla,,,"['73cf7718-fcff-4ddf-8bca-930ec3e3d64e', 'eb7bf6df-d75b-4385-bc57-c1f9ab1f57fb']",,"[55.1, 63.6]",23816.0,José Antonio Reyes Calderón,17.0,Right Wing,,,,,,,,,,,,"[55.1, 63.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710.175,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2654149408273362
eb7bf6df-d75b-4385-bc57-c1f9ab1f57fb,1084,1,00:28:31.854,28,31,61,2.025232,30,Pass,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['745e8038-cd50-4eac-9474-062cd6ebec4b'],,"[55.1, 63.6]",23816.0,José Antonio Reyes Calderón,17.0,Right Wing,10476.0,Timothée Kolodziejczak,27.017403,-2.3771338,1.0,Ground Pass,"[35.6, 44.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711.854,1.6790000000000873,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.2947064907014024
745e8038-cd50-4eac-9474-062cd6ebec4b,1085,1,00:28:33.880,28,33,61,,42,Ball Receipt*,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['eb7bf6df-d75b-4385-bc57-c1f9ab1f57fb'],,"[35.6, 44.9]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713.88,2.0260000000000673,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.24418072235422017
77f4b54e-14f3-4ac6-a8df-c91fb931ae67,1086,1,00:28:33.880,28,33,61,1.95842,43,Carry,213,Sevilla,7,From Goal Kick,213,Sevilla,,,"['4aec323c-e414-4f88-97bd-0d754e05aa71', '6e1ad230-556d-49aa-9a31-ea6cc3563521', '745e8038-cd50-4eac-9474-062cd6ebec4b']",,"[35.6, 44.9]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,,,,,,,,,,,,"[36.2, 43.5]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713.88,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5310259085900446
6e1ad230-556d-49aa-9a31-ea6cc3563521,1087,1,00:28:35.148,28,35,61,0.630347,17,Pressure,213,Sevilla,7,From Goal Kick,221,Levante UD,,,['77f4b54e-14f3-4ac6-a8df-c91fb931ae67'],,"[82.1, 33.2]",7141.0,Giuseppe Rossi,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715.148,1.2679999999998017,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.1664022515739786
27620b9b-fcf4-4d63-8f92-c60130dee834,1088,1,00:28:35.838,28,35,61,0.0,39,Dribbled Past,213,Sevilla,7,From Goal Kick,221,Levante UD,,,"['4aec323c-e414-4f88-97bd-0d754e05aa71', '63893fb3-4f39-4e9e-8c84-fec359c26e6b']",,"[83.9, 36.6]",7141.0,Giuseppe Rossi,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715.838,0.6900000000000546,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.16264338240304066
4aec323c-e414-4f88-97bd-0d754e05aa71,1089,1,00:28:35.838,28,35,61,0.0,14,Dribble,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['27620b9b-fcf4-4d63-8f92-c60130dee834'],,"[36.2, 43.5]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,,,,,,,,,,,,,True,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715.838,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7154445117484305
63893fb3-4f39-4e9e-8c84-fec359c26e6b,1090,1,00:28:35.838,28,35,61,3.264904,43,Carry,213,Sevilla,7,From Goal Kick,213,Sevilla,,,"['27620b9b-fcf4-4d63-8f92-c60130dee834', '4aec323c-e414-4f88-97bd-0d754e05aa71', '53284c3e-aa47-436a-a4c9-1001e0da12db']",,"[36.2, 43.5]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,,,,,,,,,,,,"[49.1, 24.1]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715.838,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8694362755149002
53284c3e-aa47-436a-a4c9-1001e0da12db,1091,1,00:28:39.103,28,39,61,0.881606,30,Pass,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['6f7e1a43-4ece-40ba-8185-d566df372722'],,"[49.1, 24.1]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,6356.0,Michael Krohn-Dehli,8.3,0.0,1.0,Ground Pass,"[57.4, 24.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719.103,3.2650000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8317608020834177
6f7e1a43-4ece-40ba-8185-d566df372722,1092,1,00:28:39.984,28,39,61,,42,Ball Receipt*,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['53284c3e-aa47-436a-a4c9-1001e0da12db'],,"[57.4, 24.1]",6356.0,Michael Krohn-Dehli,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719.984,0.8809999999998581,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.18410931699323385
bb83b145-c7df-41ed-8cda-cbb082b1ec1c,1093,1,00:28:39.984,28,39,61,1.666137,43,Carry,213,Sevilla,7,From Goal Kick,213,Sevilla,,,"['616f725f-f08f-472f-813c-67dae56efd32', '6f7e1a43-4ece-40ba-8185-d566df372722', 'd57e2a8f-a7e1-4b14-bd84-14162c2c0e63']",,"[57.4, 24.1]",6356.0,Michael Krohn-Dehli,21.0,Left Wing,,,,,,,,,,,,"[53.3, 31.0]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719.984,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3713001538818578
d57e2a8f-a7e1-4b14-bd84-14162c2c0e63,1094,1,00:28:40.591,28,40,61,1.310122,17,Pressure,213,Sevilla,7,From Goal Kick,221,Levante UD,,,"['616f725f-f08f-472f-813c-67dae56efd32', 'bb83b145-c7df-41ed-8cda-cbb082b1ec1c']",,"[61.9, 52.4]",5678.0,Jefferson Andrés Lerma Solís,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720.591,0.6069999999999709,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9553271516243312
616f725f-f08f-472f-813c-67dae56efd32,1095,1,00:28:41.651,28,41,61,1.377454,30,Pass,213,Sevilla,7,From Goal Kick,213,Sevilla,,,"['d4020deb-78f7-4ee1-81d1-600e607a854b', 'd57e2a8f-a7e1-4b14-bd84-14162c2c0e63']",,"[53.3, 31.0]",6356.0,Michael Krohn-Dehli,21.0,Left Wing,3253.0,Adil Rami,24.824383,2.1699717,1.0,Ground Pass,"[39.3, 51.5]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721.651,1.0600000000001728,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.656339675973895
d4020deb-78f7-4ee1-81d1-600e607a854b,1096,1,00:28:43.028,28,43,61,,42,Ball Receipt*,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['616f725f-f08f-472f-813c-67dae56efd32'],,"[39.3, 51.5]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.028,1.3769999999999527,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5541258425402129
2a5dd727-71b0-4ea5-b12e-a16f31a536d7,1097,1,00:28:43.028,28,43,61,5.555861,43,Carry,213,Sevilla,7,From Goal Kick,213,Sevilla,,,"['319f7d38-8c55-4d52-b871-edebc2d97d89', 'd4020deb-78f7-4ee1-81d1-600e607a854b']",,"[39.3, 51.5]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,"[51.3, 60.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.028,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7267005037576003
319f7d38-8c55-4d52-b871-edebc2d97d89,1098,1,00:28:48.584,28,48,61,1.097805,30,Pass,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['2f135673-dab4-4abd-95b7-4037fa6945a5'],,"[51.3, 60.5]",3253.0,Adil Rami,3.0,Right Center Back,5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,13.792751,1.8650309,1.0,Ground Pass,"[47.3, 73.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728.584,5.55600000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7558943361648344
2f135673-dab4-4abd-95b7-4037fa6945a5,1099,1,00:28:49.682,28,49,61,,42,Ball Receipt*,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['319f7d38-8c55-4d52-b871-edebc2d97d89'],,"[47.3, 73.7]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729.682,1.0979999999999563,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.18634136050980477
5048510a-c614-4fcf-94c5-02c4381c0411,1100,1,00:28:49.682,28,49,61,1.86104,43,Carry,213,Sevilla,7,From Goal Kick,213,Sevilla,,,"['2109ca6f-a304-47ee-bd7c-32a6fd0a270d', '2f135673-dab4-4abd-95b7-4037fa6945a5']",,"[47.3, 73.7]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,9.0,Right Defensive Midfield,,,,,,,,,,,,"[47.3, 73.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729.682,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.01601542542813661
2109ca6f-a304-47ee-bd7c-32a6fd0a270d,1101,1,00:28:51.543,28,51,61,1.37284,30,Pass,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['b541b082-a7a3-4549-9789-1bb88cd00cc8'],,"[47.3, 73.7]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,9.0,Right Defensive Midfield,3253.0,Adil Rami,12.288612,-2.1768556,1.0,Ground Pass,"[40.3, 63.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731.543,1.8609999999998763,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.16181346882724335
b541b082-a7a3-4549-9789-1bb88cd00cc8,1102,1,00:28:52.916,28,52,61,,42,Ball Receipt*,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['2109ca6f-a304-47ee-bd7c-32a6fd0a270d'],,"[40.3, 63.6]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1732.916,1.3730000000000473,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.12362760257199945
68da6195-fcf9-4213-8713-41c5c200855a,1103,1,00:28:52.916,28,52,61,1.941467,43,Carry,213,Sevilla,7,From Goal Kick,213,Sevilla,,,"['19d3b0ba-3e2a-45d9-b9bb-266d9b71ff39', 'b541b082-a7a3-4549-9789-1bb88cd00cc8']",,"[40.3, 63.6]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,"[33.6, 55.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1732.916,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7641035202799021
19d3b0ba-3e2a-45d9-b9bb-266d9b71ff39,1104,1,00:28:54.857,28,54,61,2.246022,30,Pass,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['d0d79273-675f-4f7a-918e-ec9411e5a299'],,"[33.6, 55.4]",3253.0,Adil Rami,3.0,Right Center Back,10476.0,Timothée Kolodziejczak,27.246468,-1.7890671,1.0,Ground Pass,"[27.7, 28.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734.857,1.941000000000031,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.43569320130478484
d0d79273-675f-4f7a-918e-ec9411e5a299,1105,1,00:28:57.103,28,57,61,,42,Ball Receipt*,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['19d3b0ba-3e2a-45d9-b9bb-266d9b71ff39'],,"[27.7, 28.8]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1737.103,2.2460000000000946,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4472901303655237
4bb1b445-de3d-49d5-8a12-9a5b096ce6e7,1106,1,00:28:57.103,28,57,61,3.402549,43,Carry,213,Sevilla,7,From Goal Kick,213,Sevilla,,,"['69356b38-db95-4cab-888b-0a2df5806c1d', 'd0d79273-675f-4f7a-918e-ec9411e5a299']",,"[27.7, 28.8]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,,,,,,,,,,,,"[42.2, 19.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1737.103,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8809014394336162
69356b38-db95-4cab-888b-0a2df5806c1d,1107,1,00:29:00.506,29,0,61,1.108794,30,Pass,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['6c4df4eb-d198-44a1-93d2-1b3adbc668ed'],,"[42.2, 19.1]",10476.0,Timothée Kolodziejczak,5.0,Left Center Back,27483.0,Benoît Trémoulinas,18.738462,-0.7816246,1.0,Ground Pass,"[55.5, 5.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740.506,3.40300000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5295909144139151
6c4df4eb-d198-44a1-93d2-1b3adbc668ed,1108,1,00:29:01.614,29,1,61,,42,Ball Receipt*,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['69356b38-db95-4cab-888b-0a2df5806c1d'],,"[55.5, 5.9]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741.614,1.1079999999999472,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1712661573971369
227f564e-2bba-43ef-a70e-ca01b2357ac4,1109,1,00:29:01.614,29,1,61,3.004108,43,Carry,213,Sevilla,7,From Goal Kick,213,Sevilla,,,"['6c4df4eb-d198-44a1-93d2-1b3adbc668ed', 'fab68232-36a2-4d72-bdf5-b6e402b4ef48']",,"[55.5, 5.9]",27483.0,Benoît Trémoulinas,6.0,Left Back,,,,,,,,,,,,"[55.5, 5.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741.614,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1366843339836863
fab68232-36a2-4d72-bdf5-b6e402b4ef48,1110,1,00:29:04.619,29,4,61,1.032822,30,Pass,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['5c9e1ed9-33b2-4d0f-8f97-008397045ab5'],,"[55.5, 5.9]",27483.0,Benoît Trémoulinas,6.0,Left Back,6356.0,Michael Krohn-Dehli,15.809175,0.98805684,1.0,Ground Pass,"[64.2, 19.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744.619,3.0049999999998818,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.46030359812148824
5c9e1ed9-33b2-4d0f-8f97-008397045ab5,1111,1,00:29:05.651,29,5,61,,42,Ball Receipt*,213,Sevilla,7,From Goal Kick,213,Sevilla,,,['fab68232-36a2-4d72-bdf5-b6e402b4ef48'],,"[64.2, 19.1]",6356.0,Michael Krohn-Dehli,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.651,1.0320000000001528,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3035503092864249
d8d1fe63-4db7-47e6-a70b-247608b5e032,1112,1,00:29:05.651,29,5,61,0.66704,43,Carry,213,Sevilla,7,From Goal Kick,213,Sevilla,,,"['5c9e1ed9-33b2-4d0f-8f97-008397045ab5', '7c881fa2-e6b2-4af2-b41a-a7e05b681e07', '8e1553c9-84d4-4aca-8527-afd21dd19b77']",,"[64.2, 19.1]",6356.0,Michael Krohn-Dehli,21.0,Left Wing,,,,,,,,,,,,"[63.4, 18.6]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.651,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6997026118890902
7c881fa2-e6b2-4af2-b41a-a7e05b681e07,1113,1,00:29:06.139,29,6,61,0.168661,17,Pressure,213,Sevilla,7,From Goal Kick,221,Levante UD,,,['d8d1fe63-4db7-47e6-a70b-247608b5e032'],,"[53.4, 61.0]",8801.0,Iván López Mendoza,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1746.139,0.487999999999829,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8281634679525441
