id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_switch,out,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,pass_cross,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,off_camera,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,clearance_head,clearance_body_part_id,clearance_body_part_name,foul_won_defensive,dribble_overrun,dribble_outcome_id,dribble_outcome_name,clearance_left_foot,pass_outswinging,pass_technique_id,pass_technique_name,clearance_aerial_won,clearance_right_foot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_aerial_won,shot_one_on_one,pass_inswinging,ball_recovery_recovery_failure,foul_committed_type_id,foul_committed_type_name,foul_committed_card_id,foul_committed_card_name,foul_committed_advantage,foul_won_advantage,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_cut_back,pass_no_touch,pass_goal_assist,pass_through_ball,dribble_nutmeg,shot_deflected,block_deflection,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,pitch_control_score
b22d091f-2ef5-4e26-a395-c1b4d0878d1c,11,1,00:00:03.632,0,3,2,3.165,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['b6b85bb6-3a36-4646-a16d-b345cdb63e29'],"[46.6, 40.0]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,5211.0,Jordi Alba Ramos,34.001324,-1.561973,1.0,Ground Pass,"[46.9, 6.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.632,0.5800000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7206909687317873
b6b85bb6-3a36-4646-a16d-b345cdb63e29,12,1,00:00:06.797,0,6,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['b22d091f-2ef5-4e26-a395-c1b4d0878d1c'],"[46.9, 6.0]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.797,3.1649999999999996,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8726288613219347
35bf7afd-060d-4e48-9f0d-fb1c13e3526d,13,1,00:00:06.797,0,6,2,0.6562,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['b6b85bb6-3a36-4646-a16d-b345cdb63e29', 'dc58cd2d-42e5-4aac-92ed-93c26b3499de']","[46.9, 6.0]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,"[49.4, 5.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.797,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6574494717595928
dc58cd2d-42e5-4aac-92ed-93c26b3499de,14,1,00:00:07.454,0,7,2,0.987,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['d6e20150-db04-429a-8f37-f0b723d8d07a'],"[49.4, 5.5]",5211.0,Jordi Alba Ramos,6.0,Left Back,3508.0,Sandro Ramírez Castillo,8.316851,-0.31794828,1.0,Ground Pass,"[57.3, 2.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.454,0.657,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2842712676004744
9fef0470-bae0-4e67-883f-816ab9f09323,15,1,00:00:08.243,0,8,2,0.694322,17,Pressure,217,Barcelona,9,From Kick Off,219,RC Deportivo La Coruña,,,"['77549a48-2fff-4977-844f-54c232457e3f', 'd6e20150-db04-429a-8f37-f0b723d8d07a', 'df97a25e-16a4-403d-9880-6705cbdfd318']","[58.3, 76.2]",6738.0,Juan Francisco Moreno Fuertes,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.243,0.7890000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1995835333344137
d6e20150-db04-429a-8f37-f0b723d8d07a,16,1,00:00:08.441,0,8,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['9fef0470-bae0-4e67-883f-816ab9f09323', 'dc58cd2d-42e5-4aac-92ed-93c26b3499de']","[57.3, 2.9]",3508.0,Sandro Ramírez Castillo,21.0,Left Wing,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.441,0.1980000000000004,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4616435717748375
77549a48-2fff-4977-844f-54c232457e3f,17,1,00:00:08.441,0,8,2,0.04,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['9fef0470-bae0-4e67-883f-816ab9f09323', 'd6e20150-db04-429a-8f37-f0b723d8d07a', 'df97a25e-16a4-403d-9880-6705cbdfd318']","[57.3, 2.9]",3508.0,Sandro Ramírez Castillo,21.0,Left Wing,,,,,,,,,,,,"[58.5, 3.1]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.441,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.42287493209002847
df97a25e-16a4-403d-9880-6705cbdfd318,18,1,00:00:08.481,0,8,2,0.8562,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['9fef0470-bae0-4e67-883f-816ab9f09323', 'e9674862-90b2-4b7a-b1e7-edc0a806cee4']","[58.5, 3.1]",3508.0,Sandro Ramírez Castillo,21.0,Left Wing,5211.0,Jordi Alba Ramos,10.375452,2.957429,2.0,Low Pass,"[48.3, 5.0]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.481,0.03999999999999915,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4992188377325264
e9674862-90b2-4b7a-b1e7-edc0a806cee4,19,1,00:00:09.337,0,9,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['df97a25e-16a4-403d-9880-6705cbdfd318'],"[48.3, 5.0]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.337,0.8559999999999999,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3135722298217538
4ed6ec40-4390-4066-aa39-7d38cfc50426,20,1,00:00:09.337,0,9,2,4.9675,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['55e188e7-9c76-437d-a35c-14273898f120', 'e9674862-90b2-4b7a-b1e7-edc0a806cee4']","[48.3, 5.0]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,"[44.3, 9.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.337,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9150174629296896
55e188e7-9c76-437d-a35c-14273898f120,21,1,00:00:14.304,0,14,2,1.2823,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['2133b70b-dbc4-4119-b988-8a035515fee0'],"[44.3, 9.3]",5211.0,Jordi Alba Ramos,6.0,Left Back,5216.0,Andrés Iniesta Luján,13.669309,0.72846496,1.0,Ground Pass,"[54.5, 18.4]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.304,4.9670000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5985356468571008
2133b70b-dbc4-4119-b988-8a035515fee0,22,1,00:00:15.587,0,15,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['55e188e7-9c76-437d-a35c-14273898f120'],"[54.5, 18.4]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.587,1.2829999999999995,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7974952410699372
4f5811ae-692d-4741-bdb3-d6103d769a00,23,1,00:00:15.587,0,15,2,1.6468,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['2133b70b-dbc4-4119-b988-8a035515fee0', 'f969c4ae-fbf2-489f-8c6d-2ed67982c8c3']","[54.5, 18.4]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,,,,,,,,,,,,"[49.9, 21.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.587,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5776984771048078
f969c4ae-fbf2-489f-8c6d-2ed67982c8c3,24,1,00:00:17.233,0,17,2,3.468119,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['3031a231-f11b-4ac4-ab64-2a55044f2105'],"[49.9, 21.7]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,4324.0,Daniel Alves da Silva,51.010784,1.8305148,3.0,High Pass,"[36.8, 71.0]",40.0,Right Foot,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.233,1.6460000000000008,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.42986759127789276
3031a231-f11b-4ac4-ab64-2a55044f2105,25,1,00:00:20.702,0,20,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['f969c4ae-fbf2-489f-8c6d-2ed67982c8c3'],"[36.8, 71.0]",4324.0,Daniel Alves da Silva,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.702,3.469000000000001,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9982843811444853
c3019fde-3f8d-4d85-a8b4-02973d81d7d1,26,1,00:00:20.702,0,20,2,3.634581,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['3031a231-f11b-4ac4-ab64-2a55044f2105', '89ec7110-1167-4512-be8e-eab3180407d5']","[36.8, 71.0]",4324.0,Daniel Alves da Silva,2.0,Right Back,,,,,,,,,,,,"[40.0, 69.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.702,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7423037149863733
89ec7110-1167-4512-be8e-eab3180407d5,27,1,00:00:24.336,0,24,2,1.3041,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['5df977ee-a304-4b43-a456-1fc29c0be984'],"[40.0, 69.9]",4324.0,Daniel Alves da Silva,2.0,Right Back,5470.0,Ivan Rakitić,11.200446,-0.65242946,1.0,Ground Pass,"[48.9, 63.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.336,3.633999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.28385850604113083
5df977ee-a304-4b43-a456-1fc29c0be984,28,1,00:00:25.640,0,25,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['89ec7110-1167-4512-be8e-eab3180407d5'],"[48.9, 63.1]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.64,1.304000000000002,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4939396899014876
727a2f7a-2503-436b-838a-a40fb2b36daa,29,1,00:00:25.640,0,25,2,1.1942,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['aed14ed1-c895-4022-91a7-a10ec7a0a4b8'],"[47.8, 63.7]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,4324.0,Daniel Alves da Silva,11.161093,1.7875216,2.0,Low Pass,"[45.4, 74.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.64,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.47701965087163634
