id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,pass_switch,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,counterpress,duel_type_id,duel_type_name,pass_aerial_won,out,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_outswinging,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,off_camera,pass_through_ball,duel_outcome_id,duel_outcome_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,pass_cut_back,shot_first_time,block_offensive,dribble_outcome_id,dribble_outcome_name,clearance_aerial_won,clearance_head,dribble_nutmeg,foul_won_defensive,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,ball_recovery_recovery_failure,clearance_right_foot,foul_committed_advantage,foul_won_advantage,dribble_overrun,foul_committed_card_id,foul_committed_card_name,shot_saved_off_target,goalkeeper_shot_saved_off_target,pass_deflected,pass_inswinging,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_type_id,foul_committed_type_name,shot_one_on_one,pass_goal_assist,shot_open_goal,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,pitch_control_score
fea53aaa-e8a8-4100-ad9d-0166b8a8451f,11,1,00:00:02.755,0,2,2,2.160621,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['6281c8f8-f7b2-4ce9-95e0-5978c3dde64f'],"[48.5, 38.9]",3610.0,Roque Mesa Quevedo,10.0,Center Defensive Midfield,7907.0,Pedro Bigas Rigo,19.64001,-2.4970732,1.0,Ground Pass,"[32.8, 27.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.755,0.44499999999999984,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.43276001005013764
6281c8f8-f7b2-4ce9-95e0-5978c3dde64f,12,1,00:00:04.916,0,4,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['fea53aaa-e8a8-4100-ad9d-0166b8a8451f'],"[32.8, 27.1]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.916,2.1610000000000005,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4656247392115991
280f4fc4-7dc5-43b6-81dc-6cd958512c5a,13,1,00:00:04.916,0,4,2,0.405622,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['6281c8f8-f7b2-4ce9-95e0-5978c3dde64f', 'bdc4d271-7b69-4e4d-b0a3-91fbf8ed52c4']","[32.8, 27.1]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,"[32.8, 26.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.916,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6394066361678368
bdc4d271-7b69-4e4d-b0a3-91fbf8ed52c4,14,1,00:00:05.322,0,5,2,2.332859,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['53024cbe-5702-4947-95f4-11d237964b55'],"[32.8, 26.9]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,26753.0,Javier Varas Herrera,27.461428,2.6192849,1.0,Ground Pass,"[9.0, 40.6]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.322,0.4059999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.35090669296245847
53024cbe-5702-4947-95f4-11d237964b55,15,1,00:00:07.654,0,7,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['bdc4d271-7b69-4e4d-b0a3-91fbf8ed52c4'],"[9.0, 40.6]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.654,2.332,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5289278684635225
943d522b-d5cb-44fa-8980-3037139dcb3b,16,1,00:00:07.654,0,7,2,0.119999,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['53024cbe-5702-4947-95f4-11d237964b55', 'adeab4fa-0ef2-4f38-ace0-e073a8310b9a']","[9.0, 40.6]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,,,,,,,,,,,,"[9.0, 40.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.654,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2140557809726813
adeab4fa-0ef2-4f38-ace0-e073a8310b9a,17,1,00:00:07.774,0,7,2,1.384671,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['13e13438-8d8b-4d28-81b4-1192a6a1c200'],"[9.0, 40.6]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,7907.0,Pedro Bigas Rigo,28.01785,-1.2513031,1.0,Ground Pass,"[17.8, 14.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.774,0.1200000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.01872084694220255
13e13438-8d8b-4d28-81b4-1192a6a1c200,18,1,00:00:09.159,0,9,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['adeab4fa-0ef2-4f38-ace0-e073a8310b9a'],"[17.8, 14.0]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.159,1.3850000000000007,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.37820533658998134
815b2d8a-36c3-46a4-8fd6-12078430c5e9,19,1,00:00:09.159,0,9,2,1.646137,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['020e76e6-047d-4020-a0ae-f0fb1aeb1927', '13e13438-8d8b-4d28-81b4-1192a6a1c200', '3e1b200c-d259-4025-aeb5-7c8ad2f5de85']","[17.8, 14.0]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,"[17.2, 2.8]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.159,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.422060995929901
3e1b200c-d259-4025-aeb5-7c8ad2f5de85,20,1,00:00:10.092,0,10,2,0.779882,17,Pressure,208,Las Palmas,9,From Kick Off,213,Sevilla,,,"['020e76e6-047d-4020-a0ae-f0fb1aeb1927', '815b2d8a-36c3-46a4-8fd6-12078430c5e9']","[96.5, 74.8]",23816.0,José Antonio Reyes Calderón,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.092,0.9329999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6231437624352625
020e76e6-047d-4020-a0ae-f0fb1aeb1927,21,1,00:00:10.805,0,10,2,2.351099,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['3e1b200c-d259-4025-aeb5-7c8ad2f5de85'],"[17.2, 2.8]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,18.893915,-0.14339405,3.0,High Pass,"[35.9, 0.1]",38.0,Left Foot,,,,True,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.805,0.7129999999999992,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.010889059075861018
ad49a10d-9182-4bf2-9663-ccf519742f75,22,1,00:00:17.810,0,17,3,1.279428,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,['00e6d3b0-ca10-4aaf-b303-392c104963f3'],"[83.9, 80.0]",21210.0,Mariano Ferreira Filho,2.0,Right Back,7154.0,Sebastián Carlos Cristóforo Pepe,11.597413,-2.084595,2.0,Low Pass,"[78.2, 69.9]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.81,7.004999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6596247333422325
00e6d3b0-ca10-4aaf-b303-392c104963f3,23,1,00:00:19.089,0,19,3,,42,Ball Receipt*,213,Sevilla,4,From Throw In,213,Sevilla,,,['ad49a10d-9182-4bf2-9663-ccf519742f75'],"[78.2, 69.9]",7154.0,Sebastián Carlos Cristóforo Pepe,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.089,1.279,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9456530636531068
b99fabab-6902-4d6f-96a5-15c3575a4cc0,24,1,00:00:19.089,0,19,3,1.132329,43,Carry,213,Sevilla,4,From Throw In,213,Sevilla,,,"['00e6d3b0-ca10-4aaf-b303-392c104963f3', '7f79d5bf-b587-4b3a-8bb7-2b4e60ebeaab', 'c20cfe36-13dd-4354-8a28-f48f9b1392a3']","[78.2, 69.9]",7154.0,Sebastián Carlos Cristóforo Pepe,11.0,Left Defensive Midfield,,,,,,,,,,,,"[78.2, 69.7]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.089,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.18421995519511403
c20cfe36-13dd-4354-8a28-f48f9b1392a3,25,1,00:00:19.899,0,19,3,0.460046,17,Pressure,213,Sevilla,4,From Throw In,208,Las Palmas,,,"['7f79d5bf-b587-4b3a-8bb7-2b4e60ebeaab', 'b99fabab-6902-4d6f-96a5-15c3575a4cc0']","[37.0, 10.4]",10755.0,Jonathan Viera Ramos,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.899,0.8100000000000023,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.42571923858366134
7f79d5bf-b587-4b3a-8bb7-2b4e60ebeaab,26,1,00:00:20.222,0,20,3,2.040495,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,"['568914cf-afb6-4161-a60c-ad8f200dc2ba', 'c20cfe36-13dd-4354-8a28-f48f9b1392a3']","[78.2, 69.7]",7154.0,Sebastián Carlos Cristóforo Pepe,11.0,Left Defensive Midfield,5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,13.341664,2.4410963,2.0,Low Pass,"[68.0, 78.3]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.222,0.3230000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7283811915578999
568914cf-afb6-4161-a60c-ad8f200dc2ba,27,1,00:00:22.262,0,22,3,,42,Ball Receipt*,213,Sevilla,4,From Throw In,213,Sevilla,,,['7f79d5bf-b587-4b3a-8bb7-2b4e60ebeaab'],"[68.0, 78.3]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.262,2.039999999999999,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5646994147576727
c0f3e004-381e-49a7-9c4b-a5f4b0b53934,28,1,00:00:22.262,0,22,3,0.021986,43,Carry,213,Sevilla,4,From Throw In,213,Sevilla,,,"['568914cf-afb6-4161-a60c-ad8f200dc2ba', 'df82b5c8-73e5-4f10-8959-30c9f43bd9ff']","[68.0, 78.3]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,9.0,Right Defensive Midfield,,,,,,,,,,,,"[68.0, 78.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.262,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.35720141402306904
