id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,counterpress,ball_recovery_recovery_failure,off_camera,pass_cut_back,pass_switch,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_cross,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,interception_outcome_id,interception_outcome_name,clearance_head,duel_outcome_id,duel_outcome_name,out,foul_won_defensive,goalkeeper_punched_out,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_inswinging,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,shot_deflected,shot_first_time,block_deflection,goalkeeper_technique_id,goalkeeper_technique_name,clearance_left_foot,dribble_outcome_id,dribble_outcome_name,foul_committed_advantage,foul_won_advantage,pass_through_ball,miscontrol_aerial_won,pass_miscommunication,pass_outswinging,clearance_aerial_won,50_50_outcome_id,50_50_outcome_name,pass_no_touch,foul_committed_card_id,foul_committed_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_goal_assist,clearance_other,goalkeeper_body_part_id,goalkeeper_body_part_name,dribble_overrun,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
c1ac51b2-b409-4932-855f-d478b0cadfac,993,1,00:20:46.845,20,46,53,0.231625,17,Pressure,322,Eibar,4,From Throw In,322,Eibar,,,['0f79afa7-4a42-4daa-9719-be89b9e949bc'],"[105.2, 14.2]",9403.0,Izet Hajrović,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246.845,1.2390000000000327,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3326290171926576
3f03ae11-4caf-4f74-91b4-3611c24e0440,994,1,00:20:47.034,20,47,53,,42,Ball Receipt*,322,Eibar,4,From Throw In,322,Eibar,,,['57d0bb94-3479-4593-909f-6c83e46bc20e'],"[104.8, 9.0]",9403.0,Izet Hajrović,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247.034,0.18900000000007822,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3067847880910758
0f79afa7-4a42-4daa-9719-be89b9e949bc,995,1,00:20:47.034,20,47,53,0.0,9,Clearance,322,Eibar,4,From Throw In,219,RC Deportivo La Coruña,,,"['57d0bb94-3479-4593-909f-6c83e46bc20e', 'c1ac51b2-b409-4932-855f-d478b0cadfac']","[14.4, 65.4]",6728.0,Federico Nicolás Cartabia,12.0,Right Midfield,,,,,,,,,,,,,True,,,,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,1247.034,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9663492463344179
f47f24a5-c5df-418d-ac7f-c60a8814d750,996,1,00:20:50.014,20,50,53,0.994535,17,Pressure,322,Eibar,4,From Throw In,219,RC Deportivo La Coruña,,,"['535cc052-ddc7-4749-91ad-dd9526ab26d9', '9bc3a199-cd65-4592-8ace-36bef887364f']","[39.1, 25.5]",6732.0,Lucas Pérez Martínez,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.014,2.979999999999791,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5596355042953595
9bc3a199-cd65-4592-8ace-36bef887364f,997,1,00:20:50.101,20,50,53,0.0,2,Ball Recovery,322,Eibar,4,From Throw In,322,Eibar,,,['f47f24a5-c5df-418d-ac7f-c60a8814d750'],"[81.8, 55.6]",6699.0,Ander Capa Rodríguez,2.0,Right Back,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.101,0.08700000000021646,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9400879911862409
535cc052-ddc7-4749-91ad-dd9526ab26d9,998,1,00:20:50.101,20,50,53,0.916342,43,Carry,322,Eibar,4,From Throw In,322,Eibar,,,"['701916bc-8180-4989-924b-686674dbeccc', '9bc3a199-cd65-4592-8ace-36bef887364f', 'f47f24a5-c5df-418d-ac7f-c60a8814d750']","[81.8, 55.6]",6699.0,Ander Capa Rodríguez,2.0,Right Back,,,,,,,,,,,,"[80.5, 58.6]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.101,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8969709615808616
701916bc-8180-4989-924b-686674dbeccc,999,1,00:20:51.017,20,51,53,3.263144,30,Pass,322,Eibar,4,From Throw In,322,Eibar,,,['852e9430-b790-4e0f-b912-c179651adcd3'],"[80.5, 58.6]",6699.0,Ander Capa Rodríguez,2.0,Right Back,6742.0,Sergio Gontán Gallardo,35.171154,0.6014087,3.0,High Pass,"[109.5, 78.5]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.017,0.91599999999994,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6212335629775392
30b6e413-1e5b-4836-9aee-96bae2ae5193,1000,1,00:20:53.181,20,53,53,1.294417,17,Pressure,322,Eibar,4,From Throw In,219,RC Deportivo La Coruña,,,"['07511e1a-6e0c-440e-bcd8-0f624ecb5992', '852e9430-b790-4e0f-b912-c179651adcd3']","[11.5, 1.7]",6738.0,Juan Francisco Moreno Fuertes,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253.181,2.1639999999999873,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.23027164251820043
852e9430-b790-4e0f-b912-c179651adcd3,1001,1,00:20:54.280,20,54,53,,42,Ball Receipt*,322,Eibar,4,From Throw In,322,Eibar,,,"['30b6e413-1e5b-4836-9aee-96bae2ae5193', '701916bc-8180-4989-924b-686674dbeccc']","[109.5, 78.5]",6742.0,Sergio Gontán Gallardo,12.0,Right Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254.28,1.0989999999999327,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6886651241875935
07511e1a-6e0c-440e-bcd8-0f624ecb5992,1002,1,00:20:54.280,20,54,53,0.228581,43,Carry,322,Eibar,4,From Throw In,322,Eibar,,,"['30b6e413-1e5b-4836-9aee-96bae2ae5193', '685800f3-47d7-4e05-8d06-fca126657de6', '852e9430-b790-4e0f-b912-c179651adcd3']","[109.5, 78.5]",6742.0,Sergio Gontán Gallardo,12.0,Right Midfield,,,,,,,,,,,,"[110.7, 77.4]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254.28,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.912509654866068
685800f3-47d7-4e05-8d06-fca126657de6,1003,1,00:20:54.509,20,54,53,0.0,38,Miscontrol,322,Eibar,4,From Throw In,322,Eibar,,,,"[110.7, 77.4]",6742.0,Sergio Gontán Gallardo,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254.509,0.22900000000004184,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9126823473676567
e6d7253c-5ba6-466a-90e4-5259302960b8,1004,1,00:21:09.347,21,9,54,1.246596,30,Pass,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,['983be715-be69-4aa3-8677-043ab92a42ce'],"[24.4, 0.1]",6738.0,Juan Francisco Moreno Fuertes,6.0,Left Back,5582.0,Celso Borges Mora,16.243153,0.17324567,3.0,High Pass,"[40.4, 2.9]",67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269.347,14.837999999999965,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.03624183732971464
983be715-be69-4aa3-8677-043ab92a42ce,1005,1,00:21:10.593,21,10,54,,42,Ball Receipt*,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,['e6d7253c-5ba6-466a-90e4-5259302960b8'],"[40.4, 2.9]",5582.0,Celso Borges Mora,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.593,1.2460000000000946,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.737958570628652
ff0e4bca-a5db-4eaa-a9fb-495d8b8e5427,1006,1,00:21:10.593,21,10,54,0.067459,43,Carry,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,"['14fe7030-ecb5-4f17-b4ca-e265ceaaab07', '983be715-be69-4aa3-8677-043ab92a42ce']","[40.4, 2.9]",5582.0,Celso Borges Mora,11.0,Left Defensive Midfield,,,,,,,,,,,,"[41.7, 4.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.593,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3328906425314462
14fe7030-ecb5-4f17-b4ca-e265ceaaab07,1007,1,00:21:10.661,21,10,54,1.207665,30,Pass,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,['a6276075-43f6-473a-a483-ca8395e20b80'],"[41.7, 4.4]",5582.0,Celso Borges Mora,11.0,Left Defensive Midfield,5724.0,Fayçal Fajr,5.800862,2.1970577,2.0,Low Pass,"[38.3, 9.1]",,,70.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.661,0.06799999999998363,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.21954365296327427
0384aa7b-c71e-403e-b838-20d5f8265e32,1008,1,00:21:11.726,21,11,54,0.327265,17,Pressure,219,RC Deportivo La Coruña,4,From Throw In,322,Eibar,,,"['0148bd8e-c8de-4c5e-ad00-f4b43581bf2a', 'a6276075-43f6-473a-a483-ca8395e20b80', 'e888c65d-e63d-46ce-a84f-99d916469505']","[81.8, 68.5]",6700.0,Sergio Enrich Ametller,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271.726,1.0650000000000546,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8034395338694932
a6276075-43f6-473a-a483-ca8395e20b80,1009,1,00:21:11.868,21,11,54,,42,Ball Receipt*,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,"['0384aa7b-c71e-403e-b838-20d5f8265e32', '14fe7030-ecb5-4f17-b4ca-e265ceaaab07']","[38.3, 9.1]",5724.0,Fayçal Fajr,16.0,Left Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271.868,0.14199999999982538,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8089701364188586
0148bd8e-c8de-4c5e-ad00-f4b43581bf2a,1010,1,00:21:11.868,21,11,54,0.057099,43,Carry,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,"['0384aa7b-c71e-403e-b838-20d5f8265e32', 'a6276075-43f6-473a-a483-ca8395e20b80', 'e888c65d-e63d-46ce-a84f-99d916469505']","[38.3, 9.1]",5724.0,Fayçal Fajr,16.0,Left Midfield,,,,,,,,,,,,"[38.8, 9.8]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271.868,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.38218823892547116
e888c65d-e63d-46ce-a84f-99d916469505,1011,1,00:21:11.926,21,11,54,1.05191,30,Pass,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,"['0384aa7b-c71e-403e-b838-20d5f8265e32', 'ee7d3899-0839-47cc-a7c0-d9e9cd88356c']","[38.8, 9.8]",5724.0,Fayçal Fajr,16.0,Left Midfield,27243.0,Oriol Riera Magem,17.473408,0.5816535,2.0,Low Pass,"[53.4, 19.4]",,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271.926,0.057999999999992724,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.018706400137105006
ee7d3899-0839-47cc-a7c0-d9e9cd88356c,1012,1,00:21:12.977,21,12,54,,42,Ball Receipt*,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,['e888c65d-e63d-46ce-a84f-99d916469505'],"[53.4, 19.4]",27243.0,Oriol Riera Magem,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272.977,1.0510000000001583,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6829120406745668
9dee784d-0b2a-4c96-a9c0-d5c23735cbe7,1013,1,00:21:12.977,21,12,54,2.119385,30,Pass,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,"['4389033b-739e-4747-b0a8-7feb150206da', '9f702a2d-1672-443a-a48b-20267f82f714']","[53.7, 21.5]",27243.0,Oriol Riera Magem,22.0,Right Center Forward,6732.0,Lucas Pérez Martínez,4.90408,-1.2167989,1.0,Ground Pass,"[55.4, 16.9]",,,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,1272.977,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6530218483574998
a9ef1662-a87f-4ced-aadf-c486a79c2696,1014,1,00:21:14.681,21,14,54,0.451938,17,Pressure,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,['9f702a2d-1672-443a-a48b-20267f82f714'],"[55.7, 12.9]",6732.0,Lucas Pérez Martínez,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.681,1.7039999999999509,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.003172512510594694
4389033b-739e-4747-b0a8-7feb150206da,1015,1,00:21:15.097,21,15,54,,42,Ball Receipt*,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,['9dee784d-0b2a-4c96-a9c0-d5c23735cbe7'],"[57.4, 14.9]",6732.0,Lucas Pérez Martínez,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.097,0.41599999999994,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6984866324801574
9f702a2d-1672-443a-a48b-20267f82f714,1016,1,00:21:15.097,21,15,54,0.469227,30,Pass,219,RC Deportivo La Coruña,4,From Throw In,322,Eibar,,,"['3ec6c8ef-3a5b-435c-8fa0-ad5e929fa0ef', '9dee784d-0b2a-4c96-a9c0-d5c23735cbe7', 'a9ef1662-a87f-4ced-aadf-c486a79c2696', 'b117355f-5eee-48c7-98b8-74e5ad262540']","[64.7, 63.2]",6712.0,Gonzalo Escalante,9.0,Right Defensive Midfield,6699.0,Ander Capa Rodríguez,4.7518415,1.4229469,1.0,Ground Pass,"[65.4, 67.9]",66.0,Recovery,40.0,Right Foot,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.097,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6871418174635302
b117355f-5eee-48c7-98b8-74e5ad262540,1017,1,00:21:15.566,21,15,54,,42,Ball Receipt*,219,RC Deportivo La Coruña,4,From Throw In,322,Eibar,,,['9f702a2d-1672-443a-a48b-20267f82f714'],"[66.8, 75.1]",6699.0,Ander Capa Rodríguez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.566,0.46900000000005093,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3325346307616136
3ec6c8ef-3a5b-435c-8fa0-ad5e929fa0ef,1018,1,00:21:15.566,21,15,54,0.0,10,Interception,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,['9f702a2d-1672-443a-a48b-20267f82f714'],"[54.7, 12.2]",5724.0,Fayçal Fajr,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.566,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.6422362151915918
0e392682-a78c-4ca5-a431-10a29f4228a5,1019,1,00:21:15.566,21,15,54,0.617587,43,Carry,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,"['1ad043b7-29c3-471f-b5c9-cdc6f83aced6', '3ec6c8ef-3a5b-435c-8fa0-ad5e929fa0ef']","[54.7, 12.2]",5724.0,Fayçal Fajr,16.0,Left Midfield,,,,,,,,,,,,"[53.4, 4.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.566,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.481121116037859
1ad043b7-29c3-471f-b5c9-cdc6f83aced6,1020,1,00:21:16.184,21,16,54,0.0,38,Miscontrol,219,RC Deportivo La Coruña,4,From Throw In,219,RC Deportivo La Coruña,,,,"[53.4, 4.6]",5724.0,Fayçal Fajr,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276.184,0.6179999999999382,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5787119862794775
ed82354f-139b-4ce1-9f1f-f800622c3764,1021,1,00:21:23.493,21,23,55,1.806461,30,Pass,322,Eibar,4,From Throw In,322,Eibar,,,['3c438e8a-873c-4a7c-94d1-980b6d791038'],"[65.8, 80.0]",6699.0,Ander Capa Rodríguez,2.0,Right Back,6700.0,Sergio Enrich Ametller,20.888514,-0.13444966,3.0,High Pass,"[86.5, 77.2]",67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283.493,7.308999999999969,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9276205025742252
3c438e8a-873c-4a7c-94d1-980b6d791038,1022,1,00:21:25.300,21,25,55,,42,Ball Receipt*,322,Eibar,4,From Throw In,322,Eibar,,,['ed82354f-139b-4ce1-9f1f-f800622c3764'],"[86.5, 77.2]",6700.0,Sergio Enrich Ametller,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285.3,1.8070000000000164,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.536458202426893
5406b6af-dcfe-40e9-8392-fa611b15c37c,1023,1,00:21:25.300,21,25,55,1.91058,30,Pass,322,Eibar,4,From Throw In,322,Eibar,,,['91e249c7-3820-4b66-b543-404e48a1cbdb'],"[86.6, 75.7]",6700.0,Sergio Enrich Ametller,19.0,Center Attacking Midfield,,,11.123399,-1.9579804,2.0,Low Pass,"[82.4, 65.4]",,,37.0,Head,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285.3,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.16062991841138896
9e56e5d1-8b41-4ca5-9b6c-02af3829557c,1024,1,00:21:26.950,21,26,55,0.926186,17,Pressure,322,Eibar,4,From Throw In,322,Eibar,,,"['91e249c7-3820-4b66-b543-404e48a1cbdb', 'b8e582a0-a97b-4bc7-8ec6-cfcc0637190d']","[79.7, 67.7]",6742.0,Sergio Gontán Gallardo,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286.95,1.650000000000091,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.19285002632808967
91e249c7-3820-4b66-b543-404e48a1cbdb,1025,1,00:21:27.210,21,27,56,0.0,2,Ball Recovery,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['5406b6af-dcfe-40e9-8392-fa611b15c37c', '9e56e5d1-8b41-4ca5-9b6c-02af3829557c']","[37.7, 14.7]",6733.0,Pedro Mosquera Parada,9.0,Right Defensive Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287.21,0.2599999999999909,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25346085709046173
b8e582a0-a97b-4bc7-8ec6-cfcc0637190d,1026,1,00:21:27.210,21,27,56,1.297582,43,Carry,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['91e249c7-3820-4b66-b543-404e48a1cbdb', '9e56e5d1-8b41-4ca5-9b6c-02af3829557c', 'aa9fd1ca-18a6-4cad-8929-7cf0a99a0de3', 'e0ca8e2f-39cf-49d3-8d3b-d7783b773e0d']","[37.7, 14.7]",6733.0,Pedro Mosquera Parada,9.0,Right Defensive Midfield,,,,,,,,,,,,"[38.6, 16.6]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287.21,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5116347951627136
e0ca8e2f-39cf-49d3-8d3b-d7783b773e0d,1027,1,00:21:28.508,21,28,56,0.0,22,Foul Committed,219,RC Deportivo La Coruña,1,Regular Play,322,Eibar,,,"['aa9fd1ca-18a6-4cad-8929-7cf0a99a0de3', 'b8e582a0-a97b-4bc7-8ec6-cfcc0637190d']","[81.5, 63.5]",6742.0,Sergio Gontán Gallardo,12.0,Right Midfield,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288.508,1.2980000000000018,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.26235719995489404
aa9fd1ca-18a6-4cad-8929-7cf0a99a0de3,1028,1,00:21:28.508,21,28,56,0.0,21,Foul Won,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['e0ca8e2f-39cf-49d3-8d3b-d7783b773e0d'],"[38.6, 16.6]",6733.0,Pedro Mosquera Parada,9.0,Right Defensive Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288.508,0.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.30652638169748236
