id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,counterpress,ball_recovery_recovery_failure,off_camera,pass_cut_back,pass_switch,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_cross,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,interception_outcome_id,interception_outcome_name,clearance_head,duel_outcome_id,duel_outcome_name,out,foul_won_defensive,goalkeeper_punched_out,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_inswinging,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,shot_deflected,shot_first_time,block_deflection,goalkeeper_technique_id,goalkeeper_technique_name,clearance_left_foot,dribble_outcome_id,dribble_outcome_name,foul_committed_advantage,foul_won_advantage,pass_through_ball,miscontrol_aerial_won,pass_miscommunication,pass_outswinging,clearance_aerial_won,50_50_outcome_id,50_50_outcome_name,pass_no_touch,foul_committed_card_id,foul_committed_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_goal_assist,clearance_other,goalkeeper_body_part_id,goalkeeper_body_part_name,dribble_overrun,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
2153bf69-1460-4c0e-9300-b26964d9a250,11,1,00:00:04.878,0,4,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['6cde8532-3f49-466d-916e-97096edae6f8'],"[42.7, 13.2]",6776.0,David Juncà Reñé,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.878,1.6,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.47733013495012466
a4282fd2-667c-416a-99cd-72d8ed9a72b8,12,1,00:00:04.878,0,4,2,0.777192,43,Carry,322,Eibar,9,From Kick Off,322,Eibar,,,"['2153bf69-1460-4c0e-9300-b26964d9a250', 'cb2a1ef6-48dd-469e-88e1-fe8c409d0ced']","[42.7, 13.2]",6776.0,David Juncà Reñé,6.0,Left Back,,,,,,,,,,,,"[43.7, 9.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.878,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8220634956265932
cb2a1ef6-48dd-469e-88e1-fe8c409d0ced,13,1,00:00:05.656,0,5,2,1.295945,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['6887b3bc-bfcb-4d41-b0f4-c260f6cb0e34'],"[43.7, 9.4]",6776.0,David Juncà Reñé,6.0,Left Back,9403.0,Izet Hajrović,11.637869,-0.3326197,1.0,Ground Pass,"[54.7, 5.6]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.656,0.7779999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.14480109371028183
6887b3bc-bfcb-4d41-b0f4-c260f6cb0e34,14,1,00:00:06.951,0,6,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['cb2a1ef6-48dd-469e-88e1-fe8c409d0ced'],"[54.7, 5.6]",9403.0,Izet Hajrović,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.951,1.295,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14112449657966408
5b541f18-e92c-41a5-8fec-4e1a3bc78f5b,15,1,00:00:06.951,0,6,2,0.943076,43,Carry,322,Eibar,9,From Kick Off,322,Eibar,,,"['6887b3bc-bfcb-4d41-b0f4-c260f6cb0e34', '760249e1-f9dc-4724-a2a5-534590f892c5', 'b43b977c-cd49-4aaf-b6e9-9391d58f537f']","[54.7, 5.6]",9403.0,Izet Hajrović,16.0,Left Midfield,,,,,,,,,,,,"[49.4, 13.2]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.951,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8024973140647784
b43b977c-cd49-4aaf-b6e9-9391d58f537f,16,1,00:00:07.106,0,7,2,0.588,17,Pressure,322,Eibar,9,From Kick Off,219,RC Deportivo La Coruña,,,['5b541f18-e92c-41a5-8fec-4e1a3bc78f5b'],"[63.3, 73.8]",6728.0,Federico Nicolás Cartabia,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.106,0.15500000000000025,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2416996596045331
e14e75c2-2f87-454a-9b78-9061b3a8a61f,17,1,00:00:07.492,0,7,2,0.326639,17,Pressure,322,Eibar,9,From Kick Off,219,RC Deportivo La Coruña,,,,"[68.4, 71.2]",23800.0,Laureano Sanabria Ruiz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.492,0.3860000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.36910127920084124
760249e1-f9dc-4724-a2a5-534590f892c5,18,1,00:00:07.895,0,7,2,0.608785,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['bebc9ca1-7335-442e-9db8-04299acd0b89'],"[49.4, 13.2]",9403.0,Izet Hajrović,16.0,Left Midfield,6557.0,Adrián González Morales,11.253888,1.472896,1.0,Ground Pass,"[50.5, 24.4]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.895,0.4029999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0055093445836310595
bebc9ca1-7335-442e-9db8-04299acd0b89,19,1,00:00:08.503,0,8,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['760249e1-f9dc-4724-a2a5-534590f892c5'],"[50.5, 24.4]",6557.0,Adrián González Morales,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.503,0.6080000000000005,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8384353465314185
c2895332-d853-4f72-be12-7309e5c0b29b,20,1,00:00:08.503,0,8,2,1.630585,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['27421a8d-a79a-4b0a-9abd-e0c3d012ee7f'],"[53.2, 22.5]",6557.0,Adrián González Morales,11.0,Left Defensive Midfield,6566.0,Borja González Tomás,21.158922,-0.15660188,2.0,Low Pass,"[74.1, 19.2]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.503,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8949238821050464
27421a8d-a79a-4b0a-9abd-e0c3d012ee7f,21,1,00:00:10.134,0,10,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['c2895332-d853-4f72-be12-7309e5c0b29b'],"[74.1, 19.2]",6566.0,Borja González Tomás,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.134,1.6310000000000002,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09088836250489618
e126c105-82a6-47f7-b7da-1692164e60b8,22,1,00:00:10.134,0,10,2,0.406011,43,Carry,322,Eibar,9,From Kick Off,322,Eibar,,,"['06e216c7-80d0-46df-b934-aa6839d183d0', '27421a8d-a79a-4b0a-9abd-e0c3d012ee7f', '677565f5-67ec-4d99-9e8d-eae68e660e60']","[74.1, 19.2]",6566.0,Borja González Tomás,23.0,Center Forward,,,,,,,,,,,,"[78.4, 22.2]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.134,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.39856273160608835
06e216c7-80d0-46df-b934-aa6839d183d0,23,1,00:00:10.232,0,10,2,0.836448,17,Pressure,322,Eibar,9,From Kick Off,219,RC Deportivo La Coruña,,,"['677565f5-67ec-4d99-9e8d-eae68e660e60', 'e126c105-82a6-47f7-b7da-1692164e60b8']","[43.0, 61.2]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.232,0.09799999999999898,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3558522473409311
677565f5-67ec-4d99-9e8d-eae68e660e60,24,1,00:00:10.540,0,10,2,0.0,38,Miscontrol,322,Eibar,9,From Kick Off,322,Eibar,,,['06e216c7-80d0-46df-b934-aa6839d183d0'],"[78.4, 22.2]",6566.0,Borja González Tomás,23.0,Center Forward,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.54,0.30799999999999983,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.16752319317618436
ecf53b25-a5bf-425c-90de-dd809ba19310,25,1,00:00:11.505,0,11,2,1.553899,17,Pressure,322,Eibar,9,From Kick Off,322,Eibar,,,"['a4ea2763-af0b-48fb-9977-ed4d843117b4', 'f5036291-29de-4598-964e-1cedaea99275']","[84.5, 18.4]",6566.0,Borja González Tomás,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.505,0.9650000000000016,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.30342605621739405
f5036291-29de-4598-964e-1cedaea99275,26,1,00:00:11.583,0,11,2,0.0,2,Ball Recovery,322,Eibar,9,From Kick Off,219,RC Deportivo La Coruña,,,['ecf53b25-a5bf-425c-90de-dd809ba19310'],"[27.1, 67.1]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.583,0.0779999999999994,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.06808761077877046
a4ea2763-af0b-48fb-9977-ed4d843117b4,27,1,00:00:11.583,0,11,2,1.476121,43,Carry,322,Eibar,9,From Kick Off,219,RC Deportivo La Coruña,,,"['a61680e1-2fec-4895-8084-6ae781cba718', 'ecf53b25-a5bf-425c-90de-dd809ba19310', 'f5036291-29de-4598-964e-1cedaea99275']","[27.1, 67.1]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,,,,,,,,,,,,"[29.2, 70.2]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.583,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8571446224484994
a61680e1-2fec-4895-8084-6ae781cba718,28,1,00:00:13.059,0,13,2,0.205174,30,Pass,322,Eibar,9,From Kick Off,219,RC Deportivo La Coruña,,,['3441b3ba-5659-4a34-86ac-e57ba6419935'],"[29.2, 70.2]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,,,3.1906111,1.0088748,1.0,Ground Pass,"[30.9, 72.9]",,,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.059,1.475999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7021469863326996
3441b3ba-5659-4a34-86ac-e57ba6419935,29,1,00:00:13.265,0,13,2,0.0,6,Block,322,Eibar,9,From Kick Off,322,Eibar,,,['a61680e1-2fec-4895-8084-6ae781cba718'],"[89.2, 7.2]",6566.0,Borja González Tomás,23.0,Center Forward,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.265,0.2060000000000013,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.16732836642343452
ca544e55-025e-4135-a106-3a7277e57f7a,30,1,00:00:15.018,0,15,2,1.100313,17,Pressure,322,Eibar,9,From Kick Off,219,RC Deportivo La Coruña,,,['42ab0dce-2de9-45ec-8206-76281db66edf'],"[31.3, 74.6]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.018,1.7530000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8264088075596875
