id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry_end_location,pass_aerial_won,pass_outcome_id,pass_outcome_name,duel_type_id,duel_type_name,ball_receipt_outcome_id,ball_receipt_outcome_name,foul_won_defensive,pass_cross,clearance_head,clearance_body_part_id,clearance_body_part_name,counterpress,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,injury_stoppage_in_chain,pass_switch,pass_assisted_shot_id,pass_shot_assist,out,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,foul_committed_type_id,foul_committed_type_name,pass_through_ball,pass_technique_id,pass_technique_name,shot_one_on_one,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,shot_open_goal,ball_recovery_recovery_failure,foul_committed_card_id,foul_committed_card_name,dribble_overrun,clearance_aerial_won,pass_inswinging,pass_outswinging,miscontrol_aerial_won,clearance_right_foot,block_save_block,clearance_left_foot,pass_miscommunication,pass_deflected,pass_goal_assist,dribble_nutmeg,shot_aerial_won,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_offensive,goalkeeper_punched_out,foul_committed_advantage,foul_won_advantage,shot_redirect,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Referee Ball-Drop,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
733070f7-31f1-4786-bed8-4a6a291c45f9,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,221,Levante UD,1,Regular Play,221,Levante UD,352.0,"[{'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 24}, {'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 11}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 6684, 'name': 'Roger Martí Salvador'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.9301598752637994
f6def682-1d59-4a23-a630-17c0199846d5,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,221,Levante UD,1,Regular Play,210,Real Sociedad,4231.0,"[{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6605, 'name': 'Joseba Zaldúa Bengoetxea'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6633, 'name': 'Markel Bergara Larrañaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6669, 'name': 'David Zurutuza Veillet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 6677, 'name': 'Imanol Agirretxe Arruti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.34156593611027153
0540eb29-973b-496a-ab14-ea51815295ad,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,221,Levante UD,1,Regular Play,210,Real Sociedad,,,['1f9dfa8b-b243-4767-a38f-0072e6739e8f'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8563948946612175
1f9dfa8b-b243-4767-a38f-0072e6739e8f,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,221,Levante UD,1,Regular Play,221,Levante UD,,,['0540eb29-973b-496a-ab14-ea51815295ad'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.35191361950782996
cdc30aa9-0cb0-4c47-8423-0d7129714aa7,5,1,00:00:01.518,0,1,2,0.455823,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['69becf8a-8634-4a7b-8b55-b11d3843381d'],True,"[61.0, 40.1]",5560.0,Carlos Alberto Vela Garrido,17.0,Right Wing,6677.0,Imanol Agirretxe Arruti,4.62277,2.4634733,1.0,Ground Pass,"[57.4, 43.0]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.518,1.518,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.610192457914215
69becf8a-8634-4a7b-8b55-b11d3843381d,6,1,00:00:01.974,0,1,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['cdc30aa9-0cb0-4c47-8423-0d7129714aa7'],,"[57.4, 43.0]",6677.0,Imanol Agirretxe Arruti,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.974,0.45599999999999996,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.31405781127131405
245aaa28-6e27-44ad-9c7d-92cb1e3432f0,7,1,00:00:02.091,0,2,2,1.505752,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['df52b303-88ed-4745-b5e4-b6470f9572f0'],True,"[57.4, 43.0]",6677.0,Imanol Agirretxe Arruti,23.0,Center Forward,6671.0,Asier Illarramendi Andonegi,15.962456,-2.8753407,1.0,Ground Pass,"[42.0, 38.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.091,0.11700000000000021,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.3015926236543889
df52b303-88ed-4745-b5e4-b6470f9572f0,8,1,00:00:03.597,0,3,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['245aaa28-6e27-44ad-9c7d-92cb1e3432f0'],,"[42.0, 38.8]",6671.0,Asier Illarramendi Andonegi,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.597,1.5059999999999998,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5327145384963076
e58e0e46-9287-497d-8abc-9b2f9b8979cb,9,1,00:00:03.926,0,3,2,0.448156,17,Pressure,210,Real Sociedad,9,From Kick Off,221,Levante UD,,,['5f0cb5c3-e7a8-4b53-be7a-e99e89bed033'],,"[75.7, 42.0]",6684.0,Roger Martí Salvador,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.926,0.3290000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3974221706305253
5f0cb5c3-e7a8-4b53-be7a-e99e89bed033,10,1,00:00:04.183,0,4,2,1.390495,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['1e03de73-a06a-44da-9a1c-99a2fb69e6a1', 'e58e0e46-9287-497d-8abc-9b2f9b8979cb']",,"[42.9, 40.5]",6671.0,Asier Illarramendi Andonegi,9.0,Right Defensive Midfield,16622.0,Mikel González de Martín Martínez,16.48302,2.3261607,1.0,Ground Pass,"[31.6, 52.5]",38.0,Left Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.183,0.2569999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5863389469222945
1e03de73-a06a-44da-9a1c-99a2fb69e6a1,11,1,00:00:05.573,0,5,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['5f0cb5c3-e7a8-4b53-be7a-e99e89bed033'],,"[31.6, 52.5]",16622.0,Mikel González de Martín Martínez,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.573,1.3900000000000006,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7554686030619144
c4f2636b-6eab-4e4c-b9c7-a5eb8c0628e3,12,1,00:00:05.573,0,5,2,0.24,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['1e03de73-a06a-44da-9a1c-99a2fb69e6a1', 'e995c5cc-815f-4814-9ebf-d328578f80f8']",,"[31.6, 52.5]",16622.0,Mikel González de Martín Martínez,3.0,Right Center Back,,,,,,,,,,,,,"[31.6, 52.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.573,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8352199680889123
e995c5cc-815f-4814-9ebf-d328578f80f8,13,1,00:00:05.813,0,5,2,1.757529,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['f1406bb5-5835-4887-af3e-51697a629f5b'],,"[31.6, 52.5]",16622.0,Mikel González de Martín Martínez,3.0,Right Center Back,6694.0,Gerónimo Rulli,20.50561,-2.782822,1.0,Ground Pass,"[12.4, 45.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.813,0.23999999999999932,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.12105535662639377
ee449470-4e46-427c-9534-480e255fe558,14,1,00:00:07.226,0,7,2,0.578949,17,Pressure,210,Real Sociedad,9,From Kick Off,221,Levante UD,,,"['7c3e56d7-b319-4d3b-a20f-c96c444bb608', 'c94231a6-9d67-45f6-9cec-7a649a2bfeb9', 'f1406bb5-5835-4887-af3e-51697a629f5b']",,"[100.9, 30.3]",25134.0,Deyverson Brum Silva Acosta,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.226,1.4130000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.11097274623019959
f1406bb5-5835-4887-af3e-51697a629f5b,15,1,00:00:07.571,0,7,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['e995c5cc-815f-4814-9ebf-d328578f80f8', 'ee449470-4e46-427c-9534-480e255fe558']",,"[12.4, 45.3]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.571,0.34499999999999975,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.39877496727628325
7c3e56d7-b319-4d3b-a20f-c96c444bb608,16,1,00:00:07.571,0,7,2,0.028471,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['c94231a6-9d67-45f6-9cec-7a649a2bfeb9', 'ee449470-4e46-427c-9534-480e255fe558', 'f1406bb5-5835-4887-af3e-51697a629f5b']",,"[12.4, 45.3]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,,,,,,,,,,,,True,"[11.3, 43.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.571,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4360976665577564
c94231a6-9d67-45f6-9cec-7a649a2bfeb9,17,1,00:00:07.599,0,7,2,4.128356,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['adc91a68-60b0-4b4c-8ce7-0eeebb0df46c', 'ee449470-4e46-427c-9534-480e255fe558']",,"[11.3, 43.2]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,5560.0,Carlos Alberto Vela Garrido,58.35632,0.61985105,3.0,High Pass,"[58.8, 77.1]",40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.599,0.02800000000000047,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7594707695466463
adc91a68-60b0-4b4c-8ce7-0eeebb0df46c,18,1,00:00:11.728,0,11,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['c94231a6-9d67-45f6-9cec-7a649a2bfeb9'],,"[58.8, 77.1]",5560.0,Carlos Alberto Vela Garrido,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.728,4.129,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.06033601323379534
3ba76a54-7c39-4118-a61e-1085a25b8b77,19,1,00:00:11.728,0,11,2,1.148389,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['7d0bda90-07c2-4545-8942-12f0d0d54126', 'b31577ee-e6e9-4c3f-bbb7-ff7df46538b2']",,"[58.8, 77.1]",5560.0,Carlos Alberto Vela Garrido,17.0,Right Wing,,,10.878419,-1.0619121,2.0,Low Pass,"[64.1, 67.6]",,,,,True,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.728,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.9837503924276377
7d0bda90-07c2-4545-8942-12f0d0d54126,20,1,00:00:11.728,0,11,2,0.0,4,Duel,210,Real Sociedad,9,From Kick Off,221,Levante UD,,,['3ba76a54-7c39-4118-a61e-1085a25b8b77'],,"[61.3, 3.0]",6784.0,Antonio García Aranda,8.0,Left Wing Back,,,,,,,,,,,,True,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.728,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2583632381258696
b31577ee-e6e9-4c3f-bbb7-ff7df46538b2,21,1,00:00:12.876,0,12,2,4.600862,30,Pass,210,Real Sociedad,9,From Kick Off,221,Levante UD,,,"['3ba76a54-7c39-4118-a61e-1085a25b8b77', 'a4d3e934-1b4e-4509-a14c-bcba7b434ba8']",,"[56.0, 12.5]",23970.0,José María Martín-Bejarano Serrano,13.0,Right Center Midfield,,,56.71155,0.1344159,3.0,High Pass,"[112.2, 20.1]",40.0,Right Foot,66.0,Recovery,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.876,1.1479999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.4776513857852124
a4d3e934-1b4e-4509-a14c-bcba7b434ba8,22,1,00:00:17.477,0,17,2,0.0,2,Ball Recovery,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['b31577ee-e6e9-4c3f-bbb7-ff7df46538b2'],,"[7.9, 60.0]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.477,4.601000000000001,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5232782976606964
f59a48dd-28e1-444c-acc0-1af05a17e249,23,1,00:00:17.477,0,17,2,7.775759,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['a4d3e934-1b4e-4509-a14c-bcba7b434ba8', 'e49b2fa8-646a-4608-b39f-b146bfd29c8e']",,"[7.9, 60.0]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,,,,,,,,,,,,,"[14.1, 43.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.477,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.02145986991559956
e49b2fa8-646a-4608-b39f-b146bfd29c8e,24,1,00:00:25.253,0,25,2,1.243424,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['7856748c-edba-43bf-93d0-284a75d3ce1f'],,"[14.1, 43.4]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,6665.0,Íñigo Martínez Berridi,15.178933,-1.2490457,1.0,Ground Pass,"[18.9, 29.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.253,7.776,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.29955129733640684
7856748c-edba-43bf-93d0-284a75d3ce1f,25,1,00:00:26.496,0,26,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['e49b2fa8-646a-4608-b39f-b146bfd29c8e'],,"[18.9, 29.0]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.496,1.2429999999999986,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5464074454121256
532cea05-5a5a-40e4-8030-af9dcd3f9b2b,26,1,00:00:26.496,0,26,2,1.116706,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['25a635f9-9097-4920-93f8-e98026fef4c1', '7856748c-edba-43bf-93d0-284a75d3ce1f']",,"[18.9, 29.0]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,,,,,,,,,,,,,"[19.6, 27.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.496,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.651880880630977
25a635f9-9097-4920-93f8-e98026fef4c1,27,1,00:00:27.613,0,27,2,1.263873,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['f515b06c-780c-46d9-b613-1e2399cf0aad'],,"[19.6, 27.7]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,3023.0,Yuri Berchiche Izeta,27.378824,-1.1332866,1.0,Ground Pass,"[31.2, 2.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.613,1.1170000000000009,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7748844282611225
f515b06c-780c-46d9-b613-1e2399cf0aad,28,1,00:00:28.877,0,28,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['25a635f9-9097-4920-93f8-e98026fef4c1'],,"[31.2, 2.9]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.877,1.2639999999999993,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6096418065690496
b47ef02c-1e27-4f57-a385-bb78a3cd1bb6,29,1,00:00:28.877,0,28,2,1.391513,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['8da379e1-39f2-4e5a-a17a-c418ab030af5', 'f515b06c-780c-46d9-b613-1e2399cf0aad']",,"[31.2, 2.9]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,,,,,,,,,,,,,"[31.6, 3.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.877,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08938424576309967
8da379e1-39f2-4e5a-a17a-c418ab030af5,30,1,00:00:30.268,0,30,2,2.67664,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,,,"[31.6, 3.6]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,,,37.45464,-0.090901606,3.0,High Pass,"[68.9, 0.2]",38.0,Left Foot,,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.268,1.3910000000000018,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7401349458561591
0e7fff7e-42c1-4cbb-86de-7508c734c41f,31,1,00:01:00.118,1,0,3,2.385943,30,Pass,221,Levante UD,4,From Throw In,221,Levante UD,,,['1e08a4d5-fe44-4e5a-9b18-f8936dac80af'],,"[56.9, 80.0]",6668.0,José Luis Morales Nogales,7.0,Right Wing Back,6647.0,Zouhair Feddal,25.966516,-1.7606392,3.0,High Pass,"[52.0, 54.5]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.118,29.85,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5861991719896416
