id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_cross,out,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_switch,pass_technique_id,pass_technique_name,pass_straight,clearance_head,counterpress,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,pass_aerial_won,off_camera,dribble_overrun,dribble_outcome_id,dribble_outcome_name,clearance_aerial_won,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_aerial_won,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,dribble_nutmeg,clearance_left_foot,foul_committed_type_id,foul_committed_type_name,foul_won_defensive,shot_first_time,miscontrol_aerial_won,pass_outswinging,bad_behaviour_card_id,bad_behaviour_card_name,pass_inswinging,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_card_id,foul_committed_card_name,foul_committed_advantage,foul_won_advantage,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_deflected,pass_through_ball,ball_recovery_recovery_failure,block_offensive,pass_goal_assist,shot_one_on_one,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Referee Ball-Drop,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
4d450d11-269f-4262-ab47-fe3e7ffc6528,11,1,00:00:04.337,0,4,2,1.625831,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['2d1e4e70-ac84-4683-8dd4-4493e8b96fb9'],"[35.0, 40.2]",4353.0,Aymeric Laporte,5.0,Left Center Back,6788.0,Xabier Etxeita Gorritxategi,20.2,1.7701336,1.0,Ground Pass,"[31.0, 60.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.337,0.9289999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8141632707811455
2d1e4e70-ac84-4683-8dd4-4493e8b96fb9,12,1,00:00:05.963,0,5,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['4d450d11-269f-4262-ab47-fe3e7ffc6528'],"[31.0, 60.0]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.963,1.6260000000000003,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4528923226664867
51c28746-6903-4b9d-a0ed-90f1d00588eb,13,1,00:00:05.963,0,5,2,0.257391,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['2d1e4e70-ac84-4683-8dd4-4493e8b96fb9', 'e3b94739-5d84-4c27-a8c6-c42a53efb588']","[31.0, 60.0]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,,,,,,,,,,,,"[32.6, 59.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.963,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25323531928860166
e3b94739-5d84-4c27-a8c6-c42a53efb588,14,1,00:00:06.220,0,6,2,0.95802,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['dc336eab-3731-4ccc-9388-48eb61bf33a3'],"[32.6, 59.3]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,6396.0,Beñat Etxebarria Urkiaga,15.915401,-1.0368422,1.0,Ground Pass,"[40.7, 45.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.22,0.2569999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6554728714051671
dc336eab-3731-4ccc-9388-48eb61bf33a3,15,1,00:00:07.178,0,7,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['e3b94739-5d84-4c27-a8c6-c42a53efb588'],"[40.7, 45.6]",6396.0,Beñat Etxebarria Urkiaga,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.178,0.9580000000000002,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9950580796514918
014f3abf-e792-48cd-b942-f9e959662415,16,1,00:00:07.178,0,7,2,0.056975,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['92b2a2e0-dae7-4fde-a8e6-2966a9cb728f', 'dc336eab-3731-4ccc-9388-48eb61bf33a3']","[40.7, 45.6]",6396.0,Beñat Etxebarria Urkiaga,11.0,Left Defensive Midfield,,,,,,,,,,,,"[40.7, 45.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.178,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.42071111685788243
92b2a2e0-dae7-4fde-a8e6-2966a9cb728f,17,1,00:00:07.235,0,7,2,2.1678,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['7ea79eed-402c-4555-bb93-e62d69d85372'],"[40.7, 45.6]",6396.0,Beñat Etxebarria Urkiaga,11.0,Left Defensive Midfield,6386.0,Eneko Bóveda Altube,27.060118,1.2899586,1.0,Ground Pass,"[48.2, 71.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.235,0.057000000000000384,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.2549687436621185
75d843bc-6473-427a-bb74-3b18130aa3c2,18,1,00:00:08.947,0,8,2,0.702901,17,Pressure,215,Athletic Club,9,From Kick Off,207,Valencia,,,"['6f9b4797-3da2-4f7a-9f20-395361b2e801', '7ea79eed-402c-4555-bb93-e62d69d85372']","[72.8, 12.3]",5186.0,Denis Cheryshev,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.947,1.7119999999999989,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.30723631510042015
7ea79eed-402c-4555-bb93-e62d69d85372,19,1,00:00:09.403,0,9,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['75d843bc-6473-427a-bb74-3b18130aa3c2', '92b2a2e0-dae7-4fde-a8e6-2966a9cb728f']","[48.2, 71.6]",6386.0,Eneko Bóveda Altube,2.0,Right Back,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.403,0.4560000000000013,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5857687015049515
6f9b4797-3da2-4f7a-9f20-395361b2e801,20,1,00:00:09.403,0,9,2,1.074777,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['242cbab1-bd3e-4e5b-bcfa-8e213ca90b28', '75d843bc-6473-427a-bb74-3b18130aa3c2']","[48.2, 70.4]",6386.0,Eneko Bóveda Altube,2.0,Right Back,12191.0,Gorka Elustondo Urkola,10.221546,-1.0370882,1.0,Ground Pass,"[53.4, 61.6]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.403,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.4677694846607183
242cbab1-bd3e-4e5b-bcfa-8e213ca90b28,21,1,00:00:10.478,0,10,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['6f9b4797-3da2-4f7a-9f20-395361b2e801'],"[53.4, 61.6]",12191.0,Gorka Elustondo Urkola,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.478,1.0749999999999993,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9579057179421597
03add163-9362-47db-931c-ec7f003ca337,22,1,00:00:10.478,0,10,2,0.749172,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['6bbcc209-b64a-45b1-9b4c-90c7988ed8d8'],"[54.3, 61.4]",12191.0,Gorka Elustondo Urkola,9.0,Right Defensive Midfield,6386.0,Eneko Bóveda Altube,6.6730804,2.6243052,1.0,Ground Pass,"[48.5, 64.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.478,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.4666104025479635
6bbcc209-b64a-45b1-9b4c-90c7988ed8d8,23,1,00:00:11.227,0,11,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['03add163-9362-47db-931c-ec7f003ca337'],"[48.5, 64.7]",6386.0,Eneko Bóveda Altube,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.227,0.7490000000000006,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10646551920552005
23402994-93c2-4351-bc10-65b6ab5adb4a,24,1,00:00:11.227,0,11,2,0.811253,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['6bbcc209-b64a-45b1-9b4c-90c7988ed8d8', 'b269d701-df4a-46ef-adac-241582d13bc8']","[48.5, 64.7]",6386.0,Eneko Bóveda Altube,2.0,Right Back,,,,,,,,,,,,"[49.1, 64.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.227,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.49492065982005806
b269d701-df4a-46ef-adac-241582d13bc8,25,1,00:00:12.038,0,12,2,0.728874,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['3400a9e3-9a4d-45cb-a829-3f6c723a0eda'],"[49.1, 64.5]",6386.0,Eneko Bóveda Altube,2.0,Right Back,6842.0,Iker Muniain Goñi,15.2712145,-0.41091064,1.0,Ground Pass,"[63.1, 58.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.038,0.8109999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.024773622241919924
3400a9e3-9a4d-45cb-a829-3f6c723a0eda,26,1,00:00:12.767,0,12,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['b269d701-df4a-46ef-adac-241582d13bc8'],"[63.1, 58.4]",6842.0,Iker Muniain Goñi,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.767,0.7289999999999992,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5993433505202427
8f423f50-55ae-4238-a148-62affd9387f4,27,1,00:00:12.767,0,12,2,1.975498,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['3400a9e3-9a4d-45cb-a829-3f6c723a0eda', 'b8d6d0cb-b1ac-4f9a-841b-3beda2998304']","[63.1, 58.4]",6842.0,Iker Muniain Goñi,21.0,Left Wing,,,,,,,,,,,,"[53.7, 57.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.767,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7225919884729954
b8d6d0cb-b1ac-4f9a-841b-3beda2998304,28,1,00:00:14.743,0,14,2,1.936316,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['1835feb4-1f5d-4596-b08c-2770c8385d76'],"[53.7, 57.1]",6842.0,Iker Muniain Goñi,21.0,Left Wing,4353.0,Aymeric Laporte,28.053164,-2.0647378,1.0,Ground Pass,"[40.4, 32.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.743,1.9760000000000009,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8224412297673408
