id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_aerial_won,pass_outcome_id,pass_outcome_name,duel_type_id,duel_type_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,ball_recovery_recovery_failure,counterpress,clearance_left_foot,off_camera,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,pass_switch,pass_cross,out,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,shot_first_time,goalkeeper_end_location,shot_open_goal,foul_won_defensive,pass_miscommunication,miscontrol_aerial_won,bad_behaviour_card_id,bad_behaviour_card_name,clearance_right_foot,pass_technique_id,pass_technique_name,pass_through_ball,shot_one_on_one,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_committed_advantage,foul_won_advantage,pass_shot_assist,dribble_nutmeg,pass_outswinging,foul_committed_card_id,foul_committed_card_name,dribble_overrun,block_offensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_type_id,foul_committed_type_name,pass_cut_back,pass_inswinging,shot_aerial_won,foul_committed_offensive,pass_straight,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
86e1c781-97dd-4cce-8d8b-b409f7b39157,11,1,00:00:04.958,0,4,2,0.183375,17,Pressure,218,Real Betis,9,From Kick Off,221,Levante UD,,,"['8b71e604-014a-4f7e-a3e3-3e4a3ba46814', 'b8835e76-e549-4f42-8a78-0af23275b340']","[84.1, 45.4]",25134.0,Deyverson Brum Silva Acosta,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.958,1.1660000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.868900280564378
8b71e604-014a-4f7e-a3e3-3e4a3ba46814,12,1,00:00:05.119,0,5,2,3.253904,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['86e1c781-97dd-4cce-8d8b-b409f7b39157', '8d202caf-661d-4f24-90b6-4c00b2bcd41e']","[32.5, 31.7]",27349.0,Heiko Westermann,5.0,Left Center Back,6697.0,Daniel Ceballos Fernández,63.15853,0.4069708,3.0,High Pass,"[90.5, 56.7]",38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.119,0.1609999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.012112650781653467
8d202caf-661d-4f24-90b6-4c00b2bcd41e,13,1,00:00:08.373,0,8,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['8b71e604-014a-4f7e-a3e3-3e4a3ba46814'],"[90.5, 56.7]",6697.0,Daniel Ceballos Fernández,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.373,3.2539999999999996,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4814397282471232
f7fee844-9c99-40ab-9f5b-01c694de5e28,14,1,00:00:08.395,0,8,2,2.752291,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['751c921c-9fa4-4df4-9191-842b422c5335', 'fa032fba-f67b-421d-8214-591d0eed5f28']","[90.5, 56.7]",6697.0,Daniel Ceballos Fernández,19.0,Center Attacking Midfield,,,19.675873,-0.7422595,3.0,High Pass,"[105.0, 43.4]",,,,,,True,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.395,0.02200000000000024,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5733619424955702
751c921c-9fa4-4df4-9191-842b422c5335,15,1,00:00:08.395,0,8,2,0.0,4,Duel,218,Real Betis,9,From Kick Off,221,Levante UD,,,['f7fee844-9c99-40ab-9f5b-01c694de5e28'],"[29.6, 23.4]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,,True,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.395,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.32951825573019156
fa032fba-f67b-421d-8214-591d0eed5f28,16,1,00:00:11.148,0,11,3,0.0,23,Goal Keeper,221,Levante UD,8,From Keeper,221,Levante UD,,,['f7fee844-9c99-40ab-9f5b-01c694de5e28'],"[15.1, 36.7]",6730.0,Rubén Iván Martínez Andrade,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,27.0,Keeper Sweeper,47.0,Claim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.148,2.753,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2802690996176306
341abb65-b4b2-468e-8330-cc1ede83c171,17,1,00:00:11.148,0,11,3,8.917711,43,Carry,221,Levante UD,8,From Keeper,221,Levante UD,,,"['cf52d6e0-8953-42d4-ab57-5874ea344122', 'fa032fba-f67b-421d-8214-591d0eed5f28']","[15.1, 36.7]",6730.0,Rubén Iván Martínez Andrade,1.0,Goalkeeper,,,,,,,,,,,,"[16.4, 38.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.148,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2306227309565123
cf52d6e0-8953-42d4-ab57-5874ea344122,18,1,00:00:20.065,0,20,3,3.600472,30,Pass,221,Levante UD,8,From Keeper,221,Levante UD,,,['e1dfeecb-ba7a-46ff-a583-5887c04e630a'],"[16.4, 38.6]",6730.0,Rubén Iván Martínez Andrade,1.0,Goalkeeper,,,57.927025,-0.1472681,3.0,High Pass,"[73.7, 30.1]",68.0,Drop Kick,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.065,8.917000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8071039415602224
1e2967a3-3e82-49ed-9ab0-247297c2de23,19,1,00:00:23.666,0,23,3,0.0,4,Duel,221,Levante UD,8,From Keeper,221,Levante UD,,,['e1dfeecb-ba7a-46ff-a583-5887c04e630a'],"[73.7, 30.1]",25134.0,Deyverson Brum Silva Acosta,23.0,Center Forward,,,,,,,,,,,,,True,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.666,3.600999999999999,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.43124970750314673
e1dfeecb-ba7a-46ff-a583-5887c04e630a,20,1,00:00:23.666,0,23,3,0.0,9,Clearance,221,Levante UD,8,From Keeper,218,Real Betis,,,"['1e2967a3-3e82-49ed-9ab0-247297c2de23', 'cf52d6e0-8953-42d4-ab57-5874ea344122']","[46.4, 50.0]",6872.0,Bruno González Cabrera,3.0,Right Center Back,,,,,,,,,,,,,True,,,,,,,,,,True,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.666,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5877455134122779
e8d36bb8-baec-4543-8d18-9189fefaa807,21,1,00:00:25.695,0,25,3,0.0,2,Ball Recovery,221,Levante UD,8,From Keeper,221,Levante UD,,,,"[70.2, 12.9]",23943.0,Rubén García Santos,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.695,2.029,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3779486040917862
8d048f1e-9b61-400f-9d1a-b13926b13c08,22,1,00:00:25.736,0,25,3,0.0,6,Block,221,Levante UD,8,From Keeper,218,Real Betis,,,,"[52.0, 69.9]",27346.0,Petros Matheus dos Santos Araújo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.736,0.04100000000000037,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.19536266693400384
51180a66-9313-4b23-8c07-af70e00efd03,23,1,00:00:27.037,0,27,4,1.01889,30,Pass,218,Real Betis,1,Regular Play,218,Real Betis,,,['cb62aa39-501b-4f47-ac72-8feb3377d01e'],"[53.8, 74.5]",6651.0,Joaquín Sánchez Rodríguez,17.0,Right Wing,11634.0,Cristiano Piccini,9.992997,-2.8261712,3.0,High Pass,"[44.3, 71.4]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.037,1.3009999999999984,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3182728166131258
b284e651-68aa-4da6-8d9a-83d4b839cb8b,24,1,00:00:27.716,0,27,4,0.38707,17,Pressure,218,Real Betis,1,Regular Play,221,Levante UD,,,"['a0d316e6-581e-4012-9eea-1b72859110cb', 'cb62aa39-501b-4f47-ac72-8feb3377d01e']","[73.3, 9.9]",23943.0,Rubén García Santos,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.716,0.679000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6324732110733167
cb62aa39-501b-4f47-ac72-8feb3377d01e,25,1,00:00:28.056,0,28,4,,42,Ball Receipt*,218,Real Betis,1,Regular Play,218,Real Betis,,,"['51180a66-9313-4b23-8c07-af70e00efd03', 'b284e651-68aa-4da6-8d9a-83d4b839cb8b']","[44.3, 71.4]",11634.0,Cristiano Piccini,2.0,Right Back,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.056,0.33999999999999986,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.17310985175863602
a0d316e6-581e-4012-9eea-1b72859110cb,26,1,00:00:28.056,0,28,4,0.92844,30,Pass,218,Real Betis,1,Regular Play,218,Real Betis,,,"['b284e651-68aa-4da6-8d9a-83d4b839cb8b', 'd38cae68-d8fb-413f-8d14-2cf52c305510']","[44.3, 68.9]",11634.0,Cristiano Piccini,2.0,Right Back,6697.0,Daniel Ceballos Fernández,12.780063,-0.9241653,2.0,Low Pass,"[52.0, 58.7]",37.0,Head,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.056,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8878243940640631
d38cae68-d8fb-413f-8d14-2cf52c305510,27,1,00:00:28.984,0,28,4,,42,Ball Receipt*,218,Real Betis,1,Regular Play,218,Real Betis,,,['a0d316e6-581e-4012-9eea-1b72859110cb'],"[52.0, 58.7]",6697.0,Daniel Ceballos Fernández,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.984,0.9280000000000008,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7658126522322175
7626dae9-a6e0-4e11-98f9-d0809c47df82,28,1,00:00:28.984,0,28,4,0.828638,43,Carry,218,Real Betis,1,Regular Play,218,Real Betis,,,"['62898224-5d5d-4c62-ae78-75468ba742c1', '8885e000-a9c7-4979-b0cb-383d5ad5d580', 'd38cae68-d8fb-413f-8d14-2cf52c305510']","[52.0, 58.7]",6697.0,Daniel Ceballos Fernández,19.0,Center Attacking Midfield,,,,,,,,,,,,"[50.5, 59.0]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.984,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9759170009083363
62898224-5d5d-4c62-ae78-75468ba742c1,29,1,00:00:29.321,0,29,4,0.458395,17,Pressure,218,Real Betis,1,Regular Play,221,Levante UD,,,['7626dae9-a6e0-4e11-98f9-d0809c47df82'],"[68.4, 19.8]",6659.0,Víctor Camarasa Ferrando,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.321,0.33699999999999974,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.11820171184025852
