id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,foul_won_defensive,duel_type_id,duel_type_name,miscontrol_aerial_won,counterpress,ball_recovery_recovery_failure,pass_aerial_won,off_camera,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,interception_outcome_id,interception_outcome_name,pass_cross,out,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_left_foot,pass_switch,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,clearance_aerial_won,clearance_right_foot,foul_committed_advantage,foul_won_advantage,goalkeeper_end_location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_technique_id,pass_technique_name,pass_through_ball,shot_first_time,block_deflection,pass_cut_back,dribble_overrun,pass_outswinging,pass_goal_assist,shot_one_on_one,50_50_outcome_id,50_50_outcome_name,foul_committed_card_id,foul_committed_card_name,dribble_nutmeg,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
569ad7d9-7d24-4341-a3f4-936ffb0e4907,11,1,00:00:04.199,0,4,2,5.798338,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,['820fed08-4e3d-434e-a842-787495041826'],"[37.5, 38.1]",6702.0,David Rodríguez Lombán,5.0,Left Center Back,6847.0,Adalberto Peñaranda Maestre,75.502846,-0.4115004,3.0,High Pass,"[106.7, 7.9]",40.0,Right Foot,,,,77.0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.199,1.1549999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.1353571269926166
22ca3dc9-c4b3-46a9-b19e-4fc6385201e4,12,1,00:00:09.143,0,9,2,0.879476,17,Pressure,1049,Granada,9,From Kick Off,1049,Granada,,,['3cf651cd-88d5-4541-b2f7-6269dca65256'],"[103.3, 6.5]",6847.0,Adalberto Peñaranda Maestre,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.143,4.944000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.6641662342216228
820fed08-4e3d-434e-a842-787495041826,13,1,00:00:09.787,0,9,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['569ad7d9-7d24-4341-a3f4-936ffb0e4907'],"[90.3, 11.3]",6847.0,Adalberto Peñaranda Maestre,23.0,Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.787,0.6440000000000001,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3263431188294026
68543535-9ee8-4a4f-8b53-b678c09ce1ab,14,1,00:00:09.787,0,9,2,0.0,22,Foul Committed,1049,Granada,9,From Kick Off,1049,Granada,,,['3cf651cd-88d5-4541-b2f7-6269dca65256'],"[104.9, 8.2]",6847.0,Adalberto Peñaranda Maestre,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.787,0.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4272030489947395
3cf651cd-88d5-4541-b2f7-6269dca65256,15,1,00:00:09.787,0,9,2,0.0,21,Foul Won,1049,Granada,9,From Kick Off,221,Levante UD,,,"['22ca3dc9-c4b3-46a9-b19e-4fc6385201e4', '68543535-9ee8-4a4f-8b53-b678c09ce1ab']","[15.2, 71.9]",26012.0,David Navarro Pedrós,3.0,Right Center Back,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.787,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7144212604170929
593aa0d2-913f-4010-a2cf-3897fc49a5b4,16,1,00:00:36.916,0,36,3,2.095223,30,Pass,221,Levante UD,3,From Free Kick,221,Levante UD,,,['5536e4be-22fe-4937-b003-321c648395b0'],"[15.2, 72.2]",6730.0,Rubén Iván Martínez Andrade,1.0,Goalkeeper,6647.0,Zouhair Feddal,42.34572,-1.2087089,1.0,Ground Pass,"[30.2, 32.6]",40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.916,27.128999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.3619181989402037
5536e4be-22fe-4937-b003-321c648395b0,17,1,00:00:39.012,0,39,3,,42,Ball Receipt*,221,Levante UD,3,From Free Kick,221,Levante UD,,,['593aa0d2-913f-4010-a2cf-3897fc49a5b4'],"[30.2, 32.6]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.012,2.0960000000000036,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7144172535595984
b24b2a79-9786-4809-8bb9-0e08b4ebc4d2,18,1,00:00:39.012,0,39,3,4.663341,43,Carry,221,Levante UD,3,From Free Kick,221,Levante UD,,,"['0f637f56-d4cc-46db-8317-86587da0860f', '5536e4be-22fe-4937-b003-321c648395b0']","[30.2, 32.6]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,"[40.6, 21.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.012,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8570861101979041
0f637f56-d4cc-46db-8317-86587da0860f,19,1,00:00:43.675,0,43,3,1.999998,30,Pass,221,Levante UD,3,From Free Kick,221,Levante UD,,,['030af956-0207-4677-810e-5a32a5505ff0'],"[40.6, 21.5]",6647.0,Zouhair Feddal,5.0,Left Center Back,26012.0,David Navarro Pedrós,23.046474,1.9392163,1.0,Ground Pass,"[32.3, 43.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.675,4.662999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.6164559467768336
030af956-0207-4677-810e-5a32a5505ff0,20,1,00:00:45.675,0,45,3,,42,Ball Receipt*,221,Levante UD,3,From Free Kick,221,Levante UD,,,['0f637f56-d4cc-46db-8317-86587da0860f'],"[32.3, 43.0]",26012.0,David Navarro Pedrós,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.675,2.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9573719067923275
89da5ef1-0f80-4750-8585-0f8c705dd6b4,21,1,00:00:45.675,0,45,3,0.757005,43,Carry,221,Levante UD,3,From Free Kick,221,Levante UD,,,"['030af956-0207-4677-810e-5a32a5505ff0', '6f11e9d6-518b-4d1a-955a-106ad51869dd']","[32.3, 43.0]",26012.0,David Navarro Pedrós,3.0,Right Center Back,,,,,,,,,,,,"[33.4, 44.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.675,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.31753089662941536
6f11e9d6-518b-4d1a-955a-106ad51869dd,22,1,00:00:46.432,0,46,3,1.340862,30,Pass,221,Levante UD,3,From Free Kick,221,Levante UD,,,['11c4c445-ce24-464f-9994-8fd22c1f9215'],"[33.4, 44.7]",26012.0,David Navarro Pedrós,3.0,Right Center Back,6787.0,Pedro López Muñoz,29.24329,1.3606583,1.0,Ground Pass,"[39.5, 73.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.432,0.757000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.23309516364747285
11c4c445-ce24-464f-9994-8fd22c1f9215,23,1,00:00:47.773,0,47,3,,42,Ball Receipt*,221,Levante UD,3,From Free Kick,221,Levante UD,,,['6f11e9d6-518b-4d1a-955a-106ad51869dd'],"[39.5, 73.3]",6787.0,Pedro López Muñoz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.773,1.341000000000001,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.41035590780705034
126d770c-72ae-47fa-b6bc-5d88d9d94618,24,1,00:00:47.773,0,47,3,1.561813,43,Carry,221,Levante UD,3,From Free Kick,221,Levante UD,,,"['05565c35-e02d-4e05-acd1-65f2ab0a51cb', '11c4c445-ce24-464f-9994-8fd22c1f9215']","[39.5, 73.3]",6787.0,Pedro López Muñoz,2.0,Right Back,,,,,,,,,,,,"[35.8, 70.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.773,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22530694525238149
05565c35-e02d-4e05-acd1-65f2ab0a51cb,25,1,00:00:49.335,0,49,3,2.12759,30,Pass,221,Levante UD,3,From Free Kick,221,Levante UD,,,['faac67f8-bf22-443c-b598-613337187963'],"[35.8, 70.6]",6787.0,Pedro López Muñoz,2.0,Right Back,6730.0,Rubén Iván Martínez Andrade,38.921974,-2.3961732,1.0,Ground Pass,"[7.2, 44.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.335,1.5619999999999976,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.305922312238852
faac67f8-bf22-443c-b598-613337187963,26,1,00:00:51.462,0,51,3,,42,Ball Receipt*,221,Levante UD,3,From Free Kick,221,Levante UD,,,['05565c35-e02d-4e05-acd1-65f2ab0a51cb'],"[7.2, 44.2]",6730.0,Rubén Iván Martínez Andrade,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.462,2.1270000000000024,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.46632498642949083
6324692b-77ed-4e5e-bc01-91047db739b8,27,1,00:00:51.462,0,51,3,3.383492,30,Pass,221,Levante UD,3,From Free Kick,221,Levante UD,,,['5e7be757-6b42-4c5e-841a-86f4f544f96f'],"[7.6, 44.2]",6730.0,Rubén Iván Martínez Andrade,1.0,Goalkeeper,25134.0,Deyverson Brum Silva Acosta,49.370537,-0.08314123,3.0,High Pass,"[56.8, 40.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.462,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.07622767450682
5e7be757-6b42-4c5e-841a-86f4f544f96f,28,1,00:00:54.846,0,54,3,,42,Ball Receipt*,221,Levante UD,3,From Free Kick,221,Levante UD,,,['6324692b-77ed-4e5e-bc01-91047db739b8'],"[56.8, 40.1]",25134.0,Deyverson Brum Silva Acosta,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.846,3.3839999999999932,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10930949060253192
97c30663-e6b9-4678-a505-54ff9f1f9d02,29,1,00:00:54.846,0,54,3,2.354867,30,Pass,221,Levante UD,3,From Free Kick,221,Levante UD,,,['47b70323-870c-4e09-8b73-80d6dcfc6347'],"[56.8, 40.1]",25134.0,Deyverson Brum Silva Acosta,23.0,Center Forward,6659.0,Víctor Camarasa Ferrando,7.392564,-0.52417964,3.0,High Pass,"[63.2, 36.4]",37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.846,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.4316914727409572
