id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,under_pressure,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,out,clearance_right_foot,pass_outswinging,pass_technique_id,pass_technique_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_first_time,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,counterpress,pass_aerial_won,interception_outcome_id,interception_outcome_name,pass_switch,clearance_left_foot,pass_cross,foul_won_defensive,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,goalkeeper_end_location,ball_recovery_recovery_failure,miscontrol_aerial_won,foul_committed_advantage,foul_won_advantage,shot_aerial_won,pass_inswinging,foul_committed_card_id,foul_committed_card_name,pass_through_ball,foul_committed_type_id,foul_committed_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_goal_assist,pass_no_touch,shot_one_on_one,dribble_nutmeg,dribble_overrun,pass_cut_back,foul_committed_offensive,pass_miscommunication,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
25c8cb17-b048-41b1-858e-da135fc2eaa5,678,1,00:19:03.777,19,3,54,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['191c9d3a-378b-4d17-bf3f-33f52569ad36'],,"[70.9, 74.0]",6679.0,Aritz Elustondo Irribaria,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.777,0.706000000000131,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.055461704636211584
912cb12d-235e-4bf0-9af8-ebce06d89d68,679,1,00:19:03.777,19,3,54,2.810261,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['50306218-69b6-44ec-bf3c-b6c445152002', 'b2ca4999-6553-4030-b099-42eb93c81c16']",,"[70.4, 72.6]",6679.0,Aritz Elustondo Irribaria,2.0,Right Back,6669.0,David Zurutuza Veillet,24.012705,-0.2914568,1.0,Ground Pass,"[93.4, 65.7]",,,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.777,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6238821961954163
b2ca4999-6553-4030-b099-42eb93c81c16,680,1,00:19:06.587,19,6,54,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['912cb12d-235e-4bf0-9af8-ebce06d89d68'],,"[87.9, 66.2]",6669.0,David Zurutuza Veillet,21.0,Left Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.587,2.8099999999999454,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.15514718681538497
50306218-69b6-44ec-bf3c-b6c445152002,681,1,00:19:06.587,19,6,54,1.42885,30,Pass,210,Real Sociedad,1,Regular Play,360,Rayo Vallecano,,,"['912cb12d-235e-4bf0-9af8-ebce06d89d68', 'bfcc0a72-b1d1-4493-8757-eda98de2f275']",,"[26.7, 14.4]",18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,24255.0,Juan Carlos Martín Corral,24.965776,2.3760219,1.0,Ground Pass,"[8.7, 31.7]",64.0,Interception,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.587,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9779797221973043
bfcc0a72-b1d1-4493-8757-eda98de2f275,682,1,00:19:08.016,19,8,54,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,360,Rayo Vallecano,,,['50306218-69b6-44ec-bf3c-b6c445152002'],,"[8.7, 31.7]",24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.016,1.4290000000000873,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.28482195226861284
5ce024fa-85ca-4a07-a875-8beb34f39001,683,1,00:19:08.016,19,8,54,2.27618,43,Carry,210,Real Sociedad,1,Regular Play,360,Rayo Vallecano,,,"['50976efe-01ea-41cb-9b6f-d91d5bc58dae', '50fa414c-a1cf-4852-a705-8f3128feea44', 'bfcc0a72-b1d1-4493-8757-eda98de2f275']",,"[8.7, 31.7]",24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,,,,,,,,,,,,True,"[8.7, 37.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.016,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.17119804800032434
50fa414c-a1cf-4852-a705-8f3128feea44,684,1,00:19:08.524,19,8,54,1.789368,17,Pressure,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['50976efe-01ea-41cb-9b6f-d91d5bc58dae', '5ce024fa-85ca-4a07-a875-8beb34f39001']",,"[108.7, 51.7]",6669.0,David Zurutuza Veillet,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.524,0.5079999999998108,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.17793386581681503
50976efe-01ea-41cb-9b6f-d91d5bc58dae,685,1,00:19:10.292,19,10,54,3.945852,30,Pass,210,Real Sociedad,1,Regular Play,360,Rayo Vallecano,,,"['4ffd130c-c13e-4f24-9678-5a1583145caf', '50fa414c-a1cf-4852-a705-8f3128feea44']",,"[8.7, 37.4]",24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,,,55.901432,0.007155513,3.0,High Pass,"[64.6, 37.8]",,,40.0,Right Foot,True,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.292,1.768000000000029,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.02745837859968847
adcf60f2-e873-4540-90b3-7be5f71453e7,686,1,00:19:14.238,19,14,54,0.0,4,Duel,210,Real Sociedad,1,Regular Play,360,Rayo Vallecano,,,['4ffd130c-c13e-4f24-9678-5a1583145caf'],,"[64.6, 37.8]",26685.0,Nicolás Ladislao Fedor Flores,23.0,Center Forward,,,,,,,,,,,,True,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154.238,3.94600000000014,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6690685370360193
4ffd130c-c13e-4f24-9678-5a1583145caf,687,1,00:19:14.238,19,14,54,0.0,9,Clearance,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['50976efe-01ea-41cb-9b6f-d91d5bc58dae', 'adcf60f2-e873-4540-90b3-7be5f71453e7']",,"[55.5, 42.3]",16539.0,Diego Antonio Reyes Rosales,5.0,Left Center Back,,,,,,,,,,,,True,,,,,,,,True,True,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154.238,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6695318797335214
12a7c8d1-617e-4946-9a36-63c94386b2b9,688,1,00:19:14.345,19,14,54,0.0,6,Block,210,Real Sociedad,1,Regular Play,360,Rayo Vallecano,,,,,"[64.1, 36.4]",26685.0,Nicolás Ladislao Fedor Flores,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154.345,0.1069999999999709,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8445093037744541
e0688a7c-5333-46be-b964-d6cf7a13badd,689,1,00:19:15.772,19,15,54,0.77414,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['ca540be1-0fc5-418e-ad97-b00bceef7628'],,"[62.0, 45.3]",6671.0,Asier Illarramendi Andonegi,9.0,Right Defensive Midfield,6770.0,Esteban Félix Granero Molina,3.8013155,2.6779451,2.0,Low Pass,"[58.6, 47.0]",66.0,Recovery,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155.772,1.4269999999999072,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8650950174855515
ca540be1-0fc5-418e-ad97-b00bceef7628,690,1,00:19:16.546,19,16,54,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['e0688a7c-5333-46be-b964-d6cf7a13badd'],,"[58.6, 47.0]",6770.0,Esteban Félix Granero Molina,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156.546,0.7740000000001146,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09879421384926756
d150d12c-7bc7-4509-8994-e9ade0d0f9fa,691,1,00:19:16.546,19,16,54,1.768428,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['4b9a5afb-84db-4440-9426-9c09918cb1d6', 'ca540be1-0fc5-418e-ad97-b00bceef7628']",,"[58.6, 47.0]",6770.0,Esteban Félix Granero Molina,11.0,Left Defensive Midfield,,,,,,,,,,,,,"[57.9, 48.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156.546,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.19360768926188654
4b9a5afb-84db-4440-9426-9c09918cb1d6,692,1,00:19:18.314,19,18,54,1.73421,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['cbc60a8c-918e-4222-b1e6-00ccdb2649d9'],,"[57.9, 48.9]",6770.0,Esteban Félix Granero Molina,11.0,Left Defensive Midfield,6679.0,Aritz Elustondo Irribaria,17.64001,2.1666603,1.0,Ground Pass,"[48.0, 63.5]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158.314,1.768000000000029,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.23101326874804384
cbc60a8c-918e-4222-b1e6-00ccdb2649d9,693,1,00:19:20.048,19,20,54,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['4b9a5afb-84db-4440-9426-9c09918cb1d6'],,"[48.0, 63.5]",6679.0,Aritz Elustondo Irribaria,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.048,1.7339999999999236,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09065276317826299
68c9bad0-b4a7-495c-98a5-5ceda4f06415,694,1,00:19:20.048,19,20,54,0.250007,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['323efa37-8f30-44cb-af43-e30ead93ed0f', 'cbc60a8c-918e-4222-b1e6-00ccdb2649d9']",,"[48.0, 63.5]",6679.0,Aritz Elustondo Irribaria,2.0,Right Back,,,,,,,,,,,,,"[47.3, 62.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.048,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5526054695638138
323efa37-8f30-44cb-af43-e30ead93ed0f,695,1,00:19:20.298,19,20,54,0.928202,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['108943a6-b138-4c05-9984-cd22f61d7c00'],,"[47.3, 62.9]",6679.0,Aritz Elustondo Irribaria,2.0,Right Back,6770.0,Esteban Félix Granero Molina,5.8898215,-0.7012599,1.0,Ground Pass,"[51.8, 59.1]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.298,0.25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7707150871899862
108943a6-b138-4c05-9984-cd22f61d7c00,696,1,00:19:21.227,19,21,54,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['323efa37-8f30-44cb-af43-e30ead93ed0f'],,"[51.8, 59.1]",6770.0,Esteban Félix Granero Molina,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161.227,0.9290000000000873,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6515451423964453
8f523336-1fcc-48f7-b131-e7399b203bcf,697,1,00:19:21.227,19,21,54,1.392928,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['108943a6-b138-4c05-9984-cd22f61d7c00', '5ee1949c-5fba-4bec-84be-a442608de06e']",,"[51.8, 59.1]",6770.0,Esteban Félix Granero Molina,11.0,Left Defensive Midfield,,,,,,,,,,,,,"[45.9, 56.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161.227,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.11046440792614232
5ee1949c-5fba-4bec-84be-a442608de06e,698,1,00:19:22.619,19,22,54,0.968547,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['3c7620ac-5161-426e-88a5-3479d90de558'],,"[45.9, 56.0]",6770.0,Esteban Félix Granero Molina,11.0,Left Defensive Midfield,6685.0,Mikel Oyarzabal Ugarte,12.946815,-0.6759472,1.0,Ground Pass,"[56.0, 47.9]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162.619,1.3919999999998254,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3902063829853091
3c7620ac-5161-426e-88a5-3479d90de558,699,1,00:19:23.588,19,23,54,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['5ee1949c-5fba-4bec-84be-a442608de06e'],,"[56.0, 47.9]",6685.0,Mikel Oyarzabal Ugarte,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.588,0.9690000000000509,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.06025484374771073
75ac4c42-db9e-4725-a2e3-b21ffc1de72d,700,1,00:19:23.588,19,23,54,1.006961,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['3c7620ac-5161-426e-88a5-3479d90de558', '9d66150f-99f1-4ae1-942e-cb18bc1856d1']",,"[56.0, 47.9]",6685.0,Mikel Oyarzabal Ugarte,19.0,Center Attacking Midfield,,,,,,,,,,,,,"[57.9, 47.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.588,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6438437737553802
9d66150f-99f1-4ae1-942e-cb18bc1856d1,701,1,00:19:24.595,19,24,54,0.811375,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['0f18651d-e327-4a43-8ad8-b1a5df5bb1b9'],,"[57.9, 47.3]",6685.0,Mikel Oyarzabal Ugarte,19.0,Center Attacking Midfield,6671.0,Asier Illarramendi Andonegi,10.151355,1.9018924,1.0,Ground Pass,"[54.6, 56.9]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164.595,1.0070000000000618,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.09426270000099801
0f18651d-e327-4a43-8ad8-b1a5df5bb1b9,702,1,00:19:25.406,19,25,54,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['9d66150f-99f1-4ae1-942e-cb18bc1856d1'],,"[54.6, 56.9]",6671.0,Asier Illarramendi Andonegi,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165.406,0.8109999999999218,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5368816113141007
cc0ebeec-ac7b-4f4d-84d9-2ca284fcbfb3,703,1,00:19:25.406,19,25,54,2.014314,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['0f18651d-e327-4a43-8ad8-b1a5df5bb1b9', '40561860-8b14-4dd3-b8cc-c2fec85beb41']",,"[54.6, 56.9]",6671.0,Asier Illarramendi Andonegi,9.0,Right Defensive Midfield,,,,,,,,,,,,,"[54.6, 60.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165.406,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4196521278898371
40561860-8b14-4dd3-b8cc-c2fec85beb41,704,1,00:19:27.421,19,27,54,1.910747,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['cbaa6507-317b-4197-8e23-0df1e6d27371'],,"[54.6, 60.3]",6671.0,Asier Illarramendi Andonegi,9.0,Right Defensive Midfield,16539.0,Diego Antonio Reyes Rosales,29.689224,-1.6483432,1.0,Ground Pass,"[52.3, 30.7]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167.421,2.0150000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5503489485398596
cbaa6507-317b-4197-8e23-0df1e6d27371,705,1,00:19:29.331,19,29,54,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['40561860-8b14-4dd3-b8cc-c2fec85beb41'],,"[52.3, 30.7]",16539.0,Diego Antonio Reyes Rosales,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169.331,1.9099999999998545,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.16924744220313803
1e89d79d-ae65-45ef-9bcf-1209e5059046,706,1,00:19:29.331,19,29,54,1.041494,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['60dd072c-82b4-4f22-ae4d-79ca009b5702', 'cbaa6507-317b-4197-8e23-0df1e6d27371']",,"[52.3, 30.7]",16539.0,Diego Antonio Reyes Rosales,5.0,Left Center Back,,,,,,,,,,,,,"[56.0, 26.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169.331,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6702724360927227
60dd072c-82b4-4f22-ae4d-79ca009b5702,707,1,00:19:30.373,19,30,54,0.534207,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['88ef6479-5f5c-4eaa-b819-ee0708c8e1d9', 'bf42832d-6428-49d7-9b16-817700839c59']",,"[56.0, 26.6]",16539.0,Diego Antonio Reyes Rosales,5.0,Left Center Back,6669.0,David Zurutuza Veillet,18.249657,-0.5864828,1.0,Ground Pass,"[71.2, 16.5]",,,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.373,1.0420000000001437,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2592783031976419
88ef6479-5f5c-4eaa-b819-ee0708c8e1d9,708,1,00:19:30.907,19,30,54,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['60dd072c-82b4-4f22-ae4d-79ca009b5702'],,"[73.7, 12.0]",6669.0,David Zurutuza Veillet,21.0,Left Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.907,0.5339999999998781,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.588733184774964
bf42832d-6428-49d7-9b16-817700839c59,709,1,00:19:30.907,19,30,55,0.0,10,Interception,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['60dd072c-82b4-4f22-ae4d-79ca009b5702'],,"[48.9, 63.6]",11539.0,Adrián Embarba Blázquez,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.907,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8685257340182976
1917cd4e-0de4-4811-8b7e-ecd39e43b578,710,1,00:19:30.907,19,30,55,1.415517,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['56f01ad3-8481-470a-80d4-1cbeae8c92a9', 'bf42832d-6428-49d7-9b16-817700839c59']",,"[48.9, 63.6]",11539.0,Adrián Embarba Blázquez,17.0,Right Wing,,,,,,,,,,,,,"[50.9, 60.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.907,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.19369672217608536
56f01ad3-8481-470a-80d4-1cbeae8c92a9,711,1,00:19:32.323,19,32,55,0.857713,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['4cc14ebc-db3e-44f5-a691-99086d6ee87e'],,"[50.9, 60.6]",11539.0,Adrián Embarba Blázquez,17.0,Right Wing,6852.0,Jozabed Sánchez Ruiz,18.324028,-1.2887485,1.0,Ground Pass,"[56.0, 43.0]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172.323,1.4160000000001673,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6672862532541471
4cc14ebc-db3e-44f5-a691-99086d6ee87e,712,1,00:19:33.180,19,33,55,,42,Ball Receipt*,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['56f01ad3-8481-470a-80d4-1cbeae8c92a9'],,"[56.0, 43.0]",6852.0,Jozabed Sánchez Ruiz,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.18,0.8569999999999709,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7209238377489824
63e65ba8-d7be-4dd6-a2c5-9e402a17f035,713,1,00:19:33.180,19,33,55,4.340794,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['4cc14ebc-db3e-44f5-a691-99086d6ee87e', '965cd257-f5e0-40ce-821a-a3069bef7ba2']",,"[56.0, 43.0]",6852.0,Jozabed Sánchez Ruiz,13.0,Right Center Midfield,,,,,,,,,,,,,"[63.6, 55.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.18,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2779703539443884
