id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,under_pressure,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,out,clearance_right_foot,pass_outswinging,pass_technique_id,pass_technique_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_first_time,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,counterpress,pass_aerial_won,interception_outcome_id,interception_outcome_name,pass_switch,clearance_left_foot,pass_cross,foul_won_defensive,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,goalkeeper_end_location,ball_recovery_recovery_failure,miscontrol_aerial_won,foul_committed_advantage,foul_won_advantage,shot_aerial_won,pass_inswinging,foul_committed_card_id,foul_committed_card_name,pass_through_ball,foul_committed_type_id,foul_committed_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_goal_assist,pass_no_touch,shot_one_on_one,dribble_nutmeg,dribble_overrun,pass_cut_back,foul_committed_offensive,pass_miscommunication,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
020116da-6859-4836-90a7-6aea1290673f,11,1,00:00:04.969,0,4,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['5803c2eb-77e3-4447-b0a6-0c7dd21ad54a'],,"[68.8, 55.1]",11539.0,Adrián Embarba Blázquez,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.969,0.4090000000000007,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2097545478751719
adfbab60-d39d-4715-b8de-05bfc0827523,12,1,00:00:04.969,0,4,2,0.846575,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['1e5032eb-5192-490c-bdf5-be40841bc22f'],,"[69.7, 55.1]",11539.0,Adrián Embarba Blázquez,17.0,Right Wing,26685.0,Nicolás Ladislao Fedor Flores,8.930845,-0.97658265,1.0,Ground Pass,"[74.7, 47.7]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.969,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9833215976369276
1e5032eb-5192-490c-bdf5-be40841bc22f,13,1,00:00:05.816,0,5,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['adfbab60-d39d-4715-b8de-05bfc0827523'],,"[74.7, 47.7]",26685.0,Nicolás Ladislao Fedor Flores,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.816,0.8469999999999995,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4016530914821612
4d4b1029-f3f2-4fde-9cad-acfe049e0a78,14,1,00:00:05.816,0,5,2,3.887911,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['1e5032eb-5192-490c-bdf5-be40841bc22f', '9a6c4f89-83fa-4747-a035-615e477759d5', 'd807b98c-6322-43bb-bd13-3927daa4a21f']",,"[74.7, 47.7]",26685.0,Nicolás Ladislao Fedor Flores,23.0,Center Forward,,,,,,,,,,,,True,"[106.4, 55.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.816,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.27407498396671637
d807b98c-6322-43bb-bd13-3927daa4a21f,15,1,00:00:07.730,0,7,2,2.151901,17,Pressure,360,Rayo Vallecano,9,From Kick Off,210,Real Sociedad,,,"['4d4b1029-f3f2-4fde-9cad-acfe049e0a78', '9a6c4f89-83fa-4747-a035-615e477759d5']",,"[27.2, 25.5]",16539.0,Diego Antonio Reyes Rosales,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.73,1.9140000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.780754278534317
9a6c4f89-83fa-4747-a035-615e477759d5,16,1,00:00:09.704,0,9,2,1.359154,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['c1dea690-9d29-406e-a3fc-a948a9a2af4a', 'd807b98c-6322-43bb-bd13-3927daa4a21f']",,"[106.4, 55.4]",26685.0,Nicolás Ladislao Fedor Flores,23.0,Center Forward,,,18.882797,-1.0739856,2.0,Low Pass,"[115.4, 38.8]",,,40.0,Right Foot,True,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.704,1.9740000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9519328397883439
c1dea690-9d29-406e-a3fc-a948a9a2af4a,17,1,00:00:11.063,0,11,3,0.0,2,Ball Recovery,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['9a6c4f89-83fa-4747-a035-615e477759d5'],,"[4.7, 41.3]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.063,1.359,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5950042654445316
5dede398-535d-4ade-b3a9-9881cfcce1a4,18,1,00:00:11.063,0,11,3,11.365272,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['8f9d9a07-6134-4ed0-9b5d-c2f5ac3431ab', 'c1dea690-9d29-406e-a3fc-a948a9a2af4a', 'db79f837-1643-4f3d-926c-89d46ec10394']",,"[4.7, 41.3]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,,,,,,,,,,,,True,"[12.7, 45.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.063,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3605328165318443
db79f837-1643-4f3d-926c-89d46ec10394,19,1,00:00:21.782,0,21,3,0.572889,17,Pressure,210,Real Sociedad,1,Regular Play,360,Rayo Vallecano,,,['5dede398-535d-4ade-b3a9-9881cfcce1a4'],,"[108.1, 30.7]",26685.0,Nicolás Ladislao Fedor Flores,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.782,10.719,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.2695454629297007
8f9d9a07-6134-4ed0-9b5d-c2f5ac3431ab,20,1,00:00:22.428,0,22,3,2.481774,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['70189a32-2b44-416e-a323-92ef5af1bdd8'],,"[12.7, 45.4]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,6690.0,Xabier Prieto Argarate,54.3324,0.42495194,3.0,High Pass,"[62.2, 67.8]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.428,0.6460000000000008,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8431842204215307
70189a32-2b44-416e-a323-92ef5af1bdd8,21,1,00:00:24.910,0,24,3,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['8f9d9a07-6134-4ed0-9b5d-c2f5ac3431ab'],,"[62.2, 67.8]",6690.0,Xabier Prieto Argarate,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.91,2.4819999999999993,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5703006683794647
a2ce4c97-7ab4-44ba-9499-9fbe11a7a1b2,22,1,00:00:24.910,0,24,3,0.039999,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['70189a32-2b44-416e-a323-92ef5af1bdd8', '760a8c73-295e-498f-a254-6103b072e70a']",,"[62.2, 67.8]",6690.0,Xabier Prieto Argarate,17.0,Right Wing,,,,,,,,,,,,,"[62.2, 67.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.91,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2372770127529581
760a8c73-295e-498f-a254-6103b072e70a,23,1,00:00:24.950,0,24,3,1.052003,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['06e36d51-43d7-4c7f-b55a-32d9b8265f67'],,"[62.2, 67.1]",6690.0,Xabier Prieto Argarate,17.0,Right Wing,6671.0,Asier Illarramendi Andonegi,6.6370173,-3.035927,1.0,Ground Pass,"[55.6, 66.4]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.95,0.03999999999999915,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3368417756183354
bac36e0f-0913-4c23-add7-e78e435f19b4,24,1,00:00:25.583,0,25,3,0.59592,17,Pressure,210,Real Sociedad,1,Regular Play,360,Rayo Vallecano,,,"['06e36d51-43d7-4c7f-b55a-32d9b8265f67', '77c2c13d-edcb-4bc8-9dcf-256f21e41e0f', 'f7ce2a3c-eded-4db6-aa48-bbc6fbd0bf3e']",,"[64.5, 11.3]",7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.583,0.6329999999999991,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9331078115568381
06e36d51-43d7-4c7f-b55a-32d9b8265f67,25,1,00:00:26.002,0,26,3,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['760a8c73-295e-498f-a254-6103b072e70a', 'bac36e0f-0913-4c23-add7-e78e435f19b4']",,"[55.6, 66.4]",6671.0,Asier Illarramendi Andonegi,9.0,Right Defensive Midfield,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.002,0.4190000000000005,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4813508323204746
f7ce2a3c-eded-4db6-aa48-bbc6fbd0bf3e,26,1,00:00:26.002,0,26,3,0.04,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['06e36d51-43d7-4c7f-b55a-32d9b8265f67', '77c2c13d-edcb-4bc8-9dcf-256f21e41e0f', 'bac36e0f-0913-4c23-add7-e78e435f19b4']",,"[55.6, 66.4]",6671.0,Asier Illarramendi Andonegi,9.0,Right Defensive Midfield,,,,,,,,,,,,True,"[55.8, 66.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.002,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.48203264026246395
77c2c13d-edcb-4bc8-9dcf-256f21e41e0f,27,1,00:00:26.042,0,26,3,0.520044,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['bac36e0f-0913-4c23-add7-e78e435f19b4', 'e270af44-7e76-45ca-809d-fec5d66bca15']",,"[55.8, 66.6]",6671.0,Asier Illarramendi Andonegi,9.0,Right Defensive Midfield,6690.0,Xabier Prieto Argarate,6.2968245,0.35691193,1.0,Ground Pass,"[61.7, 68.8]",,,40.0,Right Foot,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.042,0.0400000000000027,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.30363485010162083
6f55b78c-7ed4-4fda-9ecb-09198dc33b93,28,1,00:00:26.449,0,26,3,0.322258,17,Pressure,210,Real Sociedad,1,Regular Play,360,Rayo Vallecano,,,"['d5565d98-bb7a-4852-b341-05ca0413a873', 'e270af44-7e76-45ca-809d-fec5d66bca15']",,"[54.9, 13.0]",6914.0,Roberto Román Triguero,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.449,0.40700000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.2646337854467432
e270af44-7e76-45ca-809d-fec5d66bca15,29,1,00:00:26.562,0,26,3,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['6f55b78c-7ed4-4fda-9ecb-09198dc33b93', '77c2c13d-edcb-4bc8-9dcf-256f21e41e0f']",,"[61.7, 68.8]",6690.0,Xabier Prieto Argarate,17.0,Right Wing,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.562,0.11299999999999955,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6608881017708951
