id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,out,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_aerial_won,clearance_left_foot,interception_outcome_id,interception_outcome_name,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,foul_committed_advantage,foul_won_advantage,pass_switch,pass_deflected,block_deflection,pass_cross,counterpress,dribble_overrun,clearance_right_foot,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,duel_outcome_id,duel_outcome_name,ball_recovery_recovery_failure,shot_open_goal,shot_aerial_won,pass_shot_assist,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_inswinging,pass_technique_id,pass_technique_name,foul_won_defensive,goalkeeper_end_location,shot_first_time,pass_through_ball,dribble_nutmeg,goalkeeper_punched_out,shot_saved_to_post,goalkeeper_shot_saved_to_post,foul_committed_card_id,foul_committed_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_type_id,foul_committed_type_name,pass_miscommunication,miscontrol_aerial_won,pass_outswinging,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
7fe89b9a-e479-442a-bc08-7d3da1843986,11,1,00:00:02.946,0,2,2,0.82866,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['dbf42f89-3693-41bc-a91b-7d424577875f'],,"[48.2, 45.1]",6733.0,Pedro Mosquera Parada,9.0,Right Defensive Midfield,5582.0,Celso Borges Mora,13.514807,-1.7493262,1.0,Ground Pass,"[45.8, 31.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.946,0.17900000000000027,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8832415164001354
dbf42f89-3693-41bc-a91b-7d424577875f,12,1,00:00:03.775,0,3,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['7fe89b9a-e479-442a-bc08-7d3da1843986'],,"[45.8, 31.8]",5582.0,Celso Borges Mora,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.775,0.8289999999999997,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23797273669997487
5a585f7e-72f7-4435-9d10-38f3968d12a0,13,1,00:00:03.775,0,3,2,0.45677,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['93eeceb5-995e-420d-816d-7b4cd423eda5', 'dbf42f89-3693-41bc-a91b-7d424577875f']",,"[45.8, 31.8]",5582.0,Celso Borges Mora,11.0,Left Defensive Midfield,,,,,,,,,,,,"[45.2, 31.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.775,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.47047554329551966
93eeceb5-995e-420d-816d-7b4cd423eda5,14,1,00:00:04.232,0,4,2,2.748088,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['d60c05d4-adaa-4f58-8895-2c00975d4638'],,"[45.2, 31.8]",5582.0,Celso Borges Mora,11.0,Left Defensive Midfield,6869.0,Alejandro Arribas Garrido,31.538706,2.1139348,1.0,Ground Pass,"[28.9, 58.8]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.232,0.4570000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8979151212658601
d60c05d4-adaa-4f58-8895-2c00975d4638,15,1,00:00:06.980,0,6,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['93eeceb5-995e-420d-816d-7b4cd423eda5'],,"[28.9, 58.8]",6869.0,Alejandro Arribas Garrido,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.98,2.748,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7372070365062071
6331fce4-6fa9-4de7-8347-a6b575bb67d6,16,1,00:00:06.980,0,6,2,0.958898,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['898187e7-7ecc-45f6-92ec-67ec4a0816c2'],,"[28.9, 59.0]",6869.0,Alejandro Arribas Garrido,3.0,Right Center Back,23800.0,Laureano Sanabria Ruiz,12.790622,1.3979357,1.0,Ground Pass,"[31.1, 71.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.98,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6831755661876405
898187e7-7ecc-45f6-92ec-67ec4a0816c2,17,1,00:00:07.939,0,7,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['6331fce4-6fa9-4de7-8347-a6b575bb67d6'],,"[31.1, 71.6]",23800.0,Laureano Sanabria Ruiz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.939,0.9589999999999996,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9177054247132703
9c814fec-5e36-49a2-aa47-8daa3399a52c,18,1,00:00:07.939,0,7,2,1.677452,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['683e35f5-8575-4426-82b5-ec7a2068b74a', '898187e7-7ecc-45f6-92ec-67ec4a0816c2']",,"[31.1, 71.6]",23800.0,Laureano Sanabria Ruiz,2.0,Right Back,,,,,,,,,,,,"[32.4, 72.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.939,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.40807513631185277
683e35f5-8575-4426-82b5-ec7a2068b74a,19,1,00:00:09.616,0,9,2,1.341796,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['15d538d0-1319-44d9-984f-3f993d23db9b'],,"[32.4, 72.4]",23800.0,Laureano Sanabria Ruiz,2.0,Right Back,6733.0,Pedro Mosquera Parada,28.717241,-0.2534244,3.0,High Pass,"[60.2, 65.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.616,1.6769999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.15912775831916237
15d538d0-1319-44d9-984f-3f993d23db9b,20,1,00:00:10.958,0,10,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['683e35f5-8575-4426-82b5-ec7a2068b74a'],,"[60.2, 65.2]",6733.0,Pedro Mosquera Parada,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.958,1.3420000000000005,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25116863943190315
6cb4a00a-05f0-4da6-b933-ba46e8120877,21,1,00:00:10.958,0,10,2,1.429377,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['5d0953db-adf0-4032-997a-298371bfb05c', '85f0de8a-e69b-4dc5-a322-c205b196e21f']",,"[60.2, 65.2]",6733.0,Pedro Mosquera Parada,9.0,Right Defensive Midfield,6732.0,Lucas Pérez Martínez,14.684005,-0.2829769,3.0,High Pass,"[74.3, 61.1]",37.0,Head,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.958,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.23524249486547677
85f0de8a-e69b-4dc5-a322-c205b196e21f,22,1,00:00:12.387,0,12,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['6cb4a00a-05f0-4da6-b933-ba46e8120877'],,"[73.9, 61.5]",6732.0,Lucas Pérez Martínez,23.0,Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.387,1.4290000000000003,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9617758808885241
6c0bbfe9-e854-4297-a023-e92d12fedd2e,23,1,00:00:12.387,0,12,2,0.0,4,Duel,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['5d0953db-adf0-4032-997a-298371bfb05c'],,"[74.3, 61.1]",6732.0,Lucas Pérez Martínez,23.0,Center Forward,,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.387,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8253159997830349
5d0953db-adf0-4032-997a-298371bfb05c,24,1,00:00:12.387,0,12,2,0.0,9,Clearance,219,RC Deportivo La Coruña,9,From Kick Off,1041,Sporting Gijón,,,"['6c0bbfe9-e854-4297-a023-e92d12fedd2e', '6cb4a00a-05f0-4da6-b933-ba46e8120877']",,"[45.8, 19.0]",6573.0,Bernardo José Espinosa Zúñiga,3.0,Right Center Back,,,,,,,,,,,,,,,,,True,,,True,True,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.387,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03621943792674165
