id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,off_camera,carry_end_location,out,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,under_pressure,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,counterpress,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,clearance_right_foot,dribble_outcome_id,dribble_outcome_name,pass_aerial_won,pass_technique_id,pass_technique_name,pass_inswinging,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,pass_switch,duel_outcome_id,duel_outcome_name,foul_committed_advantage,foul_won_advantage,pass_cross,dribble_overrun,ball_recovery_recovery_failure,miscontrol_aerial_won,pass_outswinging,foul_won_defensive,shot_statsbomb_xg,shot_end_location,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,goalkeeper_end_location,foul_committed_offensive,foul_committed_card_id,foul_committed_card_name,pass_miscommunication,pass_deflected,shot_first_time,pass_cut_back,block_deflection,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_other,pass_through_ball,goalkeeper_body_part_id,goalkeeper_body_part_name,dribble_nutmeg,pass_no_touch,shot_deflected,foul_committed_type_id,foul_committed_type_name,player_off_permanent,pass_goal_assist,shot_open_goal,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
fcb54067-97ca-44ab-8972-28b6cd5f5fbc,11,1,00:00:04.456,0,4,2,1.070149,43,Carry,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['c85c446e-5b64-4538-87d4-76af2ce36773', 'eacf5520-bfb4-4150-8b8a-e84808684ab6']","[50.8, 15.7]",6381.0,Saúl Ñíguez Esclapez,15.0,Left Center Midfield,,,,,,,,,,,,,"[52.2, 15.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.456,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23010387554320189
eacf5520-bfb4-4150-8b8a-e84808684ab6,12,1,00:00:05.526,0,5,2,0.910081,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['625b68a7-ea3a-419a-9c1c-8347a50dec4b'],"[52.2, 15.5]",6381.0,Saúl Ñíguez Esclapez,15.0,Left Center Midfield,5199.0,Jorge Resurrección Merodio,21.65664,0.12034585,1.0,Ground Pass,"[73.7, 18.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.526,1.0699999999999994,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.1941531444020096
ef6f99cd-1246-48ca-b927-42c5d3705329,13,1,00:00:06.238,0,6,2,0.058688,17,Pressure,212,Atlético Madrid,9,From Kick Off,1041,Sporting Gijón,,,,"[44.9, 59.8]",18398.0,Omar Mascarell González,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.238,0.7120000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.24245342721730212
625b68a7-ea3a-419a-9c1c-8347a50dec4b,14,1,00:00:06.437,0,6,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['eacf5520-bfb4-4150-8b8a-e84808684ab6'],"[73.7, 18.1]",5199.0,Jorge Resurrección Merodio,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.437,0.19899999999999984,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.27395576833399915
1ef137ba-e218-4b33-8261-b52beeea92c1,15,1,00:00:06.437,0,6,2,0.040000003,43,Carry,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['3b7efe8a-5df7-410e-9d5f-108d3258bd88', '625b68a7-ea3a-419a-9c1c-8347a50dec4b']","[73.7, 18.1]",5199.0,Jorge Resurrección Merodio,13.0,Right Center Midfield,,,,,,,,,,,,,"[75.2, 20.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.437,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7229664203296762
3b7efe8a-5df7-410e-9d5f-108d3258bd88,16,1,00:00:06.477,0,6,2,0.0,38,Miscontrol,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,,"[75.2, 20.3]",5199.0,Jorge Resurrección Merodio,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.477,0.040000000000000036,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.026721722834036732
f9c78eb5-30ef-4a36-93ee-0064534e7000,17,1,00:00:06.552,0,6,2,0.0,6,Block,212,Atlético Madrid,9,From Kick Off,1041,Sporting Gijón,,,,"[44.9, 59.8]",18398.0,Omar Mascarell González,10.0,Center Defensive Midfield,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.552,0.07499999999999929,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6237692044258712
7253ccf7-d054-4353-83d9-5b481d8caceb,18,1,00:00:21.491,0,21,3,0.760728,30,Pass,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['a85dcc01-885f-45a9-b8a9-645dea5c2f98'],"[74.8, 0.1]",6320.0,Filipe Luís Kasmirski,6.0,Left Back,18904.0,Claudio Matías Kranevitter,11.771152,1.7415315,2.0,Low Pass,"[72.8, 11.7]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.491,14.939,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.6274213273759529
a85dcc01-885f-45a9-b8a9-645dea5c2f98,19,1,00:00:22.252,0,22,3,,42,Ball Receipt*,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['7253ccf7-d054-4353-83d9-5b481d8caceb'],"[72.8, 11.7]",18904.0,Claudio Matías Kranevitter,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.252,0.7609999999999992,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5370858212327579
a8ef3ea1-4d1d-4a18-8584-bae1cd22c1a2,20,1,00:00:22.252,0,22,3,0.835357,43,Carry,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['a85dcc01-885f-45a9-b8a9-645dea5c2f98', 'e6772850-39ef-4999-8a53-d8f195f281cf']","[72.8, 11.7]",18904.0,Claudio Matías Kranevitter,10.0,Center Defensive Midfield,,,,,,,,,,,,,"[73.9, 12.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.252,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6579729005959125
e6772850-39ef-4999-8a53-d8f195f281cf,21,1,00:00:23.087,0,23,3,0.286734,30,Pass,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['15a368c6-cc1a-4745-8ebf-fbf6e14608a7', 'ea48e224-635f-4910-9409-b839cdf86ff8']","[73.9, 12.1]",18904.0,Claudio Matías Kranevitter,10.0,Center Defensive Midfield,5199.0,Jorge Resurrección Merodio,4.4,0.0,1.0,Ground Pass,"[78.3, 12.1]",40.0,Right Foot,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.087,0.8350000000000009,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9695105879849509
15a368c6-cc1a-4745-8ebf-fbf6e14608a7,22,1,00:00:23.374,0,23,3,,42,Ball Receipt*,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['e6772850-39ef-4999-8a53-d8f195f281cf'],"[86.1, 16.1]",5199.0,Jorge Resurrección Merodio,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.374,0.28699999999999903,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.962035371064434
ea48e224-635f-4910-9409-b839cdf86ff8,23,1,00:00:23.374,0,23,3,0.0,10,Interception,212,Atlético Madrid,4,From Throw In,1041,Sporting Gijón,,,['e6772850-39ef-4999-8a53-d8f195f281cf'],"[41.8, 68.0]",13107.0,Sergio Álvarez Díaz,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.374,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.45412774336633
18898041-a48b-4228-a51b-20bb27b2f89d,24,1,00:00:38.895,0,38,4,2.533435,30,Pass,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['304baba5-ad15-47c7-8d5e-691d47b4373c'],"[86.5, 0.1]",6320.0,Filipe Luís Kasmirski,6.0,Left Back,6744.0,Luciano Vietto,31.568655,0.34579402,2.0,Low Pass,"[116.2, 10.8]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.895,15.521000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.23260734721604548
304baba5-ad15-47c7-8d5e-691d47b4373c,25,1,00:00:41.428,0,41,4,,42,Ball Receipt*,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['18898041-a48b-4228-a51b-20bb27b2f89d'],"[116.2, 10.8]",6744.0,Luciano Vietto,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.428,2.532999999999994,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9528663406796553
e259d87e-12fd-4d34-b806-efaee2e0f3de,26,1,00:00:41.428,0,41,4,2.301036,43,Carry,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['27238f6f-401e-4e81-818b-b26270878e08', '304baba5-ad15-47c7-8d5e-691d47b4373c', '35fa6336-daae-4b91-8376-83ddb996c420']","[116.2, 10.8]",6744.0,Luciano Vietto,23.0,Center Forward,,,,,,,,,,,,,"[111.8, 8.6]",,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.428,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.34205532790987214
35fa6336-daae-4b91-8376-83ddb996c420,27,1,00:00:42.155,0,42,4,1.926929,17,Pressure,212,Atlético Madrid,4,From Throw In,1041,Sporting Gijón,,,"['27238f6f-401e-4e81-818b-b26270878e08', 'e259d87e-12fd-4d34-b806-efaee2e0f3de']","[5.6, 69.3]",26633.0,Alberto Lora Ramos,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.155,0.7270000000000039,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9975059715747783
27238f6f-401e-4e81-818b-b26270878e08,28,1,00:00:43.729,0,43,4,0.726399,30,Pass,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['35fa6336-daae-4b91-8376-83ddb996c420', '44b3d578-1919-4996-b8de-e953c5d0589d', '92cc11f5-9780-4fde-a446-d037e6329877']","[111.8, 8.6]",6744.0,Luciano Vietto,23.0,Center Forward,5487.0,Antoine Griezmann,8.823265,1.8817946,2.0,Low Pass,"[109.1, 17.0]",40.0,Right Foot,,,,,,9.0,Incomplete,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.729,1.573999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.47253320285712264
92cc11f5-9780-4fde-a446-d037e6329877,29,1,00:00:44.456,0,44,4,,42,Ball Receipt*,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['27238f6f-401e-4e81-818b-b26270878e08'],"[109.1, 23.9]",5487.0,Antoine Griezmann,16.0,Left Midfield,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.456,0.7270000000000039,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.303988117188126
