id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,pass_cross,pass_switch,pass_outcome_id,pass_outcome_name,under_pressure,foul_won_defensive,shot_statsbomb_xg,shot_end_location,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,duel_type_id,duel_type_name,pass_aerial_won,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_outcome_id,dribble_outcome_name,counterpress,duel_outcome_id,duel_outcome_name,foul_committed_card_id,foul_committed_card_name,clearance_left_foot,clearance_head,interception_outcome_id,interception_outcome_name,out,pass_no_touch,pass_straight,pass_technique_id,pass_technique_name,clearance_aerial_won,ball_recovery_recovery_failure,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,pass_outswinging,pass_cut_back,foul_committed_type_id,foul_committed_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_inswinging,pass_goal_assist,shot_first_time,foul_committed_offensive,miscontrol_aerial_won,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_deflected,block_deflection,goalkeeper_punched_out,shot_aerial_won,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
f1a5b2ca-d22d-41ad-b1d3-8d352b9834e7,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,221,Levante UD,1,Regular Play,221,Levante UD,352.0,"[{'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 8801, 'name': 'Iván López Mendoza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 27250, 'name': 'Nabil Ghilas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.5108798910246457
5498485d-2cdf-4663-beaf-2fa1826782a4,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,221,Levante UD,1,Regular Play,209,Celta Vigo,433.0,"[{'player': {'id': 6795, 'name': 'Rubén Blanco Veiga'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6890, 'name': 'Andreu Fontàs Prat'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.3322515195200073
4a371089-1c0c-4374-ba13-6830d34fd59f,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,221,Levante UD,1,Regular Play,209,Celta Vigo,,,['0a32db03-baf1-462c-b633-b0a3931eaa11'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.35696342300411865
0a32db03-baf1-462c-b633-b0a3931eaa11,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,221,Levante UD,1,Regular Play,221,Levante UD,,,['4a371089-1c0c-4374-ba13-6830d34fd59f'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.3268855770522513
c56bd98f-dc1a-4cd3-9f3c-155f822dd2d1,5,1,00:00:00.756,0,0,2,0.42094,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['35a0a41a-e01f-4561-938f-ba02f8d0206e'],True,"[60.0, 40.0]",25134.0,Deyverson Brum Silva Acosta,24.0,Left Center Forward,27250.0,Nabil Ghilas,3.764306,-2.4502556,1.0,Ground Pass,"[57.1, 37.6]",65.0,Kick Off,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.756,0.756,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.524832707251118
35a0a41a-e01f-4561-938f-ba02f8d0206e,6,1,00:00:01.177,0,1,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['c56bd98f-dc1a-4cd3-9f3c-155f822dd2d1'],,"[57.1, 37.6]",27250.0,Nabil Ghilas,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.177,0.42100000000000004,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3679196405159859
184085b3-759b-4fb9-b80c-226094078968,7,1,00:00:01.438,0,1,2,1.606642,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['5e0f8e03-ce1f-4642-b886-fec84177f5b4'],,"[57.1, 37.9]",27250.0,Nabil Ghilas,22.0,Right Center Forward,26023.0,Juan Francisco García García,25.69066,-2.4692833,1.0,Ground Pass,"[37.0, 21.9]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.438,0.2609999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.05760839764615233
5e0f8e03-ce1f-4642-b886-fec84177f5b4,8,1,00:00:03.044,0,3,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['184085b3-759b-4fb9-b80c-226094078968'],,"[37.0, 21.9]",26023.0,Juan Francisco García García,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.044,1.606,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4934312456375388
4cbf3462-3120-4fa5-a23d-eb3edefaa632,9,1,00:00:03.044,0,3,2,2.059731,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['0edaca73-90df-40e7-a1ab-742879ea4332', '5e0f8e03-ce1f-4642-b886-fec84177f5b4']",,"[37.0, 21.9]",26023.0,Juan Francisco García García,5.0,Left Center Back,,,,,,,,,,,,"[44.9, 16.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.044,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5644840586334853
0edaca73-90df-40e7-a1ab-742879ea4332,10,1,00:00:05.104,0,5,2,1.79482,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['113064d7-1610-4894-b17c-987436a90eee'],,"[44.9, 16.4]",26023.0,Juan Francisco García García,5.0,Left Center Back,25134.0,Deyverson Brum Silva Acosta,43.945534,-0.12548397,3.0,High Pass,"[88.5, 10.9]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.104,2.06,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8680574871600303
113064d7-1610-4894-b17c-987436a90eee,11,1,00:00:06.899,0,6,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['0edaca73-90df-40e7-a1ab-742879ea4332'],,"[88.5, 10.9]",25134.0,Deyverson Brum Silva Acosta,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.899,1.795,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.33446648092302633
c18d3d3c-b4bb-42d2-87d7-45274cd88598,12,1,00:00:06.979,0,6,2,0.801786,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['0db2d449-1340-4d4f-9ae6-781db7958b03'],,"[89.5, 11.4]",25134.0,Deyverson Brum Silva Acosta,24.0,Left Center Forward,27250.0,Nabil Ghilas,13.189389,0.710271,3.0,High Pass,"[99.5, 20.0]",,,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.979,0.08000000000000007,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.1062052005739641
0db2d449-1340-4d4f-9ae6-781db7958b03,13,1,00:00:07.781,0,7,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['c18d3d3c-b4bb-42d2-87d7-45274cd88598'],,"[99.5, 20.0]",27250.0,Nabil Ghilas,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.781,0.8019999999999996,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7932243371081238
6a24711b-2828-49d3-b44e-64e7dfe7a9d9,14,1,00:00:07.781,0,7,2,3.352889,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['0db2d449-1340-4d4f-9ae6-781db7958b03', '899f6a93-d8c4-484e-b979-ed9c49880d77']",,"[99.5, 20.0]",27250.0,Nabil Ghilas,22.0,Right Center Forward,,,,,,,,,,,,"[117.1, 10.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.781,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.030378710454107116
899f6a93-d8c4-484e-b979-ed9c49880d77,15,1,00:00:11.134,0,11,2,1.306583,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['554cbd0c-eac6-4dea-a63c-92765988fdb8'],,"[117.1, 10.6]",27250.0,Nabil Ghilas,22.0,Right Center Forward,6784.0,Antonio García Aranda,20.58276,-2.7105422,2.0,Low Pass,"[98.4, 2.0]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.134,3.3530000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5374978318639333
554cbd0c-eac6-4dea-a63c-92765988fdb8,16,1,00:00:12.440,0,12,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['899f6a93-d8c4-484e-b979-ed9c49880d77'],,"[98.4, 2.0]",6784.0,Antonio García Aranda,8.0,Left Wing Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.44,1.3059999999999992,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.00821115711211906
5fd0da81-e048-4de6-bb38-5b68fab8e3c9,17,1,00:00:12.440,0,12,2,0.261959,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['554cbd0c-eac6-4dea-a63c-92765988fdb8', 'c3d6b048-82fc-4e16-9717-72495892113c']",,"[98.4, 2.0]",6784.0,Antonio García Aranda,8.0,Left Wing Back,,,,,,,,,,,,"[103.0, 3.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.44,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.13498954547692577
c3d6b048-82fc-4e16-9717-72495892113c,18,1,00:00:12.702,0,12,2,0.64329,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['ffe5bf40-4871-4b0e-b8e0-452009831a38'],,"[103.0, 3.2]",6784.0,Antonio García Aranda,8.0,Left Wing Back,6659.0,Víctor Camarasa Ferrando,7.864477,1.3659196,2.0,Low Pass,"[104.6, 10.9]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.702,0.26200000000000045,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.028622772251757245
ffe5bf40-4871-4b0e-b8e0-452009831a38,19,1,00:00:13.346,0,13,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['c3d6b048-82fc-4e16-9717-72495892113c'],,"[104.6, 10.9]",6659.0,Víctor Camarasa Ferrando,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.346,0.6440000000000001,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.47677976224896434
d36ad2e1-58e0-408e-b9d2-47068cf6e08e,20,1,00:00:13.346,0,13,2,0.08,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['a189751e-e0b6-4cbf-af64-3593c61a78e5', 'ffe5bf40-4871-4b0e-b8e0-452009831a38']",,"[104.6, 10.9]",6659.0,Víctor Camarasa Ferrando,15.0,Left Center Midfield,,,,,,,,,,,,"[104.9, 10.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.346,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2968958016162412
a189751e-e0b6-4cbf-af64-3593c61a78e5,21,1,00:00:13.426,0,13,2,1.312043,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['ed820ccc-31bb-4597-bd19-e438dc793d1f'],,"[104.9, 10.9]",6659.0,Víctor Camarasa Ferrando,15.0,Left Center Midfield,6784.0,Antonio García Aranda,11.18034,-0.8233546,2.0,Low Pass,"[112.5, 2.7]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.426,0.08000000000000007,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8894713722101261
ed820ccc-31bb-4597-bd19-e438dc793d1f,22,1,00:00:14.738,0,14,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['a189751e-e0b6-4cbf-af64-3593c61a78e5'],,"[112.5, 2.7]",6784.0,Antonio García Aranda,8.0,Left Wing Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.738,1.3119999999999994,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6037139677225011
5fec6f74-91eb-4414-b420-5d227ba0e587,23,1,00:00:14.738,0,14,2,0.119999,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['ed820ccc-31bb-4597-bd19-e438dc793d1f', 'f1e7bc20-4718-4fdc-87b7-8fbb83bd91f8']",,"[112.5, 2.7]",6784.0,Antonio García Aranda,8.0,Left Wing Back,,,,,,,,,,,,"[117.1, 2.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.738,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7277408850286076
f1e7bc20-4718-4fdc-87b7-8fbb83bd91f8,24,1,00:00:14.858,0,14,2,1.390602,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,,,"[117.1, 2.4]",6784.0,Antonio García Aranda,8.0,Left Wing Back,,,51.41984,1.9787525,3.0,High Pass,"[96.7, 49.6]",,,38.0,Left Foot,,True,True,77.0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.858,0.120000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6962813536577869
68a2ae72-d486-403e-b117-0e29674d8ff5,25,1,00:00:16.328,0,16,2,0.0,22,Foul Committed,221,Levante UD,9,From Kick Off,209,Celta Vigo,,,['efb5b441-b0fa-410e-931f-b5672ee5abc2'],True,"[23.2, 31.2]",19668.0,Augusto Matías Fernández,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.328,1.4699999999999989,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9198531355698382
efb5b441-b0fa-410e-931f-b5672ee5abc2,26,1,00:00:16.328,0,16,2,0.0,21,Foul Won,221,Levante UD,9,From Kick Off,221,Levante UD,,,['68a2ae72-d486-403e-b117-0e29674d8ff5'],True,"[96.9, 48.9]",23970.0,José María Martín-Bejarano Serrano,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.328,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5514367380996533
8d95e664-697c-42b8-ac4d-f88efbe94e69,27,1,00:01:01.620,1,1,3,0.371353,16,Shot,221,Levante UD,3,From Free Kick,221,Levante UD,,,"['6cc9fe3c-c532-4046-bcfc-82ff71cb9a09', 'aa43f37f-db46-4022-9756-a11bb42fa6df']",,"[96.7, 51.2]",26023.0,Juan Francisco García García,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,0.057893697,"[103.9, 48.8]",96.0,Blocked,62.0,Free Kick,93.0,Normal,38.0,Left Foot,"[{'location': [105.7, 38.0], 'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.2, 39.7], 'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.1, 49.0], 'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.5, 29.6], 'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [105.2, 35.2], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.1, 40.5], 'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [104.1, 44.5], 'player': {'id': 27250, 'name': 'Nabil Ghilas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.6, 39.8], 'player': {'id': 6795, 'name': 'Rubén Blanco Veiga'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.5, 49.4], 'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [105.5, 50.8], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.3, 39.1], 'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.6, 40.1], 'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.1, 35.2], 'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.2, 37.2], 'player': {'id': 6890, 'name': 'Andreu Fontàs Prat'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 46.0], 'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.3, 46.7], 'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.4, 47.7], 'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.4, 48.5], 'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.62,45.292,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.2061426433221205
aa43f37f-db46-4022-9756-a11bb42fa6df,28,1,00:01:01.991,1,1,3,0.0,6,Block,221,Levante UD,3,From Free Kick,209,Celta Vigo,,,['8d95e664-697c-42b8-ac4d-f88efbe94e69'],,"[16.2, 31.3]",6801.0,Pedro Pablo Hernández,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.991,0.3710000000000022,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.011713747484929038
6cc9fe3c-c532-4046-bcfc-82ff71cb9a09,29,1,00:01:02.111,1,2,3,0.0,23,Goal Keeper,221,Levante UD,3,From Free Kick,209,Celta Vigo,,,['8d95e664-697c-42b8-ac4d-f88efbe94e69'],,"[1.5, 40.3]",6795.0,Rubén Blanco Veiga,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1.5, 40.3]",32.0,Shot Faced,44.0,Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.111,0.11999999999999744,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22006050402430033
