id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,under_pressure,duel_type_id,duel_type_name,miscontrol_aerial_won,pass_aerial_won,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,carry_end_location,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,out,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,shot_statsbomb_xg,shot_end_location,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_switch,dribble_overrun,pass_technique_id,pass_technique_name,pass_outswinging,clearance_head,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,shot_first_time,clearance_left_foot,shot_one_on_one,foul_committed_advantage,foul_won_advantage,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,shot_aerial_won,ball_recovery_recovery_failure,foul_won_defensive,clearance_aerial_won,dribble_nutmeg,pass_through_ball,pass_inswinging,bad_behaviour_card_id,bad_behaviour_card_name,foul_committed_type_id,foul_committed_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_open_goal,pass_deflected,foul_committed_card_id,foul_committed_card_name,injury_stoppage_in_chain,foul_committed_offensive,pass_cut_back,pass_goal_assist,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Referee Ball-Drop,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
7676dd07-c364-4b47-8c96-308a363f7074,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,352.0,"[{'player': {'id': 10612, 'name': 'Yoel Rodríguez Oterino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 24138, 'name': 'Joaquín José Marín Ruiz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 18}, {'player': {'id': 11543, 'name': 'José Antonio Dorado Ramírez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 23761, 'name': 'Alhassane Bangoura'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 19}, {'player': {'id': 4711, 'name': 'Pablo Hernández Domínguez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 14}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 6852, 'name': 'Jozabed Sánchez Ruiz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 11542, 'name': 'Javier Guerra Rodríguez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 24}, {'player': {'id': 26690, 'name': 'Alberto Mateus Contreiras Gonçalves'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.8550160111786209
d48373f5-e534-4f9b-9008-b92e01e80931,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,360,Rayo Vallecano,1,Regular Play,212,Atlético Madrid,433.0,"[{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 4788, 'name': 'Jesús Gámez Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 12021, 'name': 'Óliver Torres Muñoz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 6382, 'name': 'Fernando José Torres Sanz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.2277012652196273
5a46e6e6-fa72-4a59-805d-7cfed24a5cf4,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,360,Rayo Vallecano,1,Regular Play,212,Atlético Madrid,,,['996ca0cb-4352-4fc0-8352-d0ebb3776a8a'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.13122200512453752
996ca0cb-4352-4fc0-8352-d0ebb3776a8a,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['5a46e6e6-fa72-4a59-805d-7cfed24a5cf4'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5591822598565436
33b5c90a-ffab-4a67-93c6-b6134cd24dac,5,1,00:00:02.752,0,2,2,0.581548,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['ae37cef0-567f-490a-a0be-14f793ae14ed'],True,"[61.0, 40.1]",5487.0,Antoine Griezmann,17.0,Right Wing,6382.0,Fernando José Torres Sanz,4.049691,2.567288,1.0,Ground Pass,"[57.6, 42.3]",65.0,Kick Off,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.752,2.752,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5379881102542078
ae37cef0-567f-490a-a0be-14f793ae14ed,6,1,00:00:03.334,0,3,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['33b5c90a-ffab-4a67-93c6-b6134cd24dac'],,"[57.6, 42.3]",6382.0,Fernando José Torres Sanz,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.334,0.5820000000000003,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.987370692310074
68507d1f-231e-4034-a033-8f6feacffb5d,7,1,00:00:03.374,0,3,2,1.400397,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['78d3c5cb-fdff-4b92-a843-bd70d50d10ca'],True,"[57.4, 42.5]",6382.0,Fernando José Torres Sanz,23.0,Center Forward,5199.0,Jorge Resurrección Merodio,15.516766,-3.0188363,1.0,Ground Pass,"[42.0, 40.6]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.374,0.040000000000000036,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5392578234164838
78d3c5cb-fdff-4b92-a843-bd70d50d10ca,8,1,00:00:04.774,0,4,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['68507d1f-231e-4034-a033-8f6feacffb5d'],,"[42.0, 40.6]",5199.0,Jorge Resurrección Merodio,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.774,1.4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.29427693527028453
9d23cb18-017b-4448-95a4-caba3131e520,9,1,00:00:05.358,0,5,2,4.558708,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['cad95407-77de-44e4-a430-58f53ac36194'],,"[40.7, 42.3]",5199.0,Jorge Resurrección Merodio,13.0,Right Center Midfield,6381.0,Saúl Ñíguez Esclapez,54.517704,-0.32291064,3.0,High Pass,"[92.4, 25.0]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.358,0.5839999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.08496526627937007
cad95407-77de-44e4-a430-58f53ac36194,10,1,00:00:08.203,0,8,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['9d23cb18-017b-4448-95a4-caba3131e520'],,"[92.4, 25.0]",6381.0,Saúl Ñíguez Esclapez,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.203,2.8449999999999998,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.02267068642558545
73e5e730-003c-4306-b07d-b428123c954c,11,1,00:00:08.203,0,8,2,0.0,4,Duel,212,Atlético Madrid,9,From Kick Off,360,Rayo Vallecano,,,['c66a4310-99d0-4118-8cc1-781425717f13'],,"[27.7, 55.1]",24138.0,Joaquín José Marín Ruiz,3.0,Right Center Back,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.203,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.18103193242739335
c66a4310-99d0-4118-8cc1-781425717f13,12,1,00:00:08.203,0,8,2,0.0,38,Miscontrol,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['73e5e730-003c-4306-b07d-b428123c954c'],,"[92.4, 25.0]",6381.0,Saúl Ñíguez Esclapez,10.0,Center Defensive Midfield,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.203,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.6778892737335943
0bb9af0c-a9b1-4dda-bd4b-ae0e752707fe,13,1,00:00:09.916,0,9,2,0.0,4,Duel,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['00d805b3-8829-4da5-a752-0241bb5ac121'],,"[98.2, 25.4]",6381.0,Saúl Ñíguez Esclapez,10.0,Center Defensive Midfield,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.916,1.713000000000001,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2694824692963962
00d805b3-8829-4da5-a752-0241bb5ac121,14,1,00:00:09.916,0,9,3,1.76172,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['0bb9af0c-a9b1-4dda-bd4b-ae0e752707fe', 'fa05c24d-6922-4b2c-8d56-4f56edb7308c']",,"[21.9, 54.7]",23761.0,Alhassane Bangoura,7.0,Right Wing Back,6852.0,Jozabed Sánchez Ruiz,17.304625,0.023117268,3.0,High Pass,"[39.2, 55.1]",66.0,Recovery,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.916,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.19615952653118862
fa05c24d-6922-4b2c-8d56-4f56edb7308c,15,1,00:00:11.678,0,11,3,,42,Ball Receipt*,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['00d805b3-8829-4da5-a752-0241bb5ac121'],,"[39.2, 55.1]",6852.0,Jozabed Sánchez Ruiz,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.678,1.7620000000000005,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6728058208902854
eb52d32f-1e53-4fc6-98f4-dec2ae3ba31f,16,1,00:00:11.739,0,11,3,1.215974,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['47538815-6c42-41a5-8587-693403b5f31b', 'fe8939d2-9bf7-463c-b295-e9e14bd8bf4b']",,"[39.6, 50.8]",6852.0,Jozabed Sánchez Ruiz,13.0,Right Center Midfield,4711.0,Pablo Hernández Domínguez,21.48325,-1.4400904,2.0,Low Pass,"[42.4, 29.5]",,,37.0,Head,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.739,0.06099999999999994,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.9328698268040773
47538815-6c42-41a5-8587-693403b5f31b,17,1,00:00:12.955,0,12,3,,42,Ball Receipt*,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['eb52d32f-1e53-4fc6-98f4-dec2ae3ba31f'],,"[42.2, 24.7]",4711.0,Pablo Hernández Domínguez,8.0,Left Wing Back,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.955,1.2159999999999993,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7404426175027579
fe8939d2-9bf7-463c-b295-e9e14bd8bf4b,18,1,00:00:12.955,0,12,3,0.515377,30,Pass,360,Rayo Vallecano,1,Regular Play,212,Atlético Madrid,,,"['36a6b717-4146-4ea3-bb7e-698fa52999c8', 'eb52d32f-1e53-4fc6-98f4-dec2ae3ba31f']",,"[77.7, 50.6]",6375.0,Juan Francisco Torres Belén,2.0,Right Back,,,9.06973,-0.5971767,2.0,Low Pass,"[85.2, 45.5]",64.0,Interception,37.0,Head,,,,,,9.0,Incomplete,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.955,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.08464260705980586
36a6b717-4146-4ea3-bb7e-698fa52999c8,19,1,00:00:13.470,0,13,3,0.0,6,Block,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['fe8939d2-9bf7-463c-b295-e9e14bd8bf4b'],,"[34.9, 34.6]",6713.0,Diego Javier Llorente Ríos,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.47,0.5150000000000006,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08201189942575737
a1231546-739f-4444-9584-2c31b8491cf7,20,1,00:00:15.966,0,15,3,0.984838,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['8dbc37e4-b4b3-4916-ab36-b015b1c7c760'],,"[36.6, 25.8]",26848.0,Roberto Trashorras Gayoso,15.0,Left Center Midfield,11543.0,José Antonio Dorado Ramírez,11.881078,-2.2008302,1.0,Ground Pass,"[29.6, 16.2]",66.0,Recovery,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.966,2.4959999999999987,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.30017332279962883
30dacf24-f0ce-498e-b1c0-0f1f7054879f,21,1,00:00:16.841,0,16,3,0.320372,17,Pressure,360,Rayo Vallecano,1,Regular Play,212,Atlético Madrid,,,"['0d575e74-679c-4a02-90e0-109bfde23a92', '8dbc37e4-b4b3-4916-ab36-b015b1c7c760', 'cf6092a3-3f18-42df-be38-e8d9bbcd2d50']",,"[84.7, 63.3]",12021.0,Óliver Torres Muñoz,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.841,0.8750000000000018,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.298081619625709
8dbc37e4-b4b3-4916-ab36-b015b1c7c760,22,1,00:00:16.951,0,16,3,,42,Ball Receipt*,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['30dacf24-f0ce-498e-b1c0-0f1f7054879f', 'a1231546-739f-4444-9584-2c31b8491cf7']",,"[29.6, 16.2]",11543.0,José Antonio Dorado Ramírez,5.0,Left Center Back,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.951,0.10999999999999943,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1471006940781283
cf6092a3-3f18-42df-be38-e8d9bbcd2d50,23,1,00:00:16.951,0,16,3,0.079999,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['0d575e74-679c-4a02-90e0-109bfde23a92', '30dacf24-f0ce-498e-b1c0-0f1f7054879f', '8dbc37e4-b4b3-4916-ab36-b015b1c7c760']",,"[29.6, 16.2]",11543.0,José Antonio Dorado Ramírez,5.0,Left Center Back,,,,,,,,,,,,True,,,,,,,,,,"[31.9, 17.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.951,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6365858214206505
0d575e74-679c-4a02-90e0-109bfde23a92,24,1,00:00:17.031,0,17,3,1.383106,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['30dacf24-f0ce-498e-b1c0-0f1f7054879f', '3b7c5bfe-ff44-4a07-95a7-27c8f33000e7']",,"[31.9, 17.5]",11543.0,José Antonio Dorado Ramírez,5.0,Left Center Back,26690.0,Alberto Mateus Contreiras Gonçalves,25.321136,-0.2392316,1.0,Ground Pass,"[56.5, 11.5]",,,38.0,Left Foot,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.031,0.0799999999999983,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.024125889614818652
db5c6489-1b40-439c-938c-952e0d8b54a7,25,1,00:00:17.887,0,17,3,0.725306,17,Pressure,360,Rayo Vallecano,1,Regular Play,212,Atlético Madrid,,,"['018dc5af-b390-46ae-a6fe-7185a923713a', '3b7c5bfe-ff44-4a07-95a7-27c8f33000e7', 'b68bfb71-ec88-47c1-8147-e12e5431515e']",,"[62.5, 68.2]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.887,0.8560000000000016,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.43788368339317596
3b7c5bfe-ff44-4a07-95a7-27c8f33000e7,26,1,00:00:18.414,0,18,3,,42,Ball Receipt*,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['0d575e74-679c-4a02-90e0-109bfde23a92', 'db5c6489-1b40-439c-938c-952e0d8b54a7']",,"[56.5, 11.5]",26690.0,Alberto Mateus Contreiras Gonçalves,24.0,Left Center Forward,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.414,0.527000000000001,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6086515400915808
018dc5af-b390-46ae-a6fe-7185a923713a,27,1,00:00:18.414,0,18,3,0.08,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['0d9bfa00-6783-4188-9ffe-c90c74bf567a', '3b7c5bfe-ff44-4a07-95a7-27c8f33000e7', 'b68bfb71-ec88-47c1-8147-e12e5431515e', 'db5c6489-1b40-439c-938c-952e0d8b54a7']",,"[56.5, 11.5]",26690.0,Alberto Mateus Contreiras Gonçalves,24.0,Left Center Forward,,,,,,,,,,,,True,,,,,,,,,,"[57.4, 11.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.414,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10051330549762472
0d9bfa00-6783-4188-9ffe-c90c74bf567a,28,1,00:00:18.494,0,18,3,0.0,22,Foul Committed,360,Rayo Vallecano,1,Regular Play,212,Atlético Madrid,,,"['018dc5af-b390-46ae-a6fe-7185a923713a', 'b68bfb71-ec88-47c1-8147-e12e5431515e']",,"[62.7, 68.2]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.494,0.0799999999999983,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5931562172443601
b68bfb71-ec88-47c1-8147-e12e5431515e,29,1,00:00:18.494,0,18,3,0.0,21,Foul Won,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['0d9bfa00-6783-4188-9ffe-c90c74bf567a', 'db5c6489-1b40-439c-938c-952e0d8b54a7']",,"[57.4, 11.9]",26690.0,Alberto Mateus Contreiras Gonçalves,24.0,Left Center Forward,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.494,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3341529754872281
26841d97-fcf3-4905-bd50-296e457a56e4,30,1,00:00:49.031,0,49,4,1.570068,30,Pass,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['6abc39db-8ee3-4860-a7d9-49ca04b4fc69'],,"[66.2, 14.7]",6713.0,Diego Javier Llorente Ríos,10.0,Center Defensive Midfield,26222.0,José Eduardo Rosa Vale de Castro,24.35077,2.8926299,1.0,Ground Pass,"[42.6, 20.7]",62.0,Free Kick,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.031,30.537,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.2849559189226957
