id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,counterpress,interception_outcome_id,interception_outcome_name,out,foul_won_defensive,pass_cross,off_camera,clearance_head,pass_switch,duel_outcome_id,duel_outcome_name,pass_deflected,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,dribble_outcome_id,dribble_outcome_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_goal_assist,pass_technique_id,pass_technique_name,pass_inswinging,pass_outswinging,pass_through_ball,clearance_left_foot,block_save_block,foul_committed_advantage,foul_won_advantage,dribble_nutmeg,shot_one_on_one,foul_committed_card_id,foul_committed_card_name,ball_recovery_recovery_failure,pass_no_touch,pass_cut_back,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,dribble_overrun,dribble_no_touch,shot_open_goal,clearance_aerial_won,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
e03aaeb4-7519-47dd-9741-c1b8138a384b,11,1,00:00:06.228,0,6,2,3.166659,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['7ba1769c-66aa-4b65-9783-21631d75c1c1'],"[34.8, 47.2]",6777.0,Sidnei Rechel da Silva Júnior,3.0,Right Center Back,27243.0,Oriol Riera Magem,54.108963,0.42479208,3.0,High Pass,"[84.1, 69.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.228,1.9509999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8235916232528167
7ba1769c-66aa-4b65-9783-21631d75c1c1,12,1,00:00:09.395,0,9,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['e03aaeb4-7519-47dd-9741-c1b8138a384b'],"[84.1, 69.5]",27243.0,Oriol Riera Magem,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.395,3.167,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8238246596771753
7b32dc46-4221-448f-a09d-ffd9597d43a8,13,1,00:00:09.435,0,9,2,1.8128,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['9aa99e80-695c-4b13-80f4-9e6cd2dba8d8', 'eb3aab28-c270-44e3-9220-3f08a89dcfd4']","[84.2, 69.5]",27243.0,Oriol Riera Magem,22.0,Right Center Forward,6732.0,Lucas Pérez Martínez,15.307514,-1.0662359,3.0,High Pass,"[91.6, 56.1]",37.0,Head,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.435,0.040000000000000924,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8131897529805734
eb3aab28-c270-44e3-9220-3f08a89dcfd4,14,1,00:00:11.248,0,11,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['7b32dc46-4221-448f-a09d-ffd9597d43a8'],"[94.9, 55.8]",6732.0,Lucas Pérez Martínez,24.0,Left Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.248,1.8129999999999988,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.13816329516275616
9aa99e80-695c-4b13-80f4-9e6cd2dba8d8,15,1,00:00:11.248,0,11,2,2.1263,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,217,Barcelona,,,"['2bcabc57-aacf-435c-93bc-a05b37e4d13c', '7b32dc46-4221-448f-a09d-ffd9597d43a8']","[28.5, 24.0]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,,,17.62328,0.38998976,3.0,High Pass,"[44.8, 30.7]",37.0,Head,66.0,Recovery,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.248,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5149306358126284
2bcabc57-aacf-435c-93bc-a05b37e4d13c,16,1,00:00:13.374,0,13,2,2.6172,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['0be461cb-b907-4aed-b788-37af86e747c1', '2fbfe725-1b03-4da8-8251-6d9e4ce4acf4', '9aa99e80-695c-4b13-80f4-9e6cd2dba8d8']","[75.3, 49.4]",6733.0,Pedro Mosquera Parada,10.0,Center Defensive Midfield,6732.0,Lucas Pérez Martínez,19.201042,0.01041629,3.0,High Pass,"[94.5, 49.6]",37.0,Head,66.0,Recovery,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.374,2.1260000000000012,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5914414899586818
0be461cb-b907-4aed-b788-37af86e747c1,17,1,00:00:15.991,0,15,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['2bcabc57-aacf-435c-93bc-a05b37e4d13c'],"[94.6, 47.2]",6732.0,Lucas Pérez Martínez,24.0,Left Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.991,2.616999999999999,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5614112430842183
7e3633cd-58bd-488e-a02d-6bbd80ccf6b4,18,1,00:00:15.991,0,15,2,0.0,4,Duel,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['2fbfe725-1b03-4da8-8251-6d9e4ce4acf4'],"[94.5, 49.6]",6732.0,Lucas Pérez Martínez,24.0,Left Center Forward,,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.991,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3315886735640474
2fbfe725-1b03-4da8-8251-6d9e4ce4acf4,19,1,00:00:15.991,0,15,2,1.6414,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,217,Barcelona,,,"['04b25450-5824-4f8f-9362-0e4e13a11282', '2bcabc57-aacf-435c-93bc-a05b37e4d13c', '7e3633cd-58bd-488e-a02d-6bbd80ccf6b4']","[25.6, 30.5]",7068.0,Marc Bartra Aregall,3.0,Right Center Back,,,16.34656,-0.8243395,3.0,High Pass,"[36.7, 18.5]",,,66.0,Recovery,,9.0,Incomplete,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.991,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.48421636655411404
04b25450-5824-4f8f-9362-0e4e13a11282,20,1,00:00:17.633,0,17,2,1.0844,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['2fbfe725-1b03-4da8-8251-6d9e4ce4acf4', 'd8591a26-6342-4f81-8e92-8c959d8a1c00', 'f00c7de4-66ff-480c-90d7-3a85d60816da']","[83.4, 61.6]",23806.0,Alejandro Bergantiños García,13.0,Right Center Midfield,6732.0,Lucas Pérez Martínez,14.55232,-0.1448125,2.0,Low Pass,"[97.8, 59.5]",37.0,Head,66.0,Recovery,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.633,1.6419999999999995,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6448787416311696
d8591a26-6342-4f81-8e92-8c959d8a1c00,21,1,00:00:18.717,0,18,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['04b25450-5824-4f8f-9362-0e4e13a11282'],"[96.2, 57.1]",6732.0,Lucas Pérez Martínez,24.0,Left Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.717,1.0839999999999996,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3691558470499293
f00c7de4-66ff-480c-90d7-3a85d60816da,22,1,00:00:18.717,0,18,2,0.0,9,Clearance,219,RC Deportivo La Coruña,9,From Kick Off,217,Barcelona,,,['04b25450-5824-4f8f-9362-0e4e13a11282'],"[22.3, 20.6]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,,,,,,True,,,,40.0,Right Foot,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.717,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4633449088542245
34902670-63ae-498a-a6ec-23989a002070,23,1,00:00:22.759,0,22,2,2.555332,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['d31e9a35-852f-4779-abb2-e7ca63ceb81e'],"[55.0, 77.8]",6777.0,Sidnei Rechel da Silva Júnior,3.0,Right Center Back,23806.0,Alejandro Bergantiños García,24.01333,0.033320997,2.0,Low Pass,"[79.0, 78.6]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.759,4.042000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6503081740561782
70c6e0a5-0049-4edb-a48c-2c44463ed26d,24,1,00:00:24.497,0,24,2,1.129015,17,Pressure,219,RC Deportivo La Coruña,9,From Kick Off,217,Barcelona,,,"['367ef2c6-472b-462f-b509-510f5e20cbe9', '4b9decdc-4838-4d9d-b633-4972a7baa509', 'd31e9a35-852f-4779-abb2-e7ca63ceb81e']","[35.3, 4.7]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.497,1.7379999999999995,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.35725131878684613
d31e9a35-852f-4779-abb2-e7ca63ceb81e,25,1,00:00:25.314,0,25,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['34902670-63ae-498a-a6ec-23989a002070', '70c6e0a5-0049-4edb-a48c-2c44463ed26d']","[79.0, 78.6]",23806.0,Alejandro Bergantiños García,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.314,0.8170000000000002,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4846409701754071
367ef2c6-472b-462f-b509-510f5e20cbe9,26,1,00:00:25.314,0,25,2,0.242342,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['4b9decdc-4838-4d9d-b633-4972a7baa509', '70c6e0a5-0049-4edb-a48c-2c44463ed26d', 'd31e9a35-852f-4779-abb2-e7ca63ceb81e']","[79.0, 78.6]",23806.0,Alejandro Bergantiños García,13.0,Right Center Midfield,,,,,,,,,,,,"[79.9, 77.8]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.314,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6271054409418835
4b9decdc-4838-4d9d-b633-4972a7baa509,27,1,00:00:25.557,0,25,2,0.502579,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['70c6e0a5-0049-4edb-a48c-2c44463ed26d', '9adebacb-5612-42ed-8eaa-1ae4d9961ec9']","[79.9, 77.8]",23806.0,Alejandro Bergantiños García,13.0,Right Center Midfield,6732.0,Lucas Pérez Martínez,6.718631,-1.8266048,2.0,Low Pass,"[78.2, 71.3]",40.0,Right Foot,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.557,0.24299999999999855,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.06807459669650373
