id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,counterpress,interception_outcome_id,interception_outcome_name,out,foul_won_defensive,pass_cross,off_camera,clearance_head,pass_switch,duel_outcome_id,duel_outcome_name,pass_deflected,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,dribble_outcome_id,dribble_outcome_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_goal_assist,pass_technique_id,pass_technique_name,pass_inswinging,pass_outswinging,pass_through_ball,clearance_left_foot,block_save_block,foul_committed_advantage,foul_won_advantage,dribble_nutmeg,shot_one_on_one,foul_committed_card_id,foul_committed_card_name,ball_recovery_recovery_failure,pass_no_touch,pass_cut_back,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,dribble_overrun,dribble_no_touch,shot_open_goal,clearance_aerial_won,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
16e2a638-4352-466f-88ee-259273e21571,921,1,00:21:38.970,21,38,42,1.7546,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,"['a8b06ee0-5a21-4f22-8a6e-b9d9cf191cfd', 'ea9eaa2b-2b76-4f2e-ba23-13a59050d620']","[65.6, 48.0]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,5211.0,Jordi Alba Ramos,39.92493,-1.3124527,2.0,Low Pass,"[75.8, 9.4]",40.0,Right Foot,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.97,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3178888803793586
a8b06ee0-5a21-4f22-8a6e-b9d9cf191cfd,922,1,00:21:40.725,21,40,42,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['16e2a638-4352-466f-88ee-259273e21571'],"[75.8, 9.4]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.725,1.7549999999998818,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7803885046829319
fc2c0a95-5c77-4f4e-bcaa-fa10e1a56cfa,923,1,00:21:40.725,21,40,42,2.695,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['68dc0667-3c08-4976-91ba-e3c8ac7fd311', 'a8b06ee0-5a21-4f22-8a6e-b9d9cf191cfd']","[75.8, 9.4]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,"[85.4, 18.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.725,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5576911684114495
68dc0667-3c08-4976-91ba-e3c8ac7fd311,924,1,00:21:43.420,21,43,42,0.7462,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['5ef6a08a-ce45-4abd-a4b4-1b2ad6ba3e07'],"[85.4, 18.4]",5211.0,Jordi Alba Ramos,6.0,Left Back,5246.0,Luis Alberto Suárez Díaz,13.086252,0.75837773,1.0,Ground Pass,"[94.9, 27.4]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303.42,2.6950000000001637,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7996835446063795
5ef6a08a-ce45-4abd-a4b4-1b2ad6ba3e07,925,1,00:21:44.166,21,44,42,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['68dc0667-3c08-4976-91ba-e3c8ac7fd311'],"[94.9, 27.4]",5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.166,0.7459999999998672,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9379057592771182
776a8af9-93d1-418b-ab31-d2c8ead40e2b,926,1,00:21:44.166,21,44,42,0.998653,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['66ba549e-2b83-40f3-854f-9adae57e6991'],"[94.7, 27.4]",5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,5216.0,Andrés Iniesta Luján,11.029053,-3.068993,1.0,Ground Pass,"[83.7, 26.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.166,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9875950159579758
66ba549e-2b83-40f3-854f-9adae57e6991,927,1,00:21:45.165,21,45,42,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['776a8af9-93d1-418b-ab31-d2c8ead40e2b'],"[83.7, 26.6]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305.165,0.9990000000000236,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7613230557482686
bf906bbf-a01d-4b90-972a-6e99ad640559,928,1,00:21:45.165,21,45,42,0.875147,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['043d9f62-02a4-4e24-97f8-b9853f82cfe4', '66ba549e-2b83-40f3-854f-9adae57e6991']","[83.7, 26.6]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,,,,,,,,,,,,"[84.7, 26.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305.165,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.17247730256489002
043d9f62-02a4-4e24-97f8-b9853f82cfe4,929,1,00:21:46.040,21,46,42,1.3299,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['a0350444-f953-4ad6-be2a-6ab6a863db8b'],"[84.7, 26.6]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,4320.0,Neymar da Silva Santos Junior,22.380571,-0.53965324,1.0,Ground Pass,"[103.9, 15.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306.04,0.875,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5764447539869371
a0350444-f953-4ad6-be2a-6ab6a863db8b,930,1,00:21:47.370,21,47,42,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['043d9f62-02a4-4e24-97f8-b9853f82cfe4'],"[103.9, 15.1]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307.37,1.3299999999999272,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.009087501315764301
59a614e1-5a83-4862-bed2-914449cb5610,931,1,00:21:47.370,21,47,42,2.1186,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['6451b87e-bae2-4fb4-ab21-4c01693ea601', 'a0350444-f953-4ad6-be2a-6ab6a863db8b']","[103.9, 15.1]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,,,,,,,,,,,,"[106.2, 14.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307.37,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.27860165378480106
6451b87e-bae2-4fb4-ab21-4c01693ea601,932,1,00:21:49.489,21,49,42,1.733,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['de75fd1a-de6b-4d88-b5b7-087861afdac8'],"[106.2, 14.3]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,5216.0,Andrés Iniesta Luján,16.113659,2.7195876,1.0,Ground Pass,"[91.5, 20.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309.489,2.119000000000142,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.08642129224980477
de75fd1a-de6b-4d88-b5b7-087861afdac8,933,1,00:21:51.222,21,51,42,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['6451b87e-bae2-4fb4-ab21-4c01693ea601'],"[91.5, 20.9]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311.222,1.7329999999999472,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8412269210936033
8d0f6ed0-e982-4813-8ef4-f5d0690c155c,934,1,00:21:51.222,21,51,42,0.9954,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['205d23dd-e355-4829-a408-0cfa0cea5ae3', 'de75fd1a-de6b-4d88-b5b7-087861afdac8']","[91.5, 20.9]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,,,,,,,,,,,,"[88.4, 23.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311.222,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6094848590104888
205d23dd-e355-4829-a408-0cfa0cea5ae3,935,1,00:21:52.217,21,52,42,1.2472,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['432fccac-cb0b-4ba2-9f89-86b41498b1e0'],"[88.4, 23.5]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,5470.0,Ivan Rakitić,24.539967,1.5137155,1.0,Ground Pass,"[89.8, 48.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.217,0.9950000000001182,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.16286058559724204
432fccac-cb0b-4ba2-9f89-86b41498b1e0,936,1,00:21:53.464,21,53,42,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['205d23dd-e355-4829-a408-0cfa0cea5ae3'],"[89.8, 48.0]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313.464,1.2469999999998436,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.07141483360176115
e6937d76-bec1-4b40-b473-bb2865ca3863,937,1,00:21:53.464,21,53,42,0.8846,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['432fccac-cb0b-4ba2-9f89-86b41498b1e0', '45a3cff5-ddea-4ca5-b045-a610898b90ff']","[89.8, 48.0]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,,,,,,,,,,,,"[89.4, 48.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313.464,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5544548530409668
45a3cff5-ddea-4ca5-b045-a610898b90ff,938,1,00:21:54.349,21,54,42,1.0422,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['1e0bb1bf-d40a-4192-8183-b2fe1131da17'],"[89.4, 48.6]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,5503.0,Lionel Andrés Messi Cuccittini,11.811858,1.076855,1.0,Ground Pass,"[95.0, 59.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314.349,0.8849999999999909,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4433637437602752
1e0bb1bf-d40a-4192-8183-b2fe1131da17,939,1,00:21:55.391,21,55,42,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['45a3cff5-ddea-4ca5-b045-a610898b90ff'],"[95.0, 59.0]",5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315.391,1.0420000000001437,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.15854871674151794
23e5281c-fea0-4a0c-ae2c-6c26fe868826,940,1,00:21:55.391,21,55,42,2.9831,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['1e0bb1bf-d40a-4192-8183-b2fe1131da17', 'c78fd2c4-fdd4-4fb7-9741-a97c424a8e85']","[95.0, 59.0]",5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,,,,,,,,,,,,"[90.7, 56.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315.391,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7274249477018866
c78fd2c4-fdd4-4fb7-9741-a97c424a8e85,941,1,00:21:58.374,21,58,42,1.0826,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['fa0eb137-da0d-4785-af1b-6811748d3460'],"[90.7, 56.4]",5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,5470.0,Ivan Rakitić,8.4,3.1415927,1.0,Ground Pass,"[82.3, 56.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318.374,2.9829999999999472,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9990879992409456
fa0eb137-da0d-4785-af1b-6811748d3460,942,1,00:21:59.457,21,59,42,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['c78fd2c4-fdd4-4fb7-9741-a97c424a8e85'],"[82.3, 56.4]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319.457,1.0830000000000837,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8561648960116822
5e83d0a0-9ee2-41e3-a132-d28a9e1275c9,943,1,00:21:59.457,21,59,42,2.2608,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['3c8d9137-e88f-462d-9f43-92f3ff63bacf'],"[81.7, 57.2]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,4324.0,Daniel Alves da Silva,27.83523,0.69381833,1.0,Ground Pass,"[103.1, 75.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319.457,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3545748939679906
3c8d9137-e88f-462d-9f43-92f3ff63bacf,944,1,00:22:01.717,22,1,42,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['5e83d0a0-9ee2-41e3-a132-d28a9e1275c9'],"[103.1, 75.0]",4324.0,Daniel Alves da Silva,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321.717,2.259999999999991,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8722689899149939
c2f6bbbd-12c8-4793-a867-9754e260acf9,945,1,00:22:01.717,22,1,42,0.5805,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['0b419f20-5a87-4b05-a701-328b68d1a318', '3c8d9137-e88f-462d-9f43-92f3ff63bacf']","[103.1, 75.0]",4324.0,Daniel Alves da Silva,2.0,Right Back,,,,,,,,,,,,"[101.3, 74.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321.717,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5220605680607551
0b419f20-5a87-4b05-a701-328b68d1a318,946,1,00:22:02.298,22,2,42,1.8329,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['f6f9c73e-8acd-435a-bd6a-a44b4572a646'],"[101.3, 74.3]",4324.0,Daniel Alves da Silva,2.0,Right Back,5470.0,Ivan Rakitić,19.250975,-2.6314669,1.0,Ground Pass,"[84.5, 64.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322.298,0.5809999999999036,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07486576949930568
f6f9c73e-8acd-435a-bd6a-a44b4572a646,947,1,00:22:04.131,22,4,42,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['0b419f20-5a87-4b05-a701-328b68d1a318'],"[84.5, 64.9]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324.131,1.8330000000000837,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.24906852610245456
9d70cdd0-c167-48c9-a6fb-3fcf7cb60d01,948,1,00:22:04.131,22,4,42,4.4117,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['d76a2e09-0540-4e54-8880-3cfbe269bccf', 'f6f9c73e-8acd-435a-bd6a-a44b4572a646']","[84.5, 64.9]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,,,,,,,,,,,,"[81.3, 49.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324.131,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2602437581959298
d76a2e09-0540-4e54-8880-3cfbe269bccf,949,1,00:22:08.543,22,8,42,2.7995,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['88125de8-93f7-4d43-8478-767376c8e97e'],"[81.3, 49.4]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,5211.0,Jordi Alba Ramos,40.36087,-1.4814824,3.0,High Pass,"[84.9, 9.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.543,4.411999999999807,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4013289537829834
88125de8-93f7-4d43-8478-767376c8e97e,950,1,00:22:11.342,22,11,42,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['d76a2e09-0540-4e54-8880-3cfbe269bccf'],"[84.9, 9.2]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331.342,2.7990000000002055,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9898107115221955
4f307a2f-66ff-48a6-8e13-1aeab71532fc,951,1,00:22:11.342,22,11,42,1.1711,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['73af4325-82d2-42e7-9010-87fb4208f210', '88125de8-93f7-4d43-8478-767376c8e97e']","[84.9, 9.2]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,"[85.0, 9.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331.342,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6087407334224775
73af4325-82d2-42e7-9010-87fb4208f210,952,1,00:22:12.513,22,12,42,0.989182,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['28097819-bfdb-45c2-a33d-6154c6d31032'],"[85.0, 9.4]",5211.0,Jordi Alba Ramos,6.0,Left Back,5216.0,Andrés Iniesta Luján,16.137224,1.7013004,1.0,Ground Pass,"[82.9, 25.4]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332.513,1.1709999999998217,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.47277562444272814
28097819-bfdb-45c2-a33d-6154c6d31032,953,1,00:22:13.502,22,13,42,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['73af4325-82d2-42e7-9010-87fb4208f210'],"[82.9, 25.4]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.502,0.9890000000000327,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9757792850755739
2df3fcde-bab0-42e4-bd1b-193ce575f985,954,1,00:22:13.502,22,13,42,1.228918,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['28097819-bfdb-45c2-a33d-6154c6d31032', '4bbfcd15-b08f-4f5c-a6cb-176f02f9764c']","[82.9, 25.4]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,,,,,,,,,,,,"[83.3, 25.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.502,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.747105005274906
4bbfcd15-b08f-4f5c-a6cb-176f02f9764c,955,1,00:22:14.731,22,14,42,1.5238,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['19669a61-b237-4874-b89e-dd9bace48935'],"[83.3, 25.4]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,5211.0,Jordi Alba Ramos,15.3,-1.080839,1.0,Ground Pass,"[90.5, 11.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334.731,1.2290000000000418,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.034239109655817446
19669a61-b237-4874-b89e-dd9bace48935,956,1,00:22:16.255,22,16,42,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['4bbfcd15-b08f-4f5c-a6cb-176f02f9764c'],"[90.5, 11.9]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.255,1.5240000000001146,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.48121170635527966
a9f22d6f-4a4b-43d1-abd4-205efbc2a2f3,957,1,00:22:16.255,22,16,42,2.9764,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['19669a61-b237-4874-b89e-dd9bace48935', 'ae4ca1a2-2504-411e-b4a9-a161cc136c59']","[90.5, 11.9]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,"[98.6, 15.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.255,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3927484789720146
