id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,carry_end_location,clearance_body_part_id,clearance_body_part_name,clearance_head,counterpress,interception_outcome_id,interception_outcome_name,foul_committed_offensive,foul_won_defensive,out,clearance_aerial_won,ball_recovery_recovery_failure,pass_switch,dribble_outcome_id,dribble_outcome_name,clearance_right_foot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,duel_outcome_id,duel_outcome_name,pass_miscommunication,clearance_left_foot,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,pass_cross,pass_technique_id,pass_technique_name,pass_through_ball,foul_committed_advantage,foul_won_advantage,shot_first_time,goalkeeper_end_location,pass_no_touch,foul_committed_card_id,foul_committed_card_name,foul_committed_type_id,foul_committed_type_name,shot_one_on_one,pass_inswinging,miscontrol_aerial_won,dribble_overrun,dribble_nutmeg,ball_recovery_offensive,pass_goal_assist,pass_cut_back,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,50_50_outcome_id,50_50_outcome_name,pass_outswinging,shot_aerial_won,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
5e8e4129-52d6-4d2d-aaf9-c8a0252755fb,11,1,00:00:06.821,0,6,2,0.0,4,Duel,215,Athletic Club,9,From Kick Off,1041,Sporting Gijón,,,['77a3deb2-c2ee-46c6-8ea6-a6e6695cd7bf'],,"[32.1, 31.0]",8818.0,Jorge Meré Pérez,5.0,Left Center Back,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.821,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.41852294508688814
77a3deb2-c2ee-46c6-8ea6-a6e6695cd7bf,12,1,00:00:06.821,0,6,2,1.751321,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['2e5883c0-1228-4b6a-93c5-603c59b4baef', '5e8e4129-52d6-4d2d-aaf9-c8a0252755fb', 'd2025864-c8f3-45a4-9f27-8f6ce52022e5']",,"[88.0, 49.1]",6394.0,Aritz Aduriz Zubeldia,23.0,Center Forward,6390.0,Markel Susaeta Laskurain,10.283968,0.23554498,3.0,High Pass,"[98.0, 51.5]",,,,,True,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.821,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5483311377175993
2e5883c0-1228-4b6a-93c5-603c59b4baef,13,1,00:00:08.572,0,8,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['77a3deb2-c2ee-46c6-8ea6-a6e6695cd7bf'],,"[98.9, 48.5]",6390.0,Markel Susaeta Laskurain,17.0,Right Wing,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.572,1.7509999999999994,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.11056851317759009
d2025864-c8f3-45a4-9f27-8f6ce52022e5,14,1,00:00:08.572,0,8,3,3.767255,30,Pass,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,"['77a3deb2-c2ee-46c6-8ea6-a6e6695cd7bf', 'b19d7185-9e20-44fc-86c4-5479b83bb169']",,"[22.1, 28.6]",24686.0,Roberto Canella Suárez,6.0,Left Back,6880.0,Arnaldo Antonio Sanabria Ayala,29.673052,0.10805209,3.0,High Pass,"[51.6, 31.8]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.572,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2068921099426222
b19d7185-9e20-44fc-86c4-5479b83bb169,15,1,00:00:12.339,0,12,3,,42,Ball Receipt*,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['d2025864-c8f3-45a4-9f27-8f6ce52022e5'],,"[51.6, 31.8]",6880.0,Arnaldo Antonio Sanabria Ayala,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.339,3.7670000000000012,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7181252139076241
0d468325-daf1-449c-a1b8-fc441e91b881,16,1,00:00:12.339,0,12,3,0.072789,43,Carry,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,"['a332cd31-58b7-4932-8ce6-79376f447518', 'b19d7185-9e20-44fc-86c4-5479b83bb169']",,"[51.6, 31.8]",6880.0,Arnaldo Antonio Sanabria Ayala,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,"[49.2, 30.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.339,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3582651258228803
a332cd31-58b7-4932-8ce6-79376f447518,17,1,00:00:12.412,0,12,3,0.509047,30,Pass,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['6f5f3abe-d6f4-4827-8622-93fc2d138b3c'],,"[49.2, 30.5]",6880.0,Arnaldo Antonio Sanabria Ayala,23.0,Center Forward,40822.0,Daniel Arnaud N''Di	,2.3259406,-2.6971734,2.0,Low Pass,"[47.1, 29.5]",70.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.412,0.0730000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9456908423539667
6f5f3abe-d6f4-4827-8622-93fc2d138b3c,18,1,00:00:12.921,0,12,3,,42,Ball Receipt*,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['a332cd31-58b7-4932-8ce6-79376f447518'],,"[47.1, 29.5]",40822.0,Daniel Arnaud N''Di	,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.921,0.5089999999999986,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3086284333098127
eea6ea08-0c8b-48e3-bb4b-817a3e6e6bfe,19,1,00:00:12.921,0,12,3,0.591622,43,Carry,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,"['6f5f3abe-d6f4-4827-8622-93fc2d138b3c', '7da3fa75-590d-4f2f-99c8-2600aaf806cf']",,"[47.1, 29.5]",40822.0,Daniel Arnaud N''Di	,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,"[48.4, 29.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.921,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.49915031800814746
7da3fa75-590d-4f2f-99c8-2600aaf806cf,20,1,00:00:13.513,0,13,3,2.783116,30,Pass,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['c6bfbbf0-b45f-4297-bfc2-e730e4d8f4b7'],,"[48.4, 29.5]",40822.0,Daniel Arnaud N''Di	,19.0,Center Attacking Midfield,6581.0,Jonathan Rodríguez Menéndez,30.195696,-0.24417545,3.0,High Pass,"[77.7, 22.2]",38.0,Left Foot,,,,,,,76.0,Pass Offside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.513,0.5920000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7513118133638464
c6bfbbf0-b45f-4297-bfc2-e730e4d8f4b7,21,1,00:00:16.296,0,16,3,,42,Ball Receipt*,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['7da3fa75-590d-4f2f-99c8-2600aaf806cf'],,"[77.7, 22.2]",6581.0,Jonathan Rodríguez Menéndez,21.0,Left Wing,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.296,2.7829999999999995,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7750550545503693
e0e4fe1c-89c8-49b8-9574-e872c5f585a1,22,1,00:00:52.748,0,52,4,2.987046,30,Pass,215,Athletic Club,3,From Free Kick,215,Athletic Club,,,"['59c4627b-deb4-4381-83f2-612bf7710b22', '5e5fd59c-efda-4dfd-b7bf-a555340139a1']",,"[47.3, 39.1]",4353.0,Aymeric Laporte,5.0,Left Center Back,6842.0,Iker Muniain Goñi,58.03878,-0.24539655,3.0,High Pass,"[103.6, 25.0]",38.0,Left Foot,62.0,Free Kick,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.748,36.452,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.29998447924820404
5e5fd59c-efda-4dfd-b7bf-a555340139a1,23,1,00:00:55.735,0,55,4,,42,Ball Receipt*,215,Athletic Club,3,From Free Kick,215,Athletic Club,,,['e0e4fe1c-89c8-49b8-9574-e872c5f585a1'],,"[105.5, 21.5]",6842.0,Iker Muniain Goñi,21.0,Left Wing,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.735,2.987000000000002,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5365641652961164
59c4627b-deb4-4381-83f2-612bf7710b22,24,1,00:00:55.735,0,55,4,0.0,9,Clearance,215,Athletic Club,3,From Free Kick,1041,Sporting Gijón,,,['e0e4fe1c-89c8-49b8-9574-e872c5f585a1'],,"[16.5, 55.1]",16332.0,Ognjen Vranješ,2.0,Right Back,,,,,,,,,,,,True,,,,,,,,,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.735,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.32604343987724616
11c7279a-0218-4410-bdfc-bef0e34370ba,25,1,00:00:58.242,0,58,4,2.97861,30,Pass,215,Athletic Club,3,From Free Kick,1041,Sporting Gijón,,,"['7ce176d3-5b68-46d4-8f61-b862dcf822dd', 'bf038c44-b031-4892-8a98-450a44926893']",,"[33.8, 44.7]",27526.0,Rachid Aït-Atmane,11.0,Left Defensive Midfield,6880.0,Arnaldo Antonio Sanabria Ayala,24.387701,0.53338724,3.0,High Pass,"[54.8, 57.1]",37.0,Head,66.0,Recovery,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.242,2.506999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.061634014676786864
7ce176d3-5b68-46d4-8f61-b862dcf822dd,26,1,00:01:01.221,1,1,4,,42,Ball Receipt*,215,Athletic Club,3,From Free Kick,1041,Sporting Gijón,,,['11c7279a-0218-4410-bdfc-bef0e34370ba'],,"[57.2, 54.7]",6880.0,Arnaldo Antonio Sanabria Ayala,23.0,Center Forward,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.221,2.978999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2526037484305025
bf038c44-b031-4892-8a98-450a44926893,27,1,00:01:01.221,1,1,4,1.427608,30,Pass,215,Athletic Club,3,From Free Kick,215,Athletic Club,,,"['11c7279a-0218-4410-bdfc-bef0e34370ba', '6cd22fc8-88bf-4d35-a445-4f6b8c892878', 'c92799e1-39e9-4540-a586-5eb7c3fa6fbf']",,"[65.3, 23.0]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,6391.0,Raúl García Escudero,18.056854,0.32700443,3.0,High Pass,"[82.4, 28.8]",40.0,Right Foot,66.0,Recovery,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.221,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9800942420234972
