id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,out,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,dribble_nutmeg,foul_committed_advantage,foul_won_advantage,foul_won_defensive,pass_technique_id,pass_technique_name,pass_through_ball,goalkeeper_outcome_id,goalkeeper_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,ball_recovery_recovery_failure,pass_outswinging,clearance_head,pass_switch,dribble_no_touch,pass_aerial_won,pass_inswinging,clearance_right_foot,pass_deflected,block_deflection,pass_cross,shot_first_time,dribble_overrun,clearance_aerial_won,block_offensive,pass_cut_back,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_goal_assist,pass_no_touch,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,miscontrol_aerial_won,clearance_other,foul_committed_card_id,foul_committed_card_name,shot_saved_to_post,goalkeeper_shot_saved_to_post,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,shot_aerial_won,shot_open_goal,ball_recovery_offensive,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
281ac510-beab-46d0-82e6-bfe10fb4b91c,11,1,00:00:07.893,0,7,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['72c01800-192e-4509-b3b8-a6f0b4c64619'],,"[86.0, 35.9]",10802.0,André Filipe Tavares Gomes,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.893,3.104,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.37092392334018975
23028c40-4903-4971-bbd2-279bdc8496b4,12,1,00:00:07.893,0,7,2,0.095637,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['281ac510-beab-46d0-82e6-bfe10fb4b91c', 'f6641efa-ff91-42c9-9c5c-4fce23f116e5']",,"[86.0, 35.9]",10802.0,André Filipe Tavares Gomes,15.0,Left Center Midfield,,,,,,,,,,,,"[85.6, 36.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.893,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6036061214516161
f6641efa-ff91-42c9-9c5c-4fce23f116e5,13,1,00:00:07.989,0,7,2,0.0,38,Miscontrol,207,Valencia,9,From Kick Off,207,Valencia,,,,,"[85.6, 36.1]",10802.0,André Filipe Tavares Gomes,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.989,0.09600000000000009,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8921861575844617
1c1209c5-dbe8-4581-beeb-415eb1e6c5d3,14,1,00:00:09.006,0,9,2,0.56406,17,Pressure,207,Valencia,9,From Kick Off,212,Atlético Madrid,,,['0c7b14b0-00d8-45a3-8b41-a40f4b592fda'],,"[22.3, 32.0]",5484.0,Lucas Hernández Pi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.006,1.0170000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9489231880676419
0c7b14b0-00d8-45a3-8b41-a40f4b592fda,15,1,00:00:09.505,0,9,2,0.748494,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,"['1c1209c5-dbe8-4581-beeb-415eb1e6c5d3', 'f1bd4a17-c0c4-45f0-a1aa-c80313f9e5f1']",,"[92.5, 51.7]",6402.0,Francisco Alcácer García,23.0,Center Forward,18724.0,Sofiane Feghouli,8.984431,1.8643854,2.0,Low Pass,"[89.9, 60.3]",37.0,Head,66.0,Recovery,,True,9cb82d28-fbc1-44ad-89f1-e1005f5e081b,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.505,0.49900000000000055,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4471031594586391
f1bd4a17-c0c4-45f0-a1aa-c80313f9e5f1,16,1,00:00:10.253,0,10,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['0c7b14b0-00d8-45a3-8b41-a40f4b592fda'],,"[89.9, 60.3]",18724.0,Sofiane Feghouli,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.253,0.7479999999999993,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.27788821815026155
4c8c1999-8286-4fbd-be2c-1bdbd4b68651,17,1,00:00:10.253,0,10,2,1.577452,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['6abf1a8c-77f5-4953-b77f-063205ef06c5', '9cb82d28-fbc1-44ad-89f1-e1005f5e081b', 'f1bd4a17-c0c4-45f0-a1aa-c80313f9e5f1']",,"[89.9, 60.3]",18724.0,Sofiane Feghouli,17.0,Right Wing,,,,,,,,,,,,"[96.0, 53.6]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.253,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5441191340716242
6abf1a8c-77f5-4953-b77f-063205ef06c5,18,1,00:00:10.636,0,10,2,1.205351,17,Pressure,207,Valencia,9,From Kick Off,212,Atlético Madrid,,,"['4c8c1999-8286-4fbd-be2c-1bdbd4b68651', '9cb82d28-fbc1-44ad-89f1-e1005f5e081b']",,"[29.2, 22.7]",6381.0,Saúl Ñíguez Esclapez,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.636,0.3829999999999991,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6621093270973132
9cb82d28-fbc1-44ad-89f1-e1005f5e081b,19,1,00:00:11.831,0,11,2,0.09058,16,Shot,207,Valencia,9,From Kick Off,207,Valencia,,,"['6abf1a8c-77f5-4953-b77f-063205ef06c5', '9f5f1302-3228-46df-b559-226619a33c66', 'cbafe69b-e22b-4099-b6f6-48057300e719']",,"[96.0, 53.6]",18724.0,Sofiane Feghouli,17.0,Right Wing,,,,,,,,,,,,,True,,,0.015607094,"[97.4, 52.9]",0c7b14b0-00d8-45a3-8b41-a40f4b592fda,96.0,Blocked,93.0,Normal,40.0,Right Foot,87.0,Open Play,"[{'location': [87.6, 32.3], 'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [96.8, 39.9], 'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.3, 52.4], 'player': {'id': 18904, 'name': 'Claudio Matías Kranevitter'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.7, 43.0], 'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.2, 36.8], 'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.3, 42.2], 'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.5, 48.4], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.6, 53.0], 'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [85.1, 55.2], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.1, 41.9], 'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.4, 36.3], 'player': {'id': 5186, 'name': 'Denis Cheryshev'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.2, 46.7], 'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [85.7, 49.6], 'player': {'id': 5741, 'name': 'Enzo Nicolás Pérez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.8, 44.6], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.831,1.1950000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.8669458806047947
9f5f1302-3228-46df-b559-226619a33c66,20,1,00:00:11.921,0,11,2,0.0,6,Block,207,Valencia,9,From Kick Off,212,Atlético Madrid,,,['9cb82d28-fbc1-44ad-89f1-e1005f5e081b'],,"[22.7, 27.2]",6320.0,Filipe Luís Kasmirski,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.921,0.08999999999999986,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3645785453412633
cbafe69b-e22b-4099-b6f6-48057300e719,21,1,00:00:11.961,0,11,2,0.0,23,Goal Keeper,207,Valencia,9,From Kick Off,212,Atlético Madrid,,,['9cb82d28-fbc1-44ad-89f1-e1005f5e081b'],,"[2.0, 38.2]",6378.0,Jan Oblak,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2.0, 38.2]",44.0,Set,32.0,Shot Faced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.961,0.040000000000000924,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.9149565759710504
c03e10a1-2848-4a2d-9258-005e473db82b,22,1,00:00:27.066,0,27,3,1.417759,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['abf51559-bf54-4389-8ca9-9c49bd2010ee'],,"[111.6, 80.0]",7005.0,João Pedro Cavaco Cancelo,2.0,Right Back,3638.0,Shkodran Mustafi,18.808775,-2.9327273,2.0,Low Pass,"[93.2, 76.1]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.066,15.104999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9779386311497379
abf51559-bf54-4389-8ca9-9c49bd2010ee,23,1,00:00:28.484,0,28,3,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,['c03e10a1-2848-4a2d-9258-005e473db82b'],,"[93.2, 76.1]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.484,1.4180000000000028,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.33146237778553167
6e2e615f-530b-4bb8-9cc3-0028c8f2c7f7,24,1,00:00:28.484,0,28,3,1.41567,43,Carry,207,Valencia,4,From Throw In,207,Valencia,,,"['4f1171de-e94a-493a-8879-34e640a77827', 'a3c24e38-6d44-41c3-81e1-05a62612fcb8', 'abf51559-bf54-4389-8ca9-9c49bd2010ee']",,"[93.2, 76.1]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,"[92.5, 77.4]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.484,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4588462043738335
4f1171de-e94a-493a-8879-34e640a77827,25,1,00:00:29.285,0,29,3,0.610538,17,Pressure,207,Valencia,4,From Throw In,212,Atlético Madrid,,,['6e2e615f-530b-4bb8-9cc3-0028c8f2c7f7'],,"[25.7, 6.4]",6744.0,Luciano Vietto,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.285,0.8009999999999984,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.3858790219805952
