id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,counterpress,carry_end_location,dribble_outcome_id,dribble_outcome_name,pass_switch,interception_outcome_id,interception_outcome_name,pass_cross,clearance_head,clearance_body_part_id,clearance_body_part_name,out,clearance_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,duel_outcome_id,duel_outcome_name,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,block_deflection,foul_committed_type_id,foul_committed_type_name,clearance_left_foot,pass_inswinging,pass_technique_id,pass_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,shot_first_time,clearance_right_foot,pass_cut_back,dribble_nutmeg,miscontrol_aerial_won,dribble_overrun,pass_through_ball,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,shot_aerial_won,ball_recovery_recovery_failure,foul_committed_advantage,foul_won_advantage,50_50_outcome_id,50_50_outcome_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_outswinging,pass_miscommunication,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
d96a95b1-c557-4b58-8623-85fc17daf2c5,11,1,00:00:06.614,0,6,2,0.0,4,Duel,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['67628e83-59ce-414b-9ebb-cb2a53beb232'],,"[82.6, 56.4]",6690.0,Xabier Prieto Argarate,12.0,Right Midfield,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.614,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3699716868712122
67628e83-59ce-414b-9ebb-cb2a53beb232,12,1,00:00:06.614,0,6,3,1.073861,30,Pass,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['60b09e2b-e771-48a9-96e9-5c64f260caf4', 'c546e655-f892-4562-a35e-4e9ddd981e7d', 'd96a95b1-c557-4b58-8623-85fc17daf2c5']",,"[37.5, 23.7]",6913.0,Fernando Navarro i Corbacho,6.0,Left Back,25921.0,Rubén Gracia Calmache,13.330417,-0.85972905,2.0,Low Pass,"[46.2, 13.6]",,,66.0,Recovery,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.614,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.05586725961471051
913c8912-01f5-4e36-8d7b-3122283fe924,13,1,00:00:07.586,0,7,3,0.270253,17,Pressure,219,RC Deportivo La Coruña,1,Regular Play,210,Real Sociedad,,,"['0ecae667-25d8-4954-9354-15c746a22ec4', 'c546e655-f892-4562-a35e-4e9ddd981e7d', 'c9b2b540-3e56-41cc-8d06-0e84fbf4902e']",,"[72.4, 67.7]",6605.0,Joseba Zaldúa Bengoetxea,2.0,Right Back,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.586,0.9720000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.592838130666323
c546e655-f892-4562-a35e-4e9ddd981e7d,14,1,00:00:07.688,0,7,3,,42,Ball Receipt*,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['67628e83-59ce-414b-9ebb-cb2a53beb232', '913c8912-01f5-4e36-8d7b-3122283fe924']",,"[46.2, 13.6]",25921.0,Rubén Gracia Calmache,21.0,Left Wing,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.688,0.10199999999999942,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4886119931255922
c9b2b540-3e56-41cc-8d06-0e84fbf4902e,15,1,00:00:07.688,0,7,3,0.072777,43,Carry,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['0ecae667-25d8-4954-9354-15c746a22ec4', '913c8912-01f5-4e36-8d7b-3122283fe924', 'c546e655-f892-4562-a35e-4e9ddd981e7d']",,"[46.2, 13.6]",25921.0,Rubén Gracia Calmache,21.0,Left Wing,,,,,,,,,,,,,,,,True,,,,,"[46.5, 12.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.688,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.917777658226611
0ecae667-25d8-4954-9354-15c746a22ec4,16,1,00:00:07.761,0,7,3,0.842494,30,Pass,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['67381656-f43f-4926-b9f4-24b400b252e3', '913c8912-01f5-4e36-8d7b-3122283fe924']",,"[46.5, 12.4]",25921.0,Rubén Gracia Calmache,21.0,Left Wing,6733.0,Pedro Mosquera Parada,14.418044,1.9847953,1.0,Ground Pass,"[40.7, 25.6]",40.0,Right Foot,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.761,0.0730000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2161795033831978
67381656-f43f-4926-b9f4-24b400b252e3,17,1,00:00:08.603,0,8,3,,42,Ball Receipt*,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['0ecae667-25d8-4954-9354-15c746a22ec4'],,"[40.7, 25.6]",6733.0,Pedro Mosquera Parada,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.603,0.8419999999999996,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9788441511783629
5eb8c884-efe3-4c78-a40f-727aadaafeaf,18,1,00:00:08.603,0,8,3,0.70604,43,Carry,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['43f03778-93b8-4ad4-bcc6-877f9b8d145a', '67381656-f43f-4926-b9f4-24b400b252e3']",,"[40.7, 25.6]",6733.0,Pedro Mosquera Parada,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,"[40.5, 24.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.603,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.47198559592988887
43f03778-93b8-4ad4-bcc6-877f9b8d145a,19,1,00:00:09.309,0,9,3,1.103524,30,Pass,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['587c8c9a-6fa4-4cf6-a5e2-db52c66a1ef8'],,"[40.5, 24.3]",6733.0,Pedro Mosquera Parada,9.0,Right Defensive Midfield,5724.0,Fayçal Fajr,21.369371,-0.6959366,1.0,Ground Pass,"[56.9, 10.6]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.309,0.7059999999999995,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.555758504243669
4be3a59f-5971-4d42-abda-03570923277e,20,1,00:00:10.319,0,10,3,0.334454,17,Pressure,219,RC Deportivo La Coruña,1,Regular Play,210,Real Sociedad,,,"['587c8c9a-6fa4-4cf6-a5e2-db52c66a1ef8', '6759a860-30a8-4174-9433-b632a83c5fab']",,"[63.6, 69.5]",16539.0,Diego Antonio Reyes Rosales,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.319,1.0100000000000016,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8355593343612121
587c8c9a-6fa4-4cf6-a5e2-db52c66a1ef8,21,1,00:00:10.413,0,10,3,,42,Ball Receipt*,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['43f03778-93b8-4ad4-bcc6-877f9b8d145a', '4be3a59f-5971-4d42-abda-03570923277e']",,"[56.9, 10.6]",5724.0,Fayçal Fajr,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.413,0.09399999999999942,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8508889799040164
6759a860-30a8-4174-9433-b632a83c5fab,22,1,00:00:10.413,0,10,3,0.455273,43,Carry,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['164b0196-ad29-4302-9cb1-8958ce47c850', '4be3a59f-5971-4d42-abda-03570923277e', '587c8c9a-6fa4-4cf6-a5e2-db52c66a1ef8', 'e22f1b86-2526-48d4-abbd-fe3b57f90e50']",,"[56.9, 10.6]",5724.0,Fayçal Fajr,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,True,,,,,"[56.5, 10.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.413,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5116910792580336
164b0196-ad29-4302-9cb1-8958ce47c850,23,1,00:00:10.868,0,10,3,0.0,39,Dribbled Past,219,RC Deportivo La Coruña,1,Regular Play,210,Real Sociedad,,,"['6759a860-30a8-4174-9433-b632a83c5fab', '97862504-6759-4215-8c1a-dbf8c02b59b4', 'e22f1b86-2526-48d4-abbd-fe3b57f90e50']",,"[63.6, 69.5]",16539.0,Diego Antonio Reyes Rosales,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.868,0.45500000000000007,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8790711976095935
e22f1b86-2526-48d4-abbd-fe3b57f90e50,24,1,00:00:10.868,0,10,3,0.0,14,Dribble,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['164b0196-ad29-4302-9cb1-8958ce47c850'],,"[56.5, 10.6]",5724.0,Fayçal Fajr,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,True,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.868,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9249553424663025
97862504-6759-4215-8c1a-dbf8c02b59b4,25,1,00:00:10.868,0,10,3,0.858215,43,Carry,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['164b0196-ad29-4302-9cb1-8958ce47c850', '3bbb813c-8571-4466-9bce-417ed6e0567c', '49d8dbee-177e-423d-9130-71fcc94041ff', 'e22f1b86-2526-48d4-abbd-fe3b57f90e50']",,"[56.5, 10.6]",5724.0,Fayçal Fajr,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,True,,,,,"[57.6, 12.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.868,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9105927485811292
49d8dbee-177e-423d-9130-71fcc94041ff,26,1,00:00:11.002,0,11,3,0.845963,17,Pressure,219,RC Deportivo La Coruña,1,Regular Play,210,Real Sociedad,,,"['3bbb813c-8571-4466-9bce-417ed6e0567c', '97862504-6759-4215-8c1a-dbf8c02b59b4']",,"[63.4, 69.2]",16539.0,Diego Antonio Reyes Rosales,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.002,0.13400000000000034,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.02593105326488987
2bc1ed72-ce71-4b22-869f-d71ebe5b192f,27,1,00:00:11.726,0,11,3,0.0,22,Foul Committed,219,RC Deportivo La Coruña,1,Regular Play,210,Real Sociedad,,,['3bbb813c-8571-4466-9bce-417ed6e0567c'],,"[62.5, 67.7]",16539.0,Diego Antonio Reyes Rosales,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.726,0.7240000000000002,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8614669057203337
3bbb813c-8571-4466-9bce-417ed6e0567c,28,1,00:00:11.726,0,11,3,0.0,21,Foul Won,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['2bc1ed72-ce71-4b22-869f-d71ebe5b192f', '49d8dbee-177e-423d-9130-71fcc94041ff']",,"[57.6, 12.4]",5724.0,Fayçal Fajr,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.726,0.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6337725111091868
