id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,counterpress,carry_end_location,dribble_outcome_id,dribble_outcome_name,pass_switch,interception_outcome_id,interception_outcome_name,pass_cross,clearance_head,clearance_body_part_id,clearance_body_part_name,out,clearance_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,duel_outcome_id,duel_outcome_name,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,block_deflection,foul_committed_type_id,foul_committed_type_name,clearance_left_foot,pass_inswinging,pass_technique_id,pass_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,shot_first_time,clearance_right_foot,pass_cut_back,dribble_nutmeg,miscontrol_aerial_won,dribble_overrun,pass_through_ball,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,shot_aerial_won,ball_recovery_recovery_failure,foul_committed_advantage,foul_won_advantage,50_50_outcome_id,50_50_outcome_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_outswinging,pass_miscommunication,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
895edf0d-142a-4c2f-91f2-1a2039e0905c,258,1,00:05:59.788,5,59,18,0.391005,30,Pass,210,Real Sociedad,4,From Throw In,210,Real Sociedad,,,['57700f51-d94e-43d7-b151-4c84d6fe8803'],,"[85.6, 15.1]",6674.0,Alberto De La Bella Madureño,6.0,Left Back,,,2.6400757,0.42976227,1.0,Ground Pass,"[88.0, 16.2]",40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.788,0.7490000000000236,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.988849615190742
57700f51-d94e-43d7-b151-4c84d6fe8803,259,1,00:06:00.179,6,0,19,0.0,2,Ball Recovery,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['895edf0d-142a-4c2f-91f2-1a2039e0905c'],,"[32.1, 63.9]",6738.0,Juan Francisco Moreno Fuertes,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.179,0.3909999999999627,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5514466120588075
e8f5868b-a26c-4bca-be85-86d5d2e170d0,260,1,00:06:00.179,6,0,19,1.106496,43,Carry,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['04af3987-a952-46b0-8313-2b15302c105d', '57700f51-d94e-43d7-b151-4c84d6fe8803', 'ca6457ae-6fdb-4544-bd59-fdb7c94e5ca9']",,"[32.1, 63.9]",6738.0,Juan Francisco Moreno Fuertes,17.0,Right Wing,,,,,,,,,,,,,,,,True,,,,,"[31.9, 63.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.179,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4257648504023962
ca6457ae-6fdb-4544-bd59-fdb7c94e5ca9,261,1,00:06:00.330,6,0,19,0.955023,17,Pressure,219,RC Deportivo La Coruña,1,Regular Play,210,Real Sociedad,,,"['04af3987-a952-46b0-8313-2b15302c105d', 'e8f5868b-a26c-4bca-be85-86d5d2e170d0']",,"[88.0, 16.2]",6674.0,Alberto De La Bella Madureño,6.0,Left Back,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.33,0.15100000000001046,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.37919246065501544
04af3987-a952-46b0-8313-2b15302c105d,262,1,00:06:01.285,6,1,19,0.0,3,Dispossessed,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['43c3ca91-667e-4417-afa3-c39f50a28dee', 'ca6457ae-6fdb-4544-bd59-fdb7c94e5ca9']",,"[31.9, 63.7]",6738.0,Juan Francisco Moreno Fuertes,17.0,Right Wing,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.285,0.9550000000000409,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8005796760826653
43c3ca91-667e-4417-afa3-c39f50a28dee,263,1,00:06:01.285,6,1,19,0.0,4,Duel,219,RC Deportivo La Coruña,1,Regular Play,210,Real Sociedad,,,['04af3987-a952-46b0-8313-2b15302c105d'],,"[88.2, 16.4]",6674.0,Alberto De La Bella Madureño,6.0,Left Back,,,,,,,,,,,,,,,,True,11.0,Tackle,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.285,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3916952169469363
114a2a29-ed06-438b-af3e-f678b086be61,264,1,00:06:02.862,6,2,19,0.0,2,Ball Recovery,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,,,"[30.8, 60.1]",23800.0,Laureano Sanabria Ruiz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.862,1.5769999999999982,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6189197943156285
95084886-73f0-49d9-b415-1f1c821ce049,265,1,00:06:02.862,6,2,19,0.882969,43,Carry,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['114a2a29-ed06-438b-af3e-f678b086be61', 'cd06e36c-72bf-4586-9618-3b96c2aae36a']",,"[30.8, 60.1]",23800.0,Laureano Sanabria Ruiz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,"[30.6, 56.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.862,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.46901484769817314
cd06e36c-72bf-4586-9618-3b96c2aae36a,266,1,00:06:03.745,6,3,19,0.740641,30,Pass,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['b9587fae-f162-4a66-8527-232236228c2d'],,"[30.6, 56.0]",23800.0,Laureano Sanabria Ruiz,2.0,Right Back,6733.0,Pedro Mosquera Parada,9.6,-1.5707964,1.0,Ground Pass,"[30.6, 46.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.745,0.8829999999999814,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.27388872401584263
b9587fae-f162-4a66-8527-232236228c2d,267,1,00:06:04.486,6,4,19,,42,Ball Receipt*,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['cd06e36c-72bf-4586-9618-3b96c2aae36a'],,"[30.6, 46.4]",6733.0,Pedro Mosquera Parada,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.486,0.7409999999999854,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.00966530452058556
1e03d84c-f08f-41c1-a9b4-5a0c28fbc287,268,1,00:06:04.486,6,4,19,0.179211,43,Carry,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['6a4dec7b-ee6e-4c80-b657-ac17a2ca1144', 'b9587fae-f162-4a66-8527-232236228c2d']",,"[30.6, 46.4]",6733.0,Pedro Mosquera Parada,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,"[30.6, 46.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.486,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5684216279096005
6a4dec7b-ee6e-4c80-b657-ac17a2ca1144,269,1,00:06:04.665,6,4,19,0.800503,30,Pass,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['e9c9646d-a3c3-460d-b1d5-e36d173334b6'],,"[30.6, 46.4]",6733.0,Pedro Mosquera Parada,9.0,Right Defensive Midfield,26107.0,Alberto Lopo García,11.928118,2.5349874,1.0,Ground Pass,"[20.8, 53.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.665,0.17900000000003047,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5808044446392379
e9c9646d-a3c3-460d-b1d5-e36d173334b6,270,1,00:06:05.466,6,5,19,,42,Ball Receipt*,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['6a4dec7b-ee6e-4c80-b657-ac17a2ca1144'],,"[20.8, 53.2]",26107.0,Alberto Lopo García,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.466,0.8009999999999877,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22878541364371197
9c9a2b71-fe29-4c99-b96a-f040ded5662a,271,1,00:06:05.466,6,5,19,6.690578,43,Carry,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['9cac1588-a0e3-4525-8780-196a9bbb0f92', 'e9c9646d-a3c3-460d-b1d5-e36d173334b6']",,"[20.8, 53.2]",26107.0,Alberto Lopo García,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,"[31.7, 62.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.466,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5177616748780531
9cac1588-a0e3-4525-8780-196a9bbb0f92,272,1,00:06:12.156,6,12,19,3.038909,30,Pass,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['7aa95533-de71-4340-b779-8f8ca75c08ee', 'f56fc727-5fc4-486d-84a7-f21ede93f111']",,"[31.7, 62.0]",26107.0,Alberto Lopo García,3.0,Right Center Back,6732.0,Lucas Pérez Martínez,52.275043,0.05358849,3.0,High Pass,"[83.9, 64.8]",40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.156,6.689999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.048316119857246154
7aa95533-de71-4340-b779-8f8ca75c08ee,273,1,00:06:15.195,6,15,19,,42,Ball Receipt*,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['9cac1588-a0e3-4525-8780-196a9bbb0f92'],,"[83.9, 64.8]",6732.0,Lucas Pérez Martínez,23.0,Center Forward,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.195,3.0389999999999873,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5879711217622464
f56fc727-5fc4-486d-84a7-f21ede93f111,274,1,00:06:15.195,6,15,19,1.691685,30,Pass,219,RC Deportivo La Coruña,1,Regular Play,210,Real Sociedad,,,"['458b5d64-83e9-4115-b2d4-89d00b14c4a1', '9cac1588-a0e3-4525-8780-196a9bbb0f92', 'ae4fd066-bc8d-404a-8675-7223526418fc', 'f75e5bfc-7778-45e0-9a09-c2c95da9121a']",,"[36.2, 15.3]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,6674.0,Alberto De La Bella Madureño,12.059851,-0.09966865,3.0,High Pass,"[48.2, 14.1]",,,66.0,Recovery,9.0,Incomplete,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.195,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9041200776208614
458b5d64-83e9-4115-b2d4-89d00b14c4a1,275,1,00:06:15.195,6,15,19,0.0,4,Duel,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['f56fc727-5fc4-486d-84a7-f21ede93f111'],,"[83.9, 64.8]",6732.0,Lucas Pérez Martínez,23.0,Center Forward,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.195,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6166540980016727
6268224b-4e7c-4bf2-81fc-323240e06c62,276,1,00:06:16.628,6,16,19,0.367828,17,Pressure,219,RC Deportivo La Coruña,1,Regular Play,210,Real Sociedad,,,"['0d1b73ee-fd88-4c53-ab96-75b54fc11001', 'f75e5bfc-7778-45e0-9a09-c2c95da9121a']",,"[48.2, 14.1]",6674.0,Alberto De La Bella Madureño,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.628,1.4329999999999927,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5741123744372377
ae4fd066-bc8d-404a-8675-7223526418fc,277,1,00:06:16.887,6,16,19,,42,Ball Receipt*,219,RC Deportivo La Coruña,1,Regular Play,210,Real Sociedad,,,['f56fc727-5fc4-486d-84a7-f21ede93f111'],,"[48.2, 14.1]",6674.0,Alberto De La Bella Madureño,6.0,Left Back,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.887,0.25900000000001455,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.332309247704199
f75e5bfc-7778-45e0-9a09-c2c95da9121a,278,1,00:06:16.887,6,16,19,0.0,10,Interception,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['6268224b-4e7c-4bf2-81fc-323240e06c62', 'f56fc727-5fc4-486d-84a7-f21ede93f111']",,"[71.9, 66.0]",6738.0,Juan Francisco Moreno Fuertes,17.0,Right Wing,,,,,,,,,,,,,,,,True,,,,,,,,,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.887,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.8954998380719701
0d1b73ee-fd88-4c53-ab96-75b54fc11001,279,1,00:06:16.887,6,16,19,1.193869,43,Carry,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,"['6268224b-4e7c-4bf2-81fc-323240e06c62', '7f6d780b-ffcb-41ba-83ec-6b2c94840636', '8b71f6e1-f28e-4a84-a0fe-4fd6abfc80fc', 'f75e5bfc-7778-45e0-9a09-c2c95da9121a']",,"[71.9, 66.0]",6738.0,Juan Francisco Moreno Fuertes,17.0,Right Wing,,,,,,,,,,,,,,,,True,,,,,"[73.4, 58.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.887,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.17278957016113217
7f6d780b-ffcb-41ba-83ec-6b2c94840636,280,1,00:06:17.641,6,17,19,0.459211,17,Pressure,219,RC Deportivo La Coruña,1,Regular Play,210,Real Sociedad,,,"['0d1b73ee-fd88-4c53-ab96-75b54fc11001', '8b71f6e1-f28e-4a84-a0fe-4fd6abfc80fc']",,"[48.2, 14.1]",6633.0,Markel Bergara Larrañaga,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.641,0.7540000000000191,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9282548053924525
8b71f6e1-f28e-4a84-a0fe-4fd6abfc80fc,281,1,00:06:18.081,6,18,19,0.0,38,Miscontrol,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['7f6d780b-ffcb-41ba-83ec-6b2c94840636'],,"[73.4, 58.6]",6738.0,Juan Francisco Moreno Fuertes,17.0,Right Wing,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.081,0.4399999999999977,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.2539348784361313
3665d12c-26b8-4593-a8b3-89cdd1c40ba7,282,1,00:06:20.041,6,20,20,0.731402,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['87184ded-2863-4df4-b436-4bb01529a58d'],,"[42.4, 33.1]",6633.0,Markel Bergara Larrañaga,11.0,Left Defensive Midfield,6690.0,Xabier Prieto Argarate,15.120847,0.6540827,1.0,Ground Pass,"[54.4, 42.3]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.041,1.9599999999999795,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7140464393172491
87184ded-2863-4df4-b436-4bb01529a58d,283,1,00:06:20.772,6,20,20,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['3665d12c-26b8-4593-a8b3-89cdd1c40ba7'],,"[54.4, 42.3]",6690.0,Xabier Prieto Argarate,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.772,0.7309999999999945,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.21499260716998148
7d16f8e3-5b45-43b0-b539-43059d339307,284,1,00:06:20.772,6,20,20,1.818989,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['27079b17-c3a1-432a-9432-43ca5933e1fc', '87184ded-2863-4df4-b436-4bb01529a58d', '8ef8fddb-215a-463b-acf3-984978252163']",,"[54.4, 42.3]",6690.0,Xabier Prieto Argarate,12.0,Right Midfield,,,,,,,,,,,,,,,,True,,,,,"[53.7, 45.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.772,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8054771048974236
8ef8fddb-215a-463b-acf3-984978252163,285,1,00:06:21.397,6,21,20,1.095404,17,Pressure,210,Real Sociedad,1,Regular Play,219,RC Deportivo La Coruña,,,['7d16f8e3-5b45-43b0-b539-43059d339307'],,"[65.7, 37.2]",6733.0,Pedro Mosquera Parada,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.397,0.625,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.13269823167333294
27079b17-c3a1-432a-9432-43ca5933e1fc,286,1,00:06:22.591,6,22,20,1.86107,30,Pass,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['600093c6-f1dd-4dd8-b348-a47cdff3a5e1'],,"[53.7, 45.3]",6690.0,Xabier Prieto Argarate,12.0,Right Midfield,6605.0,Joseba Zaldúa Bengoetxea,22.737194,1.5135901,1.0,Ground Pass,"[55.0, 68.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.591,1.1940000000000168,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6385334067363048
600093c6-f1dd-4dd8-b348-a47cdff3a5e1,287,1,00:06:24.452,6,24,20,,42,Ball Receipt*,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['27079b17-c3a1-432a-9432-43ca5933e1fc'],,"[55.0, 68.0]",6605.0,Joseba Zaldúa Bengoetxea,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.452,1.86099999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7286866093084474
8fff0838-867f-45d4-9479-eab8041c122e,288,1,00:06:24.452,6,24,20,2.168655,43,Carry,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,"['600093c6-f1dd-4dd8-b348-a47cdff3a5e1', 'c2ab8a3a-b693-48bd-8133-9b10fe1208a6', 'cb0e1e60-1bdd-48e1-83ca-49288f89d7d3']",,"[55.0, 68.0]",6605.0,Joseba Zaldúa Bengoetxea,2.0,Right Back,,,,,,,,,,,,,,,,True,,,,,"[74.3, 70.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.452,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8361896812560942
c2ab8a3a-b693-48bd-8133-9b10fe1208a6,289,1,00:06:25.776,6,25,20,0.844485,17,Pressure,210,Real Sociedad,1,Regular Play,219,RC Deportivo La Coruña,,,['8fff0838-867f-45d4-9479-eab8041c122e'],,"[51.2, 12.1]",6733.0,Pedro Mosquera Parada,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.776,1.3240000000000123,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.32845724291578293
cb0e1e60-1bdd-48e1-83ca-49288f89d7d3,290,1,00:06:26.621,6,26,20,0.0,3,Dispossessed,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['efeb014f-8b0a-4811-ba1e-7f9650b05478'],,"[74.3, 70.5]",6605.0,Joseba Zaldúa Bengoetxea,2.0,Right Back,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.621,0.8449999999999704,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5301299796695781
efeb014f-8b0a-4811-ba1e-7f9650b05478,291,1,00:06:26.621,6,26,21,0.0,4,Duel,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,['cb0e1e60-1bdd-48e1-83ca-49288f89d7d3'],,"[45.8, 9.6]",6733.0,Pedro Mosquera Parada,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,True,11.0,Tackle,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.621,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.963428778982422
156c37c2-3d14-40c3-ba02-02cb278dd544,292,1,00:06:31.405,6,31,21,0.0,2,Ball Recovery,219,RC Deportivo La Coruña,1,Regular Play,219,RC Deportivo La Coruña,,,,,"[3.5, 6.4]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.405,4.783999999999992,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.31915879559706806
