id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,out,counterpress,duel_outcome_id,duel_outcome_name,dribble_nutmeg,off_camera,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,pass_cross,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_switch,interception_outcome_id,interception_outcome_name,ball_recovery_recovery_failure,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,clearance_head,foul_won_defensive,pass_goal_assist,goalkeeper_technique_id,goalkeeper_technique_name,pass_through_ball,pass_technique_id,pass_technique_name,pass_outswinging,shot_first_time,foul_committed_type_id,foul_committed_type_name,clearance_aerial_won,block_deflection,pass_deflected,foul_committed_card_id,foul_committed_card_name,goalkeeper_body_part_id,goalkeeper_body_part_name,dribble_overrun,clearance_left_foot,shot_follows_dribble,miscontrol_aerial_won,foul_committed_advantage,foul_won_advantage,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_miscommunication,foul_committed_offensive,dribble_no_touch,shot_one_on_one,pass_cut_back,pass_inswinging,50_50_outcome_id,50_50_outcome_name,injury_stoppage_in_chain,shot_aerial_won,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Referee Ball-Drop,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
712f5754-98d1-4537-8e12-5f9e7ad67a52,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,223,Málaga,1,Regular Play,223,Málaga,442.0,"[{'player': {'id': 26103, 'name': 'Idriss Carlos Kameni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6569, 'name': 'Roberto José Rosales Altuve'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 16723, 'name': 'Egor Filipenko'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 6878, 'name': 'Miguel Torres Gómez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 27335, 'name': 'Arthur Etienne Boka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 8234, 'name': 'Ignacio Camacho Barnola'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6580, 'name': 'José Luis García del Pozo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6563, 'name': 'Juan Pablo Añor Acosta'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 28}, {'player': {'id': 3084, 'name': 'Christian Atsu Twasam'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 8419, 'name': 'Duje Čop'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 6707, 'name': 'Charles Días Barbosa de Oliveira'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7298590021925085
7c6366cc-c525-4869-950d-952a49fe8346,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,223,Málaga,1,Regular Play,216,Getafe,4231.0,"[{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 17054, 'name': 'Emiliano Daniel Velázquez Maldonado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 23416, 'name': 'Stefan Šćepović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.5524354822546396
7607d941-f360-4a6a-bd59-a033b22ab150,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,223,Málaga,1,Regular Play,223,Málaga,,,['2b73e125-fd1a-46eb-9c75-7428fa6b1d8b'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.41580599307158084
2b73e125-fd1a-46eb-9c75-7428fa6b1d8b,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,223,Málaga,1,Regular Play,216,Getafe,,,['7607d941-f360-4a6a-bd59-a033b22ab150'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1197906660052499
5be06a06-5ffb-4b9f-ac41-96e8a2daf2b0,5,1,00:00:00.729,0,0,2,1.739532,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['ecd48a01-140a-4f14-bc69-c5f684732761'],"[61.0, 40.1]",6707.0,Charles Días Barbosa de Oliveira,24.0,Left Center Forward,6878.0,Miguel Torres Gómez,27.116232,2.8536682,1.0,Ground Pass,"[35.0, 47.8]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.729,0.729,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.862748520503824
ecd48a01-140a-4f14-bc69-c5f684732761,6,1,00:00:02.469,0,2,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['5be06a06-5ffb-4b9f-ac41-96e8a2daf2b0'],"[35.0, 47.8]",6878.0,Miguel Torres Gómez,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.469,1.7399999999999998,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7248160114100932
9c40fc33-2a5b-4ed9-83b2-587b473c5d61,7,1,00:00:02.469,0,2,2,1.801221,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['a63258f2-55f6-41b1-a852-0e8c225f3b4d', 'ecd48a01-140a-4f14-bc69-c5f684732761']","[35.0, 47.8]",6878.0,Miguel Torres Gómez,5.0,Left Center Back,,,,,,,,,,,,"[36.5, 47.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.469,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.904093534655149
a63258f2-55f6-41b1-a852-0e8c225f3b4d,8,1,00:00:04.270,0,4,2,3.016683,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,"['bd0c6c36-1738-42fc-a79c-9b349b265f21', 'd0ff1928-420f-46bc-b598-9717edc7e024']","[36.5, 47.8]",6878.0,Miguel Torres Gómez,5.0,Left Center Back,6707.0,Charles Días Barbosa de Oliveira,48.52319,0.03091798,3.0,High Pass,"[85.0, 49.3]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.27,1.8009999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.891383298818165
bd0c6c36-1738-42fc-a79c-9b349b265f21,9,1,00:00:07.287,0,7,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['a63258f2-55f6-41b1-a852-0e8c225f3b4d'],"[82.3, 49.0]",6707.0,Charles Días Barbosa de Oliveira,24.0,Left Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.287,3.0170000000000003,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7646827642999948
d3c061f2-b9c8-48dc-b346-c77900a0ec44,10,1,00:00:07.287,0,7,2,0.0,4,Duel,223,Málaga,9,From Kick Off,223,Málaga,,,['d0ff1928-420f-46bc-b598-9717edc7e024'],"[85.0, 49.3]",6707.0,Charles Días Barbosa de Oliveira,24.0,Left Center Forward,,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.287,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.979208201918827
d0ff1928-420f-46bc-b598-9717edc7e024,11,1,00:00:07.287,0,7,2,2.121263,30,Pass,223,Málaga,9,From Kick Off,216,Getafe,,,"['54b23efb-f63b-46a0-a921-86ed23bab8a2', 'a63258f2-55f6-41b1-a852-0e8c225f3b4d', 'd3c061f2-b9c8-48dc-b346-c77900a0ec44', 'dfb898a4-4665-4aaf-84d6-1df909d2cd60']","[35.1, 30.8]",17054.0,Emiliano Daniel Velázquez Maldonado,5.0,Left Center Back,25881.0,Juan Antonio Rodríguez Villamuela,17.608236,1.4168516,2.0,Low Pass,"[37.8, 48.2]",,,66.0,Recovery,,9.0,Incomplete,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.287,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.4282911716092733
bcea309a-f72e-452c-b022-40c3c554a22b,12,1,00:00:09.236,0,9,2,0.462852,17,Pressure,223,Málaga,9,From Kick Off,216,Getafe,,,"['9d700858-abd4-4c3d-b12d-5daa24d1fae8', 'dfb898a4-4665-4aaf-84d6-1df909d2cd60']","[34.7, 46.0]",25881.0,Juan Antonio Rodríguez Villamuela,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.236,1.9490000000000007,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6894529011795534
54b23efb-f63b-46a0-a921-86ed23bab8a2,13,1,00:00:09.408,0,9,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,216,Getafe,,,['d0ff1928-420f-46bc-b598-9717edc7e024'],"[36.6, 45.8]",25881.0,Juan Antonio Rodríguez Villamuela,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.408,0.17199999999999882,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23052179943382967
dfb898a4-4665-4aaf-84d6-1df909d2cd60,14,1,00:00:09.408,0,9,2,0.0,2,Ball Recovery,223,Málaga,9,From Kick Off,223,Málaga,,,"['bcea309a-f72e-452c-b022-40c3c554a22b', 'd0ff1928-420f-46bc-b598-9717edc7e024']","[82.3, 31.9]",3084.0,Christian Atsu Twasam,16.0,Left Midfield,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.408,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.29217863823513124
9d700858-abd4-4c3d-b12d-5daa24d1fae8,15,1,00:00:09.408,0,9,2,0.423683,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['89335f05-f217-4a4a-8f18-39043cf0ee12', '97a8b4e5-f261-4c72-b2d8-fd09bdf60b3c', 'bcea309a-f72e-452c-b022-40c3c554a22b', 'dfb898a4-4665-4aaf-84d6-1df909d2cd60']","[82.3, 31.9]",3084.0,Christian Atsu Twasam,16.0,Left Midfield,,,,,,,,,,,,"[83.5, 33.3]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.408,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9170710163363888
89335f05-f217-4a4a-8f18-39043cf0ee12,16,1,00:00:09.832,0,9,2,0.0,39,Dribbled Past,223,Málaga,9,From Kick Off,216,Getafe,,,"['8b32eef4-0528-444f-934d-3f4248adc011', '97a8b4e5-f261-4c72-b2d8-fd09bdf60b3c', '9d700858-abd4-4c3d-b12d-5daa24d1fae8']","[36.6, 46.8]",25881.0,Juan Antonio Rodríguez Villamuela,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.832,0.42400000000000126,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6486665737442564
97a8b4e5-f261-4c72-b2d8-fd09bdf60b3c,17,1,00:00:09.832,0,9,2,0.0,14,Dribble,223,Málaga,9,From Kick Off,223,Málaga,,,['89335f05-f217-4a4a-8f18-39043cf0ee12'],"[83.5, 33.3]",3084.0,Christian Atsu Twasam,16.0,Left Midfield,,,,,,,,,,,,,,,,,True,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.832,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5058872721841525
8b32eef4-0528-444f-934d-3f4248adc011,18,1,00:00:09.832,0,9,2,0.833148,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['116b360a-c7f8-40eb-a0de-aaf261ef155c', '89335f05-f217-4a4a-8f18-39043cf0ee12', '97a8b4e5-f261-4c72-b2d8-fd09bdf60b3c', 'd2f0e0b7-6b8f-4904-9c05-9bbb5b2c8a2c']","[83.5, 33.3]",3084.0,Christian Atsu Twasam,16.0,Left Midfield,,,,,,,,,,,,"[83.3, 34.1]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.832,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6230410866282204
116b360a-c7f8-40eb-a0de-aaf261ef155c,19,1,00:00:10.240,0,10,2,0.417621,17,Pressure,223,Málaga,9,From Kick Off,216,Getafe,,,['8b32eef4-0528-444f-934d-3f4248adc011'],"[38.5, 47.2]",6907.0,Pedro León Sánchez Gil,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.24,0.4079999999999995,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7066449504104702
f7bd2651-8380-48d4-bd9e-0e3d891d4c6c,20,1,00:00:10.665,0,10,2,0.0,39,Dribbled Past,223,Málaga,9,From Kick Off,216,Getafe,,,"['bfe6d45e-f895-4eb8-8600-998ab0c6f47f', 'd2f0e0b7-6b8f-4904-9c05-9bbb5b2c8a2c']","[36.8, 46.0]",6907.0,Pedro León Sánchez Gil,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.665,0.42499999999999893,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7645585638715301
d2f0e0b7-6b8f-4904-9c05-9bbb5b2c8a2c,21,1,00:00:10.665,0,10,2,0.0,14,Dribble,223,Málaga,9,From Kick Off,223,Málaga,,,['f7bd2651-8380-48d4-bd9e-0e3d891d4c6c'],"[83.3, 34.1]",3084.0,Christian Atsu Twasam,16.0,Left Midfield,,,,,,,,,,,,,,,,,True,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.665,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.07811592642613041
bfe6d45e-f895-4eb8-8600-998ab0c6f47f,22,1,00:00:10.665,0,10,2,0.745543,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['ab2766d9-37d8-467f-9b26-d8ac2925b128', 'd2f0e0b7-6b8f-4904-9c05-9bbb5b2c8a2c', 'f7bd2651-8380-48d4-bd9e-0e3d891d4c6c']","[83.3, 34.1]",3084.0,Christian Atsu Twasam,16.0,Left Midfield,,,,,,,,,,,,"[83.3, 34.3]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.665,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9980196064389966
ab2766d9-37d8-467f-9b26-d8ac2925b128,23,1,00:00:11.410,0,11,2,0.726327,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['17f9ea0b-be97-4073-b327-2f5c889822a5'],"[83.3, 34.3]",3084.0,Christian Atsu Twasam,16.0,Left Midfield,8234.0,Ignacio Camacho Barnola,12.300406,2.2061675,1.0,Ground Pass,"[76.0, 44.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.41,0.745000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.9392075277639095
17f9ea0b-be97-4073-b327-2f5c889822a5,24,1,00:00:12.137,0,12,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['ab2766d9-37d8-467f-9b26-d8ac2925b128'],"[76.0, 44.2]",8234.0,Ignacio Camacho Barnola,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.137,0.7270000000000003,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.17960259754555263
ec8c4a14-e79b-41a4-adc6-261c35f88f8a,25,1,00:00:12.137,0,12,2,0.587485,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['2613adea-d4f8-4205-9a31-f14e07a0cd03'],"[76.0, 44.2]",8234.0,Ignacio Camacho Barnola,9.0,Right Defensive Midfield,6580.0,José Luis García del Pozo,6.905071,-1.3961241,1.0,Ground Pass,"[77.2, 37.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.137,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7831258350932311
2613adea-d4f8-4205-9a31-f14e07a0cd03,26,1,00:00:12.724,0,12,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['ec8c4a14-e79b-41a4-adc6-261c35f88f8a'],"[77.2, 37.4]",6580.0,José Luis García del Pozo,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.724,0.5869999999999997,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3154789805861431
5a75e430-a7bb-4700-bc64-154ca7715197,27,1,00:00:12.724,0,12,2,0.638614,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['2613adea-d4f8-4205-9a31-f14e07a0cd03', 'f09fd945-5bee-47cc-9928-5609d51cf11d']","[77.2, 37.4]",6580.0,José Luis García del Pozo,11.0,Left Defensive Midfield,,,,,,,,,,,,"[74.1, 38.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.724,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3833398478734471
f09fd945-5bee-47cc-9928-5609d51cf11d,28,1,00:00:13.363,0,13,2,2.13434,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['7726603f-acb0-4549-b4b0-e12fbc969bd7'],"[74.1, 38.9]",6580.0,José Luis García del Pozo,11.0,Left Defensive Midfield,16723.0,Egor Filipenko,19.954197,2.707085,1.0,Ground Pass,"[56.0, 47.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.363,0.6389999999999993,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.36415073757500693
7726603f-acb0-4549-b4b0-e12fbc969bd7,29,1,00:00:15.497,0,15,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['f09fd945-5bee-47cc-9928-5609d51cf11d'],"[56.0, 47.3]",16723.0,Egor Filipenko,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.497,2.1340000000000003,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9131593809879933
6d98dc51-4e23-4e9b-9946-3e33cdead515,30,1,00:00:15.497,0,15,2,0.335072,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['5e6f01dd-8ccb-4b96-9375-6ccfc4019509', '7726603f-acb0-4549-b4b0-e12fbc969bd7']","[56.0, 47.3]",16723.0,Egor Filipenko,3.0,Right Center Back,,,,,,,,,,,,"[54.8, 49.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.497,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8894874779989912
5e6f01dd-8ccb-4b96-9375-6ccfc4019509,31,1,00:00:15.832,0,15,2,1.056377,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['c5a4b6ff-b3a8-471d-a838-c2123f5c9769'],"[54.8, 49.0]",16723.0,Egor Filipenko,3.0,Right Center Back,6878.0,Miguel Torres Gómez,19.547379,-1.7300577,1.0,Ground Pass,"[51.7, 29.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.832,0.33500000000000085,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.45396144623404433
