id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,under_pressure,counterpress,pass_switch,out,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_aerial_won,pass_technique_id,pass_technique_name,pass_through_ball,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,clearance_aerial_won,clearance_head,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,pass_outswinging,off_camera,50_50_outcome_id,50_50_outcome_name,ball_recovery_recovery_failure,foul_won_defensive,clearance_left_foot,shot_aerial_won,foul_committed_advantage,foul_won_advantage,pass_goal_assist,goalkeeper_technique_id,goalkeeper_technique_name,pass_no_touch,foul_committed_offensive,foul_committed_card_id,foul_committed_card_name,shot_one_on_one,pass_inswinging,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_overrun,pass_deflected,block_offensive,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
db8e73cf-d8d5-4c9d-aa96-3b371ab1162e,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,442.0,"[{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 6744, 'name': 'Luciano Vietto'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7846009727582232
fe316d2c-876c-4d6a-a314-bcb8254ba179,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,212,Atlético Madrid,1,Regular Play,219,RC Deportivo La Coruña,433.0,"[{'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 26107, 'name': 'Alberto Lopo García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 26209, 'name': 'Manuel Pablo García Díaz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 6728, 'name': 'Federico Nicolás Cartabia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 26288, 'name': 'Jonathan Javier Rodríguez Portillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.15630016076035635
5f01a240-3f3a-40b1-b15f-27b56b68e29b,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['2aefaaca-d4cd-4044-8a6c-13460709ebaa'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.15758620713173865
2aefaaca-d4cd-4044-8a6c-13460709ebaa,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,212,Atlético Madrid,1,Regular Play,219,RC Deportivo La Coruña,,,['5f01a240-3f3a-40b1-b15f-27b56b68e29b'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.20776355374228295
8c9aa526-3aea-4067-b2a0-986868aae183,5,1,00:00:00.467,0,0,2,0.338291,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['874fa970-31eb-42ed-8cbb-95bf479cb517'],"[61.0, 40.1]",6744.0,Luciano Vietto,22.0,Right Center Forward,5199.0,Jorge Resurrección Merodio,2.505993,2.070143,1.0,Ground Pass,"[59.8, 42.3]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.467,0.467,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5457644230750308
874fa970-31eb-42ed-8cbb-95bf479cb517,6,1,00:00:00.806,0,0,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['8c9aa526-3aea-4067-b2a0-986868aae183'],"[59.8, 42.3]",5199.0,Jorge Resurrección Merodio,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.806,0.339,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.17145339955612537
965e28e7-cc20-46ef-9be0-68edea27a24d,7,1,00:00:00.806,0,0,2,0.524263,43,Carry,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['874fa970-31eb-42ed-8cbb-95bf479cb517', 'f6daca3d-0e68-460f-9c10-cc5ac30ffdb8']","[59.8, 42.3]",5199.0,Jorge Resurrección Merodio,11.0,Left Defensive Midfield,,,,,,,,,,,,"[58.8, 42.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.806,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9735927314496543
f6daca3d-0e68-460f-9c10-cc5ac30ffdb8,8,1,00:00:01.330,0,1,2,1.18039,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['41205831-b5c6-46a3-8f00-288b94f018c4'],"[58.8, 42.1]",5199.0,Jorge Resurrección Merodio,11.0,Left Defensive Midfield,5259.0,José María Giménez de Vargas,14.611297,-3.0180867,1.0,Ground Pass,"[44.3, 40.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,0.524,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9672722096654832
41205831-b5c6-46a3-8f00-288b94f018c4,9,1,00:00:02.510,0,2,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['f6daca3d-0e68-460f-9c10-cc5ac30ffdb8'],"[44.3, 40.3]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,1.1799999999999997,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5536226344517088
be22f493-6d0d-4eed-857e-cef16002bfc1,10,1,00:00:02.510,0,2,2,1.810507,43,Carry,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['03c09deb-ead1-4109-b3a1-56de0e6b04f6', '41205831-b5c6-46a3-8f00-288b94f018c4']","[44.3, 40.3]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,,,,,,,,,,,,"[46.9, 43.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6924884230890743
03c09deb-ead1-4109-b3a1-56de0e6b04f6,11,1,00:00:04.321,0,4,2,2.687781,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['55a6961a-e8cd-4b5d-9f32-b69cbc2ee6a0'],"[46.9, 43.1]",5259.0,José María Giménez de Vargas,3.0,Right Center Back,6381.0,Saúl Ñíguez Esclapez,51.39076,0.5080435,3.0,High Pass,"[91.8, 68.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.321,1.811,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6521066050927642
55a6961a-e8cd-4b5d-9f32-b69cbc2ee6a0,12,1,00:00:07.009,0,7,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['03c09deb-ead1-4109-b3a1-56de0e6b04f6'],"[91.8, 68.1]",6381.0,Saúl Ñíguez Esclapez,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.009,2.6880000000000006,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7109513832148032
56162f64-8728-4467-824a-83cb51d3e283,13,1,00:00:07.049,0,7,2,0.531467,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,"['65bbecdd-6599-441b-9674-dbc428b365e3', 'b818a50c-59b1-4f86-a289-e48a8c267f00']","[92.2, 68.3]",6381.0,Saúl Ñíguez Esclapez,12.0,Right Midfield,5633.0,Yannick Ferreira Carrasco,10.748954,-0.2156417,2.0,Low Pass,"[102.7, 66.0]",37.0,Head,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.049,0.040000000000000036,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6210270774288769
65bbecdd-6599-441b-9674-dbc428b365e3,14,1,00:00:07.580,0,7,2,,42,Ball Receipt*,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['56162f64-8728-4467-824a-83cb51d3e283'],"[102.3, 64.8]",5633.0,Yannick Ferreira Carrasco,16.0,Left Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.58,0.5309999999999997,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.17173602628264428
b818a50c-59b1-4f86-a289-e48a8c267f00,15,1,00:00:07.580,0,7,2,0.0,10,Interception,212,Atlético Madrid,9,From Kick Off,219,RC Deportivo La Coruña,,,['56162f64-8728-4467-824a-83cb51d3e283'],"[17.4, 14.1]",26209.0,Manuel Pablo García Díaz,6.0,Left Back,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.58,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.875056171261538
9be4cef6-fbc9-4900-833e-49697c0579a2,16,1,00:00:07.687,0,7,2,0.0,6,Block,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,,"[102.3, 64.8]",5633.0,Yannick Ferreira Carrasco,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.687,0.1070000000000002,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8049546706157047
bdcc95c7-0ef8-4a26-b6c1-99ab181a7422,17,1,00:00:10.068,0,10,2,0.455966,30,Pass,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,,"[119.5, 69.6]",5633.0,Yannick Ferreira Carrasco,16.0,Left Midfield,,,6.8183575,1.497399,1.0,Ground Pass,"[120.0, 76.4]",38.0,Left Foot,66.0,Recovery,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.068,2.3809999999999993,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4077698039300549
17f87b1b-ce1e-4586-b5ed-a729c8e03322,18,1,00:00:37.279,0,37,3,3.01373,30,Pass,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,['79707009-c27b-45a3-853a-798cb55392d1'],"[6.0, 36.0]",27305.0,Germán Darío Lux,1.0,Goalkeeper,,,69.81834,0.022918623,3.0,High Pass,"[75.8, 37.6]",40.0,Right Foot,63.0,Goal Kick,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.279,27.211000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.25679080637184615
79707009-c27b-45a3-853a-798cb55392d1,19,1,00:00:40.293,0,40,3,1.785165,30,Pass,219,RC Deportivo La Coruña,7,From Goal Kick,212,Atlético Madrid,,,"['17f87b1b-ce1e-4586-b5ed-a729c8e03322', '7b66870a-9264-404c-84a1-1600a89e56e9', 'b1cb0933-4682-46f3-8f0a-415c25b7cc27']","[44.3, 42.5]",6381.0,Saúl Ñíguez Esclapez,12.0,Right Midfield,5633.0,Yannick Ferreira Carrasco,16.227446,-0.7199894,3.0,High Pass,"[56.5, 31.8]",37.0,Head,66.0,Recovery,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.293,3.013999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1754869236236426
7b66870a-9264-404c-84a1-1600a89e56e9,20,1,00:00:42.078,0,42,3,,42,Ball Receipt*,219,RC Deportivo La Coruña,7,From Goal Kick,212,Atlético Madrid,,,['79707009-c27b-45a3-853a-798cb55392d1'],"[51.3, 34.2]",5633.0,Yannick Ferreira Carrasco,16.0,Left Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.078,1.7850000000000037,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2632184933723155
b1cb0933-4682-46f3-8f0a-415c25b7cc27,21,1,00:00:42.078,0,42,3,2.463857,30,Pass,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,"['3f7e12de-78cb-43c7-86ca-24301294e860', '79707009-c27b-45a3-853a-798cb55392d1']","[63.6, 48.3]",23800.0,Laureano Sanabria Ruiz,2.0,Right Back,6728.0,Federico Nicolás Cartabia,29.042383,1.0717244,2.0,Low Pass,"[77.5, 73.8]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.078,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9616843207942296
b04838ed-b998-4128-b7c3-05c8af1d4085,22,1,00:00:44.212,0,44,3,0.600425,17,Pressure,219,RC Deportivo La Coruña,7,From Goal Kick,212,Atlético Madrid,,,"['3b5f3e3e-77b5-4e36-a682-63fce3a97d09', '3f7e12de-78cb-43c7-86ca-24301294e860', 'eae1e3d0-aa30-4eac-8d13-e62c409c14f3']","[45.7, 10.1]",5633.0,Yannick Ferreira Carrasco,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.212,2.1340000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7934451422588013
3f7e12de-78cb-43c7-86ca-24301294e860,23,1,00:00:44.542,0,44,3,,42,Ball Receipt*,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,"['b04838ed-b998-4128-b7c3-05c8af1d4085', 'b1cb0933-4682-46f3-8f0a-415c25b7cc27']","[77.5, 73.8]",6728.0,Federico Nicolás Cartabia,17.0,Right Wing,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.542,0.3299999999999983,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08402447540147062
3b5f3e3e-77b5-4e36-a682-63fce3a97d09,24,1,00:00:44.542,0,44,3,0.209803,43,Carry,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,"['3f7e12de-78cb-43c7-86ca-24301294e860', 'b04838ed-b998-4128-b7c3-05c8af1d4085', 'eae1e3d0-aa30-4eac-8d13-e62c409c14f3']","[77.5, 73.8]",6728.0,Federico Nicolás Cartabia,17.0,Right Wing,,,,,,,,,,,,"[76.9, 74.6]",,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.542,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8151950326397822
eae1e3d0-aa30-4eac-8d13-e62c409c14f3,25,1,00:00:44.752,0,44,3,1.679109,30,Pass,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,"['b04838ed-b998-4128-b7c3-05c8af1d4085', 'd70fc13e-36b6-42d4-9d71-d096ba4c0fd6']","[76.9, 74.6]",6728.0,Federico Nicolás Cartabia,17.0,Right Wing,23800.0,Laureano Sanabria Ruiz,12.539936,-2.7314653,1.0,Ground Pass,"[65.4, 69.6]",38.0,Left Foot,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.752,0.21000000000000085,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.012754117226555395
d70fc13e-36b6-42d4-9d71-d096ba4c0fd6,26,1,00:00:46.431,0,46,3,,42,Ball Receipt*,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,['eae1e3d0-aa30-4eac-8d13-e62c409c14f3'],"[65.4, 69.6]",23800.0,Laureano Sanabria Ruiz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.431,1.678999999999995,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.050723190145838926
86528470-09ec-4b69-ba19-634e3d2acd36,27,1,00:00:46.431,0,46,3,0.487765,43,Carry,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,"['6ad851b6-2b4c-4634-b502-e260ecfeeddb', 'd70fc13e-36b6-42d4-9d71-d096ba4c0fd6']","[65.4, 69.6]",23800.0,Laureano Sanabria Ruiz,2.0,Right Back,,,,,,,,,,,,"[65.4, 69.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.431,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44425001456863755
6ad851b6-2b4c-4634-b502-e260ecfeeddb,28,1,00:00:46.919,0,46,3,1.111687,30,Pass,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,['982aeaa8-05c4-4a5c-9d64-ce3b6ddd8087'],"[65.4, 69.6]",23800.0,Laureano Sanabria Ruiz,2.0,Right Back,6733.0,Pedro Mosquera Parada,11.700427,-2.4895446,1.0,Ground Pass,"[56.1, 62.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.919,0.48799999999999955,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5807628601784488
982aeaa8-05c4-4a5c-9d64-ce3b6ddd8087,29,1,00:00:48.030,0,48,3,,42,Ball Receipt*,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,['6ad851b6-2b4c-4634-b502-e260ecfeeddb'],"[56.1, 62.5]",6733.0,Pedro Mosquera Parada,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.03,1.1110000000000042,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3182717019499426
a15fb8ed-4961-4c84-b780-8357699123ba,30,1,00:00:48.030,0,48,3,1.180706,43,Carry,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,"['1e18f0c0-8333-4d8a-94e6-e81efae750a9', '982aeaa8-05c4-4a5c-9d64-ce3b6ddd8087']","[56.1, 62.5]",6733.0,Pedro Mosquera Parada,10.0,Center Defensive Midfield,,,,,,,,,,,,"[54.5, 62.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.03,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.01780259314228516
1e18f0c0-8333-4d8a-94e6-e81efae750a9,31,1,00:00:49.211,0,49,3,2.743268,30,Pass,219,RC Deportivo La Coruña,7,From Goal Kick,219,RC Deportivo La Coruña,,,['6ce8ae72-8176-4416-8eb6-fce8b6089b16'],"[54.5, 62.1]",6733.0,Pedro Mosquera Parada,10.0,Center Defensive Midfield,6869.0,Alejandro Arribas Garrido,35.826385,-2.1069076,1.0,Ground Pass,"[36.2, 31.3]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.211,1.1809999999999974,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.24273593178022035
