id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_outcome_id,pass_outcome_name,ball_recovery_recovery_failure,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_switch,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,out,pass_aerial_won,foul_won_defensive,clearance_head,clearance_aerial_won,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,counterpress,interception_outcome_id,interception_outcome_name,pass_technique_id,pass_technique_name,pass_outswinging,clearance_left_foot,pass_cut_back,pass_assisted_shot_id,pass_shot_assist,pass_inswinging,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_goal_assist,shot_first_time,goalkeeper_end_location,foul_committed_card_id,foul_committed_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_advantage,foul_won_advantage,miscontrol_aerial_won,bad_behaviour_card_id,bad_behaviour_card_name,dribble_nutmeg,pass_miscommunication,pass_deflected,dribble_overrun,shot_one_on_one,dribble_no_touch,player_off_permanent,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
e1132e96-7230-4551-b962-8b3a5090ed5e,11,1,00:00:04.659,0,4,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['ba217782-46c9-4528-b957-1a71ba44c017'],,"[27.9, 58.5]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.659,1.7469999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23406023992071656
532969d6-4bf2-4d42-a6a3-15e414fd8702,12,1,00:00:04.659,0,4,2,1.071309,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['d8a8eef4-b408-42c3-a999-77b50155b5cd', 'e1132e96-7230-4551-b962-8b3a5090ed5e', 'f3e151da-d49a-4767-b5e4-1e8100076e84']",,"[27.9, 58.5]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,"[27.2, 57.9]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.659,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7312853608973937
f3e151da-d49a-4767-b5e4-1e8100076e84,13,1,00:00:04.958,0,4,2,0.843493,17,Pressure,213,Sevilla,9,From Kick Off,360,Rayo Vallecano,,,"['532969d6-4bf2-4d42-a6a3-15e414fd8702', 'd8a8eef4-b408-42c3-a999-77b50155b5cd']",,"[92.5, 24.5]",26685.0,Nicolás Ladislao Fedor Flores,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.958,0.2990000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.39125521975200883
d8a8eef4-b408-42c3-a999-77b50155b5cd,14,1,00:00:05.731,0,5,2,2.164677,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['4f41ec53-062f-4f5a-9f63-8efc881fc362', 'f3e151da-d49a-4767-b5e4-1e8100076e84']",,"[27.2, 57.9]",3253.0,Adil Rami,3.0,Right Center Back,6841.0,Víctor Machín Pérez,40.857925,0.14985812,3.0,High Pass,"[67.6, 64.0]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.731,0.7729999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.38284666236064024
fc3a94d3-cf77-4635-bd48-0e089a970f55,15,1,00:00:07.854,0,7,2,1.692385,17,Pressure,213,Sevilla,9,From Kick Off,360,Rayo Vallecano,,,"['4f41ec53-062f-4f5a-9f63-8efc881fc362', '504e2446-b553-4213-b6be-e2de55825ea1']",,"[50.0, 16.7]",11298.0,José Ignacio Martínez García,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.854,2.123,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.18267831879232688
4f41ec53-062f-4f5a-9f63-8efc881fc362,16,1,00:00:07.895,0,7,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['d8a8eef4-b408-42c3-a999-77b50155b5cd', 'fc3a94d3-cf77-4635-bd48-0e089a970f55']",,"[67.6, 64.0]",6841.0,Víctor Machín Pérez,17.0,Right Wing,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.895,0.04099999999999948,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09351103090481672
504e2446-b553-4213-b6be-e2de55825ea1,17,1,00:00:07.895,0,7,2,2.989584,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['0c7e324f-42b2-43ab-884a-7f490d5acb5f', '4f41ec53-062f-4f5a-9f63-8efc881fc362', 'a1a919af-ee5a-4e17-8f3f-b12af59bf014', 'fc3a94d3-cf77-4635-bd48-0e089a970f55']",,"[67.6, 64.0]",6841.0,Víctor Machín Pérez,17.0,Right Wing,,,,,,,,,,,,"[73.1, 70.1]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.895,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.746081408229996
0c7e324f-42b2-43ab-884a-7f490d5acb5f,18,1,00:00:09.777,0,9,2,0.966639,17,Pressure,213,Sevilla,9,From Kick Off,360,Rayo Vallecano,,,['504e2446-b553-4213-b6be-e2de55825ea1'],,"[52.0, 6.9]",26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.777,1.8819999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.08950763528076855
c238edca-92fd-4ec8-810f-fcf639ef3b9e,19,1,00:00:10.727,0,10,2,0.324526,17,Pressure,213,Sevilla,9,From Kick Off,360,Rayo Vallecano,,,['a1a919af-ee5a-4e17-8f3f-b12af59bf014'],,"[48.2, 7.2]",11298.0,José Ignacio Martínez García,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.727,0.9500000000000011,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8684530286359713
a1a919af-ee5a-4e17-8f3f-b12af59bf014,20,1,00:00:10.885,0,10,2,0.0,14,Dribble,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['bfa74f1b-bd2f-45b5-955e-3ec785b85cb9', 'c238edca-92fd-4ec8-810f-fcf639ef3b9e']",,"[73.1, 70.1]",6841.0,Víctor Machín Pérez,17.0,Right Wing,,,,,,,,,,,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.885,0.15799999999999947,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.559511702476393
bfa74f1b-bd2f-45b5-955e-3ec785b85cb9,21,1,00:00:10.885,0,10,2,0.0,4,Duel,213,Sevilla,9,From Kick Off,360,Rayo Vallecano,,,['a1a919af-ee5a-4e17-8f3f-b12af59bf014'],,"[47.0, 10.0]",26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,,,,,,,,,,,,,True,,,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.885,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4854103448189029
63d0940f-95ee-42b1-9cf6-6bf7c116cac7,22,1,00:00:10.995,0,10,2,2.030585,30,Pass,213,Sevilla,9,From Kick Off,360,Rayo Vallecano,,,['87f6a12e-ebd4-4103-9e0c-f12290858cc4'],,"[47.6, 9.5]",11298.0,José Ignacio Martínez García,6.0,Left Back,,,19.788128,-0.19838664,1.0,Ground Pass,"[67.0, 5.6]",38.0,Left Foot,66.0,Recovery,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.995,0.10999999999999943,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.6912192879425063
6bf13bcb-55fe-4dc1-ab25-b4732df489c7,23,1,00:00:12.350,0,12,2,0.58217,17,Pressure,213,Sevilla,9,From Kick Off,360,Rayo Vallecano,,,,,"[65.9, 7.0]",6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.35,1.3550000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9535420188293758
87f6a12e-ebd4-4103-9e0c-f12290858cc4,24,1,00:00:13.026,0,13,2,1.314252,30,Pass,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['63d0940f-95ee-42b1-9cf6-6bf7c116cac7', 'ba589778-f59b-466f-a592-4a8a35614844']",,"[53.1, 74.5]",6672.0,Jorge Andújar Moreno,2.0,Right Back,6349.0,Federico Julián Fazio,19.028662,-2.1427653,1.0,Ground Pass,"[42.8, 58.5]",38.0,Left Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.026,0.6760000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.09102270682940572
ba589778-f59b-466f-a592-4a8a35614844,25,1,00:00:14.340,0,14,2,,42,Ball Receipt*,213,Sevilla,9,From Kick Off,213,Sevilla,,,['87f6a12e-ebd4-4103-9e0c-f12290858cc4'],,"[42.8, 58.5]",6349.0,Federico Julián Fazio,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.34,1.314,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5905910172893198
7e8df86a-b3af-4db3-aacc-5290f806afb3,26,1,00:00:14.340,0,14,2,3.870082,43,Carry,213,Sevilla,9,From Kick Off,213,Sevilla,,,"['8309442c-c6c6-4458-8cd1-4dfb89ebf6fe', 'ba589778-f59b-466f-a592-4a8a35614844', 'e7303dda-5627-4daf-b1e6-e76d26ea33ac']",,"[42.8, 58.5]",6349.0,Federico Julián Fazio,5.0,Left Center Back,,,,,,,,,,,,"[43.6, 39.3]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.34,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4528719111270243
e7303dda-5627-4daf-b1e6-e76d26ea33ac,27,1,00:00:16.877,0,16,2,1.236592,17,Pressure,213,Sevilla,9,From Kick Off,360,Rayo Vallecano,,,['7e8df86a-b3af-4db3-aacc-5290f806afb3'],,"[74.0, 33.1]",6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.877,2.536999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.6277732443407447
8309442c-c6c6-4458-8cd1-4dfb89ebf6fe,28,1,00:00:18.210,0,18,2,0.0,38,Miscontrol,213,Sevilla,9,From Kick Off,213,Sevilla,,,,,"[43.6, 39.3]",6349.0,Federico Julián Fazio,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.21,1.333000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.02816444299576215
