id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_outcome_id,pass_outcome_name,ball_recovery_recovery_failure,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_switch,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,out,pass_aerial_won,foul_won_defensive,clearance_head,clearance_aerial_won,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,counterpress,interception_outcome_id,interception_outcome_name,pass_technique_id,pass_technique_name,pass_outswinging,clearance_left_foot,pass_cut_back,pass_assisted_shot_id,pass_shot_assist,pass_inswinging,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_goal_assist,shot_first_time,goalkeeper_end_location,foul_committed_card_id,foul_committed_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_advantage,foul_won_advantage,miscontrol_aerial_won,bad_behaviour_card_id,bad_behaviour_card_name,dribble_nutmeg,pass_miscommunication,pass_deflected,dribble_overrun,shot_one_on_one,dribble_no_touch,player_off_permanent,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
fff2812c-e3d7-4e01-8e16-d5acd0eb1b48,815,1,00:24:26.814,24,26,58,0.0,10,Interception,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['ce5c392f-e410-4ee9-9bec-31e104f9b17b'],,"[50.2, 32.3]",6713.0,Diego Javier Llorente Ríos,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466.814,1.2150000000001455,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0890080313380337
e55bd09f-ec3a-4309-b6c9-0e730fe97456,816,1,00:24:26.814,24,26,58,3.767804,43,Carry,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,"['509f5724-5df8-4448-a258-10212be887a9', 'fff2812c-e3d7-4e01-8e16-d5acd0eb1b48']",,"[50.2, 32.3]",6713.0,Diego Javier Llorente Ríos,5.0,Left Center Back,,,,,,,,,,,,"[50.8, 49.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466.814,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1710609709828722
509f5724-5df8-4448-a258-10212be887a9,817,1,00:24:30.582,24,30,58,0.638245,30,Pass,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['2f859397-c4bd-4566-a27c-6fccd8da8025'],,"[50.8, 49.5]",6713.0,Diego Javier Llorente Ríos,5.0,Left Center Back,26607.0,José Raúl Baena Urdiales,9.527329,1.1259259,1.0,Ground Pass,"[54.9, 58.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470.582,3.768000000000029,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.4882450256155111
2f859397-c4bd-4566-a27c-6fccd8da8025,818,1,00:24:31.220,24,31,58,,42,Ball Receipt*,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['509f5724-5df8-4448-a258-10212be887a9'],,"[54.9, 58.1]",26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471.22,0.63799999999992,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9135413838378271
a3b5d23f-88a8-4ad5-b3df-e2a3bad0d0f0,819,1,00:24:31.220,24,31,58,3.684502,43,Carry,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,"['2f859397-c4bd-4566-a27c-6fccd8da8025', 'f3400caa-7cc8-4283-ad48-352326f8b4c1']",,"[54.9, 58.1]",26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,,,,,,,,,,,,"[57.7, 59.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471.22,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.039700280397574006
f3400caa-7cc8-4283-ad48-352326f8b4c1,820,1,00:24:34.905,24,34,58,1.136326,30,Pass,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['d5dcba0e-e48b-4e94-b3d8-bea3c0bd8ab9'],,"[57.7, 59.5]",26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,26222.0,José Eduardo Rosa Vale de Castro,9.06973,-2.544416,1.0,Ground Pass,"[50.2, 54.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474.905,3.6849999999999454,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.3155661899087041
d5dcba0e-e48b-4e94-b3d8-bea3c0bd8ab9,821,1,00:24:36.041,24,36,58,,42,Ball Receipt*,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['f3400caa-7cc8-4283-ad48-352326f8b4c1'],,"[50.2, 54.4]",26222.0,José Eduardo Rosa Vale de Castro,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.041,1.1359999999999673,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.36400666809938664
62cebab9-83c8-4ebd-8dcf-f18a94523b78,822,1,00:24:36.041,24,36,58,3.680949,43,Carry,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,"['6ddc8da6-1ddf-4a85-80af-976f8c58d048', 'd5dcba0e-e48b-4e94-b3d8-bea3c0bd8ab9']",,"[50.2, 54.4]",26222.0,José Eduardo Rosa Vale de Castro,3.0,Right Center Back,,,,,,,,,,,,"[50.1, 54.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.041,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25924580775984873
6ddc8da6-1ddf-4a85-80af-976f8c58d048,823,1,00:24:39.722,24,39,58,1.616768,30,Pass,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['7fa68633-5f8a-4090-809b-034e751a75ea'],,"[50.1, 54.0]",26222.0,José Eduardo Rosa Vale de Castro,3.0,Right Center Back,6713.0,Diego Javier Llorente Ríos,23.534231,-1.7631919,1.0,Ground Pass,"[45.6, 30.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1479.722,3.68100000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.044065996311441036
7fa68633-5f8a-4090-809b-034e751a75ea,824,1,00:24:41.339,24,41,58,,42,Ball Receipt*,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['6ddc8da6-1ddf-4a85-80af-976f8c58d048'],,"[45.6, 30.9]",6713.0,Diego Javier Llorente Ríos,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1481.339,1.6169999999999618,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1108073576378018
5c6cd064-e659-4eff-97ab-19a0394cd9ef,825,1,00:24:41.339,24,41,58,1.58384,43,Carry,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,"['7fa68633-5f8a-4090-809b-034e751a75ea', 'c2503767-6d67-484f-ab7a-f23c09e1a426']",,"[45.6, 30.9]",6713.0,Diego Javier Llorente Ríos,5.0,Left Center Back,,,,,,,,,,,,"[44.6, 22.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1481.339,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.660168277265907
c2503767-6d67-484f-ab7a-f23c09e1a426,826,1,00:24:42.922,24,42,58,1.204104,30,Pass,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['d6a9ac2e-915b-41fb-9acb-b812e92df602'],,"[44.6, 22.4]",6713.0,Diego Javier Llorente Ríos,5.0,Left Center Back,11298.0,José Ignacio Martínez García,25.93569,-0.71991813,1.0,Ground Pass,"[64.1, 5.3]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1482.922,1.5830000000000837,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.2861697004976921
d6a9ac2e-915b-41fb-9acb-b812e92df602,827,1,00:24:44.126,24,44,58,,42,Ball Receipt*,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['c2503767-6d67-484f-ab7a-f23c09e1a426'],,"[64.1, 5.3]",11298.0,José Ignacio Martínez García,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484.126,1.2039999999999509,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22686104158709064
dc5a2569-f690-4458-b0bd-5a7c2f4aefc6,828,1,00:24:44.126,24,44,58,0.811554,43,Carry,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,"['d6a9ac2e-915b-41fb-9acb-b812e92df602', 'e4a064ba-ba8c-4f8a-92c3-4d35606e353d', 'e8cf50d9-227c-4704-b4b4-480f0846e7de']",,"[64.1, 5.3]",11298.0,José Ignacio Martínez García,6.0,Left Back,,,,,,,,,,,,"[63.5, 4.8]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484.126,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2341308675035645
e4a064ba-ba8c-4f8a-92c3-4d35606e353d,829,1,00:24:44.352,24,44,58,0.582537,17,Pressure,360,Rayo Vallecano,3,From Free Kick,213,Sevilla,,,['dc5a2569-f690-4458-b0bd-5a7c2f4aefc6'],,"[57.4, 74.6]",6841.0,Víctor Machín Pérez,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484.352,0.22600000000011278,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.01670308311400448
e8cf50d9-227c-4704-b4b4-480f0846e7de,830,1,00:24:44.938,24,44,58,0.931186,30,Pass,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['d46e7a4f-ca65-4c80-b72f-8dc4b7be4cb3'],,"[63.5, 4.8]",11298.0,José Ignacio Martínez García,6.0,Left Back,7900.0,Tiago Manuel Dias Correia,9.402127,0.90602183,1.0,Ground Pass,"[69.3, 12.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484.938,0.5860000000000127,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9027465725832432
d46e7a4f-ca65-4c80-b72f-8dc4b7be4cb3,831,1,00:24:45.869,24,45,58,,42,Ball Receipt*,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['e8cf50d9-227c-4704-b4b4-480f0846e7de'],,"[69.3, 12.2]",7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.869,0.9309999999998126,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.20522105769386156
6ca97477-dfc1-4a39-86ab-2b0cd99af5f9,832,1,00:24:45.869,24,45,58,0.199999,43,Carry,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,"['d46e7a4f-ca65-4c80-b72f-8dc4b7be4cb3', 'ffa53699-0a25-472b-a9a0-6ce37a33b9f1']",,"[69.3, 12.2]",7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,,,,,,,,,,,,"[69.3, 12.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.869,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.27920794241438596
ffa53699-0a25-472b-a9a0-6ce37a33b9f1,833,1,00:24:46.069,24,46,58,1.186746,30,Pass,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['29f9a4f8-9799-44ed-82b6-1bce9a225ba0'],,"[69.3, 12.2]",7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,6852.0,Jozabed Sánchez Ruiz,8.134495,-2.7770667,1.0,Ground Pass,"[61.7, 9.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486.069,0.20000000000004547,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8405642662215784
29f9a4f8-9799-44ed-82b6-1bce9a225ba0,834,1,00:24:47.256,24,47,58,,42,Ball Receipt*,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['ffa53699-0a25-472b-a9a0-6ce37a33b9f1'],,"[61.7, 9.3]",6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487.256,1.1870000000001255,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.36898770220168786
19b5d606-3ff7-44c0-9c62-b0d892166331,835,1,00:24:47.256,24,47,58,2.654159,43,Carry,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,"['29f9a4f8-9799-44ed-82b6-1bce9a225ba0', '730d38a8-e65d-419e-a07c-eb5f3fa9f61f']",,"[61.7, 9.3]",6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,,,,,,,,,,,,"[64.7, 11.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487.256,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5302602163117209
730d38a8-e65d-419e-a07c-eb5f3fa9f61f,836,1,00:24:49.910,24,49,58,1.660317,30,Pass,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['802bd429-934f-4f04-b947-e4592de1386d'],,"[64.7, 11.4]",6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,26607.0,José Raúl Baena Urdiales,27.078035,1.8668516,1.0,Ground Pass,"[56.8, 37.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489.91,2.6539999999999964,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9128183861327361
802bd429-934f-4f04-b947-e4592de1386d,837,1,00:24:51.570,24,51,58,,42,Ball Receipt*,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['730d38a8-e65d-419e-a07c-eb5f3fa9f61f'],,"[56.8, 37.3]",26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491.57,1.6599999999998545,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8941450822608692
f8e31964-175d-4063-8abe-196a41d9fc7d,838,1,00:24:51.570,24,51,58,1.503732,43,Carry,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,"['6b55d3ed-b651-4f32-8949-d080878bcf6c', '802bd429-934f-4f04-b947-e4592de1386d']",,"[56.8, 37.3]",26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,,,,,,,,,,,,"[60.3, 42.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491.57,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.41025073811305623
6b55d3ed-b651-4f32-8949-d080878bcf6c,839,1,00:24:53.074,24,53,58,1.86648,30,Pass,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['d163df32-8d55-4737-aa0e-ac928165db41'],,"[60.3, 42.8]",26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,26222.0,José Eduardo Rosa Vale de Castro,23.429255,1.3206418,1.0,Ground Pass,"[66.1, 65.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493.074,1.5040000000001328,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.4034395036347088
d163df32-8d55-4737-aa0e-ac928165db41,840,1,00:24:54.941,24,54,58,,42,Ball Receipt*,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['6b55d3ed-b651-4f32-8949-d080878bcf6c'],,"[66.1, 65.5]",26222.0,José Eduardo Rosa Vale de Castro,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1494.941,1.8669999999999618,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9500863200232121
f447eb2e-9c42-45f5-86e6-269d6d77cb4f,841,1,00:24:54.941,24,54,58,2.141105,43,Carry,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,"['bc12c1f1-0441-45ad-ba81-647370b0b7da', 'd163df32-8d55-4737-aa0e-ac928165db41']",,"[66.1, 65.5]",26222.0,José Eduardo Rosa Vale de Castro,3.0,Right Center Back,,,,,,,,,,,,"[68.2, 65.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1494.941,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5043748037240172
bc12c1f1-0441-45ad-ba81-647370b0b7da,842,1,00:24:57.082,24,57,58,0.859626,30,Pass,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['392d54e4-836f-4d76-bbe2-1aaf8f0a0e1a'],,"[68.2, 65.7]",26222.0,José Eduardo Rosa Vale de Castro,3.0,Right Center Back,26848.0,Roberto Trashorras Gayoso,9.340771,-1.2998495,1.0,Ground Pass,"[70.7, 56.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497.082,2.1410000000000764,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.01462230843138057
392d54e4-836f-4d76-bbe2-1aaf8f0a0e1a,843,1,00:24:57.941,24,57,58,,42,Ball Receipt*,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['bc12c1f1-0441-45ad-ba81-647370b0b7da'],,"[70.7, 56.7]",26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497.941,0.8589999999999236,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9407934682513053
8469bce8-3417-4aaa-b1f3-d4fa03f9d592,844,1,00:24:57.941,24,57,58,1.371277,43,Carry,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,"['0a64481c-8e42-432e-b689-b9af5f618f89', '392d54e4-836f-4d76-bbe2-1aaf8f0a0e1a', '8ba8ca5f-fd72-4e4d-8ecd-7951917c4263']",,"[70.7, 56.7]",26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,,,,,,,,,,,,"[71.1, 56.7]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497.941,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08754898515252585
8ba8ca5f-fd72-4e4d-8ecd-7951917c4263,845,1,00:24:58.510,24,58,58,0.842457,17,Pressure,360,Rayo Vallecano,3,From Free Kick,213,Sevilla,,,"['0a64481c-8e42-432e-b689-b9af5f618f89', '8469bce8-3417-4aaa-b1f3-d4fa03f9d592']",,"[49.0, 25.1]",3497.0,Vicente Iborra De La Fuente,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498.51,0.56899999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.29812707585845477
0a64481c-8e42-432e-b689-b9af5f618f89,846,1,00:24:59.313,24,59,58,0.812913,30,Pass,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,"['8ba8ca5f-fd72-4e4d-8ecd-7951917c4263', 'd21b93e2-3b4c-493a-859d-1ff9388912c0']",,"[71.1, 56.7]",26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,26222.0,José Eduardo Rosa Vale de Castro,12.79453,2.1219392,1.0,Ground Pass,"[64.4, 67.6]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499.313,0.803000000000111,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8329559028756598
d21b93e2-3b4c-493a-859d-1ff9388912c0,847,1,00:25:00.126,25,0,58,,42,Ball Receipt*,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['0a64481c-8e42-432e-b689-b9af5f618f89'],,"[64.4, 67.6]",26222.0,José Eduardo Rosa Vale de Castro,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.126,0.8129999999998745,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.908292006759635
9fbbb30d-3127-4ecb-85c2-8ebd316c1a81,848,1,00:25:00.126,25,0,58,0.062419,43,Carry,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,"['0067e6ab-8ca8-4a47-af70-f49db8650dc6', 'd21b93e2-3b4c-493a-859d-1ff9388912c0']",,"[64.4, 67.6]",26222.0,José Eduardo Rosa Vale de Castro,3.0,Right Center Back,,,,,,,,,,,,"[64.4, 67.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.126,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6786764830289588
