id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_aerial_won,duel_type_id,duel_type_name,clearance_head,clearance_body_part_id,clearance_body_part_name,counterpress,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,out,ball_recovery_recovery_failure,interception_outcome_id,interception_outcome_name,pass_cross,off_camera,clearance_right_foot,foul_won_defensive,pass_switch,foul_committed_offensive,clearance_aerial_won,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_statsbomb_xg,shot_end_location,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,foul_committed_advantage,foul_won_advantage,pass_through_ball,pass_technique_id,pass_technique_name,goalkeeper_end_location,miscontrol_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,shot_aerial_won,pass_outswinging,shot_first_time,50_50_outcome_id,50_50_outcome_name,dribble_overrun,foul_committed_card_id,foul_committed_card_name,clearance_left_foot,dribble_nutmeg,block_offensive,shot_deflected,block_deflection,foul_committed_type_id,foul_committed_type_name,pass_cut_back,pass_goal_assist,shot_one_on_one,pass_inswinging,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
fc49b6c3-84a9-4a4b-bd73-4f4c821e012e,12,1,00:00:08.237,0,8,2,2.124426,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['b5d94c44-bff4-4df0-9691-000af814fe1a', 'e976d65a-810e-4536-a9cd-eeb27a4f69c3']","[58.5, 7.5]",10727.0,Răzvan Dincă Raț,6.0,Left Back,27144.0,Antonio Amaya Carazo,25.989613,2.7003164,1.0,Ground Pass,"[35.0, 18.6]",38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.237,0.274,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6964435890839386
e976d65a-810e-4536-a9cd-eeb27a4f69c3,13,1,00:00:10.361,0,10,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['fc49b6c3-84a9-4a4b-bd73-4f4c821e012e'],"[35.0, 18.6]",27144.0,Antonio Amaya Carazo,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.361,2.1240000000000006,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6461698353619969
7dc51551-757b-42f0-b14a-7a2608d50fa7,14,1,00:00:10.361,0,10,2,0.967011,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['5ed5bc40-df72-4dea-9bea-e2bb5f2eaa2f', 'e976d65a-810e-4536-a9cd-eeb27a4f69c3']","[35.0, 18.6]",27144.0,Antonio Amaya Carazo,5.0,Left Center Back,,,,,,,,,,,,"[29.3, 24.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.361,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.20640488846852534
5ed5bc40-df72-4dea-9bea-e2bb5f2eaa2f,15,1,00:00:11.328,0,11,2,2.83181,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['a3b11b23-8e6f-4150-a573-5451e401a020'],"[29.3, 24.6]",27144.0,Antonio Amaya Carazo,5.0,Left Center Back,26070.0,Antonio Rodríguez Martínez,29.821636,2.2968817,1.0,Ground Pass,"[9.5, 46.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.328,0.9669999999999987,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4472330677723333
a3b11b23-8e6f-4150-a573-5451e401a020,16,1,00:00:14.160,0,14,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['5ed5bc40-df72-4dea-9bea-e2bb5f2eaa2f'],"[9.5, 46.9]",26070.0,Antonio Rodríguez Martínez,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.16,2.8320000000000007,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3118051764060056
6a6d8b42-1014-4b94-9a6f-3f7353bdd5fe,17,1,00:00:14.160,0,14,2,1.599608,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['32140eb7-e703-40e8-acad-25f4475b2925', 'a3b11b23-8e6f-4150-a573-5451e401a020', 'a46eda60-b43e-407a-9f52-72b6bd5ef66c']","[9.5, 46.9]",26070.0,Antonio Rodríguez Martínez,1.0,Goalkeeper,,,,,,,,,,,,"[10.1, 49.6]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.16,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6254080208513946
32140eb7-e703-40e8-acad-25f4475b2925,18,1,00:00:14.825,0,14,2,0.729698,17,Pressure,360,Rayo Vallecano,9,From Kick Off,208,Las Palmas,,,['6a6d8b42-1014-4b94-9a6f-3f7353bdd5fe'],"[107.3, 38.0]",10755.0,Jonathan Viera Ramos,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.825,0.6649999999999991,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5794176572121931
a46eda60-b43e-407a-9f52-72b6bd5ef66c,19,1,00:00:15.760,0,15,2,3.195726,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['1d4b3a58-3819-4ced-9350-8944e9fd68f6', '77362bbc-a469-49f5-a1f8-5ddbbda45b43']","[10.1, 49.6]",26070.0,Antonio Rodríguez Martínez,1.0,Goalkeeper,11539.0,Adrián Embarba Blázquez,58.382275,0.23334645,3.0,High Pass,"[66.9, 63.1]",40.0,Right Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.76,0.9350000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7058613398578535
1d4b3a58-3819-4ced-9350-8944e9fd68f6,20,1,00:00:18.955,0,18,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['a46eda60-b43e-407a-9f52-72b6bd5ef66c'],"[66.9, 61.6]",11539.0,Adrián Embarba Blázquez,17.0,Right Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.955,3.1949999999999985,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.13356685801760415
77362bbc-a469-49f5-a1f8-5ddbbda45b43,21,1,00:00:18.955,0,18,2,1.04416,30,Pass,360,Rayo Vallecano,9,From Kick Off,208,Las Palmas,,,"['97f1ec23-f74d-4f66-b889-031cd83414b1', 'a46eda60-b43e-407a-9f52-72b6bd5ef66c', 'c5335804-bc87-4836-b872-d423323c658d']","[53.2, 17.0]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,16.423458,0.16514868,3.0,High Pass,"[69.4, 19.7]",,,66.0,Recovery,,True,9.0,Incomplete,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.955,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.00211171853920622
c5335804-bc87-4836-b872-d423323c658d,22,1,00:00:18.955,0,18,2,0.0,4,Duel,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['77362bbc-a469-49f5-a1f8-5ddbbda45b43'],"[66.9, 63.1]",11539.0,Adrián Embarba Blázquez,17.0,Right Wing,,,,,,,,,,,,,True,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.955,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2653718695573256
97f1ec23-f74d-4f66-b889-031cd83414b1,23,1,00:00:19.999,0,19,2,3.745798,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['77362bbc-a469-49f5-a1f8-5ddbbda45b43', 'c0b23b6b-d6e2-4e01-8a6f-b3bac7259beb']","[50.7, 60.4]",11298.0,José Ignacio Martínez García,2.0,Right Back,,,45.966618,-0.17051344,3.0,High Pass,"[96.0, 52.6]",38.0,Left Foot,66.0,Recovery,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.999,1.0440000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.09487710115499526
c0b23b6b-d6e2-4e01-8a6f-b3bac7259beb,24,1,00:00:23.745,0,23,2,0.0,9,Clearance,360,Rayo Vallecano,9,From Kick Off,208,Las Palmas,,,['97f1ec23-f74d-4f66-b889-031cd83414b1'],"[24.1, 27.5]",8440.0,Aythami Artiles Oliva,4.0,Center Back,,,,,,,,,,,,,True,,,,,,,,True,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.745,3.746000000000002,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.021177000006929014
1e2d8efe-ef6e-483c-8bf2-250c983fd453,25,1,00:00:24.909,0,24,3,1.960025,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['70c01c29-ea97-448a-82d0-643084f72184'],"[35.8, 27.8]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,8167.0,Sergio Ezequiel Araújo,15.3,-0.48995733,3.0,High Pass,"[49.3, 20.6]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.909,1.163999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5719631505601092
70c01c29-ea97-448a-82d0-643084f72184,26,1,00:00:26.869,0,26,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['1e2d8efe-ef6e-483c-8bf2-250c983fd453'],"[49.3, 20.6]",8167.0,Sergio Ezequiel Araújo,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.869,1.9600000000000009,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7931041029338407
e89c2cbd-de1d-4d22-be9b-2cf29cb58706,27,1,00:00:26.869,0,26,3,2.4322,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['70c01c29-ea97-448a-82d0-643084f72184', 'a0216f6f-0569-469f-a672-0d284ed835ae', 'e0252257-d38a-45c3-9fe7-098088bd1279']","[49.3, 20.6]",8167.0,Sergio Ezequiel Araújo,22.0,Right Center Forward,,,,,,,,,,,,"[51.1, 3.5]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.869,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8660808886533714
a0216f6f-0569-469f-a672-0d284ed835ae,28,1,00:00:27.362,0,27,3,1.741549,17,Pressure,208,Las Palmas,1,Regular Play,360,Rayo Vallecano,,,['e89c2cbd-de1d-4d22-be9b-2cf29cb58706'],"[70.8, 59.5]",26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.362,0.49299999999999855,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.10122313146721484
