id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,counterpress,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,off_camera,foul_committed_advantage,foul_committed_type_id,foul_committed_type_name,pass_switch,pass_aerial_won,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,clearance_head,clearance_body_part_id,clearance_body_part_name,ball_recovery_recovery_failure,out,clearance_left_foot,pass_through_ball,pass_technique_id,pass_technique_name,pass_cross,dribble_overrun,dribble_outcome_id,dribble_outcome_name,pass_outswinging,dribble_nutmeg,clearance_right_foot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_inswinging,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_aerial_won,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,pass_cut_back,shot_one_on_one,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,shot_first_time,clearance_aerial_won,foul_won_advantage,injury_stoppage_in_chain,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_offensive,pass_miscommunication,clearance_other,goalkeeper_punched_out,pass_goal_assist,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Referee Ball-Drop,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
b02879b3-526d-4161-bd61-2902e8c1478e,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,221,Levante UD,1,Regular Play,221,Levante UD,352.0,"[{'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 24}, {'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 8801, 'name': 'Iván López Mendoza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 6684, 'name': 'Roger Martí Salvador'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1508033177619792
e8ba34e7-8123-4ba1-b630-ba727bc36eff,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,221,Levante UD,1,Regular Play,222,Villarreal,442.0,"[{'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3324, 'name': 'Eric Bertrand Bailly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27155, 'name': 'Bojan Jokić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6622, 'name': 'Tomás Pina Isla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 18867, 'name': 'Matías Nahuel Leiva Esquivel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 6737, 'name': 'Alfonso Pedraza Sag'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 28}, {'player': {'id': 6783, 'name': 'Samuel García Sánchez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.9903054378512307
db5563a3-3fb9-4385-a472-a040f1be2f7e,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,221,Levante UD,1,Regular Play,222,Villarreal,,,['23c83093-0014-4b5d-ad78-5237dd46682b'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7860439987537963
23c83093-0014-4b5d-ad78-5237dd46682b,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,221,Levante UD,1,Regular Play,221,Levante UD,,,['db5563a3-3fb9-4385-a472-a040f1be2f7e'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8223311178265778
9e821e3a-b1a1-45d5-8314-e4dc39baf5f0,5,1,00:00:01.746,0,1,2,0.276384,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['f86f41a7-2ce7-431c-b6b9-6dda9c04d4f1'],"[61.0, 40.1]",6783.0,Samuel García Sánchez,22.0,Right Center Forward,26009.0,Roberto Soldado Rillo,3.6687872,1.8753072,1.0,Ground Pass,"[59.9, 43.6]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.746,1.746,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7208849316821402
f86f41a7-2ce7-431c-b6b9-6dda9c04d4f1,6,1,00:00:02.022,0,2,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['9e821e3a-b1a1-45d5-8314-e4dc39baf5f0'],"[59.9, 43.6]",26009.0,Roberto Soldado Rillo,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.022,0.2759999999999998,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6437815456485375
9ecff421-fae8-430b-9fb3-9668cf25a446,7,1,00:00:02.022,0,2,2,0.934847,43,Carry,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['a28e6c7b-470f-403f-b920-1ba98ae310ce', 'f86f41a7-2ce7-431c-b6b9-6dda9c04d4f1']","[59.9, 43.6]",26009.0,Roberto Soldado Rillo,24.0,Left Center Forward,,,,,,,,,,,,"[57.2, 41.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.022,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.31790873879260817
a28e6c7b-470f-403f-b920-1ba98ae310ce,8,1,00:00:02.957,0,2,2,1.275018,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['6e6d8fb0-bded-415f-a8c0-a1da8611a049'],"[57.2, 41.0]",26009.0,Roberto Soldado Rillo,24.0,Left Center Forward,6771.0,Manuel Trigueros Muñoz,15.893709,2.5396295,1.0,Ground Pass,"[44.1, 50.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.957,0.935,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.04263227817929638
6e6d8fb0-bded-415f-a8c0-a1da8611a049,9,1,00:00:04.232,0,4,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['a28e6c7b-470f-403f-b920-1ba98ae310ce'],"[44.1, 50.0]",6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.232,1.2750000000000004,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.586957356398309
660a0105-aa33-420b-b000-da037ff239c0,10,1,00:00:04.232,0,4,2,1.093148,43,Carry,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['380a554a-a0a5-465e-a6fe-b76a95e8d52a', '6e6d8fb0-bded-415f-a8c0-a1da8611a049']","[44.1, 50.0]",6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,"[45.4, 52.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.232,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.18193674965652773
380a554a-a0a5-465e-a6fe-b76a95e8d52a,11,1,00:00:05.325,0,5,2,1.559247,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['c6231e0e-4eb1-41d3-8ba8-7b436984e8b7'],"[45.4, 52.1]",6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,18867.0,Matías Nahuel Leiva Esquivel,26.971281,1.315926,1.0,Ground Pass,"[52.2, 78.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.325,1.093,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.6260021938744769
c6231e0e-4eb1-41d3-8ba8-7b436984e8b7,12,1,00:00:06.885,0,6,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['380a554a-a0a5-465e-a6fe-b76a95e8d52a'],"[52.2, 78.2]",18867.0,Matías Nahuel Leiva Esquivel,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.885,1.5599999999999996,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8442120643995024
3176761a-280b-4b84-8639-c5fce36aa5a6,13,1,00:00:06.885,0,6,2,4.112401,43,Carry,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['1c00ed3e-cb2a-4a31-9808-6d1e06437e3d', 'c6231e0e-4eb1-41d3-8ba8-7b436984e8b7']","[52.2, 78.2]",18867.0,Matías Nahuel Leiva Esquivel,12.0,Right Midfield,,,,,,,,,,,,"[62.1, 76.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.885,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.419707531722899
1c00ed3e-cb2a-4a31-9808-6d1e06437e3d,14,1,00:00:10.997,0,10,2,2.218585,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['e85578c8-3b14-420e-adb8-30a6925a6f17'],"[62.1, 76.5]",18867.0,Matías Nahuel Leiva Esquivel,12.0,Right Midfield,3324.0,Eric Bertrand Bailly,28.943048,-2.4835799,1.0,Ground Pass,"[39.2, 58.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.997,4.112,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7540138249241535
e85578c8-3b14-420e-adb8-30a6925a6f17,15,1,00:00:13.216,0,13,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['1c00ed3e-cb2a-4a31-9808-6d1e06437e3d'],"[39.2, 58.8]",3324.0,Eric Bertrand Bailly,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.216,2.2189999999999994,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.161759990225109
43a17113-b6b7-4e1a-9544-e07c0f614db7,16,1,00:00:13.216,0,13,2,2.212332,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['fd00c3a0-1391-4566-b96c-7f684334790c'],"[39.2, 58.8]",3324.0,Eric Bertrand Bailly,3.0,Right Center Back,6752.0,Víctor Ruíz Torre,30.398026,-1.3721105,1.0,Ground Pass,"[45.2, 29.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.216,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.8537826654608417
fd00c3a0-1391-4566-b96c-7f684334790c,17,1,00:00:15.428,0,15,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['43a17113-b6b7-4e1a-9544-e07c0f614db7'],"[45.2, 29.0]",6752.0,Víctor Ruíz Torre,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.428,2.2120000000000015,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9533871614142262
5fdd3b04-d00b-4e8e-ba19-e5fb4814728a,18,1,00:00:15.428,0,15,2,1.171061,43,Carry,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['285a3121-df0e-4ea7-98f7-81f41f2cf258', 'fd00c3a0-1391-4566-b96c-7f684334790c']","[45.2, 29.0]",6752.0,Víctor Ruíz Torre,5.0,Left Center Back,,,,,,,,,,,,"[47.1, 28.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.428,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23410828121386873
285a3121-df0e-4ea7-98f7-81f41f2cf258,19,1,00:00:16.599,0,16,2,1.61748,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['ae407919-9201-422a-887d-6104c1dd757e'],"[47.1, 28.2]",6752.0,Víctor Ruíz Torre,5.0,Left Center Back,27155.0,Bojan Jokić,28.108717,-0.9522011,1.0,Ground Pass,"[63.4, 5.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.599,1.1709999999999994,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.3924405517318904
ae407919-9201-422a-887d-6104c1dd757e,20,1,00:00:18.217,0,18,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['285a3121-df0e-4ea7-98f7-81f41f2cf258'],"[63.4, 5.3]",27155.0,Bojan Jokić,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.217,1.6179999999999986,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4250077314319429
cf804362-3358-4e7e-8390-287aada211f6,21,1,00:00:18.217,0,18,2,4.211153,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['eb761c4e-04bd-4202-9e29-8044b51063c8'],"[62.7, 5.3]",27155.0,Bojan Jokić,6.0,Left Back,6737.0,Alfonso Pedraza Sag,43.01407,-0.025575817,3.0,High Pass,"[105.7, 4.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.217,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7805950277909296
eb761c4e-04bd-4202-9e29-8044b51063c8,22,1,00:00:22.428,0,22,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,222,Villarreal,,,['cf804362-3358-4e7e-8390-287aada211f6'],"[105.7, 4.2]",6737.0,Alfonso Pedraza Sag,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.428,4.211000000000002,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10265999166217654
507c3bc9-48d8-4fb3-ba09-0c40f3112c9b,23,1,00:00:22.428,0,22,2,2.932748,43,Carry,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['29ce9f00-4da2-4949-a1a2-ac0612c8c8ae', 'eb761c4e-04bd-4202-9e29-8044b51063c8']","[105.7, 4.2]",6737.0,Alfonso Pedraza Sag,16.0,Left Midfield,,,,,,,,,,,,"[117.3, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.428,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3413154304957149
29ce9f00-4da2-4949-a1a2-ac0612c8c8ae,24,1,00:00:25.360,0,25,2,0.103001,30,Pass,222,Villarreal,9,From Kick Off,222,Villarreal,,,['33901cb6-90ac-44c3-a57e-7dfdde3475bd'],"[117.3, 4.0]",6737.0,Alfonso Pedraza Sag,16.0,Left Midfield,,,1.5297059,1.7681919,2.0,Low Pass,"[117.0, 5.5]",38.0,Left Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.36,2.9319999999999986,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.8077230989874336
33901cb6-90ac-44c3-a57e-7dfdde3475bd,25,1,00:00:25.463,0,25,2,0.0,6,Block,222,Villarreal,9,From Kick Off,221,Levante UD,,,['29ce9f00-4da2-4949-a1a2-ac0612c8c8ae'],"[3.1, 74.6]",27122.0,Simão Mate,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.463,0.10300000000000153,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.06475543009588336
bfec6ae4-adb5-428e-8a4d-e0718a6739bd,26,1,00:00:25.775,0,25,2,0.0,6,Block,222,Villarreal,9,From Kick Off,222,Villarreal,,,,"[115.3, 5.5]",6737.0,Alfonso Pedraza Sag,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.775,0.3119999999999976,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9305173567105892
564b62e5-b23e-43c1-adf2-ae2b03b96581,27,1,00:00:27.253,0,27,2,0.0,2,Ball Recovery,222,Villarreal,9,From Kick Off,221,Levante UD,,,,"[4.3, 75.4]",27122.0,Simão Mate,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.253,1.4780000000000015,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8213317622675818
a93a9bfc-b5d0-426b-b7aa-45d171f4ca76,28,1,00:00:27.253,0,27,2,0.604673,43,Carry,222,Villarreal,9,From Kick Off,221,Levante UD,,,"['1529b02f-9d8f-4119-a925-49c133bb2c8c', '564b62e5-b23e-43c1-adf2-ae2b03b96581', '5ea4f0b5-2aca-42dc-9390-b163afe708b5']","[4.3, 75.4]",27122.0,Simão Mate,3.0,Right Center Back,,,,,,,,,,,,"[9.0, 76.5]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.253,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.11349094543549054
5ea4f0b5-2aca-42dc-9390-b163afe708b5,29,1,00:00:27.768,0,27,2,0.344008,17,Pressure,222,Villarreal,9,From Kick Off,222,Villarreal,,,"['1529b02f-9d8f-4119-a925-49c133bb2c8c', 'a93a9bfc-b5d0-426b-b7aa-45d171f4ca76']","[115.3, 4.7]",6737.0,Alfonso Pedraza Sag,16.0,Left Midfield,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.768,0.5150000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.22822958388357517
1529b02f-9d8f-4119-a925-49c133bb2c8c,30,1,00:00:27.857,0,27,2,1.318849,30,Pass,222,Villarreal,9,From Kick Off,221,Levante UD,,,"['283b6ab7-36a0-4c35-b915-7e3726041453', '5ea4f0b5-2aca-42dc-9390-b163afe708b5', 'a8183d2a-1a60-46d8-9566-e5adeca310e2']","[9.0, 76.5]",27122.0,Simão Mate,3.0,Right Center Back,8801.0,Iván López Mendoza,8.70919,-0.2672591,1.0,Ground Pass,"[17.4, 74.2]",40.0,Right Foot,,,,9.0,Incomplete,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.857,0.08899999999999864,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.23557370210440187
dfea6113-ad67-43c8-9adb-0010fe0a4e08,31,1,00:00:28.885,0,28,2,0.890007,17,Pressure,222,Villarreal,9,From Kick Off,221,Levante UD,,,"['3341e193-75b7-4293-aa5c-610f8beab755', 'a8183d2a-1a60-46d8-9566-e5adeca310e2']","[17.8, 74.4]",27122.0,Simão Mate,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.885,1.0280000000000022,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7094997501281892
283b6ab7-36a0-4c35-b915-7e3726041453,32,1,00:00:29.176,0,29,2,,42,Ball Receipt*,222,Villarreal,9,From Kick Off,221,Levante UD,,,['1529b02f-9d8f-4119-a925-49c133bb2c8c'],"[17.4, 74.8]",8801.0,Iván López Mendoza,7.0,Right Wing Back,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.176,0.2909999999999968,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9580061203970848
