id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry_end_location,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,shot_statsbomb_xg,shot_end_location,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_first_time,goalkeeper_end_location,pass_aerial_won,counterpress,pass_miscommunication,pass_cross,pass_switch,out,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,pass_cut_back,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,block_deflection,dribble_overrun,foul_won_defensive,ball_recovery_recovery_failure,clearance_aerial_won,clearance_head,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,pass_inswinging,pass_technique_id,pass_technique_name,shot_open_goal,bad_behaviour_card_id,bad_behaviour_card_name,foul_committed_advantage,foul_won_advantage,clearance_other,pass_outswinging,clearance_left_foot,pass_deflected,pass_through_ball,foul_committed_card_id,foul_committed_card_name,pass_goal_assist,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,50_50_outcome_id,50_50_outcome_name,shot_aerial_won,dribble_nutmeg,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
bc28a380-37a8-4515-8345-63281d615c04,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,215,Athletic Club,1,Regular Play,215,Athletic Club,4231.0,"[{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6390, 'name': 'Markel Susaeta Laskurain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.2220369412002574
acf5134b-2c26-4829-b0a6-ace48e5648a0,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,215,Athletic Club,1,Regular Play,207,Valencia,4231.0,"[{'player': {'id': 6898, 'name': 'Jaume Doménech Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6592, 'name': 'Rúben Miguel Nunes Vezo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 27480, 'name': 'Lucas Alfonso Orbán Alegre'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 18724, 'name': 'Sofiane Feghouli'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 6725, 'name': 'Zakaria Bakkali'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 16}, {'player': {'id': 20542, 'name': 'Álvaro Negredo Sánchez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.3584339306448133
68058cc3-3521-41e8-8572-3526eae11b37,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,215,Athletic Club,1,Regular Play,215,Athletic Club,,,['0deb32ba-db4a-4b3e-9c9d-2659c86b18b0'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.25430911827422975
0deb32ba-db4a-4b3e-9c9d-2659c86b18b0,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,215,Athletic Club,1,Regular Play,207,Valencia,,,['68058cc3-3521-41e8-8572-3526eae11b37'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.06738160197678666
4781021a-4ffb-42e7-8872-8d3f315a7f7b,5,1,00:00:01.137,0,1,2,1.488852,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['955de9d3-05f4-4c0c-ac9d-1ec8bcc840f4'],True,"[61.0, 40.1]",6394.0,Aritz Aduriz Zubeldia,23.0,Center Forward,4353.0,Aymeric Laporte,25.915632,3.1068575,1.0,Ground Pass,"[35.1, 41.0]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.137,1.137,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5647237980800722
955de9d3-05f4-4c0c-ac9d-1ec8bcc840f4,6,1,00:00:02.626,0,2,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['4781021a-4ffb-42e7-8872-8d3f315a7f7b'],,"[35.1, 41.0]",4353.0,Aymeric Laporte,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.626,1.4889999999999999,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2019182439224666
08c598bb-c233-4df4-b49b-97b79eb2b84d,7,1,00:00:03.918,0,3,2,2.514492,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['8e079ced-b61e-4f06-be88-32e0bd131d8e'],,"[37.3, 39.1]",4353.0,Aymeric Laporte,5.0,Left Center Back,6390.0,Markel Susaeta Laskurain,54.712337,0.7181423,3.0,High Pass,"[78.5, 75.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.918,1.2920000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7763048750178169
8e079ced-b61e-4f06-be88-32e0bd131d8e,8,1,00:00:06.433,0,6,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['08c598bb-c233-4df4-b49b-97b79eb2b84d'],,"[78.5, 75.1]",6390.0,Markel Susaeta Laskurain,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.433,2.5149999999999997,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08392145463112988
988ae797-18da-4c5c-a87d-0e9dac5b1db3,9,1,00:00:06.433,0,6,2,1.110704,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['15899a94-1e8f-41db-90f0-67d5927acbda'],,"[78.5, 74.6]",6390.0,Markel Susaeta Laskurain,17.0,Right Wing,6391.0,Raúl García Escudero,6.1,-1.5707964,2.0,Low Pass,"[78.5, 68.5]",70.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.433,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6227359932003239
03262ac4-e4c7-4034-afb1-0093e34182db,10,1,00:00:07.417,0,7,2,0.319994,17,Pressure,215,Athletic Club,9,From Kick Off,207,Valencia,,,"['15899a94-1e8f-41db-90f0-67d5927acbda', '270f2a96-05bd-4bc3-adf8-64c16642b544', 'e48c57e0-94bf-49b3-bc73-ff4b19125382']",,"[35.9, 12.5]",6592.0,Rúben Miguel Nunes Vezo,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.417,0.984,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6643768429311364
15899a94-1e8f-41db-90f0-67d5927acbda,11,1,00:00:07.544,0,7,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['03262ac4-e4c7-4034-afb1-0093e34182db', '988ae797-18da-4c5c-a87d-0e9dac5b1db3']",,"[78.5, 68.5]",6391.0,Raúl García Escudero,19.0,Center Attacking Midfield,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.544,0.12699999999999978,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.29090191102570706
e48c57e0-94bf-49b3-bc73-ff4b19125382,12,1,00:00:07.544,0,7,2,0.159998,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['03262ac4-e4c7-4034-afb1-0093e34182db', '15899a94-1e8f-41db-90f0-67d5927acbda', '270f2a96-05bd-4bc3-adf8-64c16642b544']",,"[78.5, 68.5]",6391.0,Raúl García Escudero,19.0,Center Attacking Midfield,,,,,,,,,,,,True,"[77.6, 68.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.544,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.05419940415690405
270f2a96-05bd-4bc3-adf8-64c16642b544,13,1,00:00:07.704,0,7,2,1.293292,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['03262ac4-e4c7-4034-afb1-0093e34182db', '9928987c-61f1-4ef9-a23c-405939d1e200']",,"[77.6, 68.3]",6391.0,Raúl García Escudero,19.0,Center Attacking Midfield,6649.0,Óscar de Marcos Arana,14.040655,2.8153377,1.0,Ground Pass,"[64.3, 72.8]",40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.704,0.16000000000000014,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6680536906224462
9928987c-61f1-4ef9-a23c-405939d1e200,14,1,00:00:08.997,0,8,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['270f2a96-05bd-4bc3-adf8-64c16642b544'],,"[64.3, 72.8]",6649.0,Óscar de Marcos Arana,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.997,1.2930000000000001,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8057484308996015
4b51b33c-85e2-48ac-99b0-d47421b1fafe,15,1,00:00:08.997,0,8,2,0.616008,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['9928987c-61f1-4ef9-a23c-405939d1e200', 'eca98a9b-b681-444c-b1b5-2712334585d2']",,"[64.3, 72.8]",6649.0,Óscar de Marcos Arana,2.0,Right Back,,,,,,,,,,,,,"[64.3, 72.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.997,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7516741283665592
eca98a9b-b681-444c-b1b5-2712334585d2,16,1,00:00:09.613,0,9,2,0.965479,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['1bf9e3d6-271e-4475-8454-259649a9e94b'],,"[64.3, 72.8]",6649.0,Óscar de Marcos Arana,2.0,Right Back,6389.0,Mikel San José Domínguez,8.161495,-1.6936315,1.0,Ground Pass,"[63.3, 64.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.613,0.6159999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6440919113467637
1bf9e3d6-271e-4475-8454-259649a9e94b,17,1,00:00:10.578,0,10,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['eca98a9b-b681-444c-b1b5-2712334585d2'],,"[63.3, 64.7]",6389.0,Mikel San José Domínguez,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.578,0.9649999999999999,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1165454996523646
da1484a3-5447-4a90-8f6b-fd53354c65bd,18,1,00:00:10.578,0,10,2,1.109105,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['1bf9e3d6-271e-4475-8454-259649a9e94b', '923638e8-82cf-4ca7-b02c-bef6fa8e473a']",,"[63.3, 64.7]",6389.0,Mikel San José Domínguez,11.0,Left Defensive Midfield,,,,,,,,,,,,,"[60.8, 63.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.578,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4728996514396093
923638e8-82cf-4ca7-b02c-bef6fa8e473a,19,1,00:00:11.687,0,11,2,1.703586,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['6845b817-95e6-489f-8597-68befce5ca37'],,"[60.8, 63.3]",6389.0,Mikel San José Domínguez,11.0,Left Defensive Midfield,6788.0,Xabier Etxeita Gorritxategi,16.924833,-2.945356,1.0,Ground Pass,"[44.2, 60.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.687,1.109,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.19780983707517708
6845b817-95e6-489f-8597-68befce5ca37,20,1,00:00:13.391,0,13,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['923638e8-82cf-4ca7-b02c-bef6fa8e473a'],,"[44.2, 60.0]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.391,1.7040000000000006,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6759258966174366
3287f187-54be-4c27-82e0-aec09e351bde,21,1,00:00:13.391,0,13,2,1.886431,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['51b676bc-5c54-4a12-94b0-e907e8bb68cc'],,"[44.2, 60.0]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,4353.0,Aymeric Laporte,32.24934,-1.4745216,1.0,Ground Pass,"[47.3, 27.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.391,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2617209424980561
51b676bc-5c54-4a12-94b0-e907e8bb68cc,22,1,00:00:15.277,0,15,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['3287f187-54be-4c27-82e0-aec09e351bde'],,"[47.3, 27.9]",4353.0,Aymeric Laporte,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.277,1.8859999999999992,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5456809262618889
4ab4da92-0d4e-4cdc-ae06-b27319f679a5,23,1,00:00:15.277,0,15,2,0.854928,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['38d68822-4073-4d07-a124-2844b970794b', '51b676bc-5c54-4a12-94b0-e907e8bb68cc']",,"[47.3, 27.9]",4353.0,Aymeric Laporte,5.0,Left Center Back,,,,,,,,,,,,,"[46.3, 27.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.277,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4265115562317202
38d68822-4073-4d07-a124-2844b970794b,24,1,00:00:16.132,0,16,2,1.7611,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['be68ee06-b666-4bb3-acfc-6ff1351323f9'],,"[46.3, 27.8]",4353.0,Aymeric Laporte,5.0,Left Center Back,6788.0,Xabier Etxeita Gorritxategi,26.383707,1.6504751,1.0,Ground Pass,"[44.2, 54.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.132,0.8550000000000022,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5729315015574429
be68ee06-b666-4bb3-acfc-6ff1351323f9,25,1,00:00:17.893,0,17,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['38d68822-4073-4d07-a124-2844b970794b'],,"[44.2, 54.1]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.893,1.7609999999999992,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1536849431489784
62ffef2b-0a0c-46b3-89ce-472f610f1215,26,1,00:00:17.893,0,17,2,0.505055,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['a6577404-2b4d-4257-80ac-7c97e926c1d3', 'be68ee06-b666-4bb3-acfc-6ff1351323f9']",,"[44.2, 54.1]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,,,,,,,,,,,,,"[48.7, 55.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.893,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4589709113092554
a6577404-2b4d-4257-80ac-7c97e926c1d3,27,1,00:00:18.399,0,18,2,1.775152,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['4e55e456-3905-4ad1-bbeb-31949fb7d420'],,"[48.7, 55.0]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,6389.0,Mikel San José Domínguez,17.710167,1.1147243,1.0,Ground Pass,"[56.5, 70.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.399,0.5060000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0753742623803163
4e55e456-3905-4ad1-bbeb-31949fb7d420,28,1,00:00:20.174,0,20,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['a6577404-2b4d-4257-80ac-7c97e926c1d3'],,"[56.5, 70.9]",6389.0,Mikel San José Domínguez,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.174,1.7749999999999986,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9302358835617743
e5f89161-204c-46bf-bf8c-5b76eeadcc4e,29,1,00:00:20.174,0,20,2,1.265731,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['4e55e456-3905-4ad1-bbeb-31949fb7d420', 'f8ff0d08-c1cb-45c8-8e81-be4cf5f3ad32']",,"[56.5, 70.9]",6389.0,Mikel San José Domínguez,11.0,Left Defensive Midfield,,,,,,,,,,,,,"[58.4, 75.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.174,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.29696688168995855
f8ff0d08-c1cb-45c8-8e81-be4cf5f3ad32,30,1,00:00:21.439,0,21,2,0.866823,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['f2a3e49a-83bb-4185-8d3e-a9773da93df3'],,"[58.4, 75.4]",6389.0,Mikel San José Domínguez,11.0,Left Defensive Midfield,6390.0,Markel Susaeta Laskurain,21.18726,-0.32175055,1.0,Ground Pass,"[78.5, 68.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.439,1.2650000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.836783323492551
0d076a9e-4adb-4ee8-83dc-3424fe764c6b,31,1,00:00:22.136,0,22,2,0.458566,17,Pressure,215,Athletic Club,9,From Kick Off,207,Valencia,,,"['78306cd3-0821-40d4-ab45-28da8adaaa31', 'f2a3e49a-83bb-4185-8d3e-a9773da93df3']",,"[39.2, 12.8]",6751.0,Javier Fuego Martínez,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.136,0.6969999999999992,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9011781553141821
f2a3e49a-83bb-4185-8d3e-a9773da93df3,32,1,00:00:22.306,0,22,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['0d076a9e-4adb-4ee8-83dc-3424fe764c6b', 'f8ff0d08-c1cb-45c8-8e81-be4cf5f3ad32']",,"[78.5, 68.7]",6390.0,Markel Susaeta Laskurain,17.0,Right Wing,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.306,0.1700000000000017,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5175759245554681
