id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,pass_switch,off_camera,pass_deflected,duel_type_id,duel_type_name,miscontrol_aerial_won,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,dribble_nutmeg,counterpress,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,foul_committed_advantage,foul_won_advantage,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_success_in_play,goalkeeper_outcome_id,goalkeeper_outcome_name,out,pass_inswinging,pass_technique_id,pass_technique_name,pass_cross,clearance_head,clearance_left_foot,clearance_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_first_time,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,pass_straight,shot_aerial_won,ball_recovery_recovery_failure,pass_through_ball,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_cut_back,50_50_outcome_id,50_50_outcome_name,foul_won_defensive,pass_outswinging,foul_committed_type_id,foul_committed_type_name,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_overrun,pass_miscommunication,ball_recovery_offensive,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
a15c1bd3-d3ed-4dd1-a444-c02220484ae3,885,1,00:22:04.494,22,4,51,0.907958,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,['ede4fad8-4e64-4245-8bb8-5bf1fd4327d8'],"[42.4, 25.4]",6778.0,Iván Ramis Barrios,5.0,Left Center Back,6775.0,Daniel García Carrillo,10.9018345,-0.018346565,1.0,Ground Pass,"[53.3, 25.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324.494,1.1399999999998727,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9574493457118644
ede4fad8-4e64-4245-8bb8-5bf1fd4327d8,886,1,00:22:05.402,22,5,51,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['a15c1bd3-d3ed-4dd1-a444-c02220484ae3'],"[53.3, 25.2]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.402,0.9080000000001291,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9639396778725805
65fd27d7-c8b4-4f78-861c-8a185fcae0b1,887,1,00:22:05.402,22,5,51,0.04,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['66cf2606-ff1d-461f-aa8f-2b73f66875f3', 'ede4fad8-4e64-4245-8bb8-5bf1fd4327d8']","[53.3, 25.2]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,,,,,,,,,,,,"[53.3, 25.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.402,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6991368709342757
66cf2606-ff1d-461f-aa8f-2b73f66875f3,888,1,00:22:05.442,22,5,51,1.616181,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,['3d1c796d-2ffd-4f6a-bffa-dfb3955e3a41'],"[53.3, 25.2]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,6837.0,Mauro Javier Dos Santos,36.697956,1.8270105,1.0,Ground Pass,"[44.0, 60.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.442,0.03999999999996362,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.040662051781682695
3d1c796d-2ffd-4f6a-bffa-dfb3955e3a41,889,1,00:22:07.058,22,7,51,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['66cf2606-ff1d-461f-aa8f-2b73f66875f3'],"[44.0, 60.7]",6837.0,Mauro Javier Dos Santos,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327.058,1.6159999999999854,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09279705772490354
ecd91c67-7d97-4069-bcb6-ce4b5c3dd1f6,890,1,00:22:07.058,22,7,51,1.502363,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['3d1c796d-2ffd-4f6a-bffa-dfb3955e3a41', '653e3b33-25ff-45bb-8c4e-27cf474a92c5']","[44.0, 60.7]",6837.0,Mauro Javier Dos Santos,3.0,Right Center Back,,,,,,,,,,,,"[48.5, 59.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327.058,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.20698726666545242
653e3b33-25ff-45bb-8c4e-27cf474a92c5,891,1,00:22:08.561,22,8,51,1.321035,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,['170c969e-955d-4dcd-a4dd-6b27fa534d85'],"[48.5, 59.8]",6837.0,Mauro Javier Dos Santos,3.0,Right Center Back,6712.0,Gonzalo Escalante,17.53083,-1.1096997,1.0,Ground Pass,"[56.3, 44.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.561,1.502999999999929,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.05174099810594801
170c969e-955d-4dcd-a4dd-6b27fa534d85,892,1,00:22:09.882,22,9,51,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['653e3b33-25ff-45bb-8c4e-27cf474a92c5'],"[56.3, 44.1]",6712.0,Gonzalo Escalante,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.882,1.32100000000014,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.48639646629013866
c1d50ccb-7b7e-4074-911c-7d0bcbcbb3aa,893,1,00:22:09.882,22,9,51,0.058789,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['170c969e-955d-4dcd-a4dd-6b27fa534d85', 'c7faf808-4d59-4eff-9078-2b958d0f1a4a']","[56.3, 44.1]",6712.0,Gonzalo Escalante,9.0,Right Defensive Midfield,,,,,,,,,,,,"[56.3, 44.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.882,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5776909946006488
c7faf808-4d59-4eff-9078-2b958d0f1a4a,894,1,00:22:09.941,22,9,51,2.619601,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,['eff65ceb-df70-4bc4-9f43-2d8b23ee0fd9'],"[56.3, 44.1]",6712.0,Gonzalo Escalante,9.0,Right Defensive Midfield,6837.0,Mauro Javier Dos Santos,18.952572,1.6977692,1.0,Ground Pass,"[53.9, 62.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.941,0.05899999999996908,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.23844545102427372
eff65ceb-df70-4bc4-9f43-2d8b23ee0fd9,895,1,00:22:12.560,22,12,51,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['c7faf808-4d59-4eff-9078-2b958d0f1a4a'],"[53.9, 62.9]",6837.0,Mauro Javier Dos Santos,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332.56,2.6189999999999145,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44761761426783175
d54b5e75-988f-4b09-aa36-ec3ede141a25,896,1,00:22:12.560,22,12,51,4.6,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['16b2f441-dfdf-402a-a033-bb8a1a1b3358', 'eff65ceb-df70-4bc4-9f43-2d8b23ee0fd9']","[53.9, 62.9]",6837.0,Mauro Javier Dos Santos,3.0,Right Center Back,,,,,,,,,,,,"[62.4, 68.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332.56,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.30947674957913285
16b2f441-dfdf-402a-a033-bb8a1a1b3358,897,1,00:22:17.160,22,17,51,2.528676,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,['3346c8d9-f344-4956-8ab2-46acb819572a'],"[62.4, 68.3]",6837.0,Mauro Javier Dos Santos,3.0,Right Center Back,6699.0,Ander Capa Rodríguez,37.041866,0.22598946,1.0,Ground Pass,"[98.5, 76.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1337.16,4.600000000000136,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.08640289833056125
3346c8d9-f344-4956-8ab2-46acb819572a,898,1,00:22:19.689,22,19,51,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['16b2f441-dfdf-402a-a033-bb8a1a1b3358'],"[98.5, 76.6]",6699.0,Ander Capa Rodríguez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339.689,2.5289999999999964,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3003201419682534
6b8a4633-f25e-4619-b244-dc8c08398c60,899,1,00:22:19.689,22,19,51,4.512528,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['0e86dd60-1250-4284-877e-33603fc4ece4', '3346c8d9-f344-4956-8ab2-46acb819572a']","[98.5, 76.6]",6699.0,Ander Capa Rodríguez,2.0,Right Back,,,,,,,,,,,,"[104.6, 76.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339.689,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.15072122601958904
0e86dd60-1250-4284-877e-33603fc4ece4,900,1,00:22:24.201,22,24,51,1.096208,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,['0a2d545f-21f3-4b85-aa7c-a808a47bf6e6'],"[104.6, 76.3]",6699.0,Ander Capa Rodríguez,2.0,Right Back,6742.0,Sergio Gontán Gallardo,8.598256,-2.5632672,1.0,Ground Pass,"[97.4, 71.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344.201,4.511999999999944,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.43399272006912926
0a2d545f-21f3-4b85-aa7c-a808a47bf6e6,901,1,00:22:25.298,22,25,51,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['0e86dd60-1250-4284-877e-33603fc4ece4'],"[97.4, 71.6]",6742.0,Sergio Gontán Gallardo,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1345.298,1.09699999999998,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4547314234013544
01581126-33c9-4a32-a0d0-e210a1623334,902,1,00:22:25.298,22,25,51,0.629953,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['0a2d545f-21f3-4b85-aa7c-a808a47bf6e6', 'd671470d-dce3-40c8-90aa-f3264f791ea7']","[97.4, 71.6]",6742.0,Sergio Gontán Gallardo,17.0,Right Wing,,,,,,,,,,,,"[97.4, 71.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1345.298,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8460608353257868
d671470d-dce3-40c8-90aa-f3264f791ea7,903,1,00:22:25.928,22,25,51,1.291416,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,['b8989ebf-7657-4991-8b47-643cc1781a9d'],"[97.4, 71.6]",6742.0,Sergio Gontán Gallardo,17.0,Right Wing,6712.0,Gonzalo Escalante,17.64001,-2.1666603,1.0,Ground Pass,"[87.5, 57.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1345.928,0.6300000000001091,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1196391351601297
b8989ebf-7657-4991-8b47-643cc1781a9d,904,1,00:22:27.219,22,27,51,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['d671470d-dce3-40c8-90aa-f3264f791ea7'],"[87.5, 57.0]",6712.0,Gonzalo Escalante,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1347.219,1.29099999999994,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.12483778296902792
87b2d17f-e1f6-4ac1-8928-63602087562d,905,1,00:22:27.219,22,27,51,1.138434,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['1a79689e-9fb9-4ae4-8b6f-5d2c31d7a90a', 'b8989ebf-7657-4991-8b47-643cc1781a9d']","[87.5, 57.0]",6712.0,Gonzalo Escalante,9.0,Right Defensive Midfield,,,,,,,,,,,,"[87.5, 57.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1347.219,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14083923913833574
1a79689e-9fb9-4ae4-8b6f-5d2c31d7a90a,906,1,00:22:28.357,22,28,51,4.287891,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,['533b187c-c741-4028-84b3-d5971d0e4310'],"[87.5, 57.0]",6712.0,Gonzalo Escalante,9.0,Right Defensive Midfield,24070.0,Saúl Berjón Pérez,54.421043,-1.017456,3.0,High Pass,"[116.1, 10.7]",40.0,Right Foot,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348.357,1.13799999999992,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8601896801083758
533b187c-c741-4028-84b3-d5971d0e4310,907,1,00:22:32.645,22,32,51,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['1a79689e-9fb9-4ae4-8b6f-5d2c31d7a90a'],"[116.1, 10.7]",24070.0,Saúl Berjón Pérez,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1352.645,4.288000000000011,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5590230690721534
257a9af6-72c4-4385-b14d-1c8a6c70c0b1,908,1,00:22:32.645,22,32,51,2.676818,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['533b187c-c741-4028-84b3-d5971d0e4310', '73caf82b-39c3-44b0-b92f-2a2c5e57ac9c', 'e8886743-bab9-40ef-a406-a46b18c10c79']","[116.1, 10.7]",24070.0,Saúl Berjón Pérez,21.0,Left Wing,,,,,,,,,,,,"[118.3, 25.2]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1352.645,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.966919108344212
e8886743-bab9-40ef-a406-a46b18c10c79,909,1,00:22:34.863,22,34,51,2.5374,17,Pressure,322,Eibar,1,Regular Play,223,Málaga,,,"['257a9af6-72c4-4385-b14d-1c8a6c70c0b1', '354f137f-7420-4f15-b506-f918aeacab9a', '73caf82b-39c3-44b0-b92f-2a2c5e57ac9c']","[4.0, 66.9]",6569.0,Roberto José Rosales Altuve,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1354.863,2.2180000000000746,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6786237511569574
2cdf122f-71ab-4e79-b97f-19edbc5b694a,910,1,00:22:35.322,22,35,51,0.0,39,Dribbled Past,322,Eibar,1,Regular Play,223,Málaga,,,"['354f137f-7420-4f15-b506-f918aeacab9a', '73caf82b-39c3-44b0-b92f-2a2c5e57ac9c']","[1.8, 54.9]",6569.0,Roberto José Rosales Altuve,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.322,0.45899999999983265,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6918247867504856
73caf82b-39c3-44b0-b92f-2a2c5e57ac9c,911,1,00:22:35.322,22,35,51,0.0,14,Dribble,322,Eibar,1,Regular Play,322,Eibar,,,"['2cdf122f-71ab-4e79-b97f-19edbc5b694a', 'e8886743-bab9-40ef-a406-a46b18c10c79']","[118.3, 25.2]",24070.0,Saúl Berjón Pérez,21.0,Left Wing,,,,,,,,,,,,,,,,,True,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.322,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.24156378339663398
354f137f-7420-4f15-b506-f918aeacab9a,912,1,00:22:35.322,22,35,51,2.256932,43,Carry,322,Eibar,1,Regular Play,322,Eibar,,,"['2cdf122f-71ab-4e79-b97f-19edbc5b694a', '60e373a0-6b4a-4f60-a283-3608768908e3', '73caf82b-39c3-44b0-b92f-2a2c5e57ac9c', 'e8886743-bab9-40ef-a406-a46b18c10c79']","[118.3, 25.2]",24070.0,Saúl Berjón Pérez,21.0,Left Wing,,,,,,,,,,,,"[119.6, 26.3]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.322,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.30655367479501905
60e373a0-6b4a-4f60-a283-3608768908e3,913,1,00:22:37.579,22,37,51,0.642509,30,Pass,322,Eibar,1,Regular Play,322,Eibar,,,"['f3418748-99d9-4948-af02-24982492d30a', 'fc3a6eca-8fb9-4c79-a6ce-7236d720d04a']","[119.6, 26.3]",24070.0,Saúl Berjón Pérez,21.0,Left Wing,6742.0,Sergio Gontán Gallardo,15.575622,1.790858,1.0,Ground Pass,"[116.2, 41.5]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357.579,2.257000000000062,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7188721522079737
f3418748-99d9-4948-af02-24982492d30a,914,1,00:22:38.222,22,38,51,,42,Ball Receipt*,322,Eibar,1,Regular Play,322,Eibar,,,['60e373a0-6b4a-4f60-a283-3608768908e3'],"[116.6, 40.7]",6742.0,Sergio Gontán Gallardo,17.0,Right Wing,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358.222,0.6430000000000291,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2615613099172879
fc3a6eca-8fb9-4c79-a6ce-7236d720d04a,915,1,00:22:38.222,22,38,51,0.0,9,Clearance,322,Eibar,1,Regular Play,223,Málaga,,,['60e373a0-6b4a-4f60-a283-3608768908e3'],"[3.9, 38.6]",27184.0,Marcos Alberto Angeleri,5.0,Left Center Back,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,40.0,Right Foot,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358.222,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6789378491518997
84cfcef7-c6c9-4f73-a2bf-3c3ab982bbbb,916,1,00:23:04.728,23,4,52,3.9,30,Pass,223,Málaga,7,From Goal Kick,223,Málaga,,,['7edfd56f-f451-4846-80a0-a5ff835ad9c6'],"[6.0, 44.0]",26103.0,Idriss Carlos Kameni,1.0,Goalkeeper,10868.0,Ricardo Jorge Luz Horta,74.19393,0.30811116,3.0,High Pass,"[76.7, 66.5]",40.0,Right Foot,63.0,Goal Kick,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384.728,26.506000000000085,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7414643171982784
7edfd56f-f451-4846-80a0-a5ff835ad9c6,917,1,00:23:08.628,23,8,52,,42,Ball Receipt*,223,Málaga,7,From Goal Kick,223,Málaga,,,['84cfcef7-c6c9-4f73-a2bf-3c3ab982bbbb'],"[76.7, 66.5]",10868.0,Ricardo Jorge Luz Horta,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1388.628,3.8999999999998636,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.16227393676137425
bc022099-8732-41be-924a-b2d569077e3d,918,1,00:23:12.884,23,12,52,2.610809,30,Pass,223,Málaga,7,From Goal Kick,223,Málaga,,,['e0e5e5e2-f64f-415d-8177-dcbead162e2a'],"[84.6, 65.1]",10868.0,Ricardo Jorge Luz Horta,17.0,Right Wing,6559.0,Juan Carlos Pérez López,51.834835,-1.3805895,3.0,High Pass,"[94.4, 14.2]",40.0,Right Foot,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392.884,4.2560000000000855,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7348973394851982
e0e5e5e2-f64f-415d-8177-dcbead162e2a,919,1,00:23:15.494,23,15,52,,42,Ball Receipt*,223,Málaga,7,From Goal Kick,223,Málaga,,,['bc022099-8732-41be-924a-b2d569077e3d'],"[94.4, 14.2]",6559.0,Juan Carlos Pérez López,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395.494,2.6099999999999,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3083069644788329
