id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,pass_switch,off_camera,pass_deflected,duel_type_id,duel_type_name,miscontrol_aerial_won,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,dribble_nutmeg,counterpress,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,foul_committed_advantage,foul_won_advantage,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_success_in_play,goalkeeper_outcome_id,goalkeeper_outcome_name,out,pass_inswinging,pass_technique_id,pass_technique_name,pass_cross,clearance_head,clearance_left_foot,clearance_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_first_time,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,pass_straight,shot_aerial_won,ball_recovery_recovery_failure,pass_through_ball,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_cut_back,50_50_outcome_id,50_50_outcome_name,foul_won_defensive,pass_outswinging,foul_committed_type_id,foul_committed_type_name,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_overrun,pass_miscommunication,ball_recovery_offensive,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
7efa5460-4096-491a-92fa-58ac7c26d929,11,1,00:00:05.787,0,5,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['bc1504bf-68a6-4a7b-8b5e-ba7cfa7f99a4'],"[40.3, 49.5]",6580.0,José Luis García del Pozo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.787,1.0579999999999998,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.07992239840514737
750c0190-faf8-417e-8a21-dcd9fe6a803d,12,1,00:00:05.787,0,5,2,1.869822,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['1b2182f2-ba3b-4abd-ac06-41ae3a05111e', '7efa5460-4096-491a-92fa-58ac7c26d929']","[40.3, 49.5]",6580.0,José Luis García del Pozo,9.0,Right Defensive Midfield,,,,,,,,,,,,"[44.6, 52.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.787,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5699397852679781
1b2182f2-ba3b-4abd-ac06-41ae3a05111e,13,1,00:00:07.657,0,7,2,1.377271,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['f1e354ac-2939-4822-a6f6-5754295c77b7'],"[44.6, 52.0]",6580.0,José Luis García del Pozo,9.0,Right Defensive Midfield,6569.0,Roberto José Rosales Altuve,21.600925,1.5800554,1.0,Ground Pass,"[44.4, 73.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.657,1.87,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4877952489022207
f1e354ac-2939-4822-a6f6-5754295c77b7,14,1,00:00:09.034,0,9,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['1b2182f2-ba3b-4abd-ac06-41ae3a05111e'],"[44.4, 73.6]",6569.0,Roberto José Rosales Altuve,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.034,1.3770000000000007,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10138671512541408
9049c860-02ba-4013-aee1-5966f3203619,15,1,00:00:09.034,0,9,2,1.180598,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['9296a088-7691-41c1-8331-14572b764f10', 'f1e354ac-2939-4822-a6f6-5754295c77b7']","[44.4, 73.6]",6569.0,Roberto José Rosales Altuve,2.0,Right Back,,,,,,,,,,,,"[44.4, 72.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.034,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7216013649430825
9296a088-7691-41c1-8331-14572b764f10,16,1,00:00:10.215,0,10,2,1.87416,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['6988a597-885a-4185-ba5a-2ad9be8d74df'],"[44.4, 72.5]",6569.0,Roberto José Rosales Altuve,2.0,Right Back,6727.0,Raúl Albentosa Redal,29.20017,-2.4946668,1.0,Ground Pass,"[21.1, 54.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.215,1.1809999999999992,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.630956088382443
6988a597-885a-4185-ba5a-2ad9be8d74df,17,1,00:00:12.089,0,12,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['9296a088-7691-41c1-8331-14572b764f10'],"[21.1, 54.9]",6727.0,Raúl Albentosa Redal,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.089,1.8740000000000006,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6817835642603146
62f38eb8-49c8-43d3-983d-17b6ce46f9d7,18,1,00:00:12.089,0,12,2,3.713795,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['6988a597-885a-4185-ba5a-2ad9be8d74df', 'a0e93b9e-67fc-4db1-8cbc-79e6ae567550']","[21.1, 54.9]",6727.0,Raúl Albentosa Redal,3.0,Right Center Back,,,,,,,,,,,,"[28.5, 47.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.089,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.41069768013864616
a0e93b9e-67fc-4db1-8cbc-79e6ae567550,19,1,00:00:15.803,0,15,2,1.767236,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['e9a5ba1e-c813-4614-b654-64befbf49dbf'],"[28.5, 47.5]",6727.0,Raúl Albentosa Redal,3.0,Right Center Back,27184.0,Marcos Alberto Angeleri,30.295214,-1.6500999,1.0,Ground Pass,"[26.1, 17.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.803,3.7140000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8497859134760826
e9a5ba1e-c813-4614-b654-64befbf49dbf,20,1,00:00:17.570,0,17,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['a0e93b9e-67fc-4db1-8cbc-79e6ae567550'],"[26.1, 17.3]",27184.0,Marcos Alberto Angeleri,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.57,1.7669999999999995,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5465517915117716
c024fcc4-3961-4a06-9bd5-be2da759617a,21,1,00:00:17.570,0,17,2,1.653879,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['4f16e29a-fde6-4fa2-8a7a-7578ce6bf200', 'e9a5ba1e-c813-4614-b654-64befbf49dbf']","[26.1, 17.3]",27184.0,Marcos Alberto Angeleri,5.0,Left Center Back,,,,,,,,,,,,"[26.1, 17.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.57,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.26939659299815055
4f16e29a-fde6-4fa2-8a7a-7578ce6bf200,22,1,00:00:19.224,0,19,2,2.410681,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['01a90232-eb52-4b2e-a894-4564b45858a0'],"[26.1, 17.3]",27184.0,Marcos Alberto Angeleri,5.0,Left Center Back,6727.0,Raúl Albentosa Redal,34.66713,1.6690298,1.0,Ground Pass,"[22.7, 51.8]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.224,1.654,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.15374627038006405
01a90232-eb52-4b2e-a894-4564b45858a0,23,1,00:00:21.634,0,21,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,223,Málaga,,,['4f16e29a-fde6-4fa2-8a7a-7578ce6bf200'],"[22.7, 51.8]",6727.0,Raúl Albentosa Redal,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.634,2.41,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09844793024267973
b0f2a343-22e5-44d4-a3d7-fc73f7704b5c,24,1,00:00:21.634,0,21,2,4.108846,43,Carry,223,Málaga,9,From Kick Off,223,Málaga,,,"['01a90232-eb52-4b2e-a894-4564b45858a0', 'ed0d9d8f-1102-4fbb-833d-4ec6dc483462']","[22.7, 51.8]",6727.0,Raúl Albentosa Redal,3.0,Right Center Back,,,,,,,,,,,,"[30.7, 56.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.634,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8228654604575135
ed0d9d8f-1102-4fbb-833d-4ec6dc483462,25,1,00:00:25.743,0,25,2,2.040423,30,Pass,223,Málaga,9,From Kick Off,223,Málaga,,,['9579ebde-71af-4e43-ab41-df5257bb2fcd'],"[30.7, 56.2]",6727.0,Raúl Albentosa Redal,3.0,Right Center Back,,,45.32284,0.119428925,3.0,High Pass,"[75.7, 61.6]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.743,4.108999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9581191151940953
9579ebde-71af-4e43-ab41-df5257bb2fcd,26,1,00:00:27.784,0,27,2,0.817016,30,Pass,223,Málaga,9,From Kick Off,322,Eibar,,,"['bdf12f2b-ac6e-452f-9982-047c65944202', 'ed0d9d8f-1102-4fbb-833d-4ec6dc483462']","[44.4, 18.5]",6775.0,Daniel García Carrillo,11.0,Left Defensive Midfield,24070.0,Saúl Berjón Pérez,9.315042,-1.0543133,3.0,High Pass,"[49.0, 10.4]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.784,2.0410000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.35608356178221323
bdf12f2b-ac6e-452f-9982-047c65944202,27,1,00:00:28.601,0,28,2,,42,Ball Receipt*,223,Málaga,9,From Kick Off,322,Eibar,,,['9579ebde-71af-4e43-ab41-df5257bb2fcd'],"[49.0, 10.4]",24070.0,Saúl Berjón Pérez,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.601,0.8170000000000002,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1477888429266283
d7333e73-5e67-4878-ae22-2dda234ba29b,28,1,00:00:28.601,0,28,2,2.40197,30,Pass,223,Málaga,9,From Kick Off,322,Eibar,,,"['aec6751e-b895-4a96-920c-38adc2fa38db', 'edb50c20-36dd-4dc1-b4e2-f6df3699d3d4']","[49.0, 10.4]",24070.0,Saúl Berjón Pérez,21.0,Left Wing,6557.0,Adrián González Morales,26.003077,-0.015383402,3.0,High Pass,"[75.0, 10.0]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.601,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.40249104943700276
