id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,pass_aerial_won,duel_type_id,duel_type_name,pass_cross,pass_cut_back,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,shot_open_goal,shot_statsbomb_xg,shot_end_location,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,off_camera,counterpress,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,dribble_overrun,interception_outcome_id,interception_outcome_name,foul_committed_advantage,foul_won_advantage,pass_through_ball,pass_technique_id,pass_technique_name,pass_no_touch,foul_won_defensive,clearance_aerial_won,clearance_head,pass_assisted_shot_id,pass_goal_assist,shot_one_on_one,shot_key_pass_id,pass_switch,out,clearance_right_foot,foul_committed_card_id,foul_committed_card_name,dribble_nutmeg,pass_inswinging,pass_outswinging,goalkeeper_end_location,pass_shot_assist,pass_straight,goalkeeper_body_part_id,goalkeeper_body_part_name,block_offensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,bad_behaviour_card_id,bad_behaviour_card_name,pass_miscommunication,miscontrol_aerial_won,shot_aerial_won,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,pitch_control_score
653b0d20-be94-4962-a310-864b6ffb3598,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,4231.0,"[{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8818, 'name': 'Jorge Meré Pérez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 13107, 'name': 'Sergio Álvarez Díaz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 27526, 'name': 'Rachid Aït-Atmane'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 23848, 'name': 'Carlos Carmona Bonet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 40822, 'name': ""Daniel Arnaud N''Di\t""}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 33}, {'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7352357851634427
9620daba-166f-41ce-872b-0c4a3bfb0ec8,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,1041,Sporting Gijón,1,Regular Play,210,Real Sociedad,433.0,"[{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6605, 'name': 'Joseba Zaldúa Bengoetxea'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 10754, 'name': 'Héctor Hernández Ortega'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 6633, 'name': 'Markel Bergara Larrañaga'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 8522, 'name': 'Armindo Tué Na Bangna'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.41963967909187894
6230b77d-7203-4c23-8d6c-66f18998fd72,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,1041,Sporting Gijón,1,Regular Play,210,Real Sociedad,,,['a8a458eb-0f9b-4e2c-afa5-80708db4747f'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.405006639200455
a8a458eb-0f9b-4e2c-afa5-80708db4747f,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,1041,Sporting Gijón,1,Regular Play,1041,Sporting Gijón,,,['6230b77d-7203-4c23-8d6c-66f18998fd72'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.6533812410005414
c3a3539d-0d8d-491c-b659-075013c28e22,5,1,00:00:01.456,0,1,2,0.341695,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['c545892d-4655-4ae6-91c4-cf297079313c'],"[60.0, 40.0]",23848.0,Carlos Carmona Bonet,17.0,Right Wing,40822.0,Daniel Arnaud N''Di	,0.8062258,-1.4464413,1.0,Ground Pass,"[60.1, 39.2]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.456,1.456,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.17086801661233952
c545892d-4655-4ae6-91c4-cf297079313c,6,1,00:00:01.798,0,1,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['c3a3539d-0d8d-491c-b659-075013c28e22'],"[60.1, 39.2]",40822.0,Daniel Arnaud N''Di	,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.798,0.3420000000000001,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7449693905082064
6ee5c659-13e8-453f-970d-1484eeabfa35,7,1,00:00:01.798,0,1,2,0.12,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['0a3887c5-abf2-47a4-a4c9-688a6e669f05', 'c545892d-4655-4ae6-91c4-cf297079313c']","[60.1, 39.2]",40822.0,Daniel Arnaud N''Di	,19.0,Center Attacking Midfield,,,,,,,,,,,,"[59.7, 37.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.798,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9826441080818461
0a3887c5-abf2-47a4-a4c9-688a6e669f05,8,1,00:00:01.918,0,1,2,1.402078,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['3acb76b5-6170-4776-a328-76f8ed7aea4e'],"[59.7, 37.7]",40822.0,Daniel Arnaud N''Di	,19.0,Center Attacking Midfield,13107.0,Sergio Álvarez Díaz,12.557467,3.045886,1.0,Ground Pass,"[47.2, 38.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.918,0.11999999999999988,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4770083144583199
3acb76b5-6170-4776-a328-76f8ed7aea4e,9,1,00:00:03.320,0,3,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['0a3887c5-abf2-47a4-a4c9-688a6e669f05'],"[47.2, 38.9]",13107.0,Sergio Álvarez Díaz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,1.402,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22294358257985092
6d68da03-d264-4908-8bee-ccac8baabca1,10,1,00:00:03.320,0,3,2,0.911269,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['3acb76b5-6170-4776-a328-76f8ed7aea4e', '5d925bff-b4ef-4529-9177-2f3575b85bd1']","[47.2, 38.9]",13107.0,Sergio Álvarez Díaz,9.0,Right Defensive Midfield,,,,,,,,,,,,"[47.8, 40.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9793123389022073
5d925bff-b4ef-4529-9177-2f3575b85bd1,11,1,00:00:04.231,0,4,2,2.934478,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['4367ec7f-401f-436b-bae5-e8b2cabd1d1b'],"[47.8, 40.2]",13107.0,Sergio Álvarez Díaz,9.0,Right Defensive Midfield,,,56.586395,-0.7103514,3.0,High Pass,"[90.7, 3.3]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.231,0.911,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.08081604367971651
4367ec7f-401f-436b-bae5-e8b2cabd1d1b,12,1,00:00:07.166,0,7,2,2.477918,30,Pass,1041,Sporting Gijón,9,From Kick Off,210,Real Sociedad,,,"['3c98ebd3-3aad-4eb8-9b6b-3af05de43ba9', '4e38ac93-6d24-42c1-bc80-9aa80f427ea3', '5d925bff-b4ef-4529-9177-2f3575b85bd1']","[29.4, 76.8]",6605.0,Joseba Zaldúa Bengoetxea,2.0,Right Back,,,5.4120235,-1.2899586,3.0,High Pass,"[30.9, 71.6]",,,66.0,Recovery,,9.0,Incomplete,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.166,2.9350000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.13353091740420253
4e38ac93-6d24-42c1-bc80-9aa80f427ea3,13,1,00:00:07.166,0,7,2,0.0,4,Duel,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['4367ec7f-401f-436b-bae5-e8b2cabd1d1b'],"[90.7, 3.3]",6880.0,Arnaldo Antonio Sanabria Ayala,23.0,Center Forward,,,,,,,,,,,,,,,True,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.166,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7687326005640891
f448ab6c-b82b-42ad-bf1e-a5ef2a6962b0,14,1,00:00:09.644,0,9,2,0.0,4,Duel,1041,Sporting Gijón,9,From Kick Off,210,Real Sociedad,,,['3c98ebd3-3aad-4eb8-9b6b-3af05de43ba9'],"[30.9, 71.6]",6679.0,Aritz Elustondo Irribaria,3.0,Right Center Back,,,,,,,,,,,,,,,True,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.644,2.4779999999999998,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4356530636939825
3c98ebd3-3aad-4eb8-9b6b-3af05de43ba9,15,1,00:00:09.644,0,9,2,1.043232,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['4367ec7f-401f-436b-bae5-e8b2cabd1d1b', '911d1d90-ca0a-4954-8dee-eeca5e8a2b7a', 'f448ab6c-b82b-42ad-bf1e-a5ef2a6962b0']","[89.2, 8.5]",27526.0,Rachid Aït-Atmane,11.0,Left Defensive Midfield,6880.0,Arnaldo Antonio Sanabria Ayala,7.184706,2.1781015,3.0,High Pass,"[85.1, 14.4]",,,66.0,Recovery,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.644,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4003427265641797
911d1d90-ca0a-4954-8dee-eeca5e8a2b7a,16,1,00:00:10.687,0,10,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['3c98ebd3-3aad-4eb8-9b6b-3af05de43ba9'],"[85.1, 14.4]",6880.0,Arnaldo Antonio Sanabria Ayala,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.687,1.0429999999999993,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5632497374078546
e8fb2997-f5dd-4925-828e-ddafee456134,17,1,00:00:10.687,0,10,2,1.648965,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['32a57861-5bbe-40ac-8818-f6e31e0e0a55', '357edc11-df6b-4307-a872-fd815c7029d7', '911d1d90-ca0a-4954-8dee-eeca5e8a2b7a']","[85.1, 14.4]",6880.0,Arnaldo Antonio Sanabria Ayala,23.0,Center Forward,,,,,,,,,,,,"[93.5, 14.3]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.687,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9869626633953539
32a57861-5bbe-40ac-8818-f6e31e0e0a55,18,1,00:00:11.674,0,11,2,0.491758,17,Pressure,1041,Sporting Gijón,9,From Kick Off,210,Real Sociedad,,,['e8fb2997-f5dd-4925-828e-ddafee456134'],"[28.9, 66.3]",6679.0,Aritz Elustondo Irribaria,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.674,0.9870000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.26507900291702424
357edc11-df6b-4307-a872-fd815c7029d7,19,1,00:00:12.336,0,12,2,1.770586,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['86887a2f-49cb-40a2-9b62-8561c4e77501'],"[93.5, 14.3]",6880.0,Arnaldo Antonio Sanabria Ayala,23.0,Center Forward,6581.0,Jonathan Rodríguez Menéndez,18.113531,-0.45130256,1.0,Ground Pass,"[109.8, 6.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.336,0.6620000000000008,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9018573144826507
86887a2f-49cb-40a2-9b62-8561c4e77501,20,1,00:00:14.107,0,14,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['357edc11-df6b-4307-a872-fd815c7029d7'],"[109.8, 6.4]",6581.0,Jonathan Rodríguez Menéndez,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.107,1.770999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6236122509010084
099f1d32-3827-4876-bb92-7b16791e6fcb,21,1,00:00:14.107,0,14,2,0.117693,43,Carry,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['1efc04da-9860-456f-b6b5-b84525cfb97f', '86887a2f-49cb-40a2-9b62-8561c4e77501']","[109.8, 6.4]",6581.0,Jonathan Rodríguez Menéndez,21.0,Left Wing,,,,,,,,,,,,"[114.3, 7.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.107,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5698481536217459
1efc04da-9860-456f-b6b5-b84525cfb97f,22,1,00:00:14.224,0,14,2,1.042505,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['56c66f79-0c7f-4593-8d53-a94fe34a3b0a', 'f87c5e25-46f8-4af1-8f90-b2090d727fbf']","[114.3, 7.0]",6581.0,Jonathan Rodríguez Menéndez,21.0,Left Wing,23848.0,Carlos Carmona Bonet,26.836542,1.6229877,1.0,Ground Pass,"[112.9, 33.8]",38.0,Left Foot,,,,9.0,Incomplete,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.224,0.11700000000000088,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.08998834698669755
56c66f79-0c7f-4593-8d53-a94fe34a3b0a,23,1,00:00:15.267,0,15,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['1efc04da-9860-456f-b6b5-b84525cfb97f'],"[113.9, 36.6]",23848.0,Carlos Carmona Bonet,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.267,1.0429999999999993,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6118622485948818
f87c5e25-46f8-4af1-8f90-b2090d727fbf,24,1,00:00:15.267,0,15,2,0.0,2,Ball Recovery,1041,Sporting Gijón,9,From Kick Off,210,Real Sociedad,,,['1efc04da-9860-456f-b6b5-b84525cfb97f'],"[7.2, 46.3]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.267,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8161210503299671
dd34d45d-f6da-4232-908e-ab10332fe5aa,25,1,00:00:15.627,0,15,2,0.0,37,Error,1041,Sporting Gijón,9,From Kick Off,210,Real Sociedad,,,,"[6.5, 43.2]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.627,0.3600000000000012,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5178060949360602
5d2b9842-1546-48a7-9411-5ea9ac8b3cb7,26,1,00:00:15.671,0,15,2,0.0,2,Ball Recovery,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,,"[114.5, 39.5]",23848.0,Carlos Carmona Bonet,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.671,0.04399999999999871,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.15749483507809514
b0517b00-1e14-4132-a3c9-c75695fdd418,27,1,00:00:15.722,0,15,2,0.425228,16,Shot,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['0ca66575-18ea-48f8-b9bd-575e68844220'],"[115.1, 40.5]",23848.0,Carlos Carmona Bonet,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,True,0.91363096,"[120.0, 40.6, 0.0]",97.0,Goal,87.0,Open Play,38.0,Left Foot,True,93.0,Normal,"[{'location': [114.4, 33.0], 'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.6, 36.4], 'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.6, 38.2], 'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.7, 43.3], 'player': {'id': 10754, 'name': 'Héctor Hernández Ortega'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.3, 20.6], 'player': {'id': 6605, 'name': 'Joseba Zaldúa Bengoetxea'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.9, 29.4], 'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.8, 34.7], 'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.9, 29.2], 'player': {'id': 6633, 'name': 'Markel Bergara Larrañaga'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.3, 35.4], 'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.722,0.051000000000000156,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.31213633551574427
0ca66575-18ea-48f8-b9bd-575e68844220,28,1,00:00:16.147,0,16,2,0.0,23,Goal Keeper,1041,Sporting Gijón,9,From Kick Off,210,Real Sociedad,,,['b0517b00-1e14-4132-a3c9-c75695fdd418'],"[4.5, 41.9]",6694.0,Gerónimo Rulli,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,No Touch,46.0,Standing,43.0,Prone,26.0,Goal Conceded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.147,0.42499999999999893,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.41553214561205787
b19d53ab-d385-4023-bcb3-ca52ca8b0231,29,1,00:01:07.120,1,7,3,1.150591,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['e74a55e2-da47-4f2c-b862-c10ea84247a0'],"[61.0, 40.1]",8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,10754.0,Héctor Hernández Ortega,19.502308,3.1262093,1.0,Ground Pass,"[41.5, 40.4]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.12,50.973000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3478151814438112
