id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_aerial_won,duel_outcome_id,duel_outcome_name,counterpress,out,pass_switch,foul_committed_advantage,foul_won_advantage,shot_statsbomb_xg,shot_end_location,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,dribble_outcome_id,dribble_outcome_name,pass_through_ball,pass_technique_id,pass_technique_name,pass_outswinging,off_camera,interception_outcome_id,interception_outcome_name,pass_aerial_won,pass_no_touch,dribble_nutmeg,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_type_id,foul_committed_type_name,block_deflection,clearance_left_foot,pass_cross,miscontrol_aerial_won,clearance_right_foot,ball_recovery_recovery_failure,foul_committed_card_id,foul_committed_card_name,bad_behaviour_card_id,bad_behaviour_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_won_defensive,pass_goal_assist,shot_aerial_won,pass_inswinging,block_offensive,shot_saved_to_post,goalkeeper_shot_saved_to_post,shot_first_time,shot_one_on_one,shot_open_goal,foul_committed_offensive,goalkeeper_punched_out,dribble_overrun,ball_recovery_offensive,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Referee Ball-Drop,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
7e0aad7c-a77e-4af0-828b-734379a9c03f,11,1,00:00:02.360,0,2,2,2.065705,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['f180c05b-76c4-48c5-bc19-174ca16a9869'],"[44.9, 39.2]",27341.0,Marcelo Alfonso Díaz Rojas,11.0,Left Defensive Midfield,6802.0,Jonathan Castro Otto,21.380598,2.0156176,1.0,Ground Pass,"[35.7, 58.5]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,0.7509999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.13598969379135273
f180c05b-76c4-48c5-bc19-174ca16a9869,12,1,00:00:04.425,0,4,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['7e0aad7c-a77e-4af0-828b-734379a9c03f'],"[35.7, 58.5]",6802.0,Jonathan Castro Otto,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.425,2.065,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3467279135806527
eaec6cb9-e555-493c-9866-931e6ea36488,13,1,00:00:04.425,0,4,2,0.141526,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['f180c05b-76c4-48c5-bc19-174ca16a9869', 'f495a6d9-3668-4f15-b581-9c6b2a384965']","[35.7, 58.5]",6802.0,Jonathan Castro Otto,2.0,Right Back,,,,,,,,,,,,"[35.3, 58.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.425,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09784611808259913
f495a6d9-3668-4f15-b581-9c6b2a384965,14,1,00:00:04.567,0,4,2,1.014924,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['4967b0dc-7f6e-4d58-84f0-36c185192137'],"[35.3, 58.5]",6802.0,Jonathan Castro Otto,2.0,Right Back,6805.0,Hugo Mallo Novegil,8.44334,-2.8160968,1.0,Ground Pass,"[27.3, 55.8]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.567,0.14200000000000035,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.27103182093904465
4967b0dc-7f6e-4d58-84f0-36c185192137,15,1,00:00:05.582,0,5,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['f495a6d9-3668-4f15-b581-9c6b2a384965'],"[27.3, 55.8]",6805.0,Hugo Mallo Novegil,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.582,1.0149999999999997,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8583846020109679
45fd4ea3-8c6c-4072-a94a-c0baca743da7,16,1,00:00:05.582,0,5,2,1.162803,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['46a08b82-d1e9-4e33-9398-37b2335de8e7', '4967b0dc-7f6e-4d58-84f0-36c185192137']","[27.3, 55.8]",6805.0,Hugo Mallo Novegil,3.0,Right Center Back,,,,,,,,,,,,"[28.9, 53.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.582,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09410806436807684
46a08b82-d1e9-4e33-9398-37b2335de8e7,17,1,00:00:06.745,0,6,2,1.791662,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['cadf9c75-37d7-4404-bc22-12f23d14b4a1'],"[28.9, 53.6]",6805.0,Hugo Mallo Novegil,3.0,Right Center Back,6804.0,Sergi Gómez Solà,22.82389,-1.8051484,1.0,Ground Pass,"[23.6, 31.4]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.745,1.1630000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.620369299254433
cadf9c75-37d7-4404-bc22-12f23d14b4a1,18,1,00:00:08.536,0,8,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['46a08b82-d1e9-4e33-9398-37b2335de8e7'],"[23.6, 31.4]",6804.0,Sergi Gómez Solà,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.536,1.7909999999999995,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.06968069087247752
1a12a1ee-2355-4b5c-9108-9d227c282b66,19,1,00:00:08.536,0,8,2,0.777159,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['b1874072-7a0b-45e2-826b-4c842d202ae5', 'cadf9c75-37d7-4404-bc22-12f23d14b4a1']","[23.6, 31.4]",6804.0,Sergi Gómez Solà,5.0,Left Center Back,,,,,,,,,,,,"[24.0, 31.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.536,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2673617789048741
b1874072-7a0b-45e2-826b-4c842d202ae5,20,1,00:00:09.313,0,9,2,1.697075,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['9143a7d0-5ccb-4710-bd31-5f6a0e2ee8c0'],"[24.0, 31.8]",6804.0,Sergi Gómez Solà,5.0,Left Center Back,6805.0,Hugo Mallo Novegil,22.800877,1.5620246,1.0,Ground Pass,"[24.2, 54.6]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.313,0.777000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6205948236452639
9143a7d0-5ccb-4710-bd31-5f6a0e2ee8c0,21,1,00:00:11.010,0,11,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['b1874072-7a0b-45e2-826b-4c842d202ae5'],"[24.2, 54.6]",6805.0,Hugo Mallo Novegil,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.01,1.6969999999999992,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.783042224197178
eb0d05b1-050b-4b48-85ff-8de82a00a67e,22,1,00:00:11.010,0,11,2,0.30911,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['2f1ea78c-ac43-49f0-930f-404b784dae84', '9143a7d0-5ccb-4710-bd31-5f6a0e2ee8c0']","[24.2, 54.6]",6805.0,Hugo Mallo Novegil,3.0,Right Center Back,,,,,,,,,,,,"[23.5, 54.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.01,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0016133452961434314
2f1ea78c-ac43-49f0-930f-404b784dae84,23,1,00:00:11.320,0,11,2,1.539926,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['7e222d66-3994-4477-af02-956be828bd2e'],"[23.5, 54.2]",6805.0,Hugo Mallo Novegil,3.0,Right Center Back,6795.0,Rubén Blanco Veiga,16.919811,-2.6356423,1.0,Ground Pass,"[8.7, 46.0]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.32,0.3100000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8715803173138159
7e222d66-3994-4477-af02-956be828bd2e,24,1,00:00:12.859,0,12,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['2f1ea78c-ac43-49f0-930f-404b784dae84'],"[8.7, 46.0]",6795.0,Rubén Blanco Veiga,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.859,1.5389999999999997,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7442987763912143
079e0269-e781-46d0-a3eb-d5e1a9ad8501,25,1,00:00:12.859,0,12,2,4.00857,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['2f4acd6e-0375-4b44-b950-d052d0f37c58', 'fcca7f6b-29d4-4767-8b36-5850d912817b']","[9.0, 45.6]",6795.0,Rubén Blanco Veiga,1.0,Goalkeeper,5217.0,Iago Aspas Juncal,64.260796,-0.106017284,3.0,High Pass,"[72.9, 38.8]",,,40.0,Right Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.859,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.4416767384176966
2f4acd6e-0375-4b44-b950-d052d0f37c58,26,1,00:00:16.868,0,16,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['079e0269-e781-46d0-a3eb-d5e1a9ad8501'],"[72.9, 38.6]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.868,4.008999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6451227768013363
b25fa5da-a4f5-4cca-af00-c2bf10b5bf85,27,1,00:00:16.868,0,16,2,0.0,4,Duel,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['fcca7f6b-29d4-4767-8b36-5850d912817b'],"[72.9, 38.8]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.868,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.12182068756173658
