id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,duel_type_id,duel_type_name,pass_aerial_won,out,off_camera,counterpress,duel_outcome_id,duel_outcome_name,pass_switch,foul_won_defensive,block_offensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_aerial_won,clearance_head,ball_recovery_recovery_failure,dribble_outcome_id,dribble_outcome_name,pass_cross,foul_committed_type_id,foul_committed_type_name,dribble_nutmeg,dribble_overrun,clearance_left_foot,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_first_time,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,interception_outcome_id,interception_outcome_name,pass_through_ball,pass_technique_id,pass_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,foul_committed_card_id,foul_committed_card_name,pass_outswinging,pass_inswinging,goalkeeper_punched_out,bad_behaviour_card_id,bad_behaviour_card_name,pass_goal_assist,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,block_save_block,pass_miscommunication,pass_deflected,foul_committed_penalty,foul_won_penalty,shot_one_on_one,shot_aerial_won,pass_no_touch,foul_committed_offensive,shot_saved_off_target,goalkeeper_shot_saved_off_target,foul_committed_advantage,50_50_outcome_id,50_50_outcome_name,foul_won_advantage,ball_recovery_offensive,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
4eafe87a-5b8e-4a72-91e2-b96899157bb9,11,1,00:00:02.927,0,2,2,1.46685,43,Carry,1049,Granada,9,From Kick Off,1049,Granada,,,"['5d23f83f-0354-4b4e-bb0f-da8ea0fcfad7', 'a3aaaba7-88b2-4f9a-adc6-6a2e48bc6a1a', 'd96f714e-095d-4502-b931-902cd5a85d49']","[49.4, 37.7]",6599.0,Rubén Salvador Pérez Del Mármol,11.0,Left Defensive Midfield,,,,,,,,,,,,True,"[49.4, 43.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.927,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.05950760584974013
d96f714e-095d-4502-b931-902cd5a85d49,12,1,00:00:02.932,0,2,2,1.199998,17,Pressure,1049,Granada,9,From Kick Off,215,Athletic Club,,,['4eafe87a-5b8e-4a72-91e2-b96899157bb9'],"[70.9, 42.2]",6394.0,Aritz Aduriz Zubeldia,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.932,0.004999999999999893,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3827378749014906
5d23f83f-0354-4b4e-bb0f-da8ea0fcfad7,13,1,00:00:04.394,0,4,2,1.198989,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,['d6b38e16-f2b0-478c-a809-9480a65cbad9'],"[49.4, 43.2]",6599.0,Rubén Salvador Pérez Del Mármol,11.0,Left Defensive Midfield,4546.0,Dimitri Foulquier,29.40017,1.567395,1.0,Ground Pass,"[49.5, 72.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.394,1.4620000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.4937518678384961
d6b38e16-f2b0-478c-a809-9480a65cbad9,14,1,00:00:05.593,0,5,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['5d23f83f-0354-4b4e-bb0f-da8ea0fcfad7'],"[49.5, 72.6]",4546.0,Dimitri Foulquier,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.593,1.1989999999999998,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2760398494756019
f5a285ea-31b6-481c-83ca-1ebd580efdff,15,1,00:00:05.593,0,5,2,1.380544,43,Carry,1049,Granada,9,From Kick Off,1049,Granada,,,"['93734e48-552f-454a-828b-d9de4b58f30f', 'bf57ea2c-f646-4be0-bb12-435df95fa54c', 'd6b38e16-f2b0-478c-a809-9480a65cbad9']","[49.5, 72.6]",4546.0,Dimitri Foulquier,2.0,Right Back,,,,,,,,,,,,True,"[49.2, 77.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.593,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6757850887645773
bf57ea2c-f646-4be0-bb12-435df95fa54c,16,1,00:00:06.281,0,6,2,0.846488,17,Pressure,1049,Granada,9,From Kick Off,215,Athletic Club,,,"['93734e48-552f-454a-828b-d9de4b58f30f', 'f5a285ea-31b6-481c-83ca-1ebd580efdff']","[68.2, 3.1]",6666.0,Sabin Merino Zuloaga,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.281,0.6879999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.7619647037554952
93734e48-552f-454a-828b-d9de4b58f30f,17,1,00:00:06.973,0,6,2,3.660548,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,"['20cea696-f506-481b-ba4b-87c6811a1966', 'b989fcf2-db7b-448f-bc74-867995c66620', 'bf57ea2c-f646-4be0-bb12-435df95fa54c']","[49.2, 77.1]",4546.0,Dimitri Foulquier,2.0,Right Back,6847.0,Adalberto Peñaranda Maestre,56.144455,-0.13937818,3.0,High Pass,"[104.8, 69.3]",40.0,Right Foot,,,True,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.973,0.6920000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8648401429978022
cb733db3-8e3f-4f30-a7fd-4adb31d4717b,18,1,00:00:09.723,0,9,2,1.110023,17,Pressure,1049,Granada,9,From Kick Off,1049,Granada,,,['20cea696-f506-481b-ba4b-87c6811a1966'],"[102.5, 71.2]",6847.0,Adalberto Peñaranda Maestre,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.723,2.750000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.44678614872765376
b989fcf2-db7b-448f-bc74-867995c66620,19,1,00:00:10.634,0,10,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['93734e48-552f-454a-828b-d9de4b58f30f'],"[104.4, 71.2]",6847.0,Adalberto Peñaranda Maestre,22.0,Right Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.634,0.9109999999999996,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.05026398750309635
20cea696-f506-481b-ba4b-87c6811a1966,20,1,00:00:10.634,0,10,2,0.0,9,Clearance,1049,Granada,9,From Kick Off,215,Athletic Club,,,"['93734e48-552f-454a-828b-d9de4b58f30f', 'cb733db3-8e3f-4f30-a7fd-4adb31d4717b']","[15.3, 10.8]",26087.0,Carlos Gurpegi Nausia,5.0,Left Center Back,,,,,,,,,,,,True,,,,,,True,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.634,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.35618063391218124
d725678e-5cc8-49c4-86da-481162382f40,21,1,00:00:13.261,0,13,2,1.803973,30,Pass,1049,Granada,9,From Kick Off,215,Athletic Club,,,"['b54b500b-31c7-4b9d-bab9-4571582c1da5', 'da46d23e-fa24-4e84-a521-d7827596e8d8']","[16.1, 26.4]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,6789.0,Mikel Balenziaga Oruesagasti,14.916434,-0.69044644,3.0,High Pass,"[27.6, 16.9]",37.0,Head,66.0,Recovery,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.261,2.626999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.5768756131613233
da46d23e-fa24-4e84-a521-d7827596e8d8,22,1,00:00:15.065,0,15,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,215,Athletic Club,,,['d725678e-5cc8-49c4-86da-481162382f40'],"[26.1, 17.7]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.065,1.8040000000000003,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9072103035305963
94f4ce7d-d9d3-4537-96d3-2c93d3ed7bc5,23,1,00:00:15.065,0,15,2,0.0,4,Duel,1049,Granada,9,From Kick Off,215,Athletic Club,,,['b54b500b-31c7-4b9d-bab9-4571582c1da5'],"[27.6, 16.9]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,,,,,,,,,,,,True,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.065,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2840207863529929
b54b500b-31c7-4b9d-bab9-4571582c1da5,24,1,00:00:15.065,0,15,2,2.490056,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,"['94f4ce7d-d9d3-4537-96d3-2c93d3ed7bc5', 'd725678e-5cc8-49c4-86da-481162382f40', 'db8b613c-7ec7-4485-994c-50867bd930aa']","[92.5, 63.2]",24783.0,Javier Márquez Moreno,12.0,Right Midfield,6847.0,Adalberto Peñaranda Maestre,15.123822,0.6210181,3.0,High Pass,"[104.8, 72.0]",,,66.0,Recovery,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.065,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.14615628713375228
db8b613c-7ec7-4485-994c-50867bd930aa,25,1,00:00:17.555,0,17,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['b54b500b-31c7-4b9d-bab9-4571582c1da5'],"[104.8, 72.0]",6847.0,Adalberto Peñaranda Maestre,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.555,2.49,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.687495924095111
0fb85989-7eb1-4ee2-972f-b99e259c3354,26,1,00:00:17.555,0,17,2,1.377646,43,Carry,1049,Granada,9,From Kick Off,1049,Granada,,,"['6bdc6a84-ba0c-4256-b3dc-842f1020b4f8', 'db8b613c-7ec7-4485-994c-50867bd930aa']","[104.8, 72.0]",6847.0,Adalberto Peñaranda Maestre,22.0,Right Center Forward,,,,,,,,,,,,,"[114.0, 78.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.555,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7811416511539739
6bdc6a84-ba0c-4256-b3dc-842f1020b4f8,27,1,00:00:18.932,0,18,2,0.0,38,Miscontrol,1049,Granada,9,From Kick Off,1049,Granada,,,,"[114.0, 78.2]",6847.0,Adalberto Peñaranda Maestre,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.932,1.376999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.9262373951748484
