id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,interception_outcome_id,interception_outcome_name,dribble_overrun,dribble_outcome_id,dribble_outcome_name,pass_switch,duel_outcome_id,duel_outcome_name,out,ball_recovery_recovery_failure,counterpress,foul_won_defensive,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_technique_id,pass_technique_name,pass_through_ball,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,pass_straight,pass_cut_back,pass_outswinging,clearance_aerial_won,pass_cross,clearance_right_foot,pass_inswinging,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,foul_committed_type_id,foul_committed_type_name,shot_first_time,50_50_outcome_id,50_50_outcome_name,foul_committed_card_id,foul_committed_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_deflected,block_deflection,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_penalty,shot_one_on_one,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_left_foot,foul_committed_advantage,foul_won_advantage,pass_miscommunication,dribble_nutmeg,foul_won_penalty,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Own Goal Against,event_type_Own Goal For,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,pitch_control_score
45e061eb-191c-48da-a34f-2c4919343cec,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,207,Valencia,1,Regular Play,207,Valencia,433.0,"[{'player': {'id': 6898, 'name': 'Jaume Doménech Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 27482, 'name': 'Aderllan Leandro de Jesus Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6596, 'name': 'José Luis Gayà Peña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 6763, 'name': 'Pablo Daniel Piatti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.9618280157260813
4467cb29-3620-4f4e-a2e6-3b214edb0383,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,207,Valencia,1,Regular Play,223,Málaga,4231.0,"[{'player': {'id': 26103, 'name': 'Idriss Carlos Kameni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6569, 'name': 'Roberto José Rosales Altuve'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 27184, 'name': 'Marcos Alberto Angeleri'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 26669, 'name': 'Weligton Róbson Pena de Oliveira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6878, 'name': 'Miguel Torres Gómez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 8234, 'name': 'Ignacio Camacho Barnola'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6764, 'name': 'Pablo Fornals Malla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 10868, 'name': 'Ricardo Jorge Luz Horta'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 25859, 'name': 'Sérgio Paulo Barbosa Valente'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 6559, 'name': 'Juan Carlos Pérez López'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 6707, 'name': 'Charles Días Barbosa de Oliveira'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5927570934412634
42a2d5b8-021d-49a2-8e43-4cd3d4dac8d5,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,207,Valencia,1,Regular Play,207,Valencia,,,['0b00c431-8a23-415f-8bc6-4067e1ebe6cd'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.8993703628150457
0b00c431-8a23-415f-8bc6-4067e1ebe6cd,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,207,Valencia,1,Regular Play,223,Málaga,,,['42a2d5b8-021d-49a2-8e43-4cd3d4dac8d5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.974389388447046
9ca60337-fe73-45d5-8561-e1240aed08e7,5,1,00:00:00.458,0,0,2,0.519999,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['9df29569-c99a-4027-85ff-956801871761'],"[61.0, 40.1]",6402.0,Francisco Alcácer García,23.0,Center Forward,6594.0,Santiago Mina Lorenzo,4.1773195,1.7634971,1.0,Ground Pass,"[60.2, 44.2]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.458,0.458,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.1462554392227532
9df29569-c99a-4027-85ff-956801871761,6,1,00:00:00.978,0,0,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['9ca60337-fe73-45d5-8561-e1240aed08e7'],"[60.2, 44.2]",6594.0,Santiago Mina Lorenzo,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.978,0.52,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09232800951705578
5906cd17-f6f5-43b7-828e-9aa2e75f0802,7,1,00:00:00.978,0,0,2,0.5979,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['9df29569-c99a-4027-85ff-956801871761', 'cb8c3128-e13a-41e8-b899-7c43c9075792']","[60.2, 44.2]",6594.0,Santiago Mina Lorenzo,17.0,Right Wing,,,,,,,,,,,,"[60.2, 44.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.978,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.49298091053391113
cb8c3128-e13a-41e8-b899-7c43c9075792,8,1,00:00:01.576,0,1,2,0.833899,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['8661fb1b-c258-4b8b-aa41-26eda1f73dbd'],"[60.2, 44.2]",6594.0,Santiago Mina Lorenzo,17.0,Right Wing,6751.0,Javier Fuego Martínez,16.260689,-2.4476418,1.0,Ground Pass,"[47.7, 33.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.576,0.5980000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4606768577345679
8661fb1b-c258-4b8b-aa41-26eda1f73dbd,9,1,00:00:02.410,0,2,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['cb8c3128-e13a-41e8-b899-7c43c9075792'],"[47.7, 33.8]",6751.0,Javier Fuego Martínez,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,0.8340000000000001,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.30948329302487154
bc759745-4ee4-49bc-92ce-6074bcda49a4,10,1,00:00:02.410,0,2,2,0.738399,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['8661fb1b-c258-4b8b-aa41-26eda1f73dbd', '8b4ce209-9668-493e-be28-d4df66360dc4']","[47.7, 33.8]",6751.0,Javier Fuego Martínez,10.0,Center Defensive Midfield,,,,,,,,,,,,"[47.2, 33.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6581127357847996
8b4ce209-9668-493e-be28-d4df66360dc4,11,1,00:00:03.148,0,3,2,1.6491,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['b3d66634-f414-4596-af04-63bf68346820'],"[47.2, 33.8]",6751.0,Javier Fuego Martínez,10.0,Center Defensive Midfield,27482.0,Aderllan Leandro de Jesus Santos,17.494286,-2.99242,1.0,Ground Pass,"[29.9, 31.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.148,0.738,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9188304674277705
b3d66634-f414-4596-af04-63bf68346820,12,1,00:00:04.798,0,4,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['8b4ce209-9668-493e-be28-d4df66360dc4'],"[29.9, 31.2]",27482.0,Aderllan Leandro de Jesus Santos,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.798,1.65,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.07357777283450362
2776f829-25b4-4680-a2b3-a7d0c9b9627e,13,1,00:00:04.798,0,4,2,1.1224,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['58ee1bc3-96c9-487b-8000-127df00ba08a', 'b3d66634-f414-4596-af04-63bf68346820']","[29.9, 31.2]",27482.0,Aderllan Leandro de Jesus Santos,5.0,Left Center Back,,,,,,,,,,,,"[26.8, 33.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.798,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7366760214760377
58ee1bc3-96c9-487b-8000-127df00ba08a,14,1,00:00:05.920,0,5,2,1.059999,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['ab1759c8-a802-45d4-a6bc-39faf40898eb'],"[26.8, 33.2]",27482.0,Aderllan Leandro de Jesus Santos,5.0,Left Center Back,3638.0,Shkodran Mustafi,25.900772,1.5785182,1.0,Ground Pass,"[26.6, 59.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.92,1.1219999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9658849838338779
ab1759c8-a802-45d4-a6bc-39faf40898eb,15,1,00:00:06.980,0,6,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['58ee1bc3-96c9-487b-8000-127df00ba08a'],"[26.6, 59.1]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.98,1.0600000000000005,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.32714049848451554
190886e4-f4fd-4e3d-bb2e-f2a756adad72,16,1,00:00:06.980,0,6,2,2.031295,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['24f7e3b9-7b92-4e5e-8a40-93b226714b15', 'ab1759c8-a802-45d4-a6bc-39faf40898eb']","[26.6, 59.1]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,"[26.6, 59.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.98,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9746171283806835
24f7e3b9-7b92-4e5e-8a40-93b226714b15,17,1,00:00:09.011,0,9,2,2.955334,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,"['167952c6-eb43-40e2-8061-554de007fdc4', 'c8e23272-ec90-4066-b655-370db7591737']","[26.6, 59.3]",3638.0,Shkodran Mustafi,3.0,Right Center Back,6402.0,Francisco Alcácer García,51.78726,0.08506554,3.0,High Pass,"[78.2, 63.7]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.011,2.030999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6958098952058951
c8e23272-ec90-4066-b655-370db7591737,18,1,00:00:11.967,0,11,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['24f7e3b9-7b92-4e5e-8a40-93b226714b15'],"[79.0, 60.9]",6402.0,Francisco Alcácer García,23.0,Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.967,2.9560000000000013,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.18004093187895542
167952c6-eb43-40e2-8061-554de007fdc4,19,1,00:00:11.967,0,11,2,2.024162,30,Pass,207,Valencia,9,From Kick Off,223,Málaga,,,"['24f7e3b9-7b92-4e5e-8a40-93b226714b15', 'fcb802bb-1f0f-43fd-93a3-b4436cb40a57']","[41.9, 16.4]",26669.0,Weligton Róbson Pena de Oliveira,5.0,Left Center Back,,,17.454226,-0.5020902,3.0,High Pass,"[57.2, 8.0]",37.0,Head,66.0,Recovery,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.967,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.94649059306069
f80491ad-b296-4304-b6cc-6ad9c3a7c3de,20,1,00:00:13.991,0,13,2,0.0,4,Duel,207,Valencia,9,From Kick Off,223,Málaga,,,['fcb802bb-1f0f-43fd-93a3-b4436cb40a57'],"[57.2, 8.0]",6559.0,Juan Carlos Pérez López,21.0,Left Wing,,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.991,2.023999999999999,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5727252942972191
fcb802bb-1f0f-43fd-93a3-b4436cb40a57,21,1,00:00:13.991,0,13,2,3.248598,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,"['167952c6-eb43-40e2-8061-554de007fdc4', '4570e20d-d5ea-498b-99c4-f551f622671c', 'f80491ad-b296-4304-b6cc-6ad9c3a7c3de']","[62.9, 72.1]",6595.0,Daniel Parejo Muñoz,13.0,Right Center Midfield,6594.0,Santiago Mina Lorenzo,12.701574,0.4742106,3.0,High Pass,"[74.2, 77.9]",,,66.0,Recovery,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.991,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4227207414061066
bf61e944-044d-4f20-bc17-f116ab13e9d8,22,1,00:00:15.739,0,15,2,1.979414,17,Pressure,207,Valencia,9,From Kick Off,223,Málaga,,,"['4570e20d-d5ea-498b-99c4-f551f622671c', 'a4981c76-e269-4d0a-ab4c-a91bdab4ab90']","[43.5, 3.4]",6878.0,Miguel Torres Gómez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.739,1.748000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2686676836633094
4570e20d-d5ea-498b-99c4-f551f622671c,23,1,00:00:17.239,0,17,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,"['bf61e944-044d-4f20-bc17-f116ab13e9d8', 'fcb802bb-1f0f-43fd-93a3-b4436cb40a57']","[74.2, 77.9]",6594.0,Santiago Mina Lorenzo,17.0,Right Wing,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.239,1.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.006972279033950923
a4981c76-e269-4d0a-ab4c-a91bdab4ab90,24,1,00:00:17.239,0,17,2,0.8288,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['4570e20d-d5ea-498b-99c4-f551f622671c', '54aaa132-694e-4c26-80e3-4d3169e3550a', '84c3d60a-4ee7-4fe0-8a38-1e126d7fa8b7', 'bf61e944-044d-4f20-bc17-f116ab13e9d8']","[74.2, 77.9]",6594.0,Santiago Mina Lorenzo,17.0,Right Wing,,,,,,,,,,,,"[74.2, 76.7]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.239,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6774868210610452
54aaa132-694e-4c26-80e3-4d3169e3550a,25,1,00:00:17.440,0,17,2,0.626192,17,Pressure,207,Valencia,9,From Kick Off,223,Málaga,,,['a4981c76-e269-4d0a-ab4c-a91bdab4ab90'],"[48.3, 4.6]",8234.0,Ignacio Camacho Barnola,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44,0.2010000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.6583509812716187
84c3d60a-4ee7-4fe0-8a38-1e126d7fa8b7,26,1,00:00:18.068,0,18,2,1.900459,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,"['33baedb1-e01e-40fa-9cb8-77e53529ee7b', 'c3d2d3a1-54ca-4fe9-a94e-cdce42ed47e7']","[74.2, 76.7]",6594.0,Santiago Mina Lorenzo,17.0,Right Wing,6402.0,Francisco Alcácer García,13.641848,-0.4800396,3.0,High Pass,"[86.3, 70.4]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.068,0.6280000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.93264836144209
c3d2d3a1-54ca-4fe9-a94e-cdce42ed47e7,27,1,00:00:19.969,0,19,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['84c3d60a-4ee7-4fe0-8a38-1e126d7fa8b7'],"[86.1, 66.8]",6402.0,Francisco Alcácer García,23.0,Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.969,1.9009999999999998,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5543628745130302
33baedb1-e01e-40fa-9cb8-77e53529ee7b,28,1,00:00:19.969,0,19,2,0.0,10,Interception,207,Valencia,9,From Kick Off,223,Málaga,,,['84c3d60a-4ee7-4fe0-8a38-1e126d7fa8b7'],"[33.8, 9.7]",26669.0,Weligton Róbson Pena de Oliveira,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.969,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.6757897176784455
57a00358-e233-4338-9620-baf2cb40c60a,29,1,00:00:22.742,0,22,2,0.0,2,Ball Recovery,207,Valencia,9,From Kick Off,207,Valencia,,,,"[68.0, 52.2]",10802.0,André Filipe Tavares Gomes,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.742,2.7729999999999997,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6805981913514307
38f3a624-1f81-41dd-8998-ca0da3b11c67,30,1,00:00:22.742,0,22,2,0.952099,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['0827991f-2129-40f6-a75c-ebfbf66be337', '0924021e-191b-47de-9654-a1eda319e8aa', '57a00358-e233-4338-9620-baf2cb40c60a']","[68.0, 52.2]",10802.0,André Filipe Tavares Gomes,15.0,Left Center Midfield,,,,,,,,,,,,"[70.1, 51.0]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.742,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8118902010014963
0827991f-2129-40f6-a75c-ebfbf66be337,31,1,00:00:22.872,0,22,2,0.49061,17,Pressure,207,Valencia,9,From Kick Off,223,Málaga,,,['38f3a624-1f81-41dd-8998-ca0da3b11c67'],"[47.6, 27.1]",6764.0,Pablo Fornals Malla,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.872,0.129999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.7072769600196182
8a2021a0-0235-42b3-b146-78ff903eecf1,32,1,00:00:23.694,0,23,2,0.0,39,Dribbled Past,207,Valencia,9,From Kick Off,223,Málaga,,,['0924021e-191b-47de-9654-a1eda319e8aa'],"[50.0, 29.1]",6764.0,Pablo Fornals Malla,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.694,0.8219999999999992,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.35505164245424803
