id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,counterpress,shot_statsbomb_xg,shot_end_location,shot_technique_id,shot_technique_name,shot_first_time,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,duel_type_id,duel_type_name,pass_aerial_won,out,clearance_aerial_won,clearance_head,dribble_outcome_id,dribble_outcome_name,dribble_nutmeg,dribble_overrun,pass_switch,ball_recovery_recovery_failure,miscontrol_aerial_won,duel_outcome_id,duel_outcome_name,foul_won_defensive,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,shot_aerial_won,off_camera,pass_technique_id,pass_technique_name,pass_inswinging,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_goal_assist,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,foul_committed_advantage,foul_won_advantage,foul_committed_card_id,foul_committed_card_name,pass_outswinging,pass_cut_back,pass_through_ball,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_miscommunication,foul_committed_penalty,foul_won_penalty,50_50_outcome_id,50_50_outcome_name,clearance_left_foot,shot_one_on_one,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
2bc391fd-9430-4a2f-8442-48d45bf042b9,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,1049,Granada,1,Regular Play,1049,Granada,442.0,"[{'player': {'id': 27240, 'name': 'Jesús Fernández Collado'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 4546, 'name': 'Dimitri Foulquier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 4498, 'name': 'Jean-Sylvain Claude Babin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 19454, 'name': 'Ricardo Miguel Moreira da Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 23}, {'player': {'id': 26776, 'name': 'Juan Isaac Cuenca López'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.4594324944701573
f5548182-9ac8-4741-a4da-aed9560373f7,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,1049,Granada,1,Regular Play,360,Rayo Vallecano,4231.0,"[{'player': {'id': 24255, 'name': 'Juan Carlos Martín Corral'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 24138, 'name': 'Joaquín José Marín Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 18404, 'name': 'José Ángel Crespo Rincón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 6743, 'name': 'Manuel Rolando Iturra Urrutia'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4711, 'name': 'Pablo Hernández Domínguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 26797, 'name': 'Francisco Medina Luna'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 12}, {'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 26685, 'name': 'Nicolás Ladislao Fedor Flores'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.960758648328905
550b80c3-ae60-4dc4-852a-9d30472bc7c7,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,1049,Granada,1,Regular Play,1049,Granada,,,['2659b778-9621-46e4-9db8-807b55370061'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.36849150325997126
2659b778-9621-46e4-9db8-807b55370061,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,1049,Granada,1,Regular Play,360,Rayo Vallecano,,,['550b80c3-ae60-4dc4-852a-9d30472bc7c7'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5299208114388013
544d6f50-f083-4c16-a9b8-b30644aad96a,5,1,00:00:00.469,0,0,2,0.16,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['1d6337fd-e481-4e54-96ee-bb7b835dd615'],"[60.0, 40.0]",4711.0,Pablo Hernández Domínguez,17.0,Right Wing,26685.0,Nicolás Ladislao Fedor Flores,2.4207437,2.2390857,1.0,Ground Pass,"[58.5, 41.9]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.469,0.469,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.339362834731452
1d6337fd-e481-4e54-96ee-bb7b835dd615,6,1,00:00:00.629,0,0,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['544d6f50-f083-4c16-a9b8-b30644aad96a'],"[58.5, 41.9]",26685.0,Nicolás Ladislao Fedor Flores,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.629,0.16000000000000003,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4894807535835861
106f5ab9-ec84-497a-9651-5d918d45d773,7,1,00:00:00.629,0,0,2,0.08,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['1d6337fd-e481-4e54-96ee-bb7b835dd615', '535bf9c9-c692-4a06-b6b7-0366f19984f8']","[58.5, 41.9]",26685.0,Nicolás Ladislao Fedor Flores,23.0,Center Forward,,,,,,,,,,,,"[58.0, 42.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.629,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5474687444127203
535bf9c9-c692-4a06-b6b7-0366f19984f8,8,1,00:00:00.709,0,0,2,0.833875,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['7cbacc6f-739a-4c0c-b83c-a6f148f226d9'],"[58.0, 42.0]",26685.0,Nicolás Ladislao Fedor Flores,23.0,Center Forward,26848.0,Roberto Trashorras Gayoso,9.868131,-2.8006136,1.0,Ground Pass,"[48.7, 38.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.709,0.07999999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7084187792439677
7cbacc6f-739a-4c0c-b83c-a6f148f226d9,9,1,00:00:01.543,0,1,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['535bf9c9-c692-4a06-b6b7-0366f19984f8'],"[48.7, 38.7]",26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.543,0.834,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6484580876128887
803fee00-130e-44ce-98ad-b8699023fdd4,10,1,00:00:01.543,0,1,2,1.116669,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['08a81e30-6c87-4634-97ab-7d1deedac4fd', '7cbacc6f-739a-4c0c-b83c-a6f148f226d9']","[48.7, 38.7]",26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,,,,,,,,,,,,"[47.9, 41.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.543,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6245268754708522
08a81e30-6c87-4634-97ab-7d1deedac4fd,11,1,00:00:02.659,0,2,2,1.6,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['ec12efaf-4c25-4f0c-9cfd-f59110860a8b'],"[47.9, 41.7]",26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,24138.0,Joaquín José Marín Ruiz,28.955828,1.6745887,1.0,Ground Pass,"[44.9, 70.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.659,1.1159999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9113227190270242
ec12efaf-4c25-4f0c-9cfd-f59110860a8b,12,1,00:00:04.259,0,4,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['08a81e30-6c87-4634-97ab-7d1deedac4fd'],"[44.9, 70.5]",24138.0,Joaquín José Marín Ruiz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.259,1.6000000000000005,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.535335758502641
b54fecc1-c484-4158-876e-d4a4b267a353,13,1,00:00:04.259,0,4,2,1.079995,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['ec12efaf-4c25-4f0c-9cfd-f59110860a8b', 'f54e5c61-36a6-4b5f-ba7e-14bf26811362']","[44.9, 70.5]",24138.0,Joaquín José Marín Ruiz,2.0,Right Back,,,,,,,,,,,,"[44.9, 70.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.259,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6981355414121274
f54e5c61-36a6-4b5f-ba7e-14bf26811362,14,1,00:00:05.339,0,5,2,2.0,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['97c77d89-c76d-4320-bde6-84db9d40cc35'],"[44.9, 70.5]",24138.0,Joaquín José Marín Ruiz,2.0,Right Back,26222.0,José Eduardo Rosa Vale de Castro,19.185932,-2.670952,1.0,Ground Pass,"[27.8, 61.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.339,1.08,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7015936462670039
97c77d89-c76d-4320-bde6-84db9d40cc35,15,1,00:00:07.339,0,7,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['f54e5c61-36a6-4b5f-ba7e-14bf26811362'],"[27.8, 61.8]",26222.0,José Eduardo Rosa Vale de Castro,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.339,2.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8041492057896473
597220d9-a6c0-4529-b4ea-1a04aeeef604,16,1,00:00:07.339,0,7,2,1.239998,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['2e0976c5-14f2-495a-b7e8-ebbcbb2e7221', '97c77d89-c76d-4320-bde6-84db9d40cc35']","[27.8, 61.8]",26222.0,José Eduardo Rosa Vale de Castro,3.0,Right Center Back,,,,,,,,,,,,"[28.4, 60.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.339,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8225642533590322
2e0976c5-14f2-495a-b7e8-ebbcbb2e7221,17,1,00:00:08.579,0,8,2,2.0,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['e44e3ac2-f095-4895-acb2-d60c9bc4c42c'],"[28.4, 60.4]",26222.0,José Eduardo Rosa Vale de Castro,3.0,Right Center Back,18404.0,José Ángel Crespo Rincón,37.302143,-1.5815197,1.0,Ground Pass,"[28.0, 23.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.579,1.2400000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.4625869299714037
e44e3ac2-f095-4895-acb2-d60c9bc4c42c,18,1,00:00:10.579,0,10,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['2e0976c5-14f2-495a-b7e8-ebbcbb2e7221'],"[28.0, 23.1]",18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.579,2.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.47689212891102273
fb801c4b-87f9-4e03-9478-dde488731285,19,1,00:00:10.579,0,10,2,1.679998,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['208d9636-066d-487b-9e7e-59f11e3e6ef3', 'e44e3ac2-f095-4895-acb2-d60c9bc4c42c']","[28.0, 23.1]",18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,,,,,,,,,,,,"[33.7, 20.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.579,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.28330242162314
208d9636-066d-487b-9e7e-59f11e3e6ef3,20,1,00:00:12.259,0,12,2,1.099771,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['4d605737-3982-411f-9759-d95965a4cd19'],"[33.7, 20.7]",18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,4711.0,Pablo Hernández Domínguez,15.719097,-0.30364388,1.0,Ground Pass,"[48.7, 16.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.259,1.6799999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.27683810344908844
4d605737-3982-411f-9759-d95965a4cd19,21,1,00:00:13.359,0,13,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['208d9636-066d-487b-9e7e-59f11e3e6ef3'],"[48.7, 16.0]",4711.0,Pablo Hernández Domínguez,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.359,1.0999999999999996,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7828925663350169
09e4e4eb-4fc3-4301-93b5-2fc2fb441a39,22,1,00:00:13.359,0,13,2,0.323613,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['3756b06f-7b9a-4452-8aa1-5bff6f86e984', '4d605737-3982-411f-9759-d95965a4cd19', '695033ce-a669-47de-9da9-87c937210000']","[48.7, 16.0]",4711.0,Pablo Hernández Domínguez,17.0,Right Wing,,,,,,,,,,,,"[48.5, 15.1]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.359,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.48788762109675776
695033ce-a669-47de-9da9-87c937210000,23,1,00:00:13.425,0,13,2,0.306925,17,Pressure,360,Rayo Vallecano,9,From Kick Off,1049,Granada,,,"['09e4e4eb-4fc3-4301-93b5-2fc2fb441a39', '3756b06f-7b9a-4452-8aa1-5bff6f86e984']","[69.2, 64.6]",6680.0,Rubén Rochina Naixes,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.425,0.06600000000000072,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9420206315489961
3756b06f-7b9a-4452-8aa1-5bff6f86e984,24,1,00:00:13.683,0,13,2,1.107476,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['695033ce-a669-47de-9da9-87c937210000', '9cf93bc5-7e86-4f92-8846-32f03e51f799']","[48.5, 15.1]",4711.0,Pablo Hernández Domínguez,17.0,Right Wing,18404.0,José Ángel Crespo Rincón,14.453373,-2.6439025,1.0,Ground Pass,"[35.8, 8.2]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.683,0.2579999999999991,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.42414096045859273
9cf93bc5-7e86-4f92-8846-32f03e51f799,25,1,00:00:14.790,0,14,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['3756b06f-7b9a-4452-8aa1-5bff6f86e984'],"[35.8, 8.2]",18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.79,1.1069999999999993,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5083016208510109
dffc95ae-6317-4cae-828a-cd14cb79ab2f,26,1,00:00:14.790,0,14,2,0.481749,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['e42b0d51-c83f-4051-94e6-793cd2cc638d', 'f696159f-9367-4955-ae6e-35a31218ec4c']","[35.8, 8.2]",18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,6914.0,Roberto Román Triguero,10.163661,0.22827378,1.0,Ground Pass,"[45.7, 10.5]",38.0,Left Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.79,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8453573974781563
f696159f-9367-4955-ae6e-35a31218ec4c,27,1,00:00:15.272,0,15,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['dffc95ae-6317-4cae-828a-cd14cb79ab2f'],"[47.6, 13.0]",6914.0,Roberto Román Triguero,6.0,Left Back,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.272,0.4820000000000011,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7540798999756858
e42b0d51-c83f-4051-94e6-793cd2cc638d,28,1,00:00:15.272,0,15,2,0.0,10,Interception,360,Rayo Vallecano,9,From Kick Off,1049,Granada,,,['dffc95ae-6317-4cae-828a-cd14cb79ab2f'],"[74.4, 69.6]",6680.0,Rubén Rochina Naixes,12.0,Right Midfield,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.272,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.3528027560446336
30ed336a-2f0d-4cbc-8346-77327269171f,29,1,00:00:16.084,0,16,2,0.546411,17,Pressure,360,Rayo Vallecano,9,From Kick Off,1049,Granada,,,['767db1b5-b276-4dbc-af97-9be120e0b580'],"[69.8, 62.4]",3292.0,Abdoulaye Doucouré,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.084,0.8119999999999994,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.361103366265619
767db1b5-b276-4dbc-af97-9be120e0b580,30,1,00:00:16.545,0,16,2,1.225969,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['30ed336a-2f0d-4cbc-8346-77327269171f', '8aa69ff3-8973-4625-a1a2-1915ca42372d']","[49.2, 14.0]",4711.0,Pablo Hernández Domínguez,17.0,Right Wing,6914.0,Roberto Román Triguero,22.472204,-0.5633163,1.0,Ground Pass,"[68.2, 2.0]",40.0,Right Foot,66.0,Recovery,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.545,0.4610000000000021,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.07576285769981861
8aa69ff3-8973-4625-a1a2-1915ca42372d,31,1,00:00:17.771,0,17,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['767db1b5-b276-4dbc-af97-9be120e0b580'],"[68.2, 2.0]",6914.0,Roberto Román Triguero,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.771,1.225999999999999,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7250719404367143
