id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,off_camera,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,duel_type_id,duel_type_name,pass_aerial_won,counterpress,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,foul_committed_advantage,foul_won_advantage,pass_technique_id,pass_technique_name,pass_through_ball,pass_cross,pass_cut_back,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,clearance_right_foot,interception_outcome_id,interception_outcome_name,ball_recovery_recovery_failure,out,clearance_head,pass_no_touch,dribble_nutmeg,pass_outswinging,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,block_offensive,block_deflection,shot_first_time,pass_inswinging,shot_one_on_one,dribble_overrun,clearance_aerial_won,bad_behaviour_card_id,bad_behaviour_card_name,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,pass_deflected,miscontrol_aerial_won,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
56253023-44b3-49a6-ab94-140790da2095,11,1,00:00:07.328,0,7,2,1.04639,17,Pressure,218,Real Betis,9,From Kick Off,223,Málaga,,,['fcb140e5-1ff2-4c01-bdec-f86d8823de0c'],"[51.1, 70.9]",25859.0,Sérgio Paulo Barbosa Valente,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.328,3.3130000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.23472281428806163
e258377b-f2e1-487b-9407-dfbb33142379,12,1,00:00:08.497,0,8,2,2.908552,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['4f3bebeb-ec2e-47a7-82e8-da18e0ef2b38'],"[63.6, 7.5]",6651.0,Joaquín Sánchez Rodríguez,21.0,Left Wing,6872.0,Bruno González Cabrera,48.78627,2.1548195,3.0,High Pass,"[36.7, 48.2]",,,40.0,Right Foot,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.497,1.1689999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.4898571704308612
4f3bebeb-ec2e-47a7-82e8-da18e0ef2b38,13,1,00:00:11.405,0,11,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['e258377b-f2e1-487b-9407-dfbb33142379'],"[36.7, 48.2]",6872.0,Bruno González Cabrera,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.405,2.9079999999999995,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3725791389695393
a641a7f7-d5a8-4f75-ad1a-b876e81d6853,14,1,00:00:11.794,0,11,2,0.978378,17,Pressure,218,Real Betis,9,From Kick Off,223,Málaga,,,['949b7908-0a02-4915-918f-f6164614ee0a'],"[82.0, 33.3]",8264.0,Adnane Tighadouini,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.794,0.3890000000000011,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2897123157933601
949b7908-0a02-4915-918f-f6164614ee0a,15,1,00:00:12.511,0,12,2,1.851096,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['6912afca-1438-4ab5-b023-29bc198a626a', 'a641a7f7-d5a8-4f75-ad1a-b876e81d6853']","[36.7, 51.6]",6872.0,Bruno González Cabrera,3.0,Right Center Back,11634.0,Cristiano Piccini,25.040966,1.2957879,1.0,Ground Pass,"[43.5, 75.7]",,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.511,0.7169999999999987,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8121306159002641
6912afca-1438-4ab5-b023-29bc198a626a,16,1,00:00:14.362,0,14,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['949b7908-0a02-4915-918f-f6164614ee0a'],"[43.5, 75.7]",11634.0,Cristiano Piccini,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.362,1.8510000000000009,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6474725995882494
4e8cfbd7-c9af-4f1c-a7e0-4120d5126a51,17,1,00:00:14.362,0,14,2,2.833579,43,Carry,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['1d73402d-2f3b-4764-a557-53bec68a5c69', '6912afca-1438-4ab5-b023-29bc198a626a', '6e76ff38-c906-4568-a54b-787fed4d96b9']","[43.5, 75.7]",11634.0,Cristiano Piccini,2.0,Right Back,,,,,,,,,,,,"[35.0, 72.0]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.362,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7506927737484986
1d73402d-2f3b-4764-a557-53bec68a5c69,18,1,00:00:15.753,0,15,2,1.573741,17,Pressure,218,Real Betis,9,From Kick Off,223,Málaga,,,"['4e8cfbd7-c9af-4f1c-a7e0-4120d5126a51', '6e76ff38-c906-4568-a54b-787fed4d96b9']","[78.8, 7.8]",6559.0,Juan Carlos Pérez López,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.753,1.391,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.06360495812791023
6e76ff38-c906-4568-a54b-787fed4d96b9,19,1,00:00:17.196,0,17,2,1.100781,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['1d73402d-2f3b-4764-a557-53bec68a5c69', 'c8b7fe04-0e52-4f09-9a9c-f23a6da9b03e']","[35.0, 72.0]",11634.0,Cristiano Piccini,2.0,Right Back,27346.0,Petros Matheus dos Santos Araújo,18.36355,-1.4011714,1.0,Ground Pass,"[38.1, 53.9]",,,38.0,Left Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.196,1.4430000000000014,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.1302055851025279
c8b7fe04-0e52-4f09-9a9c-f23a6da9b03e,20,1,00:00:18.296,0,18,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['6e76ff38-c906-4568-a54b-787fed4d96b9'],"[38.1, 53.9]",27346.0,Petros Matheus dos Santos Araújo,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.296,1.0999999999999979,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1603276081666637
109bdbd0-c6cf-4484-a6c1-d7b47df6182d,21,1,00:00:18.296,0,18,2,4.986148,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['1b286d1b-f591-4a9b-975c-b3cd70a9a1ac', '70f1b4ca-228d-4c37-9135-b1805d2cbd19']","[38.4, 55.9]",27346.0,Petros Matheus dos Santos Araújo,11.0,Left Defensive Midfield,26723.0,Álvaro Cejudo Carmona,51.411476,0.4314568,3.0,High Pass,"[85.1, 77.4]",,,40.0,Right Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.296,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.6896075727936944
1b286d1b-f591-4a9b-975c-b3cd70a9a1ac,22,1,00:00:23.283,0,23,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['109bdbd0-c6cf-4484-a6c1-d7b47df6182d'],"[72.8, 78.0]",26723.0,Álvaro Cejudo Carmona,17.0,Right Wing,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.283,4.987000000000002,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.439436595666702
70f1b4ca-228d-4c37-9135-b1805d2cbd19,23,1,00:00:23.283,0,23,2,0.0,9,Clearance,218,Real Betis,9,From Kick Off,223,Málaga,,,['109bdbd0-c6cf-4484-a6c1-d7b47df6182d'],"[35.0, 2.7]",26669.0,Weligton Róbson Pena de Oliveira,5.0,Left Center Back,,,,,,,,,,,,,True,,,,,,,38.0,Left Foot,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.283,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23014175515436897
9164bae6-0986-4793-9dac-81a7ac5c134a,24,1,00:00:24.116,0,24,2,0.0,2,Ball Recovery,218,Real Betis,9,From Kick Off,218,Real Betis,,,,"[75.9, 74.6]",19724.0,Rafael van der Vaart,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.116,0.8329999999999984,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.28486687395944743
5a475500-1850-483b-82e1-eaa031bf89a4,25,1,00:00:24.116,0,24,2,0.945769,43,Carry,218,Real Betis,9,From Kick Off,218,Real Betis,,,"['7f3fbcec-c5ca-4fc6-b86e-a9bf5d5b9673', '9164bae6-0986-4793-9dac-81a7ac5c134a']","[75.9, 74.6]",19724.0,Rafael van der Vaart,19.0,Center Attacking Midfield,,,,,,,,,,,,"[76.2, 71.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.116,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.32111437761238315
7f3fbcec-c5ca-4fc6-b86e-a9bf5d5b9673,26,1,00:00:25.062,0,25,2,2.15573,30,Pass,218,Real Betis,9,From Kick Off,218,Real Betis,,,['cc795f23-c569-48cb-8e49-dac26ecb1acd'],"[76.2, 71.1]",19724.0,Rafael van der Vaart,19.0,Center Attacking Midfield,26723.0,Álvaro Cejudo Carmona,29.062174,-0.32936737,1.0,Ground Pass,"[103.7, 61.7]",,,38.0,Left Foot,,,,,76.0,Pass Offside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.062,0.9460000000000015,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0845607858080194
cc795f23-c569-48cb-8e49-dac26ecb1acd,27,1,00:00:27.218,0,27,2,,42,Ball Receipt*,218,Real Betis,9,From Kick Off,218,Real Betis,,,['7f3fbcec-c5ca-4fc6-b86e-a9bf5d5b9673'],"[103.7, 61.7]",26723.0,Álvaro Cejudo Carmona,17.0,Right Wing,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.218,2.155999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.30117717544410294
2bb91c05-6dc6-4e8a-a5fb-5c1f9701ac80,28,1,00:00:54.200,0,54,3,3.586972,30,Pass,223,Málaga,3,From Free Kick,223,Málaga,,,"['6a1cc5a7-9cef-40cc-8b32-65ede787eb9b', 'e47967fd-0a39-4c85-b8b7-e44e3d9b7af0']","[36.2, 15.8]",26669.0,Weligton Róbson Pena de Oliveira,5.0,Left Center Back,6707.0,Charles Días Barbosa de Oliveira,59.31214,0.020233326,3.0,High Pass,"[95.5, 17.0]",62.0,Free Kick,38.0,Left Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.2,26.982000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.977779847134145
6a1cc5a7-9cef-40cc-8b32-65ede787eb9b,29,1,00:00:57.787,0,57,3,,42,Ball Receipt*,223,Málaga,3,From Free Kick,223,Málaga,,,['2bb91c05-6dc6-4e8a-a5fb-5c1f9701ac80'],"[93.5, 20.7]",6707.0,Charles Días Barbosa de Oliveira,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.787,3.586999999999996,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7136167118429528
