id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,out,under_pressure,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,off_camera,clearance_head,shot_statsbomb_xg,shot_end_location,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_first_time,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,interception_outcome_id,interception_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,duel_outcome_id,duel_outcome_name,counterpress,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,clearance_right_foot,dribble_outcome_id,dribble_outcome_name,pass_through_ball,pass_technique_id,pass_technique_name,pass_inswinging,pass_switch,clearance_aerial_won,foul_committed_advantage,foul_won_advantage,foul_won_defensive,block_save_block,ball_recovery_recovery_failure,pass_outswinging,injury_stoppage_in_chain,pass_cut_back,foul_committed_card_id,foul_committed_card_name,dribble_overrun,block_offensive,pass_goal_assist,shot_one_on_one,miscontrol_aerial_won,goalkeeper_punched_out,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_nutmeg,block_deflection,foul_committed_penalty,foul_won_penalty,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Pressure,event_type_Referee Ball-Drop,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
f81c06d5-3cde-4ef0-994a-919687c61c37,11,1,00:00:05.017,0,5,2,1.481325,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,['16acd744-6fe6-4ad5-8132-42a349561a18'],"[34.4, 37.1]",19454.0,Ricardo Miguel Moreira da Costa,5.0,Left Center Back,4498.0,Jean-Sylvain Claude Babin,17.18284,1.7168086,1.0,Ground Pass,"[31.9, 54.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.017,0.1850000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9327500720323895
16acd744-6fe6-4ad5-8132-42a349561a18,12,1,00:00:06.498,0,6,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['f81c06d5-3cde-4ef0-994a-919687c61c37'],"[31.9, 54.1]",4498.0,Jean-Sylvain Claude Babin,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.498,1.4809999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.76700101728416
a0b31177-b31e-42e7-9d83-957f645a4d9e,13,1,00:00:06.498,0,6,2,1.659482,43,Carry,1049,Granada,9,From Kick Off,1049,Granada,,,"['16acd744-6fe6-4ad5-8132-42a349561a18', '8d766deb-7998-4ade-8041-1a2ad9ca1d07']","[31.9, 54.1]",4498.0,Jean-Sylvain Claude Babin,3.0,Right Center Back,,,,,,,,,,,,"[34.5, 56.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.498,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.27910273478200687
8d766deb-7998-4ade-8041-1a2ad9ca1d07,14,1,00:00:08.158,0,8,2,4.561889,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,"['3249899a-0137-45d5-bb54-10d83ff250a9', '70a574cd-f351-4c66-8677-72f9f167c269']","[34.5, 56.8]",4498.0,Jean-Sylvain Claude Babin,3.0,Right Center Back,27109.0,Youssef El-Arabi,66.48699,-0.051160138,3.0,High Pass,"[100.9, 53.4]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.158,1.6599999999999993,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3441398957251395
dd6a5e54-247b-4e2d-ae65-e1330514dc52,15,1,00:00:12.349,0,12,2,0.465112,17,Pressure,1049,Granada,9,From Kick Off,1049,Granada,,,['70a574cd-f351-4c66-8677-72f9f167c269'],"[99.7, 53.7]",27109.0,Youssef El-Arabi,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.349,4.191000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4637892835787417
3249899a-0137-45d5-bb54-10d83ff250a9,16,1,00:00:12.720,0,12,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['8d766deb-7998-4ade-8041-1a2ad9ca1d07'],"[94.4, 54.1]",27109.0,Youssef El-Arabi,24.0,Left Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.72,0.37100000000000044,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4439034000298028
70a574cd-f351-4c66-8677-72f9f167c269,17,1,00:00:12.720,0,12,2,0.0,9,Clearance,1049,Granada,9,From Kick Off,213,Sevilla,,,"['8d766deb-7998-4ade-8041-1a2ad9ca1d07', 'dd6a5e54-247b-4e2d-ae65-e1330514dc52']","[19.2, 26.7]",7909.0,Nicolás Martín Pareja,3.0,Right Center Back,,,,,,,,,,,,,,,,,True,True,True,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.72,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.07843295472105793
e12a894d-2acc-4137-82d2-1e77ed8b8963,18,1,00:00:32.922,0,32,3,1.484455,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,['f6c0905f-103b-4af8-87ec-606d380ff1cf'],"[97.9, 80.0]",20064.0,Hugo Miguel Almeida Costa Lopes,2.0,Right Back,6680.0,Rubén Rochina Naixes,12.539936,-0.23337376,2.0,Low Pass,"[110.1, 77.1]",,,67.0,Throw-in,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.922,20.201999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7709889625415269
f6c0905f-103b-4af8-87ec-606d380ff1cf,19,1,00:00:34.406,0,34,3,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,['e12a894d-2acc-4137-82d2-1e77ed8b8963'],"[110.1, 77.1]",6680.0,Rubén Rochina Naixes,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.406,1.4840000000000018,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5605293076359976
9cfff998-2f8b-46f6-a087-8be9561b7b10,20,1,00:00:34.439,0,34,3,0.861686,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,['85e46e82-29ef-4451-9394-c8ecd6ac93ec'],"[112.0, 77.1]",6680.0,Rubén Rochina Naixes,12.0,Right Midfield,20064.0,Hugo Miguel Almeida Costa Lopes,8.905055,-3.1078975,1.0,Ground Pass,"[103.1, 76.8]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.439,0.03300000000000125,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9453960531642287
85e46e82-29ef-4451-9394-c8ecd6ac93ec,21,1,00:00:35.301,0,35,3,,42,Ball Receipt*,1049,Granada,4,From Throw In,1049,Granada,,,['9cfff998-2f8b-46f6-a087-8be9561b7b10'],"[103.1, 76.8]",20064.0,Hugo Miguel Almeida Costa Lopes,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.301,0.8620000000000019,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.17847659042366892
46764c00-9f6d-4edb-95cf-7db3ac047978,22,1,00:00:35.301,0,35,3,0.035559002,43,Carry,1049,Granada,4,From Throw In,1049,Granada,,,"['85e46e82-29ef-4451-9394-c8ecd6ac93ec', '9a51a5fd-635e-4078-a07d-512dcbd2d1d4']","[103.1, 76.8]",20064.0,Hugo Miguel Almeida Costa Lopes,2.0,Right Back,,,,,,,,,,,,"[103.1, 76.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.301,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5831544082558984
9a51a5fd-635e-4078-a07d-512dcbd2d1d4,23,1,00:00:35.336,0,35,3,0.865398,30,Pass,1049,Granada,4,From Throw In,1049,Granada,,,['597c85ec-fd03-46bc-b4f6-eadac0738074'],"[103.1, 76.5]",20064.0,Hugo Miguel Almeida Costa Lopes,2.0,Right Back,,,19.795202,-1.3049873,2.0,Low Pass,"[108.3, 57.4]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.336,0.03499999999999659,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6424258747132118
597c85ec-fd03-46bc-b4f6-eadac0738074,24,1,00:00:36.202,0,36,3,0.0,9,Clearance,1049,Granada,4,From Throw In,213,Sevilla,,,['9a51a5fd-635e-4078-a07d-512dcbd2d1d4'],"[11.8, 22.7]",7154.0,Sebastián Carlos Cristóforo Pepe,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,True,,37.0,Head,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.202,0.8659999999999997,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6093157511189546
39f217b6-b3e8-4cd0-b089-790fa265a28c,25,1,00:00:38.175,0,38,3,0.0,2,Ball Recovery,1049,Granada,4,From Throw In,1049,Granada,,,,"[120.0, 48.4]",7158.0,Cristiano Biraghi,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.175,1.972999999999999,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.28631820208325875
