id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,counterpress,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,pass_assisted_shot_id,pass_goal_assist,dribble_outcome_id,dribble_outcome_name,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,off_camera,pass_switch,pass_aerial_won,pass_cross,ball_recovery_recovery_failure,out,pass_shot_assist,goalkeeper_end_location,clearance_left_foot,shot_first_time,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_technique_id,pass_technique_name,pass_inswinging,shot_deflected,block_deflection,foul_won_defensive,foul_committed_card_id,foul_committed_card_name,shot_aerial_won,clearance_right_foot,50_50_outcome_id,50_50_outcome_name,pass_deflected,miscontrol_aerial_won,pass_no_touch,pass_cut_back,foul_committed_advantage,foul_won_advantage,shot_saved_off_target,goalkeeper_shot_saved_off_target,dribble_overrun,ball_recovery_offensive,pass_outswinging,pass_through_ball,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,block_offensive,shot_one_on_one,goalkeeper_punched_out,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
a0f20251-f678-4b81-ac9b-dd1ff6834b10,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,220,Real Madrid,1,Regular Play,220,Real Madrid,433.0,"[{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3063, 'name': 'Danilo Luiz da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 5456, 'name': 'Mateo Kovačić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 5695, 'name': 'James David Rodríguez Rubio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.8090793988306576
e6371d3f-4dc0-49ba-88fa-eb358d65f802,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,220,Real Madrid,1,Regular Play,215,Athletic Club,4231.0,"[{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6388, 'name': 'Ander Iturraspe Derteano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6666, 'name': 'Sabin Merino Zuloaga'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 6606, 'name': 'Javier Eraso Goñi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 30}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.33935764745643826
b598fd08-94b7-4241-b1af-667b60d57bfb,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,220,Real Madrid,1,Regular Play,220,Real Madrid,,,['c3b01c27-49d6-4d3d-a2ae-4dde8aefc87f'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.9341212543133481
c3b01c27-49d6-4d3d-a2ae-4dde8aefc87f,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,220,Real Madrid,1,Regular Play,215,Athletic Club,,,['b598fd08-94b7-4241-b1af-667b60d57bfb'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.33442868119571867
a2146262-406d-4c2e-a0bd-d1e695607db9,5,1,00:00:00.241,0,0,2,0.424675,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['47dd6563-b229-4753-8644-1fa618effe0e'],"[61.0, 40.1]",5456.0,Mateo Kovačić,15.0,Left Center Midfield,19677.0,Karim Benzema,3.1064448,1.6352232,1.0,Ground Pass,"[60.8, 43.2]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.241,0.241,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.020579194492270525
47dd6563-b229-4753-8644-1fa618effe0e,6,1,00:00:00.665,0,0,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['a2146262-406d-4c2e-a0bd-d1e695607db9'],"[60.8, 43.2]",19677.0,Karim Benzema,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.665,0.42400000000000004,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.45361940618028307
92916a7f-6242-48f6-9b89-43071fb4ea20,7,1,00:00:00.665,0,0,2,0.04,43,Carry,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['1555930e-44f6-4cca-a4d0-efe9582a0159', '47dd6563-b229-4753-8644-1fa618effe0e']","[60.8, 43.2]",19677.0,Karim Benzema,23.0,Center Forward,,,,,,,,,,,,"[60.6, 44.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.665,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.616655992525962
1555930e-44f6-4cca-a4d0-efe9582a0159,8,1,00:00:00.705,0,0,2,1.24884,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['a7d635e2-2a6b-4a6f-b066-38faecfd55f4'],"[60.6, 44.1]",19677.0,Karim Benzema,23.0,Center Forward,5574.0,Toni Kroos,13.572398,-2.8501358,1.0,Ground Pass,"[47.6, 40.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.705,0.039999999999999925,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7539039707227954
a7d635e2-2a6b-4a6f-b066-38faecfd55f4,9,1,00:00:01.954,0,1,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['1555930e-44f6-4cca-a4d0-efe9582a0159'],"[47.6, 40.2]",5574.0,Toni Kroos,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.954,1.249,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.181536941339147
708f25c7-648a-4c00-8a9c-47832f30436b,10,1,00:00:01.954,0,1,2,1.227159,43,Carry,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['20f07e2c-22e8-41a9-84f3-20685fd42782', 'a7d635e2-2a6b-4a6f-b066-38faecfd55f4']","[47.6, 40.2]",5574.0,Toni Kroos,10.0,Center Defensive Midfield,,,,,,,,,,,,"[42.3, 42.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.954,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6802881710105925
20f07e2c-22e8-41a9-84f3-20685fd42782,11,1,00:00:03.181,0,3,2,1.260981,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['b323332e-bad2-4910-9079-ef7206943038'],"[42.3, 42.1]",5574.0,Toni Kroos,10.0,Center Defensive Midfield,3063.0,Danilo Luiz da Silva,27.036272,1.6226017,1.0,Ground Pass,"[40.9, 69.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.181,1.227,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1203116575992238
b323332e-bad2-4910-9079-ef7206943038,12,1,00:00:04.442,0,4,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['20f07e2c-22e8-41a9-84f3-20685fd42782'],"[40.9, 69.1]",3063.0,Danilo Luiz da Silva,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.442,1.2610000000000001,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.614153630674555
a7ef65a3-336f-4e0c-9c11-12556da0b862,13,1,00:00:04.442,0,4,2,0.701701,43,Carry,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['b323332e-bad2-4910-9079-ef7206943038', 'd75cebf5-8dc5-4c8a-af34-8154f71ed1ae', 'f6d08442-0879-4b5d-a333-a6c16c9afe2c']","[40.9, 69.1]",3063.0,Danilo Luiz da Silva,2.0,Right Back,,,,,,,,,,,,"[40.7, 70.2]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.442,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.600107905451501
f6d08442-0879-4b5d-a333-a6c16c9afe2c,14,1,00:00:04.863,0,4,2,0.456059,17,Pressure,220,Real Madrid,9,From Kick Off,215,Athletic Club,,,"['a7ef65a3-336f-4e0c-9c11-12556da0b862', 'd75cebf5-8dc5-4c8a-af34-8154f71ed1ae']","[76.7, 10.5]",6392.0,Íñigo Lekue Martínez,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.863,0.42100000000000026,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8459936219490396
d75cebf5-8dc5-4c8a-af34-8154f71ed1ae,15,1,00:00:05.144,0,5,2,1.427292,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['a62ca552-52a2-4ff5-abc5-db9ad1f7dcd9', 'f6d08442-0879-4b5d-a333-a6c16c9afe2c']","[40.7, 70.2]",3063.0,Danilo Luiz da Silva,2.0,Right Back,5485.0,Raphaël Varane,23.70021,-2.4398313,1.0,Ground Pass,"[22.6, 54.9]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.144,0.2809999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5621775259883007
a62ca552-52a2-4ff5-abc5-db9ad1f7dcd9,16,1,00:00:06.571,0,6,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['d75cebf5-8dc5-4c8a-af34-8154f71ed1ae'],"[22.6, 54.9]",5485.0,Raphaël Varane,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.571,1.4269999999999996,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.28930708094597
50504d75-dfcc-43c5-be1e-b401c598d217,17,1,00:00:06.571,0,6,2,0.927513,43,Carry,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['03f5a2cd-e462-4c40-b12d-1f39e6415a22', '0e004782-dd7c-4a25-a819-8f860e820ece', 'a62ca552-52a2-4ff5-abc5-db9ad1f7dcd9']","[22.6, 54.9]",5485.0,Raphaël Varane,3.0,Right Center Back,,,,,,,,,,,,"[20.1, 54.7]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.571,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4259087694452268
03f5a2cd-e462-4c40-b12d-1f39e6415a22,18,1,00:00:07.323,0,7,2,0.366779,17,Pressure,220,Real Madrid,9,From Kick Off,215,Athletic Club,,,"['0e004782-dd7c-4a25-a819-8f860e820ece', '50504d75-dfcc-43c5-be1e-b401c598d217']","[95.7, 25.2]",6606.0,Javier Eraso Goñi,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.323,0.7520000000000007,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8045472762587974
0e004782-dd7c-4a25-a819-8f860e820ece,19,1,00:00:07.499,0,7,2,1.344348,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['03f5a2cd-e462-4c40-b12d-1f39e6415a22', '911793ca-5c5f-49cb-a5b5-4161776f19e3']","[20.1, 54.7]",5485.0,Raphaël Varane,3.0,Right Center Back,5597.0,Keylor Navas Gamboa,18.291529,-2.6706102,1.0,Ground Pass,"[3.8, 46.4]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.499,0.17599999999999927,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9958215954051639
911793ca-5c5f-49cb-a5b5-4161776f19e3,20,1,00:00:08.843,0,8,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['0e004782-dd7c-4a25-a819-8f860e820ece'],"[3.8, 46.4]",5597.0,Keylor Navas Gamboa,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.843,1.3440000000000003,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4052499964566396
4d97d66d-dc99-4cb1-959a-96606f2d9802,21,1,00:00:08.843,0,8,2,0.207758,43,Carry,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,"['14ea20a4-6693-4f87-905d-b2e314cf90ad', '911793ca-5c5f-49cb-a5b5-4161776f19e3']","[3.8, 46.4]",5597.0,Keylor Navas Gamboa,1.0,Goalkeeper,,,,,,,,,,,,"[4.7, 46.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.843,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3104609312585209
14ea20a4-6693-4f87-905d-b2e314cf90ad,22,1,00:00:09.051,0,9,2,7.017157,30,Pass,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['7d2cad99-aae2-4960-a655-9dee3bc713ba'],"[4.7, 46.2]",5597.0,Keylor Navas Gamboa,1.0,Goalkeeper,5695.0,James David Rodríguez Rubio,84.09186,0.4136361,3.0,High Pass,"[81.7, 80.0]",40.0,Right Foot,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.051,0.20800000000000018,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7640709353829715
68899f9f-3a97-4b43-b652-d2c9fa4f214a,23,1,00:00:14.958,0,14,2,0.0,28,Shield,220,Real Madrid,9,From Kick Off,215,Athletic Club,,,,"[39.8, 1.2]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.958,5.907,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9947708605016599
7d2cad99-aae2-4960-a655-9dee3bc713ba,24,1,00:00:16.068,0,16,2,,42,Ball Receipt*,220,Real Madrid,9,From Kick Off,220,Real Madrid,,,['14ea20a4-6693-4f87-905d-b2e314cf90ad'],"[71.6, 78.0]",5695.0,James David Rodríguez Rubio,17.0,Right Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.068,1.1100000000000012,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.884206082395681
da5f3a58-580a-4ff5-a20e-47e7c2c94c52,25,1,00:00:26.013,0,26,3,1.19757,30,Pass,215,Athletic Club,4,From Throw In,215,Athletic Club,,,"['131805c7-aee3-40d5-90e4-0184dcc4a2c0', 'c815996d-3b46-47ef-a35c-ccd800eb568a']","[36.6, 0.1]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,6392.0,Íñigo Lekue Martínez,15.061541,0.14659186,3.0,High Pass,"[51.5, 2.3]",,,67.0,Throw-in,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.013,9.945,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6332466406931468
131805c7-aee3-40d5-90e4-0184dcc4a2c0,26,1,00:00:27.211,0,27,3,,42,Ball Receipt*,215,Athletic Club,4,From Throw In,215,Athletic Club,,,['da5f3a58-580a-4ff5-a20e-47e7c2c94c52'],"[51.3, 3.9]",6392.0,Íñigo Lekue Martínez,21.0,Left Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.211,1.1979999999999968,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3826257850854019
f3b04364-5f2b-4462-b146-415f4a8e48b5,27,1,00:00:27.211,0,27,3,0.0,4,Duel,215,Athletic Club,4,From Throw In,215,Athletic Club,,,['c815996d-3b46-47ef-a35c-ccd800eb568a'],"[51.5, 2.3]",6392.0,Íñigo Lekue Martínez,21.0,Left Wing,,,,,,,,,,,,,True,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.211,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4065442705165119
c815996d-3b46-47ef-a35c-ccd800eb568a,28,1,00:00:27.211,0,27,3,0.0,9,Clearance,215,Athletic Club,4,From Throw In,220,Real Madrid,,,"['da5f3a58-580a-4ff5-a20e-47e7c2c94c52', 'f3b04364-5f2b-4462-b146-415f4a8e48b5']","[68.6, 77.8]",3063.0,Danilo Luiz da Silva,2.0,Right Back,,,,,,,,,,,,,True,,,,,,,True,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.211,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9481019774335816
526bcfd8-a7aa-40a2-996f-09a93364f9c7,29,1,00:00:28.757,0,28,3,0.975748,30,Pass,215,Athletic Club,4,From Throw In,220,Real Madrid,,,['3f28f0e4-23ac-42dd-afcf-4b859814a0a4'],"[58.3, 68.9]",5485.0,Raphaël Varane,3.0,Right Center Back,5456.0,Mateo Kovačić,12.831601,-0.38340074,3.0,High Pass,"[70.2, 64.1]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.757,1.546000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.31218627007896105
3f28f0e4-23ac-42dd-afcf-4b859814a0a4,30,1,00:00:29.732,0,29,3,,42,Ball Receipt*,215,Athletic Club,4,From Throw In,220,Real Madrid,,,['526bcfd8-a7aa-40a2-996f-09a93364f9c7'],"[70.2, 64.1]",5456.0,Mateo Kovačić,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.732,0.9749999999999979,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.16481790570561505
f4f9f193-09be-4711-b539-1fbfe5cbb6cc,31,1,00:00:29.732,0,29,3,1.115088,43,Carry,215,Athletic Club,4,From Throw In,220,Real Madrid,,,"['1c741a64-226f-4418-b235-75be9587427a', '3f28f0e4-23ac-42dd-afcf-4b859814a0a4', '5d16dbc8-8dfa-4c9c-be9f-12d0862b34e7']","[70.2, 64.1]",5456.0,Mateo Kovačić,15.0,Left Center Midfield,,,,,,,,,,,,"[69.3, 62.5]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.732,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5193073148290865
5d16dbc8-8dfa-4c9c-be9f-12d0862b34e7,32,1,00:00:29.764,0,29,3,1.083138,17,Pressure,215,Athletic Club,4,From Throw In,215,Athletic Club,,,['f4f9f193-09be-4711-b539-1fbfe5cbb6cc'],"[48.3, 16.7]",6388.0,Ander Iturraspe Derteano,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.764,0.03200000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.3489060691406437
