id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,pass_aerial_won,duel_type_id,duel_type_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,counterpress,duel_outcome_id,duel_outcome_name,50_50_outcome_id,50_50_outcome_name,pass_cross,clearance_left_foot,off_camera,shot_statsbomb_xg,shot_end_location,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,clearance_aerial_won,clearance_head,out,foul_won_defensive,pass_switch,pass_cut_back,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_assisted_shot_id,pass_goal_assist,shot_open_goal,shot_key_pass_id,shot_first_time,dribble_overrun,dribble_nutmeg,pass_shot_assist,goalkeeper_end_location,ball_recovery_recovery_failure,goalkeeper_punched_out,pass_outswinging,pass_technique_id,pass_technique_name,foul_committed_card_id,foul_committed_card_name,shot_aerial_won,pass_through_ball,foul_committed_advantage,foul_won_advantage,foul_committed_type_id,foul_committed_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_inswinging,block_deflection,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
280af515-a197-4889-aeed-58afb3330f1c,611,1,00:19:23.280,19,23,44,4.597504,17,Pressure,218,Real Betis,3,From Free Kick,214,Espanyol,,,['2a0c894f-60f6-4a5c-a620-13da2e707566'],"[18.9, 65.6]",6791.0,Javier López Rodríguez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.28,0.03899999999998727,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0576917250122021
3c7c09cc-6c04-45e5-abd3-2ec5d7138e99,612,1,00:19:27.241,19,27,44,0.764435,17,Pressure,218,Real Betis,3,From Free Kick,214,Espanyol,,,"['970f2149-ddc1-4558-aa96-7d4a54054792', 'cb609de8-3ac8-473d-9943-041f728aefc8']","[21.3, 64.1]",6791.0,Javier López Rodríguez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167.241,3.9610000000000127,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.043522069967582566
ae4c3790-5a5a-4735-bb65-cf5aa3024a9d,613,1,00:19:27.902,19,27,44,0.0,39,Dribbled Past,218,Real Betis,3,From Free Kick,214,Espanyol,,,"['970f2149-ddc1-4558-aa96-7d4a54054792', 'cb609de8-3ac8-473d-9943-041f728aefc8']","[26.4, 68.4]",6791.0,Javier López Rodríguez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167.902,0.6610000000000582,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.32469532423306335
cb609de8-3ac8-473d-9943-041f728aefc8,614,1,00:19:27.902,19,27,44,0.0,14,Dribble,218,Real Betis,3,From Free Kick,218,Real Betis,,,"['3c7c09cc-6c04-45e5-abd3-2ec5d7138e99', 'ae4c3790-5a5a-4735-bb65-cf5aa3024a9d']","[93.7, 11.7]",3601.0,Charly Musonda Junior,21.0,Left Wing,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167.902,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.570688635449202
970f2149-ddc1-4558-aa96-7d4a54054792,615,1,00:19:27.902,19,27,44,3.555641,43,Carry,218,Real Betis,3,From Free Kick,218,Real Betis,,,"['3c7c09cc-6c04-45e5-abd3-2ec5d7138e99', 'ae4c3790-5a5a-4735-bb65-cf5aa3024a9d', 'ba88d556-09ae-4b8c-89fa-0f545fcda7a2', 'cb609de8-3ac8-473d-9943-041f728aefc8']","[93.7, 11.7]",3601.0,Charly Musonda Junior,21.0,Left Wing,,,,,,,,,,,,"[106.4, 13.2]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167.902,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.019510705124646477
ba88d556-09ae-4b8c-89fa-0f545fcda7a2,616,1,00:19:31.458,19,31,44,1.5088,30,Pass,218,Real Betis,3,From Free Kick,218,Real Betis,,,['6d7d3385-461a-417e-91f2-b91dd5ccf607'],"[106.4, 13.2]",3601.0,Charly Musonda Junior,21.0,Left Wing,7161.0,Germán Alejandro Pezzella,28.79045,1.3359269,3.0,High Pass,"[113.1, 41.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e05e1475-22ea-4dd9-8a4a-916902c3691a,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171.458,3.55600000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.3830804070689542
6d7d3385-461a-417e-91f2-b91dd5ccf607,617,1,00:19:32.964,19,32,44,,42,Ball Receipt*,218,Real Betis,3,From Free Kick,218,Real Betis,,,['ba88d556-09ae-4b8c-89fa-0f545fcda7a2'],"[113.1, 41.2]",7161.0,Germán Alejandro Pezzella,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172.964,1.5059999999998581,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.38505828988087487
e05e1475-22ea-4dd9-8a4a-916902c3691a,618,1,00:19:32.964,19,32,44,0.718057,16,Shot,218,Real Betis,3,From Free Kick,218,Real Betis,,,['06bb4c27-2107-4e1b-9677-2dba9a94bc7c'],"[113.1, 41.2]",7161.0,Germán Alejandro Pezzella,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22672237,"[120.0, 37.0, 0.9]",40.0,Right Foot,87.0,Open Play,97.0,Goal,95.0,Volley,"[{'location': [111.5, 35.8], 'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [118.8, 39.9], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.7, 49.6], 'player': {'id': 6838, 'name': 'Hernán Arsenio Pérez González'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.2, 14.5], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 41.8], 'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.4, 36.6], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 16.8], 'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.9, 46.4], 'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.5, 32.6], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.2, 36.1], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.1, 18.9], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.6, 16.2], 'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",,,,,,,,,,,,,,,,,,,,,,,,ba88d556-09ae-4b8c-89fa-0f545fcda7a2,True,,,,,,,,,,,,,,,,,,,,,,,,,,1172.964,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.48279108341131594
06bb4c27-2107-4e1b-9677-2dba9a94bc7c,619,1,00:19:33.682,19,33,44,0.0,23,Goal Keeper,218,Real Betis,3,From Free Kick,214,Espanyol,,,['e05e1475-22ea-4dd9-8a4a-916902c3691a'],"[1.3, 40.2]",6792.0,Pau López Sabata,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,Diving,44.0,Set,,,26.0,Goal Conceded,55.0,No Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.682,0.7180000000000746,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4532383491759254
fea58a76-5968-46d8-ba9b-95521fc3dc4a,620,1,00:20:36.093,20,36,45,2.79097,30,Pass,214,Espanyol,9,From Kick Off,214,Espanyol,,,['4c4c3c2c-55fc-436e-b49a-ba08d9a85074'],"[60.0, 40.0]",7781.0,Felipe Salvador Caicedo Corozo,22.0,Right Center Forward,6758.0,Víctor Sánchez Mata,23.715395,2.7477746,1.0,Ground Pass,"[38.1, 49.1]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.093,62.41100000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.06740434832053877
