id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_switch,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_aerial_won,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,ball_recovery_recovery_failure,counterpress,shot_one_on_one,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,out,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,dribble_overrun,pass_technique_id,pass_technique_name,pass_through_ball,foul_committed_offensive,foul_won_defensive,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,dribble_no_touch,foul_won_advantage,foul_committed_advantage,pass_goal_assist,clearance_head,shot_first_time,pass_deflected,block_deflection,foul_committed_card_id,foul_committed_card_name,pass_no_touch,clearance_aerial_won,pass_inswinging,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_type_id,foul_committed_type_name,clearance_left_foot,dribble_nutmeg,pass_outswinging,block_offensive,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
b897eff6-de26-46b7-b14d-6cb5ef0e2ee4,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,210,Real Sociedad,1,Regular Play,210,Real Sociedad,433.0,"[{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6673, 'name': 'Sergio Canales Madrazo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 6770, 'name': 'Esteban Félix Granero Molina'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 8522, 'name': 'Armindo Tué Na Bangna'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 6677, 'name': 'Imanol Agirretxe Arruti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.17881883954851951
791d69f5-d029-4115-b55a-059e30cd03e7,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,210,Real Sociedad,1,Regular Play,222,Villarreal,442.0,"[{'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 5588, 'name': 'Antonio Rukavina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 7034, 'name': 'Mateo Pablo Musacchio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6828, 'name': 'Jaume Vicent Costa Jordá'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 6622, 'name': 'Tomás Pina Isla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6357, 'name': 'Jonathan dos Santos Ramírez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 6862, 'name': 'Cédric Bakambu'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.6614368609573923
40820e48-d351-4ee6-99ee-8c22d4466ece,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,210,Real Sociedad,1,Regular Play,222,Villarreal,,,['e43ee0a2-ebe1-4002-bd8b-61f21f854647'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.005476626912598981
e43ee0a2-ebe1-4002-bd8b-61f21f854647,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['40820e48-d351-4ee6-99ee-8c22d4466ece'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.36655047321703005
99eed476-3b4e-4d6b-8a8e-6385faacefe9,5,1,00:00:00.673,0,0,2,0.552303,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['a9c2392d-22c4-4165-ad62-b7c0e5a97e30'],True,"[61.0, 40.1]",6677.0,Imanol Agirretxe Arruti,23.0,Center Forward,6770.0,Esteban Félix Granero Molina,3.310589,-2.0074234,1.0,Ground Pass,"[59.6, 37.1]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.673,0.673,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6295592580769431
a9c2392d-22c4-4165-ad62-b7c0e5a97e30,6,1,00:00:01.225,0,1,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['99eed476-3b4e-4d6b-8a8e-6385faacefe9'],,"[59.6, 37.1]",6770.0,Esteban Félix Granero Molina,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.225,0.552,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09961980795770442
656c7471-27fe-4905-946a-b804d9de32cc,7,1,00:00:01.348,0,1,2,0.913094,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['9e3e3601-6555-41a4-ac58-0937c8819413'],,"[60.1, 38.2]",6770.0,Esteban Félix Granero Molina,15.0,Left Center Midfield,6671.0,Asier Illarramendi Andonegi,4.0706263,2.6559706,1.0,Ground Pass,"[56.5, 40.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.348,0.123,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.05514468943792239
9e3e3601-6555-41a4-ac58-0937c8819413,8,1,00:00:02.261,0,2,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['656c7471-27fe-4905-946a-b804d9de32cc'],,"[56.5, 40.1]",6671.0,Asier Illarramendi Andonegi,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.261,0.913,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8302060647595046
9a000807-e9ab-47a7-800e-7210951a8285,9,1,00:00:02.261,0,2,2,0.664341,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['5a76f1b0-ec6d-44a9-b3b3-e71acdb9eb6d', '9e3e3601-6555-41a4-ac58-0937c8819413']",,"[56.5, 40.1]",6671.0,Asier Illarramendi Andonegi,10.0,Center Defensive Midfield,,,,,,,,,,,,"[56.3, 43.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.261,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.35665386778667296
5a76f1b0-ec6d-44a9-b3b3-e71acdb9eb6d,10,1,00:00:02.925,0,2,2,1.800149,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['989d913d-a974-4baa-831c-64ac2ba9f339'],,"[56.3, 43.2]",6671.0,Asier Illarramendi Andonegi,10.0,Center Defensive Midfield,6679.0,Aritz Elustondo Irribaria,26.009998,1.7485865,1.0,Ground Pass,"[51.7, 68.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.925,0.6639999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6097795469047999
989d913d-a974-4baa-831c-64ac2ba9f339,11,1,00:00:04.725,0,4,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['5a76f1b0-ec6d-44a9-b3b3-e71acdb9eb6d'],,"[51.7, 68.8]",6679.0,Aritz Elustondo Irribaria,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.725,1.7999999999999998,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.01153599269100214
33e03c0e-3c17-4b1d-ac28-7dc1eceda37f,12,1,00:00:04.725,0,4,2,1.184532,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['989d913d-a974-4baa-831c-64ac2ba9f339', 'b97ee338-5066-4c10-8097-f9492aad408c']",,"[51.7, 68.8]",6679.0,Aritz Elustondo Irribaria,2.0,Right Back,,,,,,,,,,,,"[49.4, 67.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.725,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7618204913782489
b97ee338-5066-4c10-8097-f9492aad408c,13,1,00:00:05.910,0,5,2,0.920725,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['ba12d49f-c7ec-4d9e-b7ca-88949ec97f02'],,"[49.4, 67.3]",6679.0,Aritz Elustondo Irribaria,2.0,Right Back,6673.0,Sergio Canales Madrazo,14.69966,-1.8322752,1.0,Ground Pass,"[45.6, 53.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.91,1.1850000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.11758207008804311
ba12d49f-c7ec-4d9e-b7ca-88949ec97f02,14,1,00:00:06.831,0,6,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['b97ee338-5066-4c10-8097-f9492aad408c'],,"[45.6, 53.1]",6673.0,Sergio Canales Madrazo,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.831,0.9210000000000003,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.009710703268616117
d1aaad17-bd32-4ae3-a4fa-2ca993d92a4b,15,1,00:00:06.831,0,6,2,0.872708,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['4ba82517-758d-4574-bc91-3a04f6a3d7df', 'ba12d49f-c7ec-4d9e-b7ca-88949ec97f02']",,"[45.6, 53.1]",6673.0,Sergio Canales Madrazo,13.0,Right Center Midfield,,,,,,,,,,,,"[41.8, 53.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.831,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6461852210747316
4ba82517-758d-4574-bc91-3a04f6a3d7df,16,1,00:00:07.703,0,7,2,1.841219,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['a11e0f2b-871f-4a01-87c1-4638a212d5ed'],,"[41.8, 53.1]",6673.0,Sergio Canales Madrazo,13.0,Right Center Midfield,6665.0,Íñigo Martínez Berridi,34.556187,-1.6926388,1.0,Ground Pass,"[37.6, 18.8]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.703,0.8719999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6203323218368114
a11e0f2b-871f-4a01-87c1-4638a212d5ed,17,1,00:00:09.545,0,9,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['4ba82517-758d-4574-bc91-3a04f6a3d7df'],,"[37.6, 18.8]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.545,1.8419999999999996,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6895477822124669
b5c59ebe-0185-4500-bd62-428a81415ce1,18,1,00:00:09.545,0,9,2,0.913759,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['0ffc0834-8206-4b12-b56c-fab451df05d3', 'a11e0f2b-871f-4a01-87c1-4638a212d5ed']",,"[37.6, 18.8]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,,,,,,,,,,,,"[40.0, 16.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.545,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5873642848581306
0ffc0834-8206-4b12-b56c-fab451df05d3,19,1,00:00:10.458,0,10,2,1.243925,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['80c13322-689b-4193-81b5-b3371bf2e614'],,"[40.0, 16.7]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,3023.0,Yuri Berchiche Izeta,15.229576,-0.60803634,1.0,Ground Pass,"[52.5, 8.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.458,0.9130000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5261066627721209
80c13322-689b-4193-81b5-b3371bf2e614,20,1,00:00:11.702,0,11,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['0ffc0834-8206-4b12-b56c-fab451df05d3'],,"[52.5, 8.0]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.702,1.2439999999999998,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5879127312676424
98ed638c-fe1b-4a7d-86ac-ea6cad0a1b1f,21,1,00:00:11.702,0,11,2,1.70698,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['52dc4c2f-3639-4482-b487-f240bdce23e0', '80c13322-689b-4193-81b5-b3371bf2e614', 'a1201606-841a-4144-8b51-90dcd27f7fc6']",,"[52.5, 8.0]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,,,,,,,,,,,,"[53.2, 9.4]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.702,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9222392967827107
52dc4c2f-3639-4482-b487-f240bdce23e0,22,1,00:00:12.629,0,12,2,0.92103,17,Pressure,210,Real Sociedad,9,From Kick Off,222,Villarreal,,,"['98ed638c-fe1b-4a7d-86ac-ea6cad0a1b1f', 'a1201606-841a-4144-8b51-90dcd27f7fc6']",,"[62.7, 71.9]",6357.0,Jonathan dos Santos Ramírez,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.629,0.9269999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.2685846742002177
a1201606-841a-4144-8b51-90dcd27f7fc6,23,1,00:00:13.409,0,13,2,1.693153,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['52dc4c2f-3639-4482-b487-f240bdce23e0', '89250d30-481b-4bdc-83ed-34cd7deaaf9c']",,"[53.2, 9.4]",3023.0,Yuri Berchiche Izeta,6.0,Left Back,6665.0,Íñigo Martínez Berridi,25.143587,2.7669947,1.0,Ground Pass,"[29.8, 18.6]",38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.409,0.7800000000000011,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3626848005755625
89250d30-481b-4bdc-83ed-34cd7deaaf9c,24,1,00:00:15.102,0,15,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['a1201606-841a-4144-8b51-90dcd27f7fc6'],,"[29.8, 18.6]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.102,1.6929999999999996,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.36420986058746097
8a4d29bf-062a-4c4e-bf36-c3d87ddc6d95,25,1,00:00:15.102,0,15,2,1.888209,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['89250d30-481b-4bdc-83ed-34cd7deaaf9c', 'ac87e270-8d6b-4a42-9472-4c162d500291']",,"[29.8, 18.6]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,,,,,,,,,,,,"[27.4, 19.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.102,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3748251109281958
ac87e270-8d6b-4a42-9472-4c162d500291,26,1,00:00:16.991,0,16,2,1.905664,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['dd8367a0-4dfc-425c-ab51-6230b676b741'],,"[27.4, 19.6]",6665.0,Íñigo Martínez Berridi,5.0,Left Center Back,16539.0,Diego Antonio Reyes Rosales,30.15974,1.6737642,1.0,Ground Pass,"[24.3, 49.6]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.991,1.8889999999999993,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9353067092916121
dd8367a0-4dfc-425c-ab51-6230b676b741,27,1,00:00:18.896,0,18,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['ac87e270-8d6b-4a42-9472-4c162d500291'],,"[24.3, 49.6]",16539.0,Diego Antonio Reyes Rosales,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.896,1.9050000000000011,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3754792960211828
3ada5dce-f2d6-4ff0-ab19-5d1121023557,28,1,00:00:18.896,0,18,2,1.056319,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['dd8367a0-4dfc-425c-ab51-6230b676b741', 'e9498093-a48b-4842-8829-be8eca00e9f5']",,"[24.3, 49.6]",16539.0,Diego Antonio Reyes Rosales,3.0,Right Center Back,,,,,,,,,,,,"[25.5, 52.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.896,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7728900296449215
e9498093-a48b-4842-8829-be8eca00e9f5,29,1,00:00:19.953,0,19,2,1.370952,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['bd771f00-0645-4371-9b05-2ceffda92c9c'],,"[25.5, 52.5]",16539.0,Diego Antonio Reyes Rosales,3.0,Right Center Back,6673.0,Sergio Canales Madrazo,26.353937,1.1733782,1.0,Ground Pass,"[35.7, 76.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.953,1.0569999999999986,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6985024657980358
bd771f00-0645-4371-9b05-2ceffda92c9c,30,1,00:00:21.323,0,21,2,,42,Ball Receipt*,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,['e9498093-a48b-4842-8829-be8eca00e9f5'],,"[35.7, 76.8]",6673.0,Sergio Canales Madrazo,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.323,1.370000000000001,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4362249248367278
a8a4427a-340a-4a2e-a40e-83c4386f6f82,31,1,00:00:21.323,0,21,2,0.793909,43,Carry,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['8f3dcc21-5b9b-49ed-8e2f-a05ed24b2f17', 'bd771f00-0645-4371-9b05-2ceffda92c9c']",,"[35.7, 76.8]",6673.0,Sergio Canales Madrazo,13.0,Right Center Midfield,,,,,,,,,,,,"[36.1, 75.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.323,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09231882249756429
8f3dcc21-5b9b-49ed-8e2f-a05ed24b2f17,32,1,00:00:22.117,0,22,2,1.932587,30,Pass,210,Real Sociedad,9,From Kick Off,210,Real Sociedad,,,"['098ebef4-8870-4e29-a091-daa9942facc0', '48bfad67-a63f-47e3-a021-3e887e7bb20e']",,"[36.1, 75.9]",6673.0,Sergio Canales Madrazo,13.0,Right Center Midfield,5560.0,Carlos Alberto Vela Garrido,26.60921,0.026309717,3.0,High Pass,"[62.7, 76.6]",40.0,Right Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.117,0.7940000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.17050701270937407
