id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_switch,out,counterpress,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_deflected,block_deflection,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_cross,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_inswinging,pass_technique_id,pass_technique_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_aerial_won,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,interception_outcome_id,interception_outcome_name,foul_won_defensive,goalkeeper_end_location,pass_through_ball,pass_outswinging,pass_aerial_won,clearance_left_foot,off_camera,ball_recovery_recovery_failure,clearance_aerial_won,shot_first_time,foul_committed_card_id,foul_committed_card_name,pass_cut_back,pass_goal_assist,shot_open_goal,foul_committed_advantage,foul_won_advantage,clearance_other,foul_committed_type_id,foul_committed_type_name,dribble_overrun,clearance_right_foot,50_50_outcome_id,50_50_outcome_name,pass_no_touch,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
e999da65-7cc9-4b4b-94ad-0a724a89f9aa,11,1,00:00:04.671,0,4,2,1.116346,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['ac81ce6e-ca2e-4fee-ae8f-39eaae415023'],"[46.3, 40.0]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,5470.0,Ivan Rakitić,26.431988,1.1664013,1.0,Ground Pass,"[56.7, 64.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.671,0.9830000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.04973598725041428
ac81ce6e-ca2e-4fee-ae8f-39eaae415023,12,1,00:00:05.787,0,5,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['e999da65-7cc9-4b4b-94ad-0a724a89f9aa'],"[56.7, 64.3]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.787,1.1159999999999997,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5768612152067338
eda46306-8e33-4dd4-bc8a-8eb5cb18d13e,13,1,00:00:05.787,0,5,2,1.199954,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['400c7391-a233-4c58-b722-fa109b05eb47', 'ac81ce6e-ca2e-4fee-ae8f-39eaae415023']","[56.7, 64.3]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,,,,,,,,,,,,"[55.9, 60.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.787,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.36522675019436823
400c7391-a233-4c58-b722-fa109b05eb47,14,1,00:00:06.987,0,6,2,0.997082,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['b669b5af-8546-41be-9622-c3dc5515d772'],"[55.9, 60.6]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,5203.0,Sergio Busquets i Burgos,16.502728,-1.5889761,1.0,Ground Pass,"[55.6, 44.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.987,1.2000000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9471141214441621
b669b5af-8546-41be-9622-c3dc5515d772,15,1,00:00:07.984,0,7,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['400c7391-a233-4c58-b722-fa109b05eb47'],"[55.6, 44.1]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.984,0.9969999999999999,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8183228087937562
3e453530-6ae3-4f12-bb4b-4935ade9e975,16,1,00:00:07.984,0,7,2,0.847787,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['407fe780-973c-4cf5-8250-4f93afdf2131', 'b669b5af-8546-41be-9622-c3dc5515d772']","[55.6, 44.1]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,,,,,,,,,,,,"[55.6, 44.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.984,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23148610487543209
407fe780-973c-4cf5-8250-4f93afdf2131,17,1,00:00:08.832,0,8,2,1.474036,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['afdfb2f2-9a0e-40b2-88e2-0c353202c759'],"[55.6, 44.7]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,5213.0,Gerard Piqué Bernabéu,15.280052,2.890265,1.0,Ground Pass,"[40.8, 48.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.832,0.8480000000000008,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7309153898129828
afdfb2f2-9a0e-40b2-88e2-0c353202c759,18,1,00:00:10.306,0,10,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['407fe780-973c-4cf5-8250-4f93afdf2131'],"[40.8, 48.5]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.306,1.4739999999999984,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1563556411873207
3dbae83f-6175-46d7-8fe8-99b8a92fdac4,19,1,00:00:10.306,0,10,2,4.399995,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['afdfb2f2-9a0e-40b2-88e2-0c353202c759', 'c25bd361-e523-474a-a18f-3b1bb058f972']","[40.8, 48.5]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,"[55.9, 52.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.306,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6413004102446584
c25bd361-e523-474a-a18f-3b1bb058f972,20,1,00:00:14.706,0,14,2,1.765475,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['304e499b-e775-4c63-b286-e91d05690035'],"[55.9, 52.3]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,5506.0,Javier Alejandro Mascherano,32.74416,-1.5188553,1.0,Ground Pass,"[57.6, 19.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.706,4.4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07333684332715007
304e499b-e775-4c63-b286-e91d05690035,21,1,00:00:16.472,0,16,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['c25bd361-e523-474a-a18f-3b1bb058f972'],"[57.6, 19.6]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.472,1.7660000000000018,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6409961544665101
6b95277b-aa51-4970-8f6e-c3051871b21b,22,1,00:00:16.472,0,16,2,2.817925,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['304e499b-e775-4c63-b286-e91d05690035', '97db5be1-5063-44af-b370-88fb15424c96']","[57.6, 19.6]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,,,,,,,,,,,,"[62.9, 24.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.472,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6504225698558982
97db5be1-5063-44af-b370-88fb15424c96,23,1,00:00:19.290,0,19,2,1.319413,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['c7fb9d8b-c056-4b38-a216-08cb2016b0cc'],"[62.9, 24.3]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,5213.0,Gerard Piqué Bernabéu,27.730488,1.6176933,1.0,Ground Pass,"[61.6, 52.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.29,2.817999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.47589206141350815
c7fb9d8b-c056-4b38-a216-08cb2016b0cc,24,1,00:00:20.609,0,20,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['97db5be1-5063-44af-b370-88fb15424c96'],"[61.6, 52.0]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.609,1.3190000000000026,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6869449378119867
f2a76fae-56cd-4dc1-860a-5d33317aabbe,25,1,00:00:20.609,0,20,2,2.552187,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['35ca538e-79a8-40d8-bb37-498058b7a278', 'c7fb9d8b-c056-4b38-a216-08cb2016b0cc']","[61.6, 52.0]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,"[63.7, 55.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.609,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.82614535535419
35ca538e-79a8-40d8-bb37-498058b7a278,26,1,00:00:23.161,0,23,2,0.990424,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['0d10f5f3-a78c-4d6e-b9b0-6aa8e804bf9e'],"[63.7, 55.7]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,5470.0,Ivan Rakitić,15.953056,0.36537364,1.0,Ground Pass,"[78.6, 61.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.161,2.5519999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5471859770401228
0d10f5f3-a78c-4d6e-b9b0-6aa8e804bf9e,27,1,00:00:24.152,0,24,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['35ca538e-79a8-40d8-bb37-498058b7a278'],"[78.6, 61.4]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.152,0.9909999999999997,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5653657259201219
66b875d9-4340-4708-9bc6-3b82bbfdeea0,28,1,00:00:24.152,0,24,2,0.199976,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['0d10f5f3-a78c-4d6e-b9b0-6aa8e804bf9e', '8aac6573-ab7f-4431-b336-fb765842480b']","[78.6, 61.4]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,,,,,,,,,,,,"[78.6, 61.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.152,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8326135110591965
