id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,duel_type_id,duel_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,counterpress,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,ball_recovery_recovery_failure,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_aerial_won,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_switch,out,dribble_overrun,pass_technique_id,pass_technique_name,pass_outswinging,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_punched_out,pass_inswinging,clearance_left_foot,clearance_right_foot,dribble_nutmeg,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_aerial_won,bad_behaviour_card_id,bad_behaviour_card_name,pass_through_ball,foul_committed_advantage,foul_won_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,foul_won_defensive,miscontrol_aerial_won,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_no_touch,pass_cut_back,pass_deflected,pass_goal_assist,shot_one_on_one,block_offensive,goalkeeper_success_in_play,shot_redirect,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
92a83909-4587-4678-b688-2da4bc4d34ff,11,1,00:00:07.255,0,7,2,0.0,4,Duel,212,Atlético Madrid,9,From Kick Off,212,Atlético Madrid,,,['3126305d-9d45-4130-91d4-508e8e21d6e1'],,"[91.1, 30.3]",5487.0,Antoine Griezmann,22.0,Right Center Forward,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.255,2.54,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9557071466379176
3126305d-9d45-4130-91d4-508e8e21d6e1,12,1,00:00:07.255,0,7,2,0.0,9,Clearance,212,Atlético Madrid,9,From Kick Off,1049,Granada,,,"['4715796a-3719-406f-b264-52d067488a47', '92a83909-4587-4678-b688-2da4bc4d34ff']",,"[29.0, 49.8]",4498.0,Jean-Sylvain Claude Babin,3.0,Right Center Back,,,,,,,,,,,,,,,True,,,True,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.255,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6520606584494139
c68ffc4f-4224-440f-8135-f435ec59bbcc,13,1,00:00:10.272,0,10,3,0.0,2,Ball Recovery,1049,Granada,1,Regular Play,1049,Granada,,,,,"[34.7, 53.8]",6599.0,Rubén Salvador Pérez Del Mármol,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.272,3.0170000000000003,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7274767148639907
5ca706e3-98d0-462a-ba14-a6b6eb87263f,14,1,00:00:10.272,0,10,3,1.710512,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['1b13abaa-729b-4268-abff-838e1b7ce2f5', 'c68ffc4f-4224-440f-8135-f435ec59bbcc', 'd3fbbeff-8f18-4202-a8b0-f8641511fac0']",,"[34.7, 53.8]",6599.0,Rubén Salvador Pérez Del Mármol,13.0,Right Center Midfield,,,,,,,,,,,,"[34.7, 48.9]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.272,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6865247809172402
d3fbbeff-8f18-4202-a8b0-f8641511fac0,15,1,00:00:11.376,0,11,3,0.605099,17,Pressure,1049,Granada,1,Regular Play,212,Atlético Madrid,,,['5ca706e3-98d0-462a-ba14-a6b6eb87263f'],,"[86.1, 27.2]",6381.0,Saúl Ñíguez Esclapez,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.376,1.1039999999999992,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6496894479068551
7dc93d45-60e0-4ce8-8ceb-187dc5caf017,16,1,00:00:11.496,0,11,3,0.462592,17,Pressure,1049,Granada,1,Regular Play,212,Atlético Madrid,,,,,"[85.6, 29.3]",5484.0,Lucas Hernández Pi,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.496,0.120000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.056864714513405024
1b13abaa-729b-4268-abff-838e1b7ce2f5,17,1,00:00:11.982,0,11,3,0.642482,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['2467008e-406c-4524-b900-5149466bf62e'],,"[34.7, 48.9]",6599.0,Rubén Salvador Pérez Del Mármol,13.0,Right Center Midfield,3292.0,Abdoulaye Doucouré,8.549269,-0.42178726,1.0,Ground Pass,"[42.5, 45.4]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.982,0.4859999999999989,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.20468139363345972
2467008e-406c-4524-b900-5149466bf62e,18,1,00:00:12.625,0,12,3,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['1b13abaa-729b-4268-abff-838e1b7ce2f5'],,"[42.5, 45.4]",3292.0,Abdoulaye Doucouré,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.625,0.6430000000000007,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.37056128022907586
c6cb4865-c32a-444b-aae0-12426a964499,19,1,00:00:12.625,0,12,3,2.628193,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['2467008e-406c-4524-b900-5149466bf62e', '95c57fed-be36-4ac7-bb14-20d11787a54b']",,"[42.5, 45.4]",3292.0,Abdoulaye Doucouré,15.0,Left Center Midfield,,,,,,,,,,,,"[45.4, 53.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.625,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.516302707891814
95c57fed-be36-4ac7-bb14-20d11787a54b,20,1,00:00:15.253,0,15,3,0.565205,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['bcfe7c3d-5995-49c8-96f5-ce36a28b51bc'],,"[45.4, 53.8]",3292.0,Abdoulaye Doucouré,15.0,Left Center Midfield,6599.0,Rubén Salvador Pérez Del Mármol,8.121576,0.9075933,1.0,Ground Pass,"[50.4, 60.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.253,2.628,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6957168842283012
bcfe7c3d-5995-49c8-96f5-ce36a28b51bc,21,1,00:00:15.818,0,15,3,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['95c57fed-be36-4ac7-bb14-20d11787a54b'],,"[50.4, 60.2]",6599.0,Rubén Salvador Pérez Del Mármol,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.818,0.5649999999999995,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.26314440732319355
c06aacbe-fcd6-49f9-bcd0-4eeec098aabc,22,1,00:00:15.818,0,15,3,1.278287,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['876760d3-5206-4328-aecc-53a1c3901fc0', 'bcfe7c3d-5995-49c8-96f5-ce36a28b51bc']",,"[50.4, 60.2]",6599.0,Rubén Salvador Pérez Del Mármol,13.0,Right Center Midfield,,,,,,,,,,,,"[50.6, 61.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.818,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9952480361766334
876760d3-5206-4328-aecc-53a1c3901fc0,23,1,00:00:17.096,0,17,3,0.839637,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,['bb55d1ba-28ae-4589-af76-270afa4e8f1a'],,"[50.6, 61.2]",6599.0,Rubén Salvador Pérez Del Mármol,13.0,Right Center Midfield,6680.0,Rubén Rochina Naixes,11.412712,1.4301385,1.0,Ground Pass,"[52.2, 72.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.096,1.2780000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6399933615115595
bb55d1ba-28ae-4589-af76-270afa4e8f1a,24,1,00:00:17.936,0,17,3,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['876760d3-5206-4328-aecc-53a1c3901fc0'],,"[52.2, 72.5]",6680.0,Rubén Rochina Naixes,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.936,0.8399999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5025102550504732
bf00d8b1-9b92-4848-b7c6-1e60715b7e69,25,1,00:00:17.936,0,17,3,1.058753,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['8845b0a6-726c-447f-b20e-f45ad0f5c2cc', 'bb55d1ba-28ae-4589-af76-270afa4e8f1a', 'cdf89e2e-5358-4988-9ed7-bfa2935c16a3']",,"[52.2, 72.5]",6680.0,Rubén Rochina Naixes,17.0,Right Wing,,,,,,,,,,,,"[57.7, 75.8]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.936,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3960107154957959
8845b0a6-726c-447f-b20e-f45ad0f5c2cc,26,1,00:00:18.488,0,18,3,0.941683,17,Pressure,1049,Granada,1,Regular Play,212,Atlético Madrid,,,"['1ae13570-13a0-419c-a145-05c5a11db98a', 'bf00d8b1-9b92-4848-b7c6-1e60715b7e69', 'cdf89e2e-5358-4988-9ed7-bfa2935c16a3']",,"[65.3, 6.6]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.488,0.5519999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.87124754643008
6ad275e9-7f30-4cae-9739-444d67da7380,27,1,00:00:18.995,0,18,3,0.0,39,Dribbled Past,1049,Granada,1,Regular Play,212,Atlético Madrid,,,"['1ae13570-13a0-419c-a145-05c5a11db98a', 'cdf89e2e-5358-4988-9ed7-bfa2935c16a3']",,"[62.4, 4.3]",6384.0,Gabriel Fernández Arenas,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.995,0.5070000000000014,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7660937389889498
cdf89e2e-5358-4988-9ed7-bfa2935c16a3,28,1,00:00:18.995,0,18,3,0.0,14,Dribble,1049,Granada,1,Regular Play,1049,Granada,,,"['6ad275e9-7f30-4cae-9739-444d67da7380', '8845b0a6-726c-447f-b20e-f45ad0f5c2cc']",,"[57.7, 75.8]",6680.0,Rubén Rochina Naixes,17.0,Right Wing,,,,,,,,,,,,,,,True,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.995,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25499306180378933
