id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,duel_type_id,duel_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,counterpress,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,ball_recovery_recovery_failure,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_aerial_won,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_switch,out,dribble_overrun,pass_technique_id,pass_technique_name,pass_outswinging,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_punched_out,pass_inswinging,clearance_left_foot,clearance_right_foot,dribble_nutmeg,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_aerial_won,bad_behaviour_card_id,bad_behaviour_card_name,pass_through_ball,foul_committed_advantage,foul_won_advantage,foul_committed_card_id,foul_committed_card_name,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,foul_won_defensive,miscontrol_aerial_won,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_no_touch,pass_cut_back,pass_deflected,pass_goal_assist,shot_one_on_one,block_offensive,goalkeeper_success_in_play,shot_redirect,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
eb1bc332-05f6-4349-bf41-2b1246b9d0a9,528,1,00:13:03.975,13,3,29,0.458669,17,Pressure,212,Atlético Madrid,4,From Throw In,1049,Granada,,,"['7ab01487-ff5e-44c9-bc78-0bddda176a56', 'cf9588de-a934-41ac-80a4-24c7462195b7']",,"[22.5, 6.5]",3292.0,Abdoulaye Doucouré,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.975,2.4780000000000655,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7572670498815337
cf9588de-a934-41ac-80a4-24c7462195b7,529,1,00:13:04.319,13,4,29,0.475258,30,Pass,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['7aa1f87e-65ca-46c8-8648-4d15b1459244', 'eb1bc332-05f6-4349-bf41-2b1246b9d0a9']",,"[100.0, 73.6]",6375.0,Juan Francisco Torres Belén,2.0,Right Back,5199.0,Jorge Resurrección Merodio,4.3185644,0.09275632,1.0,Ground Pass,"[104.3, 74.0]",40.0,Right Foot,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.319,0.34399999999993724,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.08093862793607809
7aa1f87e-65ca-46c8-8648-4d15b1459244,530,1,00:13:04.794,13,4,29,,42,Ball Receipt*,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['cf9588de-a934-41ac-80a4-24c7462195b7'],,"[104.3, 74.0]",5199.0,Jorge Resurrección Merodio,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.794,0.47500000000002274,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6177450658049217
362506d0-0aed-40f6-bc87-267a92b231e1,531,1,00:13:04.794,13,4,29,0.507139,43,Carry,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['7aa1f87e-65ca-46c8-8648-4d15b1459244', 'ba81a36d-389b-4801-a680-2999137afed4', 'ce6826f1-ccdc-4e50-be65-79416d7c7c7d']",,"[104.3, 74.0]",5199.0,Jorge Resurrección Merodio,12.0,Right Midfield,,,,,,,,,,,,"[102.8, 74.7]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.794,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9836680247180896
ba81a36d-389b-4801-a680-2999137afed4,532,1,00:13:05.090,13,5,29,0.562692,17,Pressure,212,Atlético Madrid,4,From Throw In,1049,Granada,,,"['362506d0-0aed-40f6-bc87-267a92b231e1', 'ce6826f1-ccdc-4e50-be65-79416d7c7c7d', 'f866b180-fcb2-4077-8578-bedf8199dece']",,"[14.9, 7.0]",7158.0,Cristiano Biraghi,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.09,0.2960000000000491,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.162234892115525
4d106f79-73c5-4814-b981-681334947a40,533,1,00:13:05.301,13,5,29,0.0,39,Dribbled Past,212,Atlético Madrid,4,From Throw In,1049,Granada,,,"['ce6826f1-ccdc-4e50-be65-79416d7c7c7d', 'f866b180-fcb2-4077-8578-bedf8199dece']",,"[17.3, 5.4]",7158.0,Cristiano Biraghi,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.301,0.21100000000001273,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.026294799904124644
ce6826f1-ccdc-4e50-be65-79416d7c7c7d,534,1,00:13:05.301,13,5,29,0.0,14,Dribble,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['4d106f79-73c5-4814-b981-681334947a40', 'ba81a36d-389b-4801-a680-2999137afed4']",,"[102.8, 74.7]",5199.0,Jorge Resurrección Merodio,12.0,Right Midfield,,,,,,,,,,,,,,,True,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.301,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.88400181470442
f866b180-fcb2-4077-8578-bedf8199dece,535,1,00:13:05.301,13,5,29,1.417046,43,Carry,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['4d106f79-73c5-4814-b981-681334947a40', 'b7e0d371-3194-418a-a52b-1d27371a459f', 'ba81a36d-389b-4801-a680-2999137afed4', 'ce6826f1-ccdc-4e50-be65-79416d7c7c7d']",,"[102.8, 74.7]",5199.0,Jorge Resurrección Merodio,12.0,Right Midfield,,,,,,,,,,,,"[104.7, 68.8]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.301,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.05686650039994057
b7e0d371-3194-418a-a52b-1d27371a459f,536,1,00:13:06.718,13,6,29,1.686807,30,Pass,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,"['6a3cbc04-4299-44f4-9e45-fd3956c2321e', '9859665a-a817-4574-8233-8138f023f54f']",,"[104.7, 68.8]",5199.0,Jorge Resurrección Merodio,12.0,Right Midfield,5487.0,Antoine Griezmann,33.28438,-1.3032267,3.0,High Pass,"[113.5, 36.7]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.718,1.4169999999999163,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.944801197458514
6a3cbc04-4299-44f4-9e45-fd3956c2321e,537,1,00:13:08.405,13,8,29,,42,Ball Receipt*,212,Atlético Madrid,4,From Throw In,212,Atlético Madrid,,,['b7e0d371-3194-418a-a52b-1d27371a459f'],,"[110.9, 32.1]",5487.0,Antoine Griezmann,22.0,Right Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.405,1.6870000000000118,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6191074693934288
9859665a-a817-4574-8233-8138f023f54f,538,1,00:13:08.405,13,8,30,0.0,23,Goal Keeper,1049,Granada,8,From Keeper,1049,Granada,,,['b7e0d371-3194-418a-a52b-1d27371a459f'],,"[6.6, 43.4]",8697.0,Andrés Eduardo Fernández Moreno,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,Collected,,,,,,,,,,,,15.0,Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.405,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.977127624141775
5ead616b-1417-4247-9876-c3db6148184b,539,1,00:13:08.405,13,8,30,11.277798,43,Carry,1049,Granada,8,From Keeper,1049,Granada,,,"['9859665a-a817-4574-8233-8138f023f54f', 'f26b390b-c44e-4362-bd96-a4973bf6e6a7']",,"[6.6, 43.4]",8697.0,Andrés Eduardo Fernández Moreno,1.0,Goalkeeper,,,,,,,,,,,,"[13.2, 48.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.405,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.012039274950923606
f26b390b-c44e-4362-bd96-a4973bf6e6a7,540,1,00:13:19.683,13,19,30,3.369235,30,Pass,1049,Granada,8,From Keeper,1049,Granada,,,['139b76d7-fc86-4b74-b6a2-77ce5981c8e9'],,"[13.2, 48.6]",8697.0,Andrés Eduardo Fernández Moreno,1.0,Goalkeeper,3292.0,Abdoulaye Doucouré,59.62835,-0.28037292,3.0,High Pass,"[70.5, 32.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.683,11.27800000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.3418671682155683
139b76d7-fc86-4b74-b6a2-77ce5981c8e9,541,1,00:13:23.052,13,23,30,,42,Ball Receipt*,1049,Granada,8,From Keeper,1049,Granada,,,['f26b390b-c44e-4362-bd96-a4973bf6e6a7'],,"[70.5, 32.1]",3292.0,Abdoulaye Doucouré,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.052,3.369000000000028,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.46305342292467977
e9884b1e-0142-49bb-af86-f1165d5d244d,542,1,00:13:23.150,13,23,30,1.668268,30,Pass,1049,Granada,8,From Keeper,1049,Granada,,,"['710cd528-5203-488d-8ce5-6b04e4a913a8', '9d82ec26-f7ef-4407-97d9-1a976e22a225']",,"[71.6, 33.0]",3292.0,Abdoulaye Doucouré,15.0,Left Center Midfield,,,15.770859,1.3535029,3.0,High Pass,"[75.0, 48.4]",,,,,,9.0,Incomplete,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.15,0.09799999999995634,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.06546274339274805
9d82ec26-f7ef-4407-97d9-1a976e22a225,543,1,00:13:23.150,13,23,30,0.0,4,Duel,1049,Granada,8,From Keeper,212,Atlético Madrid,,,['e9884b1e-0142-49bb-af86-f1165d5d244d'],,"[48.5, 47.1]",6381.0,Saúl Ñíguez Esclapez,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.15,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6407534951161419
aa8ea24f-40dc-45b6-8eee-34f25e873f1d,544,1,00:13:24.818,13,24,30,0.0,4,Duel,1049,Granada,8,From Keeper,1049,Granada,,,['710cd528-5203-488d-8ce5-6b04e4a913a8'],,"[75.0, 48.4]",6680.0,Rubén Rochina Naixes,17.0,Right Wing,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.818,1.6680000000000064,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5754196694972101
710cd528-5203-488d-8ce5-6b04e4a913a8,545,1,00:13:24.818,13,24,30,1.661786,30,Pass,1049,Granada,8,From Keeper,212,Atlético Madrid,,,"['aa8ea24f-40dc-45b6-8eee-34f25e873f1d', 'acccdc80-ed7e-48b3-84e0-24877881159b', 'e9884b1e-0142-49bb-af86-f1165d5d244d']",,"[45.1, 31.7]",5484.0,Lucas Hernández Pi,6.0,Left Back,,,10.762899,0.8379812,3.0,High Pass,"[52.3, 39.7]",,,66.0,Recovery,,9.0,Incomplete,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.818,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8242064910052971
acccdc80-ed7e-48b3-84e0-24877881159b,546,1,00:13:26.480,13,26,30,1.075313,30,Pass,1049,Granada,8,From Keeper,1049,Granada,,,"['710cd528-5203-488d-8ce5-6b04e4a913a8', '8bf925ef-74fd-46ad-8757-b74578ca754e', 'ed5279b5-5885-464f-b0a4-eb0164264d7c']",,"[67.8, 40.4]",6599.0,Rubén Salvador Pérez Del Mármol,13.0,Right Center Midfield,3160.0,Rene Krhin,5.656854,-2.3561945,2.0,Low Pass,"[63.8, 36.4]",37.0,Head,66.0,Recovery,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.48,1.6620000000000346,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.2673570871816199
ed5279b5-5885-464f-b0a4-eb0164264d7c,547,1,00:13:27.555,13,27,30,,42,Ball Receipt*,1049,Granada,8,From Keeper,1049,Granada,,,['acccdc80-ed7e-48b3-84e0-24877881159b'],,"[66.7, 34.9]",3160.0,Rene Krhin,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.555,1.0749999999999318,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08075837155797017
8bf925ef-74fd-46ad-8757-b74578ca754e,548,1,00:13:27.555,13,27,31,1.881036,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['a59960a6-8f59-477e-a95c-c86ec1c5a2b5', 'acccdc80-ed7e-48b3-84e0-24877881159b']",,"[56.3, 43.7]",5487.0,Antoine Griezmann,22.0,Right Center Forward,5199.0,Jorge Resurrección Merodio,7.5166483,-1.6373645,2.0,Low Pass,"[55.8, 36.2]",38.0,Left Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.555,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5053189875602515
a59960a6-8f59-477e-a95c-c86ec1c5a2b5,549,1,00:13:29.436,13,29,31,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['8bf925ef-74fd-46ad-8757-b74578ca754e'],,"[55.8, 36.2]",5199.0,Jorge Resurrección Merodio,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.436,1.8810000000000855,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.01685990879918231
ae9772db-82b7-4e67-8b09-0cb18ed706fa,550,1,00:13:29.436,13,29,31,1.339889,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['2493b710-86a6-48d8-bb8a-92afc8bf37f7', 'a59960a6-8f59-477e-a95c-c86ec1c5a2b5']",,"[55.8, 36.2]",5199.0,Jorge Resurrección Merodio,12.0,Right Midfield,,,,,,,,,,,,"[56.0, 33.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.436,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0785918211297757
2493b710-86a6-48d8-bb8a-92afc8bf37f7,551,1,00:13:30.776,13,30,31,0.651771,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['a245ab88-9c14-4374-8b29-557ca6f71a77'],,"[56.0, 33.3]",5199.0,Jorge Resurrección Merodio,12.0,Right Midfield,6381.0,Saúl Ñíguez Esclapez,6.4070272,1.5239556,1.0,Ground Pass,"[56.3, 39.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.776,1.3399999999999181,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.2422284630443332
a245ab88-9c14-4374-8b29-557ca6f71a77,552,1,00:13:31.428,13,31,31,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['2493b710-86a6-48d8-bb8a-92afc8bf37f7'],,"[56.3, 39.7]",6381.0,Saúl Ñíguez Esclapez,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.428,0.6520000000000437,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7036583406166227
fcc77339-0b3f-42b6-9a44-e13ce8c71be2,553,1,00:13:31.428,13,31,31,1.934348,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['fceed7aa-8510-47e9-9c47-6ff3a4a3dccc'],,"[55.8, 38.3]",6381.0,Saúl Ñíguez Esclapez,11.0,Left Defensive Midfield,5484.0,Lucas Hernández Pi,17.88463,-1.9668778,1.0,Ground Pass,"[48.9, 21.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.428,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8315346210185824
fceed7aa-8510-47e9-9c47-6ff3a4a3dccc,554,1,00:13:33.362,13,33,31,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['fcc77339-0b3f-42b6-9a44-e13ce8c71be2'],,"[48.9, 21.8]",5484.0,Lucas Hernández Pi,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.362,1.933999999999969,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8617580368384173
ddf9525c-a50d-4039-bb78-480c6c67133c,555,1,00:13:33.362,13,33,31,1.836655,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['a6bd4a5d-c182-408c-b348-1587e7374283', 'fceed7aa-8510-47e9-9c47-6ff3a4a3dccc']",,"[48.9, 21.8]",5484.0,Lucas Hernández Pi,6.0,Left Back,,,,,,,,,,,,"[55.3, 20.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.362,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7651305607827058
a6bd4a5d-c182-408c-b348-1587e7374283,556,1,00:13:35.199,13,35,31,0.750362,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['45cf10b0-1770-4317-9e38-e60621525896'],,"[55.3, 20.3]",5484.0,Lucas Hernández Pi,6.0,Left Back,6381.0,Saúl Ñíguez Esclapez,7.209022,1.1567973,1.0,Ground Pass,"[58.2, 26.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.199,1.836999999999989,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8415732952094285
45cf10b0-1770-4317-9e38-e60621525896,557,1,00:13:35.949,13,35,31,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['a6bd4a5d-c182-408c-b348-1587e7374283'],,"[58.2, 26.9]",6381.0,Saúl Ñíguez Esclapez,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.949,0.75,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14083462644752265
7e372d84-c2c9-4b2c-9ccb-06640c121f11,558,1,00:13:35.949,13,35,31,1.227114,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['389a7d92-b452-4b96-852d-801a69948a82', '45cf10b0-1770-4317-9e38-e60621525896']",,"[58.2, 26.9]",6381.0,Saúl Ñíguez Esclapez,11.0,Left Defensive Midfield,,,,,,,,,,,,"[63.2, 23.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.949,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.21920821266475576
389a7d92-b452-4b96-852d-801a69948a82,559,1,00:13:37.177,13,37,31,0.918388,30,Pass,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['6795ca6d-eac1-4249-85ed-fd588babef73'],,"[63.2, 23.4]",6381.0,Saúl Ñíguez Esclapez,11.0,Left Defensive Midfield,5199.0,Jorge Resurrección Merodio,17.023808,0.0528918,1.0,Ground Pass,"[80.2, 24.3]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.177,1.2280000000000655,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.25874175865934745
6795ca6d-eac1-4249-85ed-fd588babef73,560,1,00:13:38.095,13,38,31,,42,Ball Receipt*,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,['389a7d92-b452-4b96-852d-801a69948a82'],,"[80.2, 24.3]",5199.0,Jorge Resurrección Merodio,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.095,0.9180000000000064,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4657682880100339
1358dfc9-b788-4eef-9e25-ef390baa6f9d,561,1,00:13:38.095,13,38,31,0.799344,43,Carry,212,Atlético Madrid,1,Regular Play,212,Atlético Madrid,,,"['6795ca6d-eac1-4249-85ed-fd588babef73', 'cf882318-07dc-4158-8d6a-7b9fb6c02760']",,"[80.2, 24.3]",5199.0,Jorge Resurrección Merodio,12.0,Right Midfield,,,,,,,,,,,,"[81.8, 23.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.095,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22958604619230483
