id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry_end_location,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,out,counterpress,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,shot_statsbomb_xg,shot_end_location,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,foul_committed_advantage,foul_won_advantage,dribble_nutmeg,dribble_overrun,dribble_outcome_id,dribble_outcome_name,ball_recovery_offensive,clearance_right_foot,pass_technique_id,pass_technique_name,pass_inswinging,interception_outcome_id,interception_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,pass_switch,clearance_left_foot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_offensive,foul_won_defensive,ball_recovery_recovery_failure,foul_committed_type_id,foul_committed_type_name,clearance_aerial_won,pass_goal_assist,foul_committed_card_id,foul_committed_card_name,pass_through_ball,shot_deflected,block_deflection,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_outswinging,pass_cut_back,block_offensive,block_save_block,pass_straight,miscontrol_aerial_won,shot_aerial_won,bad_behaviour_card_id,bad_behaviour_card_name,clearance_other,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
5d955734-d433-4b76-a4c5-f2f90fc0911c,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,207,Valencia,1,Regular Play,207,Valencia,4141.0,"[{'player': {'id': 3240, 'name': 'Mathew Ryan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6663, 'name': 'Antonio Barragán Fernández'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 27482, 'name': 'Aderllan Leandro de Jesus Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 5718, 'name': 'Rodrigo Moreno Machado'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 10037, 'name': 'Danilo Barbosa da Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 20542, 'name': 'Álvaro Negredo Sánchez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.3787578069791254
f4a9a309-d802-4c12-9411-b78ae9d57ddb,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,207,Valencia,1,Regular Play,360,Rayo Vallecano,4231.0,"[{'player': {'id': 24255, 'name': 'Juan Carlos Martín Corral'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 24138, 'name': 'Joaquín José Marín Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 11298, 'name': 'José Ignacio Martínez García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6852, 'name': 'Jozabed Sánchez Ruiz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 4711, 'name': 'Pablo Hernández Domínguez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 26685, 'name': 'Nicolás Ladislao Fedor Flores'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.6064412361584307
86312448-e9db-4d5e-b85f-e6b6bd299ee3,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,207,Valencia,1,Regular Play,207,Valencia,,,['2cfe8502-e808-4e11-aa93-7a187b95eb71'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.14052384458983114
2cfe8502-e808-4e11-aa93-7a187b95eb71,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,207,Valencia,1,Regular Play,360,Rayo Vallecano,,,['86312448-e9db-4d5e-b85f-e6b6bd299ee3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5208118927719279
99aa5f69-4800-444e-8347-afeb9249c504,5,1,00:00:01.386,0,1,2,0.813761,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['bec3dc1e-ce4a-498e-a77b-8b2c6796392a'],True,"[61.0, 40.1]",26685.0,Nicolás Ladislao Fedor Flores,23.0,Center Forward,26848.0,Roberto Trashorras Gayoso,1.9416488,-2.1730838,1.0,Ground Pass,"[59.9, 38.5]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.386,1.386,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8619168674193645
bec3dc1e-ce4a-498e-a77b-8b2c6796392a,6,1,00:00:02.200,0,2,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['99aa5f69-4800-444e-8347-afeb9249c504'],,"[59.9, 38.5]",26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,0.8140000000000003,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.47031730174935404
9e49705a-0313-47c9-9e75-8b851e252260,7,1,00:00:04.472,0,4,2,2.283913,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['6ca406a7-90a7-4526-acd5-498029c1b03b'],,"[65.1, 42.5]",26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,24138.0,Joaquín José Marín Ruiz,28.733604,1.9299743,1.0,Ground Pass,"[55.0, 69.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.472,2.2720000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.3983008567440942
6ca406a7-90a7-4526-acd5-498029c1b03b,8,1,00:00:06.756,0,6,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['9e49705a-0313-47c9-9e75-8b851e252260'],,"[55.0, 69.4]",24138.0,Joaquín José Marín Ruiz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.756,2.284,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.11382386705557856
001fbe0d-420e-41fa-972e-3805e8872bf6,9,1,00:00:06.756,0,6,2,1.166245,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['4ba4ca1d-3f13-4ca9-87cb-026a5ecc450d', '6ca406a7-90a7-4526-acd5-498029c1b03b', 'ef0df0be-9b49-44f6-8f92-5d527ac2018f']",,"[55.0, 69.4]",24138.0,Joaquín José Marín Ruiz,2.0,Right Back,,,,,,,,,,,,True,"[55.6, 70.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.756,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.11172744018063852
ef0df0be-9b49-44f6-8f92-5d527ac2018f,10,1,00:00:07.299,0,7,2,0.447428,17,Pressure,360,Rayo Vallecano,9,From Kick Off,207,Valencia,,,['001fbe0d-420e-41fa-972e-3805e8872bf6'],,"[61.1, 9.5]",6594.0,Santiago Mina Lorenzo,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.299,0.5430000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8250767898833707
4ba4ca1d-3f13-4ca9-87cb-026a5ecc450d,11,1,00:00:07.922,0,7,2,0.0,3,Dispossessed,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['8a1ea75d-0117-4664-bd29-56d7c64762e3'],,"[55.6, 70.6]",24138.0,Joaquín José Marín Ruiz,2.0,Right Back,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.922,0.6229999999999993,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3200840069930463
8a1ea75d-0117-4664-bd29-56d7c64762e3,12,1,00:00:07.922,0,7,2,0.0,4,Duel,360,Rayo Vallecano,9,From Kick Off,207,Valencia,,,['4ba4ca1d-3f13-4ca9-87cb-026a5ecc450d'],,"[64.5, 9.5]",6594.0,Santiago Mina Lorenzo,16.0,Left Midfield,,,,,,,,,,,,True,,13.0,Lost In Play,11.0,Tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.922,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5107709128659159
c3e9d938-4fa4-45a6-80e1-d4cdc4ffe730,13,1,00:00:10.621,0,10,2,3.031631,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['4772b8bd-e303-4554-a3c4-dbc756e14708'],,"[37.5, 68.8]",26222.0,José Eduardo Rosa Vale de Castro,3.0,Right Center Back,26685.0,Nicolás Ladislao Fedor Flores,48.61368,-0.1590615,3.0,High Pass,"[85.5, 61.1]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.621,2.6990000000000007,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9272701099956718
4772b8bd-e303-4554-a3c4-dbc756e14708,14,1,00:00:13.653,0,13,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['c3e9d938-4fa4-45a6-80e1-d4cdc4ffe730'],,"[85.5, 61.1]",26685.0,Nicolás Ladislao Fedor Flores,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.653,3.032,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.797274993395689
109a9de1-57d1-40cf-a731-065f7a649ad5,15,1,00:00:13.653,0,13,2,0.0,4,Duel,360,Rayo Vallecano,9,From Kick Off,207,Valencia,,,['f95f8b0a-9eda-47cb-bafa-9731df11954f'],,"[34.6, 19.0]",27482.0,Aderllan Leandro de Jesus Santos,5.0,Left Center Back,,,,,,,,,,,,True,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.653,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.43122184517318385
f95f8b0a-9eda-47cb-bafa-9731df11954f,16,1,00:00:13.653,0,13,2,1.489017,30,Pass,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['109a9de1-57d1-40cf-a731-065f7a649ad5', '8aa40873-5937-4cb9-8b71-156876f627fc']",,"[85.5, 61.1]",26685.0,Nicolás Ladislao Fedor Flores,23.0,Center Forward,11539.0,Adrián Embarba Blázquez,12.202458,0.70418185,3.0,High Pass,"[94.8, 69.0]",,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.653,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.2636551460872324
8aa40873-5937-4cb9-8b71-156876f627fc,17,1,00:00:15.142,0,15,2,,42,Ball Receipt*,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['f95f8b0a-9eda-47cb-bafa-9731df11954f'],,"[94.8, 69.0]",11539.0,Adrián Embarba Blázquez,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.142,1.488999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.13036084542101556
1db6fd27-352f-421f-8174-ce95ec781ef7,18,1,00:00:15.142,0,15,2,5.151123,43,Carry,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,"['8aa40873-5937-4cb9-8b71-156876f627fc', '909ddb73-1180-482b-8ad0-282534aa8e92', 'b6393895-c6e6-44b5-80b5-3dd0371b2d51']",,"[94.8, 69.0]",11539.0,Adrián Embarba Blázquez,17.0,Right Wing,,,,,,,,,,,,True,"[113.6, 78.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.142,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.578504675086302
b6393895-c6e6-44b5-80b5-3dd0371b2d51,19,1,00:00:15.948,0,15,2,5.022552,17,Pressure,360,Rayo Vallecano,9,From Kick Off,207,Valencia,,,"['1db6fd27-352f-421f-8174-ce95ec781ef7', '909ddb73-1180-482b-8ad0-282534aa8e92']",,"[21.7, 8.9]",7005.0,João Pedro Cavaco Cancelo,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.948,0.8060000000000009,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8442194490836007
909ddb73-1180-482b-8ad0-282534aa8e92,20,1,00:00:20.293,0,20,2,0.0,38,Miscontrol,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,['b6393895-c6e6-44b5-80b5-3dd0371b2d51'],,"[113.6, 78.1]",11539.0,Adrián Embarba Blázquez,17.0,Right Wing,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.293,4.344999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.5533469679339709
03e33960-a3fa-4d8b-b690-9f302e5b46a4,21,1,00:00:29.503,0,29,3,1.742203,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['a93d6a86-6d3c-458c-b2f3-814006a369f4'],,"[10.5, 0.1]",7005.0,João Pedro Cavaco Cancelo,6.0,Left Back,6594.0,Santiago Mina Lorenzo,20.993809,0.16749793,3.0,High Pass,"[31.2, 3.6]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.503,9.21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.36717663327886574
016d0dac-86ee-43f1-a8ee-0127538b55a2,22,1,00:00:31.010,0,31,3,0.281139,17,Pressure,207,Valencia,4,From Throw In,360,Rayo Vallecano,,,"['253a144a-6ad9-4de2-8785-ad659e7fb678', 'a93d6a86-6d3c-458c-b2f3-814006a369f4']",,"[86.5, 76.5]",24138.0,Joaquín José Marín Ruiz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.01,1.5070000000000014,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6332044462415555
a93d6a86-6d3c-458c-b2f3-814006a369f4,23,1,00:00:31.245,0,31,3,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,"['016d0dac-86ee-43f1-a8ee-0127538b55a2', '03e33960-a3fa-4d8b-b690-9f302e5b46a4']",,"[31.2, 3.6]",6594.0,Santiago Mina Lorenzo,16.0,Left Midfield,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.245,0.23499999999999943,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25338234031222095
253a144a-6ad9-4de2-8785-ad659e7fb678,24,1,00:00:31.245,0,31,3,0.0,38,Miscontrol,207,Valencia,4,From Throw In,207,Valencia,,,['016d0dac-86ee-43f1-a8ee-0127538b55a2'],,"[31.2, 3.0]",6594.0,Santiago Mina Lorenzo,16.0,Left Midfield,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.245,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.6158899832353852
b562cbc7-bbe7-472a-9105-d647509cda9a,25,1,00:00:31.722,0,31,4,0.0,2,Ball Recovery,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,,,"[94.0, 77.7]",11539.0,Adrián Embarba Blázquez,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.722,0.4770000000000003,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8612974292565552
49696f36-95a9-4822-90b9-ea0ba2754fd9,26,1,00:00:31.722,0,31,4,1.319155,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['7116989e-abd7-416c-99f9-0095541f3013', 'b562cbc7-bbe7-472a-9105-d647509cda9a', 'c7330e73-f316-480a-99b0-4c8b9cea9d15']",,"[94.0, 77.7]",11539.0,Adrián Embarba Blázquez,17.0,Right Wing,,,,,,,,,,,,True,"[91.1, 72.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.722,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.21458110943372988
c7330e73-f316-480a-99b0-4c8b9cea9d15,27,1,00:00:32.868,0,32,4,0.571943,17,Pressure,360,Rayo Vallecano,1,Regular Play,207,Valencia,,,"['49696f36-95a9-4822-90b9-ea0ba2754fd9', '7116989e-abd7-416c-99f9-0095541f3013']",,"[34.2, 7.5]",20542.0,Álvaro Negredo Sánchez,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.868,1.1460000000000008,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.441570139462664
7116989e-abd7-416c-99f9-0095541f3013,28,1,00:00:33.041,0,33,4,0.599087,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['4d602ab7-d0a5-415d-91a3-1252ad19ffd2', 'c7330e73-f316-480a-99b0-4c8b9cea9d15']",,"[91.1, 72.4]",11539.0,Adrián Embarba Blázquez,17.0,Right Wing,26848.0,Roberto Trashorras Gayoso,10.962208,-2.1942272,1.0,Ground Pass,"[84.7, 63.5]",38.0,Left Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.041,0.1729999999999947,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8253872915171506
4d602ab7-d0a5-415d-91a3-1252ad19ffd2,29,1,00:00:33.641,0,33,4,,42,Ball Receipt*,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['7116989e-abd7-416c-99f9-0095541f3013'],,"[84.7, 63.5]",26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.641,0.6000000000000014,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6991687853197147
81abb536-9bcf-4c0c-b8df-6d84125c6ac0,30,1,00:00:33.641,0,33,4,1.881686,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['0936e4b3-79e2-4ea1-8f89-6113773bd738', '3718ed80-cf75-4c21-9405-d1982b3fe306', '4d602ab7-d0a5-415d-91a3-1252ad19ffd2']",,"[84.7, 63.5]",26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,,,,,,,,,,,,True,"[83.9, 55.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.641,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.417095414129255
3718ed80-cf75-4c21-9405-d1982b3fe306,31,1,00:00:33.828,0,33,4,1.820271,17,Pressure,360,Rayo Vallecano,1,Regular Play,207,Valencia,,,"['0936e4b3-79e2-4ea1-8f89-6113773bd738', '81abb536-9bcf-4c0c-b8df-6d84125c6ac0']",,"[32.2, 14.1]",10802.0,André Filipe Tavares Gomes,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.828,0.18700000000000472,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.08187277896340539
