id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,carry_end_location,pass_cross,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,interception_outcome_id,interception_outcome_name,counterpress,out,duel_type_id,duel_type_name,pass_aerial_won,foul_won_defensive,foul_committed_card_id,foul_committed_card_name,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_switch,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_straight,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_first_time,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,miscontrol_aerial_won,clearance_left_foot,ball_recovery_recovery_failure,dribble_outcome_id,dribble_outcome_name,pass_cut_back,pass_through_ball,shot_one_on_one,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_no_touch,clearance_right_foot,duel_outcome_id,duel_outcome_name,foul_committed_advantage,foul_won_advantage,shot_aerial_won,clearance_aerial_won,pass_outswinging,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,pass_inswinging,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_miscommunication,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
aad97e2d-6cef-4007-b6a7-7be024c0588c,11,1,00:00:15.137,0,15,3,0.16771,17,Pressure,218,Real Betis,4,From Throw In,218,Real Betis,,,['5edfb333-155a-4405-bba7-91ab0646ffca'],,"[96.1, 68.0]",6697.0,Daniel Ceballos Fernández,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.137,2.553000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.241515220620229
5edfb333-155a-4405-bba7-91ab0646ffca,12,1,00:00:15.210,0,15,3,1.397217,30,Pass,218,Real Betis,4,From Throw In,213,Sevilla,,,"['2b8dbe15-f6b4-463c-bc51-6d9981087385', 'a96eac60-a9ba-4624-b0db-97527d670dd7', 'aad97e2d-6cef-4007-b6a7-7be024c0588c']",,"[22.3, 12.1]",3637.0,Grzegorz Krychowiak,11.0,Left Defensive Midfield,,,6.676077,-0.28858736,3.0,High Pass,"[28.7, 10.2]",40.0,Right Foot,66.0,Recovery,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.21,0.0730000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8913396248628023
2b8dbe15-f6b4-463c-bc51-6d9981087385,13,1,00:00:16.607,0,16,3,0.0,2,Ball Recovery,218,Real Betis,4,From Throw In,218,Real Betis,,,['5edfb333-155a-4405-bba7-91ab0646ffca'],,"[91.4, 69.9]",26723.0,Álvaro Cejudo Carmona,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.607,1.3969999999999985,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09259111477367543
7f9a6971-695c-4942-af22-cc056b3e3a9d,14,1,00:00:16.607,0,16,3,3.899533,43,Carry,218,Real Betis,4,From Throw In,218,Real Betis,,,"['2b8dbe15-f6b4-463c-bc51-6d9981087385', '8d958d35-1607-48f1-a39e-713a8dec871c', 'edb4ef0c-2243-49b8-8a04-7f32382ed13e']",,"[91.4, 69.9]",26723.0,Álvaro Cejudo Carmona,17.0,Right Wing,,,,,,,,,,,,True,,,,,"[99.7, 67.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.607,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6788726203754615
8d958d35-1607-48f1-a39e-713a8dec871c,15,1,00:00:18.901,0,18,3,1.369668,17,Pressure,218,Real Betis,4,From Throw In,213,Sevilla,,,['7f9a6971-695c-4942-af22-cc056b3e3a9d'],,"[25.3, 11.9]",8523.0,Yevhen Konoplyanka,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.901,2.2940000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6471921146876811
edb4ef0c-2243-49b8-8a04-7f32382ed13e,16,1,00:00:20.507,0,20,3,0.957021,30,Pass,218,Real Betis,4,From Throw In,218,Real Betis,,,['2a15bba0-53b7-415f-94c7-c8efa00f633d'],,"[99.7, 67.6]",26723.0,Álvaro Cejudo Carmona,17.0,Right Wing,6832.0,Rubén Castro Martín,4.5343137,-2.2937758,1.0,Ground Pass,"[96.7, 64.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.507,1.6060000000000016,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5160075148711947
2a15bba0-53b7-415f-94c7-c8efa00f633d,17,1,00:00:21.464,0,21,3,,42,Ball Receipt*,218,Real Betis,4,From Throw In,218,Real Betis,,,['edb4ef0c-2243-49b8-8a04-7f32382ed13e'],,"[96.7, 64.2]",6832.0,Rubén Castro Martín,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.464,0.9569999999999972,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2521976056902554
6fd59261-3edf-4dd3-8951-a52eeacc8f83,18,1,00:00:21.464,0,21,3,2.761767,43,Carry,218,Real Betis,4,From Throw In,218,Real Betis,,,"['2a15bba0-53b7-415f-94c7-c8efa00f633d', '6e5473df-9a07-43b5-80c0-e00e6a5a6016', '71d338ea-5a52-4c24-ac0e-8cbd2c753918']",,"[96.7, 64.2]",6832.0,Rubén Castro Martín,23.0,Center Forward,,,,,,,,,,,,True,,,,,"[98.2, 61.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.464,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.970046995867908
6e5473df-9a07-43b5-80c0-e00e6a5a6016,19,1,00:00:21.543,0,21,3,0.592399,17,Pressure,218,Real Betis,4,From Throw In,213,Sevilla,,,['6fd59261-3edf-4dd3-8951-a52eeacc8f83'],,"[25.1, 15.9]",5504.0,Éver Maximiliano David Banega,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.543,0.07900000000000063,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4054041721021301
a8fff97e-1954-4430-80f1-e52ebf67f9e5,20,1,00:00:23.422,0,23,3,0.885606,17,Pressure,218,Real Betis,4,From Throw In,213,Sevilla,,,['71d338ea-5a52-4c24-ac0e-8cbd2c753918'],,"[19.1, 19.0]",8523.0,Yevhen Konoplyanka,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.422,1.8790000000000013,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8333604077886236
e42bc317-fa81-481c-9192-fea756b782cf,21,1,00:00:23.797,0,23,3,0.42509,17,Pressure,218,Real Betis,4,From Throw In,213,Sevilla,,,,,"[20.2, 19.1]",5504.0,Éver Maximiliano David Banega,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.797,0.375,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.2748156884275825
71d338ea-5a52-4c24-ac0e-8cbd2c753918,22,1,00:00:24.226,0,24,3,1.253279,30,Pass,218,Real Betis,4,From Throw In,218,Real Betis,,,"['4f733248-7ebd-49b5-bd54-b9fefeb824b7', 'a8fff97e-1954-4430-80f1-e52ebf67f9e5']",,"[98.2, 61.0]",6832.0,Rubén Castro Martín,23.0,Center Forward,6865.0,Francisco José Molinero Calderón,14.848906,1.7880044,1.0,Ground Pass,"[95.0, 75.5]",40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.226,0.4289999999999985,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9381645501234636
4f733248-7ebd-49b5-bd54-b9fefeb824b7,23,1,00:00:25.479,0,25,3,,42,Ball Receipt*,218,Real Betis,4,From Throw In,218,Real Betis,,,['71d338ea-5a52-4c24-ac0e-8cbd2c753918'],,"[95.0, 75.5]",6865.0,Francisco José Molinero Calderón,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.479,1.2530000000000001,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9540538572802663
7019f07c-10ea-46f9-843c-1c4563cf6624,24,1,00:00:25.479,0,25,3,0.831975,43,Carry,218,Real Betis,4,From Throw In,218,Real Betis,,,"['4f733248-7ebd-49b5-bd54-b9fefeb824b7', '5a7f5467-85ab-4151-99c9-dd795cf0671c', '78fa78cc-615b-44c5-a9ca-afbc2a9e82ae']",,"[95.0, 75.5]",6865.0,Francisco José Molinero Calderón,2.0,Right Back,,,,,,,,,,,,True,,,,,"[97.3, 72.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.479,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7860563975267427
78fa78cc-615b-44c5-a9ca-afbc2a9e82ae,25,1,00:00:25.995,0,25,3,0.461713,17,Pressure,218,Real Betis,4,From Throw In,213,Sevilla,,,"['5a7f5467-85ab-4151-99c9-dd795cf0671c', '7019f07c-10ea-46f9-843c-1c4563cf6624']",,"[24.0, 9.5]",5504.0,Éver Maximiliano David Banega,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.995,0.5160000000000018,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.30843139942492326
5a7f5467-85ab-4151-99c9-dd795cf0671c,26,1,00:00:26.311,0,26,3,1.59765,30,Pass,218,Real Betis,4,From Throw In,218,Real Betis,,,"['773b57a6-5693-418c-a2f6-4412f4bba1f5', '78fa78cc-615b-44c5-a9ca-afbc2a9e82ae']",,"[97.3, 72.7]",6865.0,Francisco José Molinero Calderón,2.0,Right Back,6697.0,Daniel Ceballos Fernández,12.133425,0.07424345,1.0,Ground Pass,"[109.4, 73.6]",40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.311,0.31599999999999895,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8388150784084971
5c68ab5f-6b81-4913-b2c5-9d11f5371797,27,1,00:00:27.409,0,27,3,0.579509,17,Pressure,218,Real Betis,4,From Throw In,213,Sevilla,,,"['773b57a6-5693-418c-a2f6-4412f4bba1f5', 'a039d1e8-382a-4fa0-8175-ced83cf262e2', 'f729ea65-e9a2-4104-ae5a-29b92ed8b151']",,"[14.3, 6.5]",5504.0,Éver Maximiliano David Banega,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.409,1.097999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.029867498139914184
773b57a6-5693-418c-a2f6-4412f4bba1f5,28,1,00:00:27.908,0,27,3,,42,Ball Receipt*,218,Real Betis,4,From Throw In,218,Real Betis,,,"['5a7f5467-85ab-4151-99c9-dd795cf0671c', '5c68ab5f-6b81-4913-b2c5-9d11f5371797']",,"[109.4, 73.6]",6697.0,Daniel Ceballos Fernández,19.0,Center Attacking Midfield,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.908,0.49900000000000233,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5577578423182447
