id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,counterpress,out,ball_recovery_recovery_failure,pass_aerial_won,clearance_left_foot,clearance_right_foot,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,off_camera,pass_technique_id,pass_technique_name,pass_through_ball,foul_committed_penalty,foul_committed_card_id,foul_committed_card_name,foul_won_penalty,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_one_on_one,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,interception_outcome_id,interception_outcome_name,pass_switch,block_deflection,clearance_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_outswinging,shot_first_time,pass_goal_assist,foul_won_defensive,pass_no_touch,pass_cut_back,foul_won_advantage,dribble_overrun,miscontrol_aerial_won,bad_behaviour_card_id,bad_behaviour_card_name,goalkeeper_punched_out,pass_deflected,goalkeeper_lost_out,foul_committed_advantage,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
705bfc66-73f4-4e0a-9d50-6c7d574eb120,11,1,00:00:02.725,0,2,2,1.1033,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['0d6f989a-2855-4eb7-b8e1-a922ebdb8257', '46389b44-5cf4-4967-a53d-d57abac9dbfa', 'c6442cce-4b3b-45eb-aa1a-60352c738a3c']","[36.4, 33.0]",4353.0,Aymeric Laporte,5.0,Left Center Back,,,,,,,,,,,,"[33.8, 31.9]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.725,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.16352642728505207
c6442cce-4b3b-45eb-aa1a-60352c738a3c,12,1,00:00:03.828,0,3,2,1.239751,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['87c0c311-4355-4bb7-8eeb-bd68ef108a78'],"[33.8, 31.9]",4353.0,Aymeric Laporte,5.0,Left Center Back,6789.0,Mikel Balenziaga Oruesagasti,23.971024,-1.1127456,1.0,Ground Pass,"[44.4, 10.4]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.828,1.1029999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5914992173247422
881ad6cd-f1ca-4ee0-b195-cfdde43c8938,13,1,00:00:04.863,0,4,2,1.316122,17,Pressure,215,Athletic Club,9,From Kick Off,217,Barcelona,,,"['87c0c311-4355-4bb7-8eeb-bd68ef108a78', 'c3b060b0-d09e-4580-8c96-8ccbe2700a20']","[67.3, 70.5]",5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.863,1.0350000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8045072628259602
87c0c311-4355-4bb7-8eeb-bd68ef108a78,14,1,00:00:05.068,0,5,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['881ad6cd-f1ca-4ee0-b195-cfdde43c8938', 'c6442cce-4b3b-45eb-aa1a-60352c738a3c']","[44.4, 10.4]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.068,0.20499999999999918,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.21940467487589788
c3b060b0-d09e-4580-8c96-8ccbe2700a20,15,1,00:00:05.068,0,5,2,1.200049,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['87c0c311-4355-4bb7-8eeb-bd68ef108a78', '881ad6cd-f1ca-4ee0-b195-cfdde43c8938', 'befcce27-b575-4018-9229-978ed91dc7d8']","[44.4, 10.4]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,,,,,,,,,,,,"[38.6, 13.3]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.068,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.35754566067538096
befcce27-b575-4018-9229-978ed91dc7d8,16,1,00:00:06.268,0,6,2,2.2,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['e618c4b9-9cec-4447-97d9-02716af03c0a'],"[38.6, 13.3]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,6576.0,Gorka Iraizoz Moreno,40.707,2.4327,1.0,Ground Pass,"[7.7, 39.8]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.268,1.2000000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.46129101932342265
e618c4b9-9cec-4447-97d9-02716af03c0a,17,1,00:00:08.468,0,8,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['befcce27-b575-4018-9229-978ed91dc7d8'],"[7.7, 39.8]",6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.468,2.2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6174239651007687
3843056c-b65c-4b2a-8439-9ec6eaa322f4,18,1,00:00:08.468,0,8,2,1.7785,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['08c47132-f216-4964-b29f-8fb8bb67b061', 'e618c4b9-9cec-4447-97d9-02716af03c0a', 'fec5baa5-721f-48df-9ff6-66944aac3af5']","[7.7, 39.8]",6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,,,,,,,,,,,,"[9.5, 48.5]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.468,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9718400441547035
fec5baa5-721f-48df-9ff6-66944aac3af5,19,1,00:00:08.808,0,8,2,1.087527,17,Pressure,215,Athletic Club,9,From Kick Off,217,Barcelona,,,['3843056c-b65c-4b2a-8439-9ec6eaa322f4'],"[103.0, 36.9]",5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.808,0.33999999999999986,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.08480712922785538
08c47132-f216-4964-b29f-8fb8bb67b061,20,1,00:00:10.247,0,10,2,2.8216,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['e14870b6-4acd-437f-a2a7-20c1e28e3a27'],"[9.5, 48.5]",6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,6386.0,Eneko Bóveda Altube,49.104073,0.46455836,3.0,High Pass,"[53.4, 70.5]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.247,1.439,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.29523461499338177
e14870b6-4acd-437f-a2a7-20c1e28e3a27,21,1,00:00:13.068,0,13,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['08c47132-f216-4964-b29f-8fb8bb67b061'],"[53.4, 70.5]",6386.0,Eneko Bóveda Altube,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.068,2.8209999999999997,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.20997523717651378
62a59b29-a47d-4307-82c6-53c28d7c6ee9,22,1,00:00:13.108,0,13,2,0.474725,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['1f863e8f-0c13-4af8-9afd-b734cd3c0e6a'],"[53.4, 70.5]",6386.0,Eneko Bóveda Altube,2.0,Right Back,,,12.126417,-0.37131828,2.0,Low Pass,"[64.7, 66.1]",,,37.0,Head,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.108,0.040000000000000924,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9227379436070905
1f863e8f-0c13-4af8-9afd-b734cd3c0e6a,23,1,00:00:13.583,0,13,2,0.0,2,Ball Recovery,215,Athletic Club,9,From Kick Off,217,Barcelona,,,['62a59b29-a47d-4307-82c6-53c28d7c6ee9'],"[55.4, 14.0]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.583,0.47499999999999964,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9838776472192841
71419b7d-8c47-4f3f-923a-d21540429e03,24,1,00:00:13.583,0,13,2,1.019037,43,Carry,215,Athletic Club,9,From Kick Off,217,Barcelona,,,"['1f863e8f-0c13-4af8-9afd-b734cd3c0e6a', 'dfc77f73-7db1-4b2e-b91b-1c30e4d91e47']","[55.4, 14.0]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,,,,,,,,,,,,"[55.6, 15.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.583,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8098972235823428
dfc77f73-7db1-4b2e-b91b-1c30e4d91e47,25,1,00:00:14.602,0,14,2,1.344638,30,Pass,215,Athletic Club,9,From Kick Off,217,Barcelona,,,"['7bf4d8ea-9156-4cec-9c94-37d4e7936c96', 'f3402445-5bb1-4cba-9040-54d4ac13658a']","[55.6, 15.4]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,4320.0,Neymar da Silva Santos Junior,18.283325,-0.52728707,1.0,Ground Pass,"[71.4, 6.2]",,,38.0,Left Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.602,1.0190000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.4514439682695306
7bf4d8ea-9156-4cec-9c94-37d4e7936c96,26,1,00:00:15.947,0,15,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,217,Barcelona,,,['dfc77f73-7db1-4b2e-b91b-1c30e4d91e47'],"[74.3, 5.5]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.947,1.3449999999999989,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7635451613645249
f3402445-5bb1-4cba-9040-54d4ac13658a,27,1,00:00:15.947,0,15,2,1.157624,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['dfc77f73-7db1-4b2e-b91b-1c30e4d91e47', 'e1e32222-47b1-4d4e-aedb-05994c2e970e']","[48.7, 73.9]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,6649.0,Óscar de Marcos Arana,18.621761,0.048349388,1.0,Ground Pass,"[67.3, 74.8]",66.0,Recovery,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.947,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.31756339314622006
e1e32222-47b1-4d4e-aedb-05994c2e970e,28,1,00:00:17.104,0,17,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['f3402445-5bb1-4cba-9040-54d4ac13658a'],"[67.3, 74.8]",6649.0,Óscar de Marcos Arana,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.104,1.157,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22999256249618505
